Ukazatel;Typ indexu;Území;Klasifikace CZ-CPA;Měsíce;value
Index vývozních cen (%);Meziměsíční index;Česko;Elektřina, plyn, pára a klimatizovaný vzduch;červen 2024;104.8
Index vývozních cen (%);Meziměsíční index;Česko;Elektřina, plyn, pára a klimatizovaný vzduch;červenec 2024;96.9
Index vývozních cen (%);Meziměsíční index;Česko;Elektřina, plyn, pára a klimatizovaný vzduch;srpen 2024;114.6
Index vývozních cen (%);Meziměsíční index;Česko;Elektřina, plyn, pára a klimatizovaný vzduch;září 2024;92.7
Index vývozních cen (%);Meziměsíční index;Česko;Elektřina, plyn, pára a klimatizovaný vzduch;říjen 2024;106.8
Index vývozních cen (%);Meziměsíční index;Česko;Elektřina, plyn, pára a klimatizovaný vzduch;listopad 2024;124.0
Index vývozních cen (%);Meziměsíční index;Česko;Elektřina, plyn, pára a klimatizovaný vzduch;prosinec 2024;102.3
Index vývozních cen (%);Meziměsíční index;Česko;Elektřina, plyn, pára a klimatizovaný vzduch;leden 2025;92.4
Index vývozních cen (%);Meziměsíční index;Česko;Elektřina, plyn, pára a klimatizovaný vzduch;únor 2025;103.4
Index vývozních cen (%);Meziměsíční index;Česko;Elektřina, plyn, pára a klimatizovaný vzduch;březen 2025;82.9
Index vývozních cen (%);Meziměsíční index;Česko;"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití";leden 2024;105.0
Index vývozních cen (%);Meziměsíční index;Česko;"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití";únor 2024;105.1
Index vývozních cen (%);Meziměsíční index;Česko;"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití";březen 2024;100.3
Index vývozních cen (%);Meziměsíční index;Česko;"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití";duben 2024;99.9
Index vývozních cen (%);Meziměsíční index;Česko;"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití";květen 2024;101.3
Index vývozních cen (%);Meziměsíční index;Česko;"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití";červen 2024;100.5
Index vývozních cen (%);Meziměsíční index;Česko;"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití";červenec 2024;100.0
Index vývozních cen (%);Meziměsíční index;Česko;"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití";srpen 2024;98.7
Index vývozních cen (%);Meziměsíční index;Česko;"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití";září 2024;97.1
Index vývozních cen (%);Meziměsíční index;Česko;"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití";říjen 2024;97.1
Index vývozních cen (%);Meziměsíční index;Česko;"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití";listopad 2024;96.2
Index vývozních cen (%);Meziměsíční index;Česko;"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití";prosinec 2024;97.9
Index vývozních cen (%);Meziměsíční index;Česko;"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití";leden 2025;99.5
Index vývozních cen (%);Meziměsíční index;Česko;"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití";únor 2025;102.5
Index vývozních cen (%);Meziměsíční index;Česko;"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití";březen 2025;104.0
