Kategorie,Ukazatel,Měsíce,Území,value
Hotely a penziony,Čisté využití lůžek (%),leden 2022,Ústecký kraj,9.8806304922
Hotely a penziony,Čisté využití lůžek (%),leden 2022,Liberecký kraj,24.7184731505
Hotely a penziony,Čisté využití lůžek (%),leden 2022,Královéhradecký kraj,29.055946011
Hotely a penziony,Čisté využití lůžek (%),leden 2022,Pardubický kraj,17.6550324611
Hotely a penziony,Čisté využití lůžek (%),leden 2022,Kraj Vysočina,10.1964684685
Hotely a penziony,Čisté využití lůžek (%),leden 2022,Jihomoravský kraj,8.9603316554
Hotely a penziony,Čisté využití lůžek (%),leden 2022,Olomoucký kraj,18.3213819275
Hotely a penziony,Čisté využití lůžek (%),leden 2022,Zlínský kraj,17.1609015307
Hotely a penziony,Čisté využití lůžek (%),leden 2022,Moravskoslezský kraj,18.34723934
Hotely a penziony,Čisté využití lůžek (%),prosinec 2021,Česko,16.3824490997
Hotely a penziony,Čisté využití lůžek (%),prosinec 2021,Hlavní město Praha,24.9005066518
Hotely a penziony,Čisté využití lůžek (%),prosinec 2021,Středočeský kraj,12.090797971
Hotely a penziony,Čisté využití lůžek (%),prosinec 2021,Jihočeský kraj,10.3601167652
Hotely a penziony,Čisté využití lůžek (%),prosinec 2021,Plzeňský kraj,13.0969134298
Hotely a penziony,Čisté využití lůžek (%),prosinec 2021,Karlovarský kraj,22.0588543276
Hotely a penziony,Čisté využití lůžek (%),prosinec 2021,Ústecký kraj,9.4930587964
Hotely a penziony,Čisté využití lůžek (%),prosinec 2021,Liberecký kraj,16.0078856734
Hotely a penziony,Čisté využití lůžek (%),prosinec 2021,Královéhradecký kraj,19.0566709788
Hotely a penziony,Čisté využití lůžek (%),prosinec 2021,Pardubický kraj,12.7496643517
Hotely a penziony,Čisté využití lůžek (%),prosinec 2021,Kraj Vysočina,9.1114519284
Hotely a penziony,Čisté využití lůžek (%),prosinec 2021,Jihomoravský kraj,9.0591586459
Hotely a penziony,Čisté využití lůžek (%),prosinec 2021,Olomoucký kraj,11.7994038568
Hotely a penziony,Čisté využití lůžek (%),prosinec 2021,Zlínský kraj,13.415339083
Hotely a penziony,Čisté využití lůžek (%),prosinec 2021,Moravskoslezský kraj,13.7103888674
Hotely a penziony,Čisté využití lůžek (%),listopad 2021,Česko,21.2198606475
Hotely a penziony,Čisté využití lůžek (%),listopad 2021,Hlavní město Praha,31.9906922662
Hotely a penziony,Čisté využití lůžek (%),listopad 2021,Středočeský kraj,19.3207353173
Hotely a penziony,Čisté využití lůžek (%),listopad 2021,Jihočeský kraj,14.4833224774
Hotely a penziony,Čisté využití lůžek (%),listopad 2021,Plzeňský kraj,17.3591179244
Hotely a penziony,Čisté využití lůžek (%),listopad 2021,Karlovarský kraj,33.4628362853
Hotely a penziony,Čisté využití lůžek (%),listopad 2021,Ústecký kraj,14.5452073419
Hotely a penziony,Čisté využití lůžek (%),listopad 2021,Liberecký kraj,11.6733164167
Hotely a penziony,Čisté využití lůžek (%),listopad 2021,Královéhradecký kraj,13.0411367721
Hotely a penziony,Čisté využití lůžek (%),listopad 2021,Pardubický kraj,16.8663694411
Hotely a penziony,Čisté využití lůžek (%),listopad 2021,Kraj Vysočina,13.654379082
Hotely a penziony,Čisté využití lůžek (%),listopad 2021,Jihomoravský kraj,17.2306714456
Hotely a penziony,Čisté využití lůžek (%),listopad 2021,Olomoucký kraj,15.553487132
Hotely a penziony,Čisté využití lůžek (%),listopad 2021,Zlínský kraj,23.4169559685
Hotely a penziony,Čisté využití lůžek (%),listopad 2021,Moravskoslezský kraj,16.8840498906
Hotely a penziony,Čisté využití lůžek (%),říjen 2021,Česko,30.2635052703
Hotely a penziony,Čisté využití lůžek (%),říjen 2021,Hlavní město Praha,39.0457159611
Hotely a penziony,Čisté využití lůžek (%),říjen 2021,Středočeský kraj,26.5623616962
Hotely a penziony,Čisté využití lůžek (%),říjen 2021,Jihočeský kraj,23.8697138869
Hotely a penziony,Čisté využití lůžek (%),říjen 2021,Plzeňský kraj,26.8597767891
Hotely a penziony,Čisté využití lůžek (%),říjen 2021,Karlovarský kraj,44.6493627877
Hotely a penziony,Čisté využití lůžek (%),říjen 2021,Ústecký kraj,24.7038782316
Hotely a penziony,Čisté využití lůžek (%),říjen 2021,Liberecký kraj,22.2472583044
Hotely a penziony,Čisté využití lůžek (%),říjen 2021,Královéhradecký kraj,25.2363469705
Hotely a penziony,Čisté využití lůžek (%),říjen 2021,Pardubický kraj,25.5335368773
Hotely a penziony,Čisté využití lůžek (%),říjen 2021,Kraj Vysočina,23.5694859574
Hotely a penziony,Čisté využití lůžek (%),říjen 2021,Jihomoravský kraj,28.0686886028
Hotely a penziony,Čisté využití lůžek (%),říjen 2021,Olomoucký kraj,23.5965659208
Hotely a penziony,Čisté využití lůžek (%),říjen 2021,Zlínský kraj,32.8980942721
Hotely a penziony,Čisté využití lůžek (%),říjen 2021,Moravskoslezský kraj,24.6335245926
Hotely a penziony,Čisté využití lůžek (%),září 2021,Česko,32.3380218311
Hotely a penziony,Čisté využití lůžek (%),září 2021,Hlavní město Praha,33.901119043
Hotely a penziony,Čisté využití lůžek (%),září 2021,Středočeský kraj,29.885273502
Hotely a penziony,Čisté využití lůžek (%),září 2021,Jihočeský kraj,30.1527527011
Hotely a penziony,Čisté využití lůžek (%),září 2021,Plzeňský kraj,32.2177065002
Hotely a penziony,Čisté využití lůžek (%),září 2021,Karlovarský kraj,45.4367578935
Hotely a penziony,Čisté využití lůžek (%),září 2021,Ústecký kraj,27.0917688082
Hotely a penziony,Čisté využití lůžek (%),září 2021,Liberecký kraj,25.9783894607
Hotely a penziony,Čisté využití lůžek (%),září 2021,Královéhradecký kraj,29.9012868348
Hotely a penziony,Čisté využití lůžek (%),září 2021,Pardubický kraj,30.9494041436
Hotely a penziony,Čisté využití lůžek (%),září 2021,Kraj Vysočina,28.7636569398
Hotely a penziony,Čisté využití lůžek (%),září 2021,Jihomoravský kraj,33.3712471244
Hotely a penziony,Čisté využití lůžek (%),září 2021,Olomoucký kraj,28.1626883608
Hotely a penziony,Čisté využití lůžek (%),září 2021,Zlínský kraj,38.8887523703
Hotely a penziony,Čisté využití lůžek (%),září 2021,Moravskoslezský kraj,28.9578209091
Hotely a penziony,Čisté využití lůžek (%),srpen 2021,Česko,43.3920593474
Hotely a penziony,Čisté využití lůžek (%),srpen 2021,Hlavní město Praha,38.6324619053
Hotely a penziony,Čisté využití lůžek (%),srpen 2021,Středočeský kraj,40.7352190749
Hotely a penziony,Čisté využití lůžek (%),srpen 2021,Jihočeský kraj,49.7492706681
Hotely a penziony,Čisté využití lůžek (%),srpen 2021,Plzeňský kraj,42.7524970808
Hotely a penziony,Čisté využití lůžek (%),srpen 2021,Karlovarský kraj,54.3909456278
Hotely a penziony,Čisté využití lůžek (%),srpen 2021,Ústecký kraj,38.2390807018
Hotely a penziony,Čisté využití lůžek (%),srpen 2021,Liberecký kraj,41.0435847017
Hotely a penziony,Čisté využití lůžek (%),srpen 2021,Královéhradecký kraj,45.044483127
Hotely a penziony,Čisté využití lůžek (%),srpen 2021,Pardubický kraj,42.9493005752
Hotely a penziony,Čisté využití lůžek (%),srpen 2021,Kraj Vysočina,41.5775954299
Hotely a penziony,Čisté využití lůžek (%),srpen 2021,Jihomoravský kraj,45.6513583797
Hotely a penziony,Čisté využití lůžek (%),srpen 2021,Olomoucký kraj,38.9041675043
Hotely a penziony,Čisté využití lůžek (%),srpen 2021,Zlínský kraj,50.7615412861
Hotely a penziony,Čisté využití lůžek (%),srpen 2021,Moravskoslezský kraj,37.4574027045
Hotely a penziony,Čisté využití lůžek (%),červenec 2021,Česko,39.7235400691
Hotely a penziony,Čisté využití lůžek (%),červenec 2021,Hlavní město Praha,29.9455999084
Hotely a penziony,Čisté využití lůžek (%),červenec 2021,Středočeský kraj,37.5511756768
Hotely a penziony,Čisté využití lůžek (%),červenec 2021,Jihočeský kraj,48.2817428045
Hotely a penziony,Čisté využití lůžek (%),červenec 2021,Plzeňský kraj,40.8253975188
Hotely a penziony,Čisté využití lůžek (%),červenec 2021,Karlovarský kraj,46.9698546502
Hotely a penziony,Čisté využití lůžek (%),červenec 2021,Ústecký kraj,36.47706701
Hotely a penziony,Čisté využití lůžek (%),červenec 2021,Liberecký kraj,39.2439612839
Hotely a penziony,Čisté využití lůžek (%),červenec 2021,Královéhradecký kraj,41.5426106861
Hotely a penziony,Čisté využití lůžek (%),červenec 2021,Pardubický kraj,39.7640480331
Hotely a penziony,Čisté využití lůžek (%),červenec 2021,Kraj Vysočina,39.6273749672
Hotely a penziony,Čisté využití lůžek (%),červenec 2021,Jihomoravský kraj,44.7327868998
Hotely a penziony,Čisté využití lůžek (%),červenec 2021,Olomoucký kraj,37.3863203406
Hotely a penziony,Čisté využití lůžek (%),červenec 2021,Zlínský kraj,49.1185880273
Hotely a penziony,Čisté využití lůžek (%),červenec 2021,Moravskoslezský kraj,35.9048580039
Hotely a penziony,Čisté využití lůžek (%),červen 2021,Česko,22.0511805448
Hotely a penziony,Čisté využití lůžek (%),červen 2021,Hlavní město Praha,15.5934725607
Hotely a penziony,Čisté využití lůžek (%),červen 2021,Středočeský kraj,23.4516282374
Hotely a penziony,Čisté využití lůžek (%),červen 2021,Jihočeský kraj,24.1893385317
Hotely a penziony,Čisté využití lůžek (%),červen 2021,Plzeňský kraj,23.6786592515
Hotely a penziony,Čisté využití lůžek (%),červen 2021,Karlovarský kraj,31.2368438578
Hotely a penziony,Čisté využití lůžek (%),červen 2021,Ústecký kraj,18.5804522907
Hotely a penziony,Čisté využití lůžek (%),červen 2021,Liberecký kraj,20.4285644282
Hotely a penziony,Čisté využití lůžek (%),červen 2021,Královéhradecký kraj,20.5362533764
Hotely a penziony,Čisté využití lůžek (%),červen 2021,Pardubický kraj,24.8141053109
Hotely a penziony,Čisté využití lůžek (%),červen 2021,Kraj Vysočina,22.1525505963
Hotely a penziony,Čisté využití lůžek (%),červen 2021,Jihomoravský kraj,23.3063482954
Hotely a penziony,Čisté využití lůžek (%),červen 2021,Olomoucký kraj,21.6869144989
Hotely a penziony,Čisté využití lůžek (%),červen 2021,Zlínský kraj,29.8098356623
Hotely a penziony,Čisté využití lůžek (%),červen 2021,Moravskoslezský kraj,21.963232614
Hotely a penziony,Čisté využití lůžek (%),květen 2021,Česko,11.349159673
Hotely a penziony,Čisté využití lůžek (%),květen 2021,Hlavní město Praha,8.2743336913
Hotely a penziony,Čisté využití lůžek (%),květen 2021,Středočeský kraj,12.8842554801
Hotely a penziony,Čisté využití lůžek (%),květen 2021,Jihočeský kraj,11.5415650786
Hotely a penziony,Čisté využití lůžek (%),květen 2021,Plzeňský kraj,9.8502625992
Hotely a penziony,Čisté využití lůžek (%),květen 2021,Karlovarský kraj,21.0759852332
Hotely a penziony,Čisté využití lůžek (%),květen 2021,Ústecký kraj,10.7579758851
Hotely a penziony,Čisté využití lůžek (%),květen 2021,Liberecký kraj,11.8828332134
Hotely a penziony,Čisté využití lůžek (%),květen 2021,Královéhradecký kraj,11.04872589
Hotely a penziony,Čisté využití lůžek (%),květen 2021,Pardubický kraj,14.6064977677
Hotely a penziony,Čisté využití lůžek (%),květen 2021,Kraj Vysočina,11.7059797986
Hotely a penziony,Čisté využití lůžek (%),květen 2021,Jihomoravský kraj,10.1532096261
Hotely a penziony,Čisté využití lůžek (%),květen 2021,Olomoucký kraj,11.4582039212
Hotely a penziony,Čisté využití lůžek (%),květen 2021,Zlínský kraj,15.4310967835
Hotely a penziony,Čisté využití lůžek (%),květen 2021,Moravskoslezský kraj,11.1811874397
Hotely a penziony,Čisté využití lůžek (%),duben 2021,Česko,6.5117634421
Hotely a penziony,Čisté využití lůžek (%),duben 2021,Hlavní město Praha,5.3010455502
Hotely a penziony,Čisté využití lůžek (%),duben 2021,Středočeský kraj,7.1339802032
Hotely a penziony,Čisté využití lůžek (%),duben 2021,Jihočeský kraj,6.5717770242
Hotely a penziony,Čisté využití lůžek (%),duben 2021,Plzeňský kraj,4.4220606637
Hotely a penziony,Čisté využití lůžek (%),duben 2021,Karlovarský kraj,5.7721866625
Hotely a penziony,Čisté využití lůžek (%),duben 2021,Ústecký kraj,7.6262061323
Hotely a penziony,Čisté využití lůžek (%),duben 2021,Liberecký kraj,5.7448628434
Hotely a penziony,Čisté využití lůžek (%),duben 2021,Královéhradecký kraj,5.9118612531
Hotely a penziony,Čisté využití lůžek (%),duben 2021,Pardubický kraj,13.9758942154
Hotely a penziony,Čisté využití lůžek (%),duben 2021,Kraj Vysočina,7.5697385397
Hotely a penziony,Čisté využití lůžek (%),duben 2021,Jihomoravský kraj,5.446256568
Hotely a penziony,Čisté využití lůžek (%),duben 2021,Olomoucký kraj,8.6715867159
Hotely a penziony,Čisté využití lůžek (%),duben 2021,Zlínský kraj,10.8528556448
Hotely a penziony,Čisté využití lůžek (%),duben 2021,Moravskoslezský kraj,8.0044580711
Hotely a penziony,Čisté využití lůžek (%),březen 2021,Česko,5.7051306388
Hotely a penziony,Čisté využití lůžek (%),březen 2021,Hlavní město Praha,4.7573960422
Hotely a penziony,Čisté využití lůžek (%),březen 2021,Středočeský kraj,6.5874359529
Hotely a penziony,Čisté využití lůžek (%),březen 2021,Jihočeský kraj,6.0932609153
Hotely a penziony,Čisté využití lůžek (%),březen 2021,Plzeňský kraj,4.5478275378
Hotely a penziony,Čisté využití lůžek (%),březen 2021,Karlovarský kraj,6.1938502373
Hotely a penziony,Čisté využití lůžek (%),březen 2021,Ústecký kraj,5.711296091
Hotely a penziony,Čisté využití lůžek (%),březen 2021,Liberecký kraj,3.5969485316
Hotely a penziony,Čisté využití lůžek (%),březen 2021,Královéhradecký kraj,4.5401712001
Hotely a penziony,Čisté využití lůžek (%),březen 2021,Pardubický kraj,11.9710726351
Hotely a penziony,Čisté využití lůžek (%),březen 2021,Kraj Vysočina,7.2578814219
Hotely a penziony,Čisté využití lůžek (%),březen 2021,Jihomoravský kraj,4.6299314391
Hotely a penziony,Čisté využití lůžek (%),březen 2021,Olomoucký kraj,7.0770631199
Hotely a penziony,Čisté využití lůžek (%),březen 2021,Zlínský kraj,8.4614175703
Hotely a penziony,Čisté využití lůžek (%),březen 2021,Moravskoslezský kraj,7.2590706983
Hotely a penziony,Čisté využití lůžek (%),únor 2021,Česko,6.6551120206
Hotely a penziony,Čisté využití lůžek (%),únor 2021,Hlavní město Praha,5.3860763988
Hotely a penziony,Čisté využití lůžek (%),únor 2021,Středočeský kraj,6.4055729852
Hotely a penziony,Čisté využití lůžek (%),únor 2021,Jihočeský kraj,6.9478424734
Hotely a penziony,Čisté využití lůžek (%),únor 2021,Plzeňský kraj,5.0909192794
Hotely a penziony,Čisté využití lůžek (%),únor 2021,Karlovarský kraj,10.7771433964
Hotely a penziony,Čisté využití lůžek (%),únor 2021,Ústecký kraj,5.7751458878
Hotely a penziony,Čisté využití lůžek (%),únor 2021,Liberecký kraj,4.6996615905
Hotely a penziony,Čisté využití lůžek (%),únor 2021,Královéhradecký kraj,6.3325319469
Hotely a penziony,Čisté využití lůžek (%),únor 2021,Pardubický kraj,14.1891232181
Hotely a penziony,Čisté využití lůžek (%),únor 2021,Kraj Vysočina,6.3581192218
Hotely a penziony,Čisté využití lůžek (%),únor 2021,Jihomoravský kraj,5.7591428713
Hotely a penziony,Čisté využití lůžek (%),únor 2021,Olomoucký kraj,9.6140492531
Hotely a penziony,Čisté využití lůžek (%),únor 2021,Zlínský kraj,8.7971349326
Hotely a penziony,Čisté využití lůžek (%),únor 2021,Moravskoslezský kraj,7.5365542199
Hotely a penziony,Čisté využití lůžek (%),leden 2021,Česko,5.591592569
Hotely a penziony,Čisté využití lůžek (%),leden 2021,Hlavní město Praha,4.7874187702
Hotely a penziony,Čisté využití lůžek (%),leden 2021,Středočeský kraj,6.3470221896
Hotely a penziony,Čisté využití lůžek (%),leden 2021,Jihočeský kraj,5.329068226
Hotely a penziony,Čisté využití lůžek (%),leden 2021,Plzeňský kraj,5.4837891319
Hotely a penziony,Čisté využití lůžek (%),leden 2021,Karlovarský kraj,8.3300736684
Hotely a penziony,Čisté využití lůžek (%),leden 2021,Ústecký kraj,4.8359677361
Hotely a penziony,Čisté využití lůžek (%),leden 2021,Liberecký kraj,3.7500819511
Hotely a penziony,Čisté využití lůžek (%),leden 2021,Královéhradecký kraj,5.8968479568
Hotely a penziony,Čisté využití lůžek (%),leden 2021,Pardubický kraj,10.4994862082
Hotely a penziony,Čisté využití lůžek (%),leden 2021,Kraj Vysočina,4.6980365102
Hotely a penziony,Čisté využití lůžek (%),leden 2021,Jihomoravský kraj,5.1824795079
Hotely a penziony,Čisté využití lůžek (%),leden 2021,Olomoucký kraj,5.988893754
Hotely a penziony,Čisté využití lůžek (%),leden 2021,Zlínský kraj,6.9883707673
Hotely a penziony,Čisté využití lůžek (%),leden 2021,Moravskoslezský kraj,6.1212793718
Hotely a penziony,Čisté využití lůžek (%),prosinec 2020,Česko,7.6294130097
Hotely a penziony,Čisté využití lůžek (%),prosinec 2020,Hlavní město Praha,7.4191400908
Hotely a penziony,Čisté využití lůžek (%),prosinec 2020,Středočeský kraj,8.2863230643
Hotely a penziony,Čisté využití lůžek (%),prosinec 2020,Jihočeský kraj,5.0790367853
Hotely a penziony,Čisté využití lůžek (%),prosinec 2020,Plzeňský kraj,7.1766220853
Hotely a penziony,Čisté využití lůžek (%),prosinec 2020,Karlovarský kraj,12.1440562542
Hotely a penziony,Čisté využití lůžek (%),prosinec 2020,Ústecký kraj,7.092770583
Hotely a penziony,Čisté využití lůžek (%),prosinec 2020,Liberecký kraj,8.3902389183
Hotely a penziony,Čisté využití lůžek (%),prosinec 2020,Královéhradecký kraj,8.0608538295
Hotely a penziony,Čisté využití lůžek (%),prosinec 2020,Pardubický kraj,8.6359080475
Hotely a penziony,Čisté využití lůžek (%),prosinec 2020,Kraj Vysočina,6.4502985926
Hotely a penziony,Čisté využití lůžek (%),prosinec 2020,Jihomoravský kraj,6.0438736501
Hotely a penziony,Čisté využití lůžek (%),prosinec 2020,Olomoucký kraj,7.8114717418
Hotely a penziony,Čisté využití lůžek (%),prosinec 2020,Zlínský kraj,7.8508081227
Hotely a penziony,Čisté využití lůžek (%),prosinec 2020,Moravskoslezský kraj,8.8466819079
Hotely a penziony,Čisté využití lůžek (%),listopad 2020,Česko,7.7843473579
Hotely a penziony,Čisté využití lůžek (%),listopad 2020,Hlavní město Praha,5.8081053586
Hotely a penziony,Čisté využití lůžek (%),listopad 2020,Středočeský kraj,10.6659503599
Hotely a penziony,Čisté využití lůžek (%),listopad 2020,Jihočeský kraj,7.4311830475
Hotely a penziony,Čisté využití lůžek (%),listopad 2020,Plzeňský kraj,5.8105197156
Hotely a penziony,Čisté využití lůžek (%),listopad 2020,Karlovarský kraj,11.6782829799
Hotely a penziony,Čisté využití lůžek (%),listopad 2020,Ústecký kraj,9.0456859334
Hotely a penziony,Čisté využití lůžek (%),listopad 2020,Liberecký kraj,6.9917203312
Hotely a penziony,Čisté využití lůžek (%),listopad 2020,Královéhradecký kraj,7.7830908035
Hotely a penziony,Čisté využití lůžek (%),listopad 2020,Pardubický kraj,11.9050747681
Hotely a penziony,Čisté využití lůžek (%),listopad 2020,Kraj Vysočina,7.0288734853
Hotely a penziony,Čisté využití lůžek (%),listopad 2020,Jihomoravský kraj,5.9260913136
Hotely a penziony,Čisté využití lůžek (%),listopad 2020,Olomoucký kraj,10.1572472049
Hotely a penziony,Čisté využití lůžek (%),listopad 2020,Zlínský kraj,13.2984436208
Hotely a penziony,Čisté využití lůžek (%),listopad 2020,Moravskoslezský kraj,8.4793159041
Hotely a penziony,Čisté využití lůžek (%),říjen 2020,Česko,12.4188527763
Hotely a penziony,Čisté využití lůžek (%),říjen 2020,Hlavní město Praha,7.3797095799
Hotely a penziony,Čisté využití lůžek (%),říjen 2020,Středočeský kraj,16.2631238654
Hotely a penziony,Čisté využití lůžek (%),říjen 2020,Jihočeský kraj,12.6885168659
Hotely a penziony,Čisté využití lůžek (%),říjen 2020,Plzeňský kraj,11.8667674798
Hotely a penziony,Čisté využití lůžek (%),říjen 2020,Karlovarský kraj,21.2559872093
Hotely a penziony,Čisté využití lůžek (%),říjen 2020,Ústecký kraj,11.9191146452
Hotely a penziony,Čisté využití lůžek (%),říjen 2020,Liberecký kraj,12.3508141005
Hotely a penziony,Čisté využití lůžek (%),říjen 2020,Královéhradecký kraj,12.1753945205
Hotely a penziony,Čisté využití lůžek (%),říjen 2020,Pardubický kraj,14.9363117926
Hotely a penziony,Čisté využití lůžek (%),říjen 2020,Kraj Vysočina,11.9839314576
Hotely a penziony,Čisté využití lůžek (%),říjen 2020,Jihomoravský kraj,11.0760139171
Hotely a penziony,Čisté využití lůžek (%),říjen 2020,Olomoucký kraj,12.8066827096
Hotely a penziony,Čisté využití lůžek (%),říjen 2020,Zlínský kraj,18.5814905239
Hotely a penziony,Čisté využití lůžek (%),říjen 2020,Moravskoslezský kraj,14.304117033
Hotely a penziony,Čisté využití lůžek (%),září 2020,Česko,25.5052324687
Hotely a penziony,Čisté využití lůžek (%),září 2020,Hlavní město Praha,15.7980893658
Hotely a penziony,Čisté využití lůžek (%),září 2020,Středočeský kraj,24.0300877291
Hotely a penziony,Čisté využití lůžek (%),září 2020,Jihočeský kraj,28.2443176406
Hotely a penziony,Čisté využití lůžek (%),září 2020,Plzeňský kraj,29.3765942153
Hotely a penziony,Čisté využití lůžek (%),září 2020,Karlovarský kraj,42.3460108945
Hotely a penziony,Čisté využití lůžek (%),září 2020,Ústecký kraj,24.089116056
Hotely a penziony,Čisté využití lůžek (%),září 2020,Liberecký kraj,25.0040749553
Hotely a penziony,Čisté využití lůžek (%),září 2020,Královéhradecký kraj,27.3912551615
Hotely a penziony,Čisté využití lůžek (%),září 2020,Pardubický kraj,24.4279689127
Hotely a penziony,Čisté využití lůžek (%),září 2020,Kraj Vysočina,22.0587632188
Hotely a penziony,Čisté využití lůžek (%),září 2020,Jihomoravský kraj,28.1860468192
Hotely a penziony,Čisté využití lůžek (%),září 2020,Olomoucký kraj,25.0263855939
Hotely a penziony,Čisté využití lůžek (%),září 2020,Zlínský kraj,34.3826985322
Hotely a penziony,Čisté využití lůžek (%),září 2020,Moravskoslezský kraj,24.4252399527
Hotely a penziony,Čisté využití lůžek (%),srpen 2020,Česko,41.1388012725
Hotely a penziony,Čisté využití lůžek (%),srpen 2020,Hlavní město Praha,29.8210710789
Hotely a penziony,Čisté využití lůžek (%),srpen 2020,Středočeský kraj,39.8563481764
Hotely a penziony,Čisté využití lůžek (%),srpen 2020,Jihočeský kraj,51.3688227638
Hotely a penziony,Čisté využití lůžek (%),srpen 2020,Plzeňský kraj,43.6614640865
Hotely a penziony,Čisté využití lůžek (%),srpen 2020,Karlovarský kraj,56.8835965186
Hotely a penziony,Čisté využití lůžek (%),srpen 2020,Ústecký kraj,35.5643028477
Hotely a penziony,Čisté využití lůžek (%),srpen 2020,Liberecký kraj,44.6406875507
Hotely a penziony,Čisté využití lůžek (%),srpen 2020,Královéhradecký kraj,43.0843704395
Hotely a penziony,Čisté využití lůžek (%),srpen 2020,Pardubický kraj,39.0756639041
Hotely a penziony,Čisté využití lůžek (%),srpen 2020,Kraj Vysočina,41.7887048634
Hotely a penziony,Čisté využití lůžek (%),srpen 2020,Jihomoravský kraj,44.6776544742
Hotely a penziony,Čisté využití lůžek (%),srpen 2020,Olomoucký kraj,40.2225296124
Hotely a penziony,Čisté využití lůžek (%),srpen 2020,Zlínský kraj,47.2773285822
Hotely a penziony,Čisté využití lůžek (%),srpen 2020,Moravskoslezský kraj,34.0249566749
Hotely a penziony,Čisté využití lůžek (%),červenec 2020,Česko,38.1371429632
Hotely a penziony,Čisté využití lůžek (%),červenec 2020,Hlavní město Praha,25.8434663205
Hotely a penziony,Čisté využití lůžek (%),červenec 2020,Středočeský kraj,35.9530753391
Hotely a penziony,Čisté využití lůžek (%),červenec 2020,Jihočeský kraj,51.6282879493
Hotely a penziony,Čisté využití lůžek (%),červenec 2020,Plzeňský kraj,41.6574997757
Hotely a penziony,Čisté využití lůžek (%),červenec 2020,Karlovarský kraj,48.5425878729
Hotely a penziony,Čisté využití lůžek (%),červenec 2020,Ústecký kraj,34.3943437442
Hotely a penziony,Čisté využití lůžek (%),červenec 2020,Liberecký kraj,41.7783759713
Hotely a penziony,Čisté využití lůžek (%),červenec 2020,Královéhradecký kraj,41.5101824757
Hotely a penziony,Čisté využití lůžek (%),červenec 2020,Pardubický kraj,36.4551914726
Hotely a penziony,Čisté využití lůžek (%),červenec 2020,Kraj Vysočina,38.2348839526
Hotely a penziony,Čisté využití lůžek (%),červenec 2020,Jihomoravský kraj,42.3600055948
Hotely a penziony,Čisté využití lůžek (%),červenec 2020,Olomoucký kraj,35.9719397093
Hotely a penziony,Čisté využití lůžek (%),červenec 2020,Zlínský kraj,44.14911707
Hotely a penziony,Čisté využití lůžek (%),červenec 2020,Moravskoslezský kraj,31.4178917467
Hotely a penziony,Čisté využití lůžek (%),červen 2020,Česko,19.4546524357
Hotely a penziony,Čisté využití lůžek (%),červen 2020,Hlavní město Praha,11.797244105
Hotely a penziony,Čisté využití lůžek (%),červen 2020,Středočeský kraj,21.758204707
Hotely a penziony,Čisté využití lůžek (%),červen 2020,Jihočeský kraj,26.2751184635
Hotely a penziony,Čisté využití lůžek (%),červen 2020,Plzeňský kraj,22.7799914213
Hotely a penziony,Čisté využití lůžek (%),červen 2020,Karlovarský kraj,24.4367414567
Hotely a penziony,Čisté využití lůžek (%),červen 2020,Ústecký kraj,16.9905660377
Hotely a penziony,Čisté využití lůžek (%),červen 2020,Liberecký kraj,18.7678753751
Hotely a penziony,Čisté využití lůžek (%),červen 2020,Královéhradecký kraj,20.2886292149
Hotely a penziony,Čisté využití lůžek (%),červen 2020,Pardubický kraj,21.8588130827
Hotely a penziony,Čisté využití lůžek (%),červen 2020,Kraj Vysočina,18.7513746958
Hotely a penziony,Čisté využití lůžek (%),červen 2020,Jihomoravský kraj,21.6651075772
Hotely a penziony,Čisté využití lůžek (%),červen 2020,Olomoucký kraj,17.7805236866
Hotely a penziony,Čisté využití lůžek (%),červen 2020,Zlínský kraj,24.6232989623
Hotely a penziony,Čisté využití lůžek (%),červen 2020,Moravskoslezský kraj,18.3101127746
Hotely a penziony,Čisté využití lůžek (%),květen 2020,Česko,11.8932157559
Hotely a penziony,Čisté využití lůžek (%),květen 2020,Hlavní město Praha,7.5941915228
Hotely a penziony,Čisté využití lůžek (%),květen 2020,Středočeský kraj,16.4100228359
Hotely a penziony,Čisté využití lůžek (%),květen 2020,Jihočeský kraj,12.3837979808
Hotely a penziony,Čisté využití lůžek (%),květen 2020,Plzeňský kraj,12.6838167883
Hotely a penziony,Čisté využití lůžek (%),květen 2020,Karlovarský kraj,19.4892039961
Hotely a penziony,Čisté využití lůžek (%),květen 2020,Ústecký kraj,11.161458556
Hotely a penziony,Čisté využití lůžek (%),květen 2020,Liberecký kraj,14.224557946
Hotely a penziony,Čisté využití lůžek (%),květen 2020,Královéhradecký kraj,14.3954764938
Hotely a penziony,Čisté využití lůžek (%),květen 2020,Pardubický kraj,16.0670046118
Hotely a penziony,Čisté využití lůžek (%),květen 2020,Kraj Vysočina,11.2772649925
Hotely a penziony,Čisté využití lůžek (%),květen 2020,Jihomoravský kraj,10.182071314
Hotely a penziony,Čisté využití lůžek (%),květen 2020,Olomoucký kraj,10.3984988306
Hotely a penziony,Čisté využití lůžek (%),květen 2020,Zlínský kraj,12.1379752087
Hotely a penziony,Čisté využití lůžek (%),květen 2020,Moravskoslezský kraj,9.9087108014
Hotely a penziony,Čisté využití lůžek (%),duben 2020,Česko,5.2469678744
Hotely a penziony,Čisté využití lůžek (%),duben 2020,Hlavní město Praha,2.8939461365
