Území;Ukazatel;Typ indexu;Očištění;Typ ceny;Odvětví (NACE);Roky;value
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2006;108.8800486156
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2007;108.5520370333
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2008;100.0214062608
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2009;99.9689748985
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2010;100.4267421262
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2011;101.6138425034
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2012;101.0295430335
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2013;99.2301357353
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2014;100.1597312216
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2015;104.1253634608
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2016;103.7020187653
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2017;105.5280234058
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2018;103.1621154214
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2019;104.4213736027
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2020;87.9666588757
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2021;105.8456025986
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2022;102.6761273367
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2023;94.6066163476
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2024;104.4553686787
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2001;115.9157819808
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2002;104.2320898259
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2003;105.531046211
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2004;120.9105984546
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2005;114.7329501126
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2006;122.1588830299
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2007;115.8158212746
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2008;105.1774228863
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2009;100.31732631
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2010;104.2528722887
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2011;104.3612962693
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2012;105.4099281599
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2013;103.3931514663
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2014;103.4871392804
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2015;103.7339729437
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2016;105.0706714554
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2017;111.0693454121
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2018;105.8631425183
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2019;106.926851615
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2020;69.7335807786
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2021;106.0444550738
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2022;108.6003506481
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2023;93.6051962263
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.71+47.72 Maloobchod s oděvy, obuví a koženým zbožím ve specializovaných prodejnách;2024;100.8846669042
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2001;113.6307891843
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2002;93.3487191226
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2003;111.4077722947
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2004;106.5083233814
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2005;111.6254693544
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2006;92.5343645913
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2007;109.8194556366
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2008;96.5522089675
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2009;102.6061674938
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2010;97.5036180226
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2011;101.6803914812
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2012;100.5163958094
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2013;94.8982720961
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2014;97.3534211009
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2015;100.4249421805
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2016;101.3068701919
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2017;101.4131807283
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2018;102.9961037841
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2019;103.1113346135
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2020;103.6509479049
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2021;104.1493277239
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2022;104.52142314
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2023;100.8751103506
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.73+47.74 Maloobchod s farmaceutickým a zdravotnickým zbožím ve specializovaných prodejnách;2024;107.7783104056
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2001;101.0353331164
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2002;100.9239401037
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2003;114.4367074471
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2004;103.3061215666
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2005;108.2332853224
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2006;116.6607857515
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2007;105.4713752563
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2008;102.4078595312
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2009;105.6153018006
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2010;103.8140046966
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2011;101.7427681747
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2012;102.2343554076
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2013;99.7821854625
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2014;105.0990279875
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2015;109.7498916265
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2016;109.787692218
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2017;107.1848615422
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2018;105.1667571858
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2019;104.3158781366
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2020;98.0812806555
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2021;106.0034763019
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2022;104.05321053
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2023;104.4419037431
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.75 Maloobchod s kosmetickými a toaletními výrobky;2024;114.9197558948
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2001;100.2438572591
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2002;98.9825093077
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2003;100.0026271612
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2004;106.7007598398
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2005;100.0449297273
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2006;109.0977431583
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2007;108.0691141024
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2008;90.4422826059
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2009;95.8077034156
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2010;97.3916329713
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2011;87.8604648156
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2012;90.3347648741
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2013;98.3418241116
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2014;95.5552773225
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2015;101.7189497279
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2016;99.8951033639
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2017;101.4614478339
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2018;101.2513767369
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2019;100.6660599781
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2020;79.8000345086
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2021;88.3087471273
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2022;98.5845424709
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2023;91.3062806128
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.8 Maloobchod ve stáncích a na trzích;2024;91.3145239062
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2001;106.9249565636
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2002;105.5353091421
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2003;128.4221796012
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2004;116.6063316127
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2005;117.8858615345
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2006;118.8695602061
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2007;114.5651652946
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2008;117.2839646364
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2009;98.5451047673
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2010;104.7255716376
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2011;105.9466938512
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2012;103.8648795516
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2013;116.2318614285
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2014;116.3683219668
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2015;117.2263105851
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2016;118.3768782143
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2017;117.108091062
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2018;117.6744319295
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2019;115.5199859747
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2020;122.3962959403
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2021;114.6455117839
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2022;89.3890578635
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2023;97.792492443
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.9 Maloobchod mimo prodejny, stánky a trhy;2024;116.3285238761
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2001;110.0690731631
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2002;115.3224655691
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2003;133.2331139721
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2004;139.5633737555
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2005;126.7681404352
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2006;134.038170157
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2007;120.2243335648
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2008;122.5649125332
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2009;102.8906896137
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2010;112.0163740676
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2011;112.2510973595
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2012;108.496524195
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2013;128.2670243134
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2014;121.5996609332
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2015;122.0586353495
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2016;122.7436218762
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2017;121.1637266409
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2018;120.3632668084
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2019;118.2385784138
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2020;126.5525607991
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2021;115.5156440981
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.91 Maloobchod prostřednictvím internetu nebo zásilkové služby;2022;88.6274580771
