Ukazatel,Území,Věk muže (jednoleté skupiny),Roky,value
Rozvody,Česko,45,2022,901.0
Rozvody,Česko,45,2021,968.0
Rozvody,Česko,45,2020,1072.0
Rozvody,Česko,45,2019,1197.0
Rozvody,Česko,45,2018,1134.0
Rozvody,Česko,45,2017,1033.0
Rozvody,Česko,45,2016,947.0
Rozvody,Česko,45,2015,939.0
Rozvody,Česko,45,2014,1004.0
Rozvody,Česko,45,2013,930.0
Rozvody,Česko,45,2012,903.0
Rozvody,Česko,45,2011,1033.0
Rozvody,Česko,45,2010,1068.0
Rozvody,Česko,45,2009,997.0
Rozvody,Česko,45,2008,1054.0
Rozvody,Česko,45,2007,890.0
Rozvody,Česko,45,2006,841.0
Rozvody,Česko,45,2005,866.0
Rozvody,Česko,45,2004,856.0
Rozvody,Česko,45,2003,1017.0
Rozvody,Česko,45,2002,917.0
Rozvody,Česko,45,2001,919.0
Rozvody,Česko,46,2024,
Rozvody,Česko,46,2023,812.0
Rozvody,Česko,46,2022,878.0
Rozvody,Česko,46,2021,995.0
Rozvody,Česko,46,2020,1021.0
Rozvody,Česko,46,2019,1025.0
Rozvody,Česko,46,2018,941.0
Rozvody,Česko,46,2017,967.0
Rozvody,Česko,46,2016,864.0
Rozvody,Česko,46,2015,866.0
Rozvody,Česko,46,2014,875.0
Rozvody,Česko,46,2013,896.0
Rozvody,Česko,46,2012,846.0
Rozvody,Česko,46,2011,1001.0
Rozvody,Česko,46,2010,1118.0
Rozvody,Česko,46,2009,868.0
Rozvody,Česko,46,2008,849.0
Rozvody,Česko,46,2007,878.0
Rozvody,Česko,46,2006,842.0
Rozvody,Česko,46,2005,796.0
Rozvody,Česko,46,2004,894.0
Rozvody,Česko,46,2003,933.0
Rozvody,Česko,46,2002,912.0
Rozvody,Česko,46,2001,866.0
Rozvody,Česko,47,2024,
Rozvody,Česko,47,2023,865.0
Rozvody,Česko,47,2022,893.0
Rozvody,Česko,47,2021,991.0
Rozvody,Česko,47,2020,908.0
Rozvody,Česko,47,2019,955.0
Rozvody,Česko,47,2018,888.0
Rozvody,Česko,47,2017,884.0
Rozvody,Česko,47,2016,815.0
Rozvody,Česko,47,2015,810.0
Rozvody,Česko,47,2014,845.0
Rozvody,Česko,47,2013,909.0
Rozvody,Česko,47,2012,869.0
Rozvody,Česko,47,2011,953.0
Rozvody,Česko,47,2010,969.0
Rozvody,Česko,47,2009,805.0
Rozvody,Česko,47,2008,798.0
Rozvody,Česko,47,2007,793.0
Rozvody,Česko,47,2006,774.0
Rozvody,Česko,47,2005,833.0
Rozvody,Česko,47,2004,900.0
Rozvody,Česko,47,2003,873.0
Rozvody,Česko,47,2002,824.0
Rozvody,Česko,47,2001,818.0
Rozvody,Česko,48,2024,
Rozvody,Česko,48,2023,837.0
Rozvody,Česko,48,2022,939.0
Rozvody,Česko,48,2021,894.0
Rozvody,Česko,48,2020,798.0
Rozvody,Česko,48,2019,858.0
Rozvody,Česko,48,2018,769.0
Rozvody,Česko,48,2017,884.0
Rozvody,Česko,48,2016,751.0
Rozvody,Česko,48,2015,789.0
Rozvody,Česko,48,2014,840.0
Rozvody,Česko,48,2013,895.0
Rozvody,Česko,48,2012,855.0
Rozvody,Česko,48,2011,802.0
Rozvody,Česko,48,2010,756.0
Rozvody,Česko,48,2009,692.0
Rozvody,Česko,48,2008,719.0
Rozvody,Česko,48,2007,723.0
Rozvody,Česko,48,2006,772.0
Rozvody,Česko,48,2005,821.0
Rozvody,Česko,48,2004,831.0
Rozvody,Česko,48,2003,802.0
Rozvody,Česko,48,2002,759.0
Rozvody,Česko,48,2001,699.0
Rozvody,Česko,49,2024,
Rozvody,Česko,49,2023,809.0
Rozvody,Česko,49,2022,753.0
Rozvody,Česko,49,2021,690.0
Rozvody,Česko,49,2020,765.0
Rozvody,Česko,49,2019,765.0
Rozvody,Česko,49,2018,701.0
Rozvody,Česko,49,2017,733.0
Rozvody,Česko,49,2016,750.0
Rozvody,Česko,49,2015,736.0
Rozvody,Česko,49,2014,782.0
Rozvody,Česko,49,2013,844.0
Rozvody,Česko,49,2012,707.0
Rozvody,Česko,49,2011,706.0
Rozvody,Česko,49,2010,725.0
Rozvody,Česko,49,2009,657.0
Rozvody,Česko,49,2008,657.0
Rozvody,Česko,49,2007,751.0
Rozvody,Česko,49,2006,730.0
Rozvody,Česko,49,2005,769.0
Rozvody,Česko,49,2004,779.0
Rozvody,Česko,49,2003,772.0
Rozvody,Česko,49,2002,685.0
Rozvody,Česko,49,2001,708.0
Rozvody,Česko,50,2024,
Rozvody,Česko,50,2023,660.0
Rozvody,Česko,50,2022,641.0
Rozvody,Česko,50,2021,728.0
Rozvody,Česko,50,2020,669.0
Rozvody,Česko,50,2019,659.0
Rozvody,Česko,50,2018,698.0
Rozvody,Česko,50,2017,715.0
Rozvody,Česko,50,2016,700.0
Rozvody,Česko,50,2015,738.0
Rozvody,Česko,50,2014,751.0
Rozvody,Česko,50,2013,695.0
Rozvody,Česko,50,2012,612.0
Rozvody,Česko,50,2011,606.0
Rozvody,Česko,50,2010,630.0
Rozvody,Česko,50,2009,587.0
Rozvody,Česko,50,2008,703.0
Rozvody,Česko,50,2007,713.0
Rozvody,Česko,50,2006,684.0
Rozvody,Česko,50,2005,719.0
Rozvody,Česko,50,2004,759.0
Rozvody,Česko,50,2003,688.0
Rozvody,Česko,50,2002,639.0
Rozvody,Česko,50,2001,629.0
Rozvody,Česko,51,2024,
Rozvody,Česko,51,2023,661.0
Rozvody,Česko,51,2022,623.0
Rozvody,Česko,51,2021,629.0
Rozvody,Česko,51,2020,587.0
Rozvody,Česko,51,2019,575.0
Rozvody,Česko,51,2018,616.0
Rozvody,Česko,51,2017,700.0
Rozvody,Česko,51,2016,682.0
Rozvody,Česko,51,2015,634.0
Rozvody,Česko,51,2014,658.0
Rozvody,Česko,51,2013,636.0
Rozvody,Česko,51,2012,514.0
Rozvody,Česko,51,2011,555.0
Rozvody,Česko,51,2010,611.0
Rozvody,Česko,51,2009,613.0
Rozvody,Česko,51,2008,672.0
Rozvody,Česko,51,2007,690.0
Rozvody,Česko,51,2006,738.0
Rozvody,Česko,51,2005,658.0
Rozvody,Česko,51,2004,631.0
Rozvody,Česko,51,2003,675.0
Rozvody,Česko,51,2002,586.0
Rozvody,Česko,51,2001,545.0
Rozvody,Česko,52,2024,
Rozvody,Česko,52,2023,534.0
Rozvody,Česko,52,2022,515.0
Rozvody,Česko,52,2021,549.0
Rozvody,Česko,52,2020,533.0
Rozvody,Česko,52,2019,603.0
Rozvody,Česko,52,2018,622.0
Rozvody,Česko,52,2017,641.0
Rozvody,Česko,52,2016,646.0
Rozvody,Česko,52,2015,549.0
Rozvody,Česko,52,2014,491.0
Rozvody,Česko,52,2013,556.0
Rozvody,Česko,52,2012,511.0
Rozvody,Česko,52,2011,537.0
Rozvody,Česko,52,2010,593.0
Rozvody,Česko,52,2009,603.0
Rozvody,Česko,52,2008,585.0
Rozvody,Česko,52,2007,616.0
Rozvody,Česko,52,2006,606.0
Rozvody,Česko,52,2005,593.0
Rozvody,Česko,52,2004,550.0
Rozvody,Česko,52,2003,539.0
Rozvody,Česko,52,2002,555.0
Rozvody,Česko,52,2001,498.0
Rozvody,Česko,53,2024,
Rozvody,Česko,53,2023,514.0
Rozvody,Česko,53,2022,500.0
Rozvody,Česko,53,2021,509.0
Rozvody,Česko,53,2020,463.0
Rozvody,Česko,53,2019,544.0
Rozvody,Česko,53,2018,584.0
Rozvody,Česko,53,2017,600.0
Rozvody,Česko,53,2016,497.0
Rozvody,Česko,53,2015,525.0
Rozvody,Česko,53,2014,501.0
Rozvody,Česko,53,2013,494.0
Rozvody,Česko,53,2012,462.0
Rozvody,Česko,53,2011,537.0
Rozvody,Česko,53,2010,561.0
Rozvody,Česko,53,2009,524.0
Rozvody,Česko,53,2008,581.0
Rozvody,Česko,53,2007,585.0
Rozvody,Česko,53,2006,554.0
Rozvody,Česko,53,2005,555.0
Rozvody,Česko,53,2004,575.0
Rozvody,Česko,53,2003,485.0
Rozvody,Česko,53,2002,457.0
Rozvody,Česko,53,2001,457.0
Rozvody,Česko,54,2024,
Rozvody,Česko,54,2023,420.0
Rozvody,Česko,54,2022,447.0
Rozvody,Česko,54,2021,451.0
Rozvody,Česko,54,2020,480.0
Rozvody,Česko,54,2019,527.0
Rozvody,Česko,54,2018,578.0
Rozvody,Česko,54,2017,502.0
Rozvody,Česko,54,2016,442.0
Rozvody,Česko,54,2015,439.0
Rozvody,Česko,54,2014,435.0
Rozvody,Česko,54,2013,414.0
Rozvody,Česko,54,2012,410.0
Rozvody,Česko,54,2011,519.0
Rozvody,Česko,54,2010,523.0
Rozvody,Česko,54,2009,488.0
Rozvody,Česko,54,2008,510.0
Rozvody,Česko,54,2007,473.0
Rozvody,Česko,54,2006,469.0
Rozvody,Česko,54,2005,471.0
Rozvody,Česko,54,2004,478.0
Rozvody,Česko,54,2003,422.0
Rozvody,Česko,54,2002,407.0
Rozvody,Česko,54,2001,398.0
Rozvody,Česko,55,2024,
Rozvody,Česko,55,2023,435.0
Rozvody,Česko,55,2022,403.0
Rozvody,Česko,55,2021,400.0
Rozvody,Česko,55,2020,465.0
Rozvody,Česko,55,2019,505.0
Rozvody,Česko,55,2018,453.0
Rozvody,Česko,55,2017,415.0
Rozvody,Česko,55,2016,363.0
Rozvody,Česko,55,2015,415.0
Rozvody,Česko,55,2014,388.0
Rozvody,Česko,55,2013,454.0
Rozvody,Česko,55,2012,391.0
Rozvody,Česko,55,2011,476.0
Rozvody,Česko,55,2010,513.0
Rozvody,Česko,55,2009,444.0
Rozvody,Česko,55,2008,426.0
Rozvody,Česko,55,2007,465.0
Rozvody,Česko,55,2006,404.0
Rozvody,Česko,55,2005,369.0
Rozvody,Česko,55,2004,380.0
Rozvody,Česko,55,2003,413.0
Rozvody,Česko,55,2002,367.0
Rozvody,Česko,55,2001,329.0
Rozvody,Česko,56,2024,
Rozvody,Česko,56,2023,383.0
Rozvody,Česko,56,2022,362.0
Rozvody,Česko,56,2021,434.0
Rozvody,Česko,56,2020,447.0
Rozvody,Česko,56,2019,419.0
Rozvody,Česko,56,2018,375.0
Rozvody,Česko,56,2017,376.0
Rozvody,Česko,56,2016,369.0
Rozvody,Česko,56,2015,347.0
Rozvody,Česko,56,2014,390.0
Rozvody,Česko,56,2013,422.0
Rozvody,Česko,56,2012,405.0
Rozvody,Česko,56,2011,404.0
Rozvody,Česko,56,2010,489.0
Rozvody,Česko,56,2009,362.0
Rozvody,Česko,56,2008,426.0
Rozvody,Česko,56,2007,383.0
Rozvody,Česko,56,2006,353.0
Rozvody,Česko,56,2005,343.0
Rozvody,Česko,56,2004,380.0
Rozvody,Česko,56,2003,355.0
Rozvody,Česko,56,2002,262.0
Rozvody,Česko,56,2001,244.0
Rozvody,Česko,57,2024,
Rozvody,Česko,57,2023,309.0
Rozvody,Česko,57,2022,337.0
Rozvody,Česko,57,2021,397.0
Rozvody,Česko,57,2020,323.0
Rozvody,Česko,57,2019,331.0
Rozvody,Česko,57,2018,349.0
Rozvody,Česko,57,2017,315.0
Rozvody,Česko,57,2016,377.0
Rozvody,Česko,57,2015,380.0
Rozvody,Česko,57,2014,394.0
Rozvody,Česko,57,2013,366.0
Rozvody,Česko,57,2012,334.0
Rozvody,Česko,57,2011,376.0
Rozvody,Česko,57,2010,344.0
Rozvody,Česko,57,2009,353.0
Rozvody,Česko,57,2008,376.0
Rozvody,Česko,57,2007,335.0
Rozvody,Česko,57,2006,305.0
Rozvody,Česko,57,2005,335.0
Rozvody,Česko,57,2004,321.0
Rozvody,Česko,57,2003,253.0
Rozvody,Česko,57,2002,239.0
Rozvody,Česko,57,2001,242.0
Rozvody,Česko,58,2024,
Rozvody,Česko,58,2023,348.0
Rozvody,Česko,58,2022,339.0
Rozvody,Česko,58,2021,286.0
Rozvody,Česko,58,2020,262.0
Rozvody,Česko,58,2019,296.0
Rozvody,Česko,58,2018,253.0
Rozvody,Česko,58,2017,285.0
Rozvody,Česko,58,2016,280.0
Rozvody,Česko,58,2015,330.0
Rozvody,Česko,58,2014,368.0
Rozvody,Česko,58,2013,371.0
Rozvody,Česko,58,2012,286.0
Rozvody,Česko,58,2011,348.0
Rozvody,Česko,58,2010,365.0
Rozvody,Česko,58,2009,287.0
Rozvody,Česko,58,2008,298.0
Rozvody,Česko,58,2007,261.0
Rozvody,Česko,58,2006,299.0
Rozvody,Česko,58,2005,275.0
Rozvody,Česko,58,2004,243.0
Rozvody,Česko,58,2003,205.0
Rozvody,Česko,58,2002,213.0
Rozvody,Česko,58,2001,201.0
Rozvody,Česko,59,2024,
Rozvody,Česko,59,2023,295.0
Rozvody,Česko,59,2022,263.0
Rozvody,Česko,59,2021,240.0
Rozvody,Česko,59,2020,245.0
Rozvody,Česko,59,2019,238.0
Rozvody,Česko,59,2018,254.0
Rozvody,Česko,59,2017,287.0
Rozvody,Česko,59,2016,277.0
Rozvody,Česko,59,2015,286.0
Rozvody,Česko,59,2014,308.0
Rozvody,Česko,59,2013,300.0
Rozvody,Česko,59,2012,289.0
Rozvody,Česko,59,2011,287.0
Rozvody,Česko,59,2010,280.0
Rozvody,Česko,59,2009,265.0
Rozvody,Česko,59,2008,276.0
Rozvody,Česko,59,2007,273.0
Rozvody,Česko,59,2006,252.0
Rozvody,Česko,59,2005,222.0
Rozvody,Česko,59,2004,170.0
Rozvody,Česko,59,2003,205.0
Rozvody,Česko,59,2002,198.0
Rozvody,Česko,59,2001,140.0
Rozvody,Česko,60,2024,
Rozvody,Česko,60,2023,242.0
Rozvody,Česko,60,2022,233.0
Rozvody,Česko,60,2021,218.0
Rozvody,Česko,60,2020,212.0
Rozvody,Česko,60,2019,218.0
Rozvody,Česko,60,2018,237.0
Rozvody,Česko,60,2017,235.0
Rozvody,Česko,60,2016,216.0
Rozvody,Česko,60,2015,261.0
Rozvody,Česko,60,2014,277.0
Rozvody,Česko,60,2013,293.0
Rozvody,Česko,60,2012,264.0
Rozvody,Česko,60,2011,259.0
Rozvody,Česko,60,2010,244.0
Rozvody,Česko,60,2009,205.0
Rozvody,Česko,60,2008,239.0
Rozvody,Česko,60,2007,219.0
Rozvody,Česko,60,2006,201.0
Rozvody,Česko,60,2005,155.0
Rozvody,Česko,60,2004,182.0
Rozvody,Česko,60,2003,162.0
Rozvody,Česko,60,2002,114.0
Rozvody,Česko,60,2001,92.0
Rozvody,Česko,61,2024,
Rozvody,Česko,61,2023,178.0
Rozvody,Česko,61,2022,170.0
Rozvody,Česko,61,2021,198.0
Rozvody,Česko,61,2020,191.0
Rozvody,Česko,61,2019,214.0
Rozvody,Česko,61,2018,203.0
Rozvody,Česko,61,2017,232.0
Rozvody,Česko,61,2016,216.0
Rozvody,Česko,61,2015,216.0
Rozvody,Česko,61,2014,263.0
Rozvody,Česko,61,2013,207.0
Rozvody,Česko,61,2012,213.0
Rozvody,Česko,61,2011,216.0
Rozvody,Česko,61,2010,218.0
Rozvody,Česko,61,2009,193.0
Rozvody,Česko,61,2008,184.0
Rozvody,Česko,61,2007,179.0
Rozvody,Česko,61,2006,154.0
Rozvody,Česko,61,2005,160.0
Rozvody,Česko,61,2004,148.0
Rozvody,Česko,61,2003,117.0
Rozvody,Česko,61,2002,132.0
Rozvody,Česko,61,2001,81.0
Rozvody,Česko,62,2024,
Rozvody,Česko,62,2023,144.0
Rozvody,Česko,62,2022,158.0
Rozvody,Česko,62,2021,160.0
Rozvody,Česko,62,2020,173.0
Rozvody,Česko,62,2019,196.0
Rozvody,Česko,62,2018,178.0
Rozvody,Česko,62,2017,215.0
Rozvody,Česko,62,2016,191.0
Rozvody,Česko,62,2015,224.0
Rozvody,Česko,62,2014,199.0
Rozvody,Česko,62,2013,220.0
Rozvody,Česko,62,2012,162.0
Rozvody,Česko,62,2011,174.0
Rozvody,Česko,62,2010,198.0
Rozvody,Česko,62,2009,162.0
Rozvody,Česko,62,2008,142.0
Rozvody,Česko,62,2007,135.0
Rozvody,Česko,62,2006,113.0
Rozvody,Česko,62,2005,124.0
Rozvody,Česko,62,2004,98.0
Rozvody,Česko,62,2003,104.0
Rozvody,Česko,62,2002,88.0
Rozvody,Česko,62,2001,55.0
Rozvody,Česko,63,2024,
Rozvody,Česko,63,2023,155.0
Rozvody,Česko,63,2022,158.0
Rozvody,Česko,63,2021,135.0
Rozvody,Česko,63,2020,173.0
Rozvody,Česko,63,2019,171.0
Rozvody,Česko,63,2018,180.0
Rozvody,Česko,63,2017,186.0
Rozvody,Česko,63,2016,181.0
Rozvody,Česko,63,2015,172.0
Rozvody,Česko,63,2014,189.0
Rozvody,Česko,63,2013,191.0
Rozvody,Česko,63,2012,133.0
Rozvody,Česko,63,2011,167.0
Rozvody,Česko,63,2010,187.0
Rozvody,Česko,63,2009,125.0
Rozvody,Česko,63,2008,131.0
Rozvody,Česko,63,2007,112.0
Rozvody,Česko,63,2006,111.0
Rozvody,Česko,63,2005,90.0
Rozvody,Česko,63,2004,82.0
Rozvody,Česko,63,2003,69.0
Rozvody,Česko,63,2002,65.0
Rozvody,Česko,63,2001,42.0
Rozvody,Česko,64,2024,
Rozvody,Česko,64,2023,131.0
Rozvody,Česko,64,2022,160.0
Rozvody,Česko,64,2021,142.0
Rozvody,Česko,64,2020,153.0
Rozvody,Česko,64,2019,146.0
Rozvody,Česko,64,2018,136.0
Rozvody,Česko,64,2017,158.0
Rozvody,Česko,64,2016,153.0
Rozvody,Česko,64,2015,152.0
Rozvody,Česko,64,2014,139.0
Rozvody,Česko,64,2013,151.0
Rozvody,Česko,64,2012,128.0
Rozvody,Česko,64,2011,154.0
Rozvody,Česko,64,2010,110.0
Rozvody,Česko,64,2009,108.0
Rozvody,Česko,64,2008,114.0
Rozvody,Česko,64,2007,78.0
Rozvody,Česko,64,2006,78.0
Rozvody,Česko,64,2005,79.0
Rozvody,Česko,64,2004,75.0
Rozvody,Česko,64,2003,55.0
Rozvody,Česko,64,2002,49.0
Rozvody,Česko,64,2001,51.0
Rozvody,Česko,65 a více,2024,860.0
Rozvody,Česko,65 a více,2023,867.0
Rozvody,Česko,65 a více,2022,788.0
Rozvody,Česko,65 a více,2021,746.0
Rozvody,Česko,65 a více,2020,848.0
Rozvody,Česko,65 a více,2019,893.0
Rozvody,Česko,65 a více,2018,811.0
Rozvody,Česko,65 a více,2017,766.0
Rozvody,Česko,65 a více,2016,725.0
Rozvody,Česko,65 a více,2015,727.0
Rozvody,Česko,65 a více,2014,690.0
Rozvody,Česko,65 a více,2013,631.0
Rozvody,Česko,65 a více,2012,571.0
Rozvody,Česko,65 a více,2011,527.0
Rozvody,Česko,65 a více,2010,488.0
Rozvody,Česko,65 a více,2009,442.0
Rozvody,Česko,65 a více,2008,400.0
Rozvody,Česko,65 a více,2007,378.0
Rozvody,Česko,65 a více,2006,356.0
Rozvody,Česko,65 a více,2005,326.0
Rozvody,Česko,65 a více,2004,319.0
Rozvody,Česko,65 a více,2003,293.0
Rozvody,Česko,65 a více,2002,269.0
Rozvody,Česko,65 a více,2001,286.0
