Území;Ukazatel;Typ indexu;Očištění;CZ-NACE;Měsíce;value
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červenec 2018;103.689234642
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červen 2018;106.1199901417
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;květen 2018;98.512198723
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;duben 2018;103.237994566
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;březen 2018;102.4293163764
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;únor 2018;100.9510846318
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;leden 2018;106.1234123858
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;prosinec 2017;119.2917878022
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;listopad 2017;107.8623873534
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;říjen 2017;103.3547019236
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;září 2017;108.0612392197
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;srpen 2017;106.2402917308
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červenec 2017;118.7817909996
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červen 2017;104.8424256819
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;květen 2017;120.3621846137
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;duben 2017;108.2305196454
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;březen 2017;109.4183015922
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;únor 2017;108.7030088509
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;leden 2017;110.5966477324
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;prosinec 2016;107.845936131
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;listopad 2016;110.6262973036
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;říjen 2016;102.9925373495
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;září 2016;110.4643564375
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;srpen 2016;143.7914129669
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červenec 2016;73.7531699248
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červen 2016;117.7046489722
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;květen 2016;108.9825111141
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;duben 2016;115.1069287582
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;březen 2016;115.4636130316
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;únor 2016;119.0897366
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;leden 2016;116.8114768156
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;prosinec 2015;108.7024455205
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;listopad 2015;112.9954023769
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;říjen 2015;124.9938317271
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;září 2015;115.6227689123
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;srpen 2015;112.8084222764
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červenec 2015;114.9889713232
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červen 2015;111.9763905044
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;květen 2015;115.5242917156
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;duben 2015;109.1378663926
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;březen 2015;104.4509231387
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;únor 2015;106.6237810693
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;leden 2015;112.1533388339
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;prosinec 2014;111.4030018238
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;listopad 2014;107.0364314514
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;říjen 2014;110.0121131578
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;září 2014;107.6185861613
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;srpen 2014;88.8265202675
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červenec 2014;140.3967241388
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červen 2014;111.0603504391
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;květen 2014;113.7198410366
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;duben 2014;116.4973013696
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;březen 2014;127.1007576081
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;únor 2014;117.8914924004
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;leden 2014;116.9838562982
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;prosinec 2013;107.9953597253
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;listopad 2013;109.3153514813
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;říjen 2013;107.5183469511
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;září 2013;104.099509496
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;srpen 2013;126.3572919967
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červenec 2013;84.233385196
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červen 2013;97.1514333128
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;květen 2013;91.8257302918
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;duben 2013;91.4215082374
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;březen 2013;82.6315748801
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;únor 2013;85.5689615142
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;leden 2013;84.6584294565
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;prosinec 2012;91.8621829697
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;listopad 2012;96.0409669228
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;říjen 2012;90.9776224196
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;září 2012;94.5283241388
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;srpen 2012;95.1065569332
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červenec 2012;101.8947236311
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červen 2012;104.9610553137
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;květen 2012;101.5296789458
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;duben 2012;106.5150816827
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;březen 2012;114.3206554147
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;únor 2012;113.8095149226
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;leden 2012;105.0874535029
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;prosinec 2011;115.7495175943
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;listopad 2011;115.7904440347
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;říjen 2011;116.2241360839
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;září 2011;121.2234922404
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;srpen 2011;103.0582473157
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červenec 2011;141.9547491855
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červen 2011;117.9131032279
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;květen 2011;125.4215330773
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;duben 2011;121.7991306978
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;březen 2011;122.3329451096
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;únor 2011;127.2985944998
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;leden 2011;132.3163804926
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;prosinec 2010;127.7694162344
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;listopad 2010;121.7536990444
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;říjen 2010;116.706862472
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;září 2010;115.0228600942
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;srpen 2010;113.5971471399
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červenec 2010;110.91438686
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červen 2010;116.6145013521
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;květen 2010;117.5041301484
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;duben 2010;121.3731363279
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;březen 2010;122.0408938615
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;únor 2010;137.4734344986
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;leden 2010;154.6621185236
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;prosinec 2009;119.5145571512
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;listopad 2009;114.6790966061
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;říjen 2009;114.6008966306
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;září 2009;101.9136233863
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;srpen 2009;116.6643426428
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červenec 2009;78.6813185042
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červen 2009;88.7344009463
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;květen 2009;86.9686580272
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;duben 2009;78.0358640708
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;březen 2009;80.1962883269
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;únor 2009;64.4838596198
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;leden 2009;60.4322717467
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;prosinec 2008;70.1958121202
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;listopad 2008;77.1923525504
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;říjen 2008;86.1759563389
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;září 2008;96.2780739726
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;srpen 2008;104.4696816543
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červenec 2008;97.1667649503
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červen 2008;103.5355467534
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;květen 2008;106.3178621331
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;duben 2008;113.5130863978
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;březen 2008;105.3614513187
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;únor 2008;117.0321645469
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;leden 2008;110.8610939456
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;prosinec 2007;119.9983525292
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;listopad 2007;119.4152529756
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;říjen 2007;117.9259238119
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;září 2007;116.3720311791
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;srpen 2007;115.2620732206
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červenec 2007;116.2464084447
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;červen 2007;120.5393604494
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;květen 2007;110.8932120988
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;duben 2007;114.9710029782
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;březen 2007;116.4095758266
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;únor 2007;116.2531413509
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;leden 2007;114.8515974871
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;prosinec 2006;112.4005505882
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;listopad 2006;115.0409047353
