Území;Ukazatel;Typ indexu;Typ tržeb;Vybraná průmyslová činnost;Roky;value
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2019;101.7622468421
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2018;105.0447801294
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2017;107.3507561595
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2016;98.9413767793
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2015;106.9601317011
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2014;106.7644905106
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2013;100.4427607564
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2012;97.2277310727
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2011;101.9631867592
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2010;95.9202221994
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2009;79.3836390021
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2008;96.3248363841
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2007;122.4869303914
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2006;98.4481236849
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2005;100.8667283096
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2004;108.5771914432
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2003;102.2598589817
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2002;96.0726019362
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2001;104.4469337468
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2024;88.7625971135
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2023;76.7149412433
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2022;117.8783162742
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2021;141.131869283
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2020;87.4116226759
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2019;91.7161577023
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2018;110.1601330223
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2017;110.1514626805
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2016;90.8493577218
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2015;95.8782282433
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2014;107.0993826251
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2013;95.2771667242
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2012;90.8258513636
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2011;119.0200479068
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2010;125.2149737193
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2009;60.9432534427
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2008;108.6542167436
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2007;98.1810753553
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2006;107.0510105696
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2005;94.7531982752
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2004;140.2478318624
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2003;114.4397413502
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2002;87.883623676
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2001;108.992385682
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2024;100.4630293672
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2023;96.8660866131
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2022;116.7744794024
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2021;117.3459976288
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2020;93.3272395885
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2019;101.686347211
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2018;106.4935822199
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2017;109.2637118677
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2016;102.1377044137
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2015;107.6957842377
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2014;109.027064025
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2013;103.0365476762
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2012;102.0695597716
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2011;109.5756214825
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2010;112.1218764367
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2009;76.5182667937
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2008;91.919870657
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2007;126.2036265606
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2006;107.9432167807
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2005;104.005564356
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2004;121.7495345446
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2003;94.1963902084
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2002;112.3147661832
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2001;105.3495297339
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2024;110.7641375466
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2023;95.6171094999
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2022;105.4580433816
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2021;97.8221849229
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2020;99.0131848486
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2019;90.1160574125
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2018;109.5826138826
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2017;106.6156074413
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2016;100.8838309699
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2015;101.7795405939
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2014;116.6216939201
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2013;109.8424843671
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2012;94.5658504184
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2011;83.6267147867
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2010;120.4332518575
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2009;86.1292550813
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2008;105.3510897525
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2007;113.3516173141
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2006;118.6737392053
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2005;98.804603655
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2004;131.9817423584
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2003;107.0321576985
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2002;143.2987889245
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2001;152.2070986552
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;26 Výroba počítačů, elektronických a optických přístrojů a zařízení;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2024;100.9212957659
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2023;107.1345263593
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2022;112.7043086073
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2021;113.6816488512
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2020;95.0948824218
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2019;105.0941744701
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2018;104.4686932963
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2017;109.0713370385
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2016;100.0505936977
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2015;106.098577501
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2014;109.9493357717
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2013;101.1991223811
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2012;112.7979086207
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2011;111.9233621537
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2010;118.5852556886
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2009;83.9955271774
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2008;95.8201607773
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2007;114.7732887043
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2006;122.2065557262
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2005;104.6878523429
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2004;117.7946403464
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2003;106.1561913213
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2002;105.1098218208
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2001;109.797839623
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;27 Výroba elektrických zařízení;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2024;95.2639495672
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2023;103.5612930896
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2022;112.4381314391
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2021;109.7302710987
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2020;90.4373359807
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2019;101.5792908785
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2018;102.4284962457
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2017;108.6122040266
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2016;101.267173766
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2015;102.9242114274
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2014;106.7851987143
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2013;104.73488722
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2012;104.3334409053
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2011;109.8925436261
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2010;110.9381110293
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2009;75.1511257401
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2008;101.8919116005
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2007;116.6924335619
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2006;120.2394748985
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2005;110.4430488121
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2004;123.9751414703
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2003;107.9539744198
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2002;98.6916728681
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2001;110.8230855385
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2024;103.9991506141
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2023;120.3064414307
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2022;111.88905573
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2021;105.0550618241
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2020;90.4394245021
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2019;101.2586592853
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2018;100.5050495009
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2017;107.0682192997
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2016;109.1204527041
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2015;112.2895074981
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2014;120.1058495052
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2013;99.501136356
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2012;103.4243206787
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2011;118.1072301073
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2010;117.2636791911
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2009;91.4165143418
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2008;90.174198026
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2007;114.254250276
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2006;114.3745730982
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2005;117.5740049263
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2004;115.7512775074
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2003;108.105747813
