Stát,Roky,Ukazatel,Odvětví ekonomické činnosti,value
Česko,2023,Přímé náklady - mzdy za vykonanou práci,Q - Zdravotní a sociální péče,41835.1068322393
Česko,2023,Přímé náklady - mzdy za vykonanou práci,"R - Kulturní, zábavní a rekreační činnosti",33499.7826281861
Česko,2023,Přímé náklady - mzdy za vykonanou práci,S - Ostatní činnosti,28013.0207825964
Česko,2023,Přímé náklady - mzdy za vykonanou práci - tarifní mzdy,Celkem,29168.9391053282
Česko,2023,Přímé náklady - mzdy za vykonanou práci - tarifní mzdy,"A - Zemědělství, lesnictví, rybářství",22430.6262226318
Česko,2023,Přímé náklady - mzdy za vykonanou práci - tarifní mzdy,B-E - Průmysl celkem,28090.3184390548
Česko,2023,Přímé náklady - mzdy za vykonanou práci - tarifní mzdy,B - Těžba a dobývání,27553.5375212346
Česko,2023,Přímé náklady - mzdy za vykonanou práci - tarifní mzdy,C - Zpracovatelský průmysl,27764.0093540279
Česko,2023,Přímé náklady - mzdy za vykonanou práci - tarifní mzdy,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",41856.7621629389
Česko,2023,Přímé náklady - mzdy za vykonanou práci - tarifní mzdy,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",25833.995809364
Česko,2023,Přímé náklady - mzdy za vykonanou práci - tarifní mzdy,F - Stavebnictví,25342.5777751068
Česko,2023,Přímé náklady - mzdy za vykonanou práci - tarifní mzdy,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,28597.0908803372
Česko,2023,Přímé náklady - mzdy za vykonanou práci - tarifní mzdy,H - Doprava a skladování,26056.1266383416
Česko,2023,Přímé náklady - mzdy za vykonanou práci - tarifní mzdy,"I - Ubytování, stravování a pohostinství",18460.8133446041
Česko,2023,Přímé náklady - mzdy za vykonanou práci - tarifní mzdy,J - Informační a komunikační činnosti,57005.4774040841
Česko,2023,Přímé náklady - mzdy za vykonanou práci - tarifní mzdy,K - Peněžnictví a pojišťovnictví,49192.2783190925
Česko,2023,Přímé náklady - mzdy za vykonanou práci - tarifní mzdy,L - Činnosti v oblasti nemovitostí,27668.4711742002
Česko,2023,Přímé náklady - mzdy za vykonanou práci - tarifní mzdy,"M - Profesní, vědecké a technické činnosti",38648.9763555223
Česko,2023,Přímé náklady - mzdy za vykonanou práci - tarifní mzdy,N - Administrativní a podpůrné činnosti,21943.4549899977
Česko,2023,Přímé náklady - mzdy za vykonanou práci - tarifní mzdy,O - Veřejná správa a obrana; povinné sociální zabezpečení,30144.7148574847
Česko,2023,Přímé náklady - mzdy za vykonanou práci - tarifní mzdy,P - Vzdělávání,27428.4169672064
Česko,2023,Přímé náklady - mzdy za vykonanou práci - tarifní mzdy,Q - Zdravotní a sociální péče,29768.0746050971
Česko,2023,Přímé náklady - mzdy za vykonanou práci - tarifní mzdy,"R - Kulturní, zábavní a rekreační činnosti",26753.7302020217
Česko,2023,Přímé náklady - mzdy za vykonanou práci - tarifní mzdy,S - Ostatní činnosti,24313.0279815289
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny a prémie pravidelné,Celkem,3631.6126803342
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny a prémie pravidelné,"A - Zemědělství, lesnictví, rybářství",4106.2207406414
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny a prémie pravidelné,B-E - Průmysl celkem,4027.0086412298
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny a prémie pravidelné,B - Těžba a dobývání,6364.8538072867
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny a prémie pravidelné,C - Zpracovatelský průmysl,3966.8213247915
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny a prémie pravidelné,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",4996.3396437028
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny a prémie pravidelné,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",3806.0953285487
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny a prémie pravidelné,F - Stavebnictví,4229.48866305
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny a prémie pravidelné,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,4529.2160754638
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny a prémie pravidelné,H - Doprava a skladování,3725.9142647986
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny a prémie pravidelné,"I - Ubytování, stravování a pohostinství",2134.493904714
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny a prémie pravidelné,J - Informační a komunikační činnosti,5437.21291562
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny a prémie pravidelné,K - Peněžnictví a pojišťovnictví,6789.2181349327
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny a prémie pravidelné,L - Činnosti v oblasti nemovitostí,2895.5830088326
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny a prémie pravidelné,"M - Profesní, vědecké a technické činnosti",4531.0060463609
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny a prémie pravidelné,N - Administrativní a podpůrné činnosti,1889.0112885239
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny a prémie pravidelné,O - Veřejná správa a obrana; povinné sociální zabezpečení,1857.0869928458
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny a prémie pravidelné,P - Vzdělávání,3299.1488640697
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny a prémie pravidelné,Q - Zdravotní a sociální péče,2314.7392648272
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny a prémie pravidelné,"R - Kulturní, zábavní a rekreační činnosti",2563.5954167506
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny a prémie pravidelné,S - Ostatní činnosti,1979.5760999156
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny podle výsledků hospodaření,Celkem,1297.666149848
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny podle výsledků hospodaření,"A - Zemědělství, lesnictví, rybářství",1017.1419555515
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny podle výsledků hospodaření,B-E - Průmysl celkem,1251.6929284108
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny podle výsledků hospodaření,B - Těžba a dobývání,1117.2135354734
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny podle výsledků hospodaření,C - Zpracovatelský průmysl,1126.2535714434
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny podle výsledků hospodaření,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",4758.8204831361
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny podle výsledků hospodaření,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1546.8151872949
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny podle výsledků hospodaření,F - Stavebnictví,1367.1802247506
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny podle výsledků hospodaření,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,1169.2938102802
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny podle výsledků hospodaření,H - Doprava a skladování,976.1158025033
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny podle výsledků hospodaření,"I - Ubytování, stravování a pohostinství",574.8450207865
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny podle výsledků hospodaření,J - Informační a komunikační činnosti,2743.6900610059
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny podle výsledků hospodaření,K - Peněžnictví a pojišťovnictví,3574.0295204756
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny podle výsledků hospodaření,L - Činnosti v oblasti nemovitostí,1047.799036577
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny podle výsledků hospodaření,"M - Profesní, vědecké a technické činnosti",1840.5148174012
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny podle výsledků hospodaření,N - Administrativní a podpůrné činnosti,496.3897519759
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny podle výsledků hospodaření,O - Veřejná správa a obrana; povinné sociální zabezpečení,1001.1844150178
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny podle výsledků hospodaření,P - Vzdělávání,1416.0960444883
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny podle výsledků hospodaření,Q - Zdravotní a sociální péče,1632.9041329854
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny podle výsledků hospodaření,"R - Kulturní, zábavní a rekreační činnosti",783.590906831
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny podle výsledků hospodaření,S - Ostatní činnosti,361.4709781548
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny hrazené ze zisku,Celkem,165.8748908587
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny hrazené ze zisku,"A - Zemědělství, lesnictví, rybářství",24.1810185245
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny hrazené ze zisku,B-E - Průmysl celkem,180.1317225743
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny hrazené ze zisku,B - Těžba a dobývání,126.5351363089
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny hrazené ze zisku,C - Zpracovatelský průmysl,174.4147372835
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny hrazené ze zisku,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",271.9813507301
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny hrazené ze zisku,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",255.3576545686
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny hrazené ze zisku,F - Stavebnictví,80.0835001724
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny hrazené ze zisku,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,190.7140486048
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny hrazené ze zisku,H - Doprava a skladování,88.0462307708
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny hrazené ze zisku,"I - Ubytování, stravování a pohostinství",46.8578574208
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny hrazené ze zisku,J - Informační a komunikační činnosti,355.5038832482
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny hrazené ze zisku,K - Peněžnictví a pojišťovnictví,1597.408103465
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny hrazené ze zisku,L - Činnosti v oblasti nemovitostí,157.7396742416
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny hrazené ze zisku,"M - Profesní, vědecké a technické činnosti",148.1786229402
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny hrazené ze zisku,N - Administrativní a podpůrné činnosti,59.7785575149
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny hrazené ze zisku,O - Veřejná správa a obrana; povinné sociální zabezpečení,56.5576446663
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny hrazené ze zisku,P - Vzdělávání,87.2007593435
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny hrazené ze zisku,Q - Zdravotní a sociální péče,127.2842142065
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny hrazené ze zisku,"R - Kulturní, zábavní a rekreační činnosti",310.3199508967
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny hrazené ze zisku,S - Ostatní činnosti,80.9884592
Česko,2023,Přímé náklady - mzdy za vykonanou práci - mimořádné výplaty (včetně dalšího platu),Celkem,368.3208224626
Česko,2023,Přímé náklady - mzdy za vykonanou práci - mimořádné výplaty (včetně dalšího platu),"A - Zemědělství, lesnictví, rybářství",91.8265358775
Česko,2023,Přímé náklady - mzdy za vykonanou práci - mimořádné výplaty (včetně dalšího platu),B-E - Průmysl celkem,752.777086553
Česko,2023,Přímé náklady - mzdy za vykonanou práci - mimořádné výplaty (včetně dalšího platu),B - Těžba a dobývání,1541.1002626254
Česko,2023,Přímé náklady - mzdy za vykonanou práci - mimořádné výplaty (včetně dalšího platu),C - Zpracovatelský průmysl,644.2790000825
Česko,2023,Přímé náklady - mzdy za vykonanou práci - mimořádné výplaty (včetně dalšího platu),"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",3804.7428055807
Česko,2023,Přímé náklady - mzdy za vykonanou práci - mimořádné výplaty (včetně dalšího platu),"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",680.4918805862
Česko,2023,Přímé náklady - mzdy za vykonanou práci - mimořádné výplaty (včetně dalšího platu),F - Stavebnictví,205.1916296755
Česko,2023,Přímé náklady - mzdy za vykonanou práci - mimořádné výplaty (včetně dalšího platu),G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,169.6645416568
Česko,2023,Přímé náklady - mzdy za vykonanou práci - mimořádné výplaty (včetně dalšího platu),H - Doprava a skladování,325.0550726439
Česko,2023,Přímé náklady - mzdy za vykonanou práci - mimořádné výplaty (včetně dalšího platu),"I - Ubytování, stravování a pohostinství",71.4884705397
Česko,2023,Přímé náklady - mzdy za vykonanou práci - mimořádné výplaty (včetně dalšího platu),J - Informační a komunikační činnosti,411.3498027316
Česko,2023,Přímé náklady - mzdy za vykonanou práci - mimořádné výplaty (včetně dalšího platu),K - Peněžnictví a pojišťovnictví,458.3397671715
Česko,2023,Přímé náklady - mzdy za vykonanou práci - mimořádné výplaty (včetně dalšího platu),L - Činnosti v oblasti nemovitostí,448.0692492047
Česko,2023,Přímé náklady - mzdy za vykonanou práci - mimořádné výplaty (včetně dalšího platu),"M - Profesní, vědecké a technické činnosti",365.6058692816
Česko,2023,Přímé náklady - mzdy za vykonanou práci - mimořádné výplaty (včetně dalšího platu),N - Administrativní a podpůrné činnosti,176.6711432174
Česko,2023,Přímé náklady - mzdy za vykonanou práci - mimořádné výplaty (včetně dalšího platu),O - Veřejná správa a obrana; povinné sociální zabezpečení,257.3666899873
Česko,2023,Přímé náklady - mzdy za vykonanou práci - mimořádné výplaty (včetně dalšího platu),P - Vzdělávání,136.932235582
Česko,2023,Přímé náklady - mzdy za vykonanou práci - mimořádné výplaty (včetně dalšího platu),Q - Zdravotní a sociální péče,93.3866262011
Česko,2023,Přímé náklady - mzdy za vykonanou práci - mimořádné výplaty (včetně dalšího platu),"R - Kulturní, zábavní a rekreační činnosti",95.2434345563
Česko,2023,Přímé náklady - mzdy za vykonanou práci - mimořádné výplaty (včetně dalšího platu),S - Ostatní činnosti,120.746405249
Česko,2023,Přímé náklady - mzdy za vykonanou práci - příplatky za přesčasovou práci,Celkem,279.2801057676
Česko,2023,Přímé náklady - mzdy za vykonanou práci - příplatky za přesčasovou práci,"A - Zemědělství, lesnictví, rybářství",290.1837708929
Česko,2023,Přímé náklady - mzdy za vykonanou práci - příplatky za přesčasovou práci,B-E - Průmysl celkem,316.7016072126
Česko,2023,Přímé náklady - mzdy za vykonanou práci - příplatky za přesčasovou práci,B - Těžba a dobývání,386.9314038394
Česko,2023,Přímé náklady - mzdy za vykonanou práci - příplatky za přesčasovou práci,C - Zpracovatelský průmysl,309.0778606361
Česko,2023,Přímé náklady - mzdy za vykonanou práci - příplatky za přesčasovou práci,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",367.5872866225
Česko,2023,Přímé náklady - mzdy za vykonanou práci - příplatky za přesčasovou práci,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",415.2722845361
Česko,2023,Přímé náklady - mzdy za vykonanou práci - příplatky za přesčasovou práci,F - Stavebnictví,219.1046263164
Česko,2023,Přímé náklady - mzdy za vykonanou práci - příplatky za přesčasovou práci,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,158.5671789284
Česko,2023,Přímé náklady - mzdy za vykonanou práci - příplatky za přesčasovou práci,H - Doprava a skladování,422.7493979612
Česko,2023,Přímé náklady - mzdy za vykonanou práci - příplatky za přesčasovou práci,"I - Ubytování, stravování a pohostinství",93.9351514258
Česko,2023,Přímé náklady - mzdy za vykonanou práci - příplatky za přesčasovou práci,J - Informační a komunikační činnosti,194.0064937269
Česko,2023,Přímé náklady - mzdy za vykonanou práci - příplatky za přesčasovou práci,K - Peněžnictví a pojišťovnictví,113.0422374298
Česko,2023,Přímé náklady - mzdy za vykonanou práci - příplatky za přesčasovou práci,L - Činnosti v oblasti nemovitostí,67.0854636781
Česko,2023,Přímé náklady - mzdy za vykonanou práci - příplatky za přesčasovou práci,"M - Profesní, vědecké a technické činnosti",83.0220358357
Česko,2023,Přímé náklady - mzdy za vykonanou práci - příplatky za přesčasovou práci,N - Administrativní a podpůrné činnosti,177.1649021343
Česko,2023,Přímé náklady - mzdy za vykonanou práci - příplatky za přesčasovou práci,O - Veřejná správa a obrana; povinné sociální zabezpečení,315.7811692014
Česko,2023,Přímé náklady - mzdy za vykonanou práci - příplatky za přesčasovou práci,P - Vzdělávání,94.2355554643
Česko,2023,Přímé náklady - mzdy za vykonanou práci - příplatky za přesčasovou práci,Q - Zdravotní a sociální péče,765.6749799049
Česko,2023,Přímé náklady - mzdy za vykonanou práci - příplatky za přesčasovou práci,"R - Kulturní, zábavní a rekreační činnosti",113.625217721
Česko,2023,Přímé náklady - mzdy za vykonanou práci - příplatky za přesčasovou práci,S - Ostatní činnosti,50.0209879032
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní příplatky (mzdová zvýhodnění) a doplatky,Celkem,2380.7446664601
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní příplatky (mzdová zvýhodnění) a doplatky,"A - Zemědělství, lesnictví, rybářství",1177.2325979535
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní příplatky (mzdová zvýhodnění) a doplatky,B-E - Průmysl celkem,1679.0479061435
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní příplatky (mzdová zvýhodnění) a doplatky,B - Těžba a dobývání,2421.1186175791
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní příplatky (mzdová zvýhodnění) a doplatky,C - Zpracovatelský průmysl,1662.5085871461
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní příplatky (mzdová zvýhodnění) a doplatky,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2560.1088320565
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní příplatky (mzdová zvýhodnění) a doplatky,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1174.662662707
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní příplatky (mzdová zvýhodnění) a doplatky,F - Stavebnictví,585.403748547
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní příplatky (mzdová zvýhodnění) a doplatky,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,871.6570363639
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní příplatky (mzdová zvýhodnění) a doplatky,H - Doprava a skladování,2118.1572168914
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní příplatky (mzdová zvýhodnění) a doplatky,"I - Ubytování, stravování a pohostinství",614.6741306918
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní příplatky (mzdová zvýhodnění) a doplatky,J - Informační a komunikační činnosti,957.8568773569
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní příplatky (mzdová zvýhodnění) a doplatky,K - Peněžnictví a pojišťovnictví,777.9790827314
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní příplatky (mzdová zvýhodnění) a doplatky,L - Činnosti v oblasti nemovitostí,773.1922078989
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní příplatky (mzdová zvýhodnění) a doplatky,"M - Profesní, vědecké a technické činnosti",833.5685745288
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní příplatky (mzdová zvýhodnění) a doplatky,N - Administrativní a podpůrné činnosti,711.7917380805
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní příplatky (mzdová zvýhodnění) a doplatky,O - Veřejná správa a obrana; povinné sociální zabezpečení,6827.4118813118
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní příplatky (mzdová zvýhodnění) a doplatky,P - Vzdělávání,4503.3680271984
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní příplatky (mzdová zvýhodnění) a doplatky,Q - Zdravotní a sociální péče,6279.8240992151
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní příplatky (mzdová zvýhodnění) a doplatky,"R - Kulturní, zábavní a rekreační činnosti",2592.4342461255
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní příplatky (mzdová zvýhodnění) a doplatky,S - Ostatní činnosti,939.0478862359
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,Celkem,46.6030455669
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,"A - Zemědělství, lesnictví, rybářství",4.3877600948
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,B-E - Průmysl celkem,51.3656854229
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,B - Těžba a dobývání,36.4297823981
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,C - Zpracovatelský průmysl,54.5593504521
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2.3832932818
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",23.4323506934
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,F - Stavebnictví,22.6799805281
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,74.8808569229
