Ukazatel,Typ indexu,Území,Klasifikace stavebních děl,Čtvrtletí,value
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2010,101.0
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,3. čtvrtletí 2010,100.8
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,4. čtvrtletí 2010,100.3
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2011,99.8
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2011,99.7
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,3. čtvrtletí 2011,99.4
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,4. čtvrtletí 2011,99.2
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2012,99.4
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2012,99.3
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,3. čtvrtletí 2012,99.4
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,4. čtvrtletí 2012,99.3
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2013,99.1
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2013,98.8
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,3. čtvrtletí 2013,98.7
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,4. čtvrtletí 2013,99.1
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2014,99.6
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2014,100.2
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,3. čtvrtletí 2014,100.9
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,4. čtvrtletí 2014,101.0
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2015,101.1
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2015,101.6
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,3. čtvrtletí 2015,101.5
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,4. čtvrtletí 2015,101.5
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2016,101.6
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2016,101.0
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,3. čtvrtletí 2016,101.0
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,4. čtvrtletí 2016,101.0
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2017,101.3
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2017,101.7
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,3. čtvrtletí 2017,101.6
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,4. čtvrtletí 2017,101.8
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2018,102.1
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2018,102.6
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,3. čtvrtletí 2018,103.5
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,4. čtvrtletí 2018,104.3
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2019,104.8
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2019,105.0
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,3. čtvrtletí 2019,104.9
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,4. čtvrtletí 2019,104.7
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2020,104.9
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2020,104.4
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,3. čtvrtletí 2020,104.2
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,4. čtvrtletí 2020,103.6
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2021,102.9
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2021,103.7
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,3. čtvrtletí 2021,105.8
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,4. čtvrtletí 2021,107.1
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2022,110.1
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2022,112.9
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,3. čtvrtletí 2022,113.4
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,4. čtvrtletí 2022,113.9
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2023,111.6
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2023,108.1
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,3. čtvrtletí 2023,105.3
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,4. čtvrtletí 2023,103.6
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2024,102.6
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2024,102.3
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,3. čtvrtletí 2024,102.3
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,4. čtvrtletí 2024,102.5
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2025,103.3
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2025,103.4
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2004,102.2
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,2. čtvrtletí 2004,103.6
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,3. čtvrtletí 2004,104.0
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,4. čtvrtletí 2004,104.0
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2005,104.2
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,2. čtvrtletí 2005,102.9
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,3. čtvrtletí 2005,102.7
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,4. čtvrtletí 2005,102.7
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2006,102.4
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,2. čtvrtletí 2006,103.2
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,3. čtvrtletí 2006,103.6
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,4. čtvrtletí 2006,103.4
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2007,104.6
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,2. čtvrtletí 2007,103.9
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,3. čtvrtletí 2007,103.7
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,4. čtvrtletí 2007,103.9
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2008,104.4
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,2. čtvrtletí 2008,104.6
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,3. čtvrtletí 2008,104.4
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,4. čtvrtletí 2008,103.6
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2009,102.1
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,2. čtvrtletí 2009,100.7
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,3. čtvrtletí 2009,100.2
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,4. čtvrtletí 2009,100.4
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2010,100.4
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,2. čtvrtletí 2010,100.4
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,3. čtvrtletí 2010,100.3
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,4. čtvrtletí 2010,100.2
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2011,100.4
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,2. čtvrtletí 2011,99.9
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,3. čtvrtletí 2011,99.9
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,4. čtvrtletí 2011,99.7
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2012,99.5
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,2. čtvrtletí 2012,99.6
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,3. čtvrtletí 2012,99.7
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,4. čtvrtletí 2012,99.5
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2013,99.2
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,2. čtvrtletí 2013,98.7
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,3. čtvrtletí 2013,98.4
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,4. čtvrtletí 2013,98.9
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2014,99.4
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,2. čtvrtletí 2014,100.1
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,3. čtvrtletí 2014,100.4
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,4. čtvrtletí 2014,100.5
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2015,100.8
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,2. čtvrtletí 2015,101.0
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,3. čtvrtletí 2015,101.1
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,4. čtvrtletí 2015,100.9
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2016,100.7
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,2. čtvrtletí 2016,100.4
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,3. čtvrtletí 2016,100.5
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,4. čtvrtletí 2016,100.7
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2017,101.3
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,2. čtvrtletí 2017,101.7
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,3. čtvrtletí 2017,101.9
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,4. čtvrtletí 2017,102.3
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2018,102.4
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,2. čtvrtletí 2018,102.9
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,3. čtvrtletí 2018,104.0
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,4. čtvrtletí 2018,104.4
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2019,105.1
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,2. čtvrtletí 2019,105.5
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,3. čtvrtletí 2019,104.5
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,4. čtvrtletí 2019,104.6
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2020,104.4
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,2. čtvrtletí 2020,103.4
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,3. čtvrtletí 2020,103.4
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,4. čtvrtletí 2020,102.8
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2021,102.2
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,2. čtvrtletí 2021,104.0
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,3. čtvrtletí 2021,105.9
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,4. čtvrtletí 2021,107.6
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2022,110.4
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,2. čtvrtletí 2022,112.0
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,3. čtvrtletí 2022,112.2
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,4. čtvrtletí 2022,111.6
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2023,109.5
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,2. čtvrtletí 2023,105.8
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,3. čtvrtletí 2023,103.6
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,4. čtvrtletí 2023,102.7
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2024,101.9
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,2. čtvrtletí 2024,102.3
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,3. čtvrtletí 2024,102.3
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,4. čtvrtletí 2024,102.2
Index cen stavebních děl,Meziroční index,Česko,2213 Vedení dálková telekomunikační,1. čtvrtletí 2025,103.3
