Ukazatel,Typ indexu,Území,Klasifikace stavebních děl,Čtvrtletí,value
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,4. čtvrtletí 2008,103.7
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,1. čtvrtletí 2009,102.3
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,2. čtvrtletí 2009,100.9
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,3. čtvrtletí 2009,99.9
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,4. čtvrtletí 2009,99.6
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,1. čtvrtletí 2010,99.6
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,2. čtvrtletí 2010,99.3
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,3. čtvrtletí 2010,99.3
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,4. čtvrtletí 2010,99.2
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,1. čtvrtletí 2011,99.0
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,2. čtvrtletí 2011,99.1
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,3. čtvrtletí 2011,99.2
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,4. čtvrtletí 2011,99.3
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,1. čtvrtletí 2012,99.0
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,2. čtvrtletí 2012,99.2
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,3. čtvrtletí 2012,99.2
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,4. čtvrtletí 2012,98.6
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,1. čtvrtletí 2013,98.6
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,2. čtvrtletí 2013,98.2
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,3. čtvrtletí 2013,98.3
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,4. čtvrtletí 2013,98.9
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,1. čtvrtletí 2014,99.4
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,2. čtvrtletí 2014,100.4
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,3. čtvrtletí 2014,100.7
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,4. čtvrtletí 2014,101.0
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,1. čtvrtletí 2015,100.9
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,2. čtvrtletí 2015,100.9
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,3. čtvrtletí 2015,101.0
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,4. čtvrtletí 2015,101.1
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,1. čtvrtletí 2016,101.2
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,2. čtvrtletí 2016,101.1
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,3. čtvrtletí 2016,101.1
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,4. čtvrtletí 2016,101.0
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,1. čtvrtletí 2017,101.3
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,2. čtvrtletí 2017,101.5
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,3. čtvrtletí 2017,101.7
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,4. čtvrtletí 2017,102.3
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,1. čtvrtletí 2018,102.5
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,2. čtvrtletí 2018,103.1
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,3. čtvrtletí 2018,103.9
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,4. čtvrtletí 2018,104.1
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,1. čtvrtletí 2019,104.9
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,2. čtvrtletí 2019,104.8
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,3. čtvrtletí 2019,104.7
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,4. čtvrtletí 2019,104.4
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,1. čtvrtletí 2020,104.0
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,2. čtvrtletí 2020,103.8
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,3. čtvrtletí 2020,103.2
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,4. čtvrtletí 2020,102.7
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,1. čtvrtletí 2021,102.5
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,2. čtvrtletí 2021,103.8
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,3. čtvrtletí 2021,106.7
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,4. čtvrtletí 2021,108.5
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,1. čtvrtletí 2022,112.0
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,2. čtvrtletí 2022,113.4
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,3. čtvrtletí 2022,112.4
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,4. čtvrtletí 2022,112.2
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,1. čtvrtletí 2023,109.2
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,2. čtvrtletí 2023,106.3
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,3. čtvrtletí 2023,104.3
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,4. čtvrtletí 2023,103.0
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,1. čtvrtletí 2024,102.1
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,2. čtvrtletí 2024,102.0
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,3. čtvrtletí 2024,102.4
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,4. čtvrtletí 2024,102.4
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,1. čtvrtletí 2025,103.4
Index cen stavebních děl,Meziroční index,Česko,127 Budovy nebytové ostatní,2. čtvrtletí 2025,103.2
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2004,102.6
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2004,104.2
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,3. čtvrtletí 2004,104.9
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,4. čtvrtletí 2004,105.0
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2005,104.8
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2005,102.9
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,3. čtvrtletí 2005,102.4
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,4. čtvrtletí 2005,102.3
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2006,102.4
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2006,102.9
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,3. čtvrtletí 2006,103.3
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,4. čtvrtletí 2006,103.4
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2007,103.7
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2007,104.0
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,3. čtvrtletí 2007,104.5
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,4. čtvrtletí 2007,104.9
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2008,105.2
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2008,105.3
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,3. čtvrtletí 2008,104.5
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,4. čtvrtletí 2008,103.7
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2009,102.3
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2009,100.9
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,3. čtvrtletí 2009,99.9
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,4. čtvrtletí 2009,99.6
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2010,99.6
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2010,99.3
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,3. čtvrtletí 2010,99.3
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,4. čtvrtletí 2010,99.2
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2011,99.0
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2011,99.1
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,3. čtvrtletí 2011,99.2
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,4. čtvrtletí 2011,99.3
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2012,99.0
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2012,99.2
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,3. čtvrtletí 2012,99.2
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,4. čtvrtletí 2012,98.6
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2013,98.6
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2013,98.2
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,3. čtvrtletí 2013,98.3
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,4. čtvrtletí 2013,98.9
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2014,99.4
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2014,100.4
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,3. čtvrtletí 2014,100.7
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,4. čtvrtletí 2014,101.0
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2015,100.9
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2015,100.9
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,3. čtvrtletí 2015,101.0
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,4. čtvrtletí 2015,101.1
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2016,101.2
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2016,101.1
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,3. čtvrtletí 2016,101.1
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,4. čtvrtletí 2016,101.0
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2017,101.3
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2017,101.5
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,3. čtvrtletí 2017,101.7
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,4. čtvrtletí 2017,102.3
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2018,102.5
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2018,103.1
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,3. čtvrtletí 2018,103.9
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,4. čtvrtletí 2018,104.1
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2019,104.9
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2019,104.8
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,3. čtvrtletí 2019,104.7
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,4. čtvrtletí 2019,104.4
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2020,104.0
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2020,103.8
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,3. čtvrtletí 2020,103.2
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,4. čtvrtletí 2020,102.7
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2021,102.5
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2021,103.8
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,3. čtvrtletí 2021,106.7
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,4. čtvrtletí 2021,108.5
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2022,112.0
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2022,113.4
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,3. čtvrtletí 2022,112.4
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,4. čtvrtletí 2022,112.2
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2023,109.2
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2023,106.3
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,3. čtvrtletí 2023,104.3
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,4. čtvrtletí 2023,103.0
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2024,102.1
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2024,102.0
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,3. čtvrtletí 2024,102.4
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,4. čtvrtletí 2024,102.4
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,1. čtvrtletí 2025,103.4
Index cen stavebních děl,Meziroční index,Česko,1271 Budovy pro zemědělství,2. čtvrtletí 2025,103.2
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2004,102.5
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2004,103.6
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,3. čtvrtletí 2004,103.9
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,4. čtvrtletí 2004,104.0
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2005,104.0
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2005,102.9
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,3. čtvrtletí 2005,102.8
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,4. čtvrtletí 2005,102.8
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2006,102.5
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2006,102.8
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,3. čtvrtletí 2006,103.0
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,4. čtvrtletí 2006,102.8
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2007,103.5
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2007,103.6
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,3. čtvrtletí 2007,103.7
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,4. čtvrtletí 2007,104.0
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2008,104.4
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2008,104.9
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,3. čtvrtletí 2008,104.7
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,4. čtvrtletí 2008,104.0
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2009,103.3
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2009,102.0
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,3. čtvrtletí 2009,101.4
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,4. čtvrtletí 2009,101.2
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2010,100.5
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2010,100.5
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,3. čtvrtletí 2010,100.1
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,4. čtvrtletí 2010,99.8
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2011,99.6
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2011,99.2
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,3. čtvrtletí 2011,99.2
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,4. čtvrtletí 2011,99.2
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2012,99.2
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2012,99.5
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,3. čtvrtletí 2012,99.5
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,4. čtvrtletí 2012,99.2
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2013,99.0
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2013,98.5
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,3. čtvrtletí 2013,98.7
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,4. čtvrtletí 2013,99.1
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2014,99.6
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2014,100.4
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,3. čtvrtletí 2014,100.7
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,4. čtvrtletí 2014,101.0
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2015,101.1
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2015,101.4
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,3. čtvrtletí 2015,101.5
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,4. čtvrtletí 2015,101.4
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2016,101.3
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2016,101.1
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,3. čtvrtletí 2016,101.1
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,4. čtvrtletí 2016,101.1
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2017,101.3
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2017,101.5
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,3. čtvrtletí 2017,101.5
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,4. čtvrtletí 2017,101.7
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2018,102.1
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2018,102.6
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,3. čtvrtletí 2018,103.6
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,4. čtvrtletí 2018,104.0
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2019,104.6
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2019,104.9
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,3. čtvrtletí 2019,104.5
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,4. čtvrtletí 2019,104.6
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2020,104.5
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2020,103.9
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,3. čtvrtletí 2020,103.6
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,4. čtvrtletí 2020,103.0
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2021,102.4
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2021,103.3
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,3. čtvrtletí 2021,105.3
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,4. čtvrtletí 2021,106.6
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2022,109.4
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2022,112.2
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,3. čtvrtletí 2022,112.8
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,4. čtvrtletí 2022,112.9
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2023,110.9
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2023,107.3
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,3. čtvrtletí 2023,105.0
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,4. čtvrtletí 2023,103.4
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2024,102.5
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2024,102.3
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,3. čtvrtletí 2024,102.2
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,4. čtvrtletí 2024,102.6
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,1. čtvrtletí 2025,103.1
Index cen stavebních děl,Meziroční index,Česko,2 Inženýrská díla,2. čtvrtletí 2025,103.1
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2004,102.6
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2004,103.3
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,3. čtvrtletí 2004,103.8
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,4. čtvrtletí 2004,103.9
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2005,103.8
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2005,103.3
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,3. čtvrtletí 2005,103.2
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,4. čtvrtletí 2005,103.2
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2006,102.9
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2006,103.1
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,3. čtvrtletí 2006,103.3
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,4. čtvrtletí 2006,103.2
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2007,103.6
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2007,103.7
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,3. čtvrtletí 2007,103.7
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,4. čtvrtletí 2007,104.0
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2008,104.6
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2008,105.2
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,3. čtvrtletí 2008,104.9
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,4. čtvrtletí 2008,104.3
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2009,103.7
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,2. čtvrtletí 2009,102.5
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,3. čtvrtletí 2009,102.0
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,4. čtvrtletí 2009,102.1
Index cen stavebních děl,Meziroční index,Česko,2212 Vedení vody dálková trubní,1. čtvrtletí 2010,101.2
