Roky;Ukazatel;Oblasti destinačního managementu členěné;Kategorie ubytovacího zařízení;value
2023;Počet hromadných ubytovacích zařízení;Českomoravské pomezí;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Českomoravské pomezí;Hotel, motel, botel ****;2.0
2023;Počet hromadných ubytovacích zařízení;Českomoravské pomezí;Hotel, motel, botel ***;16.0
2023;Počet hromadných ubytovacích zařízení;Českomoravské pomezí;Hotel, motel, botel **;4.0
2023;Počet hromadných ubytovacích zařízení;Českomoravské pomezí;Hotel, motel, botel *;4.0
2023;Počet hromadných ubytovacích zařízení;Českomoravské pomezí;Hotel garni;2.0
2023;Počet hromadných ubytovacích zařízení;Českomoravské pomezí;Penzion;39.0
2023;Počet hromadných ubytovacích zařízení;Českomoravské pomezí;Kemp;5.0
2023;Počet hromadných ubytovacích zařízení;Českomoravské pomezí;Chatová osada;4.0
2023;Počet hromadných ubytovacích zařízení;Českomoravské pomezí;Turistická ubytovna;7.0
2023;Počet hromadných ubytovacích zařízení;Českomoravské pomezí;Ostatní HUZ;11.0
2023;Počet hromadných ubytovacích zařízení;Chrudimsko-Hlinecko;HUZ celkem;81.0
2023;Počet hromadných ubytovacích zařízení;Chrudimsko-Hlinecko;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Chrudimsko-Hlinecko;Hotel, motel, botel ****;3.0
2023;Počet hromadných ubytovacích zařízení;Chrudimsko-Hlinecko;Hotel, motel, botel ***;6.0
2023;Počet hromadných ubytovacích zařízení;Chrudimsko-Hlinecko;Hotel, motel, botel **;7.0
2023;Počet hromadných ubytovacích zařízení;Chrudimsko-Hlinecko;Hotel, motel, botel *;
2023;Počet hromadných ubytovacích zařízení;Chrudimsko-Hlinecko;Hotel garni;
2023;Počet hromadných ubytovacích zařízení;Chrudimsko-Hlinecko;Penzion;36.0
2023;Počet hromadných ubytovacích zařízení;Chrudimsko-Hlinecko;Kemp;5.0
2023;Počet hromadných ubytovacích zařízení;Chrudimsko-Hlinecko;Chatová osada;9.0
2023;Počet hromadných ubytovacích zařízení;Chrudimsko-Hlinecko;Turistická ubytovna;3.0
2023;Počet hromadných ubytovacích zařízení;Chrudimsko-Hlinecko;Ostatní HUZ;12.0
2023;Počet hromadných ubytovacích zařízení;Králický Sněžník;HUZ celkem;40.0
2023;Počet hromadných ubytovacích zařízení;Králický Sněžník;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Králický Sněžník;Hotel, motel, botel ****;1.0
2023;Počet hromadných ubytovacích zařízení;Králický Sněžník;Hotel, motel, botel ***;6.0
2023;Počet hromadných ubytovacích zařízení;Králický Sněžník;Hotel, motel, botel **;
2023;Počet hromadných ubytovacích zařízení;Králický Sněžník;Hotel, motel, botel *;1.0
2023;Počet hromadných ubytovacích zařízení;Králický Sněžník;Hotel garni;
2023;Počet hromadných ubytovacích zařízení;Králický Sněžník;Penzion;23.0
2023;Počet hromadných ubytovacích zařízení;Králický Sněžník;Kemp;1.0
2023;Počet hromadných ubytovacích zařízení;Králický Sněžník;Chatová osada;1.0
2023;Počet hromadných ubytovacích zařízení;Králický Sněžník;Turistická ubytovna;2.0
2023;Počet hromadných ubytovacích zařízení;Králický Sněžník;Ostatní HUZ;5.0
2023;Počet hromadných ubytovacích zařízení;Orlické hory a Podorlicko - Pardubický kraj;HUZ celkem;97.0
2023;Počet hromadných ubytovacích zařízení;Orlické hory a Podorlicko - Pardubický kraj;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Orlické hory a Podorlicko - Pardubický kraj;Hotel, motel, botel ****;2.0
2023;Počet hromadných ubytovacích zařízení;Orlické hory a Podorlicko - Pardubický kraj;Hotel, motel, botel ***;11.0
2023;Počet hromadných ubytovacích zařízení;Orlické hory a Podorlicko - Pardubický kraj;Hotel, motel, botel **;2.0
2023;Počet hromadných ubytovacích zařízení;Orlické hory a Podorlicko - Pardubický kraj;Hotel, motel, botel *;1.0
2023;Počet hromadných ubytovacích zařízení;Orlické hory a Podorlicko - Pardubický kraj;Hotel garni;4.0
2023;Počet hromadných ubytovacích zařízení;Orlické hory a Podorlicko - Pardubický kraj;Penzion;37.0
2023;Počet hromadných ubytovacích zařízení;Orlické hory a Podorlicko - Pardubický kraj;Kemp;7.0
2023;Počet hromadných ubytovacích zařízení;Orlické hory a Podorlicko - Pardubický kraj;Chatová osada;6.0
2023;Počet hromadných ubytovacích zařízení;Orlické hory a Podorlicko - Pardubický kraj;Turistická ubytovna;13.0
2023;Počet hromadných ubytovacích zařízení;Orlické hory a Podorlicko - Pardubický kraj;Ostatní HUZ;14.0
2023;Počet hromadných ubytovacích zařízení;Pardubicko;HUZ celkem;65.0
2023;Počet hromadných ubytovacích zařízení;Pardubicko;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Pardubicko;Hotel, motel, botel ****;3.0
2023;Počet hromadných ubytovacích zařízení;Pardubicko;Hotel, motel, botel ***;8.0
2023;Počet hromadných ubytovacích zařízení;Pardubicko;Hotel, motel, botel **;5.0
2023;Počet hromadných ubytovacích zařízení;Pardubicko;Hotel, motel, botel *;
2023;Počet hromadných ubytovacích zařízení;Pardubicko;Hotel garni;2.0
2023;Počet hromadných ubytovacích zařízení;Pardubicko;Penzion;32.0
2023;Počet hromadných ubytovacích zařízení;Pardubicko;Kemp;5.0
2023;Počet hromadných ubytovacích zařízení;Pardubicko;Chatová osada;1.0
2023;Počet hromadných ubytovacích zařízení;Pardubicko;Turistická ubytovna;5.0
2023;Počet hromadných ubytovacích zařízení;Pardubicko;Ostatní HUZ;4.0
2023;Počet hromadných ubytovacích zařízení;Koruna Vysočiny;HUZ celkem;131.0
2023;Počet hromadných ubytovacích zařízení;Koruna Vysočiny;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Koruna Vysočiny;Hotel, motel, botel ****;3.0
2023;Počet hromadných ubytovacích zařízení;Koruna Vysočiny;Hotel, motel, botel ***;17.0
2023;Počet hromadných ubytovacích zařízení;Koruna Vysočiny;Hotel, motel, botel **;3.0
2023;Počet hromadných ubytovacích zařízení;Koruna Vysočiny;Hotel, motel, botel *;1.0
2023;Počet hromadných ubytovacích zařízení;Koruna Vysočiny;Hotel garni;4.0
2023;Počet hromadných ubytovacích zařízení;Koruna Vysočiny;Penzion;58.0
2023;Počet hromadných ubytovacích zařízení;Koruna Vysočiny;Kemp;7.0
2023;Počet hromadných ubytovacích zařízení;Koruna Vysočiny;Chatová osada;7.0
2023;Počet hromadných ubytovacích zařízení;Koruna Vysočiny;Turistická ubytovna;12.0
2023;Počet hromadných ubytovacích zařízení;Koruna Vysočiny;Ostatní HUZ;19.0
2023;Počet hromadných ubytovacích zařízení;Třebíčsko;HUZ celkem;72.0
2023;Počet hromadných ubytovacích zařízení;Třebíčsko;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Třebíčsko;Hotel, motel, botel ****;5.0
2023;Počet hromadných ubytovacích zařízení;Třebíčsko;Hotel, motel, botel ***;8.0
2023;Počet hromadných ubytovacích zařízení;Třebíčsko;Hotel, motel, botel **;1.0
2023;Počet hromadných ubytovacích zařízení;Třebíčsko;Hotel, motel, botel *;1.0
2023;Počet hromadných ubytovacích zařízení;Třebíčsko;Hotel garni;2.0
2023;Počet hromadných ubytovacích zařízení;Třebíčsko;Penzion;24.0
2023;Počet hromadných ubytovacích zařízení;Třebíčsko;Kemp;9.0
2023;Počet hromadných ubytovacích zařízení;Třebíčsko;Chatová osada;2.0
2023;Počet hromadných ubytovacích zařízení;Třebíčsko;Turistická ubytovna;9.0
2023;Počet hromadných ubytovacích zařízení;Třebíčsko;Ostatní HUZ;11.0
2023;Počet hromadných ubytovacích zařízení;Kraj pod Javořicí;HUZ celkem;50.0
2023;Počet hromadných ubytovacích zařízení;Kraj pod Javořicí;Hotel *****;1.0
2023;Počet hromadných ubytovacích zařízení;Kraj pod Javořicí;Hotel, motel, botel ****;3.0
2023;Počet hromadných ubytovacích zařízení;Kraj pod Javořicí;Hotel, motel, botel ***;5.0
2023;Počet hromadných ubytovacích zařízení;Kraj pod Javořicí;Hotel, motel, botel **;
2023;Počet hromadných ubytovacích zařízení;Kraj pod Javořicí;Hotel, motel, botel *;1.0
2023;Počet hromadných ubytovacích zařízení;Kraj pod Javořicí;Hotel garni;1.0
2023;Počet hromadných ubytovacích zařízení;Kraj pod Javořicí;Penzion;21.0
2023;Počet hromadných ubytovacích zařízení;Kraj pod Javořicí;Kemp;2.0
2023;Počet hromadných ubytovacích zařízení;Kraj pod Javořicí;Chatová osada;3.0
2023;Počet hromadných ubytovacích zařízení;Kraj pod Javořicí;Turistická ubytovna;4.0
2023;Počet hromadných ubytovacích zařízení;Kraj pod Javořicí;Ostatní HUZ;9.0
2023;Počet hromadných ubytovacích zařízení;Střední Vysočina - Jihlavsko;HUZ celkem;67.0
2023;Počet hromadných ubytovacích zařízení;Střední Vysočina - Jihlavsko;Hotel *****;1.0
2023;Počet hromadných ubytovacích zařízení;Střední Vysočina - Jihlavsko;Hotel, motel, botel ****;5.0
2023;Počet hromadných ubytovacích zařízení;Střední Vysočina - Jihlavsko;Hotel, motel, botel ***;12.0
2023;Počet hromadných ubytovacích zařízení;Střední Vysočina - Jihlavsko;Hotel, motel, botel **;2.0
2023;Počet hromadných ubytovacích zařízení;Střední Vysočina - Jihlavsko;Hotel, motel, botel *;2.0
2023;Počet hromadných ubytovacích zařízení;Střední Vysočina - Jihlavsko;Hotel garni;1.0
2023;Počet hromadných ubytovacích zařízení;Střední Vysočina - Jihlavsko;Penzion;17.0
2023;Počet hromadných ubytovacích zařízení;Střední Vysočina - Jihlavsko;Kemp;2.0
2023;Počet hromadných ubytovacích zařízení;Střední Vysočina - Jihlavsko;Chatová osada;4.0
2023;Počet hromadných ubytovacích zařízení;Střední Vysočina - Jihlavsko;Turistická ubytovna;12.0
2023;Počet hromadných ubytovacích zařízení;Střední Vysočina - Jihlavsko;Ostatní HUZ;9.0
2023;Počet hromadných ubytovacích zařízení;Vysočina west;HUZ celkem;134.0
2023;Počet hromadných ubytovacích zařízení;Vysočina west;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Vysočina west;Hotel, motel, botel ****;7.0
2023;Počet hromadných ubytovacích zařízení;Vysočina west;Hotel, motel, botel ***;16.0
2023;Počet hromadných ubytovacích zařízení;Vysočina west;Hotel, motel, botel **;5.0
2023;Počet hromadných ubytovacích zařízení;Vysočina west;Hotel, motel, botel *;1.0
2023;Počet hromadných ubytovacích zařízení;Vysočina west;Hotel garni;1.0
2023;Počet hromadných ubytovacích zařízení;Vysočina west;Penzion;44.0
2023;Počet hromadných ubytovacích zařízení;Vysočina west;Kemp;9.0
2023;Počet hromadných ubytovacích zařízení;Vysočina west;Chatová osada;9.0
2023;Počet hromadných ubytovacích zařízení;Vysočina west;Turistická ubytovna;12.0
2023;Počet hromadných ubytovacích zařízení;Vysočina west;Ostatní HUZ;30.0
2023;Počet hromadných ubytovacích zařízení;Havlíčkobrodsko - Ledečsko;HUZ celkem;
2023;Počet hromadných ubytovacích zařízení;Havlíčkobrodsko - Ledečsko;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Havlíčkobrodsko - Ledečsko;Hotel, motel, botel ****;
2023;Počet hromadných ubytovacích zařízení;Havlíčkobrodsko - Ledečsko;Hotel, motel, botel ***;
2023;Počet hromadných ubytovacích zařízení;Havlíčkobrodsko - Ledečsko;Hotel, motel, botel **;
2023;Počet hromadných ubytovacích zařízení;Havlíčkobrodsko - Ledečsko;Hotel, motel, botel *;
2023;Počet hromadných ubytovacích zařízení;Havlíčkobrodsko - Ledečsko;Hotel garni;
2023;Počet hromadných ubytovacích zařízení;Havlíčkobrodsko - Ledečsko;Penzion;
2023;Počet hromadných ubytovacích zařízení;Havlíčkobrodsko - Ledečsko;Kemp;
2023;Počet hromadných ubytovacích zařízení;Havlíčkobrodsko - Ledečsko;Chatová osada;
2023;Počet hromadných ubytovacích zařízení;Havlíčkobrodsko - Ledečsko;Turistická ubytovna;
2023;Počet hromadných ubytovacích zařízení;Havlíčkobrodsko - Ledečsko;Ostatní HUZ;
2023;Počet hromadných ubytovacích zařízení;Tepna Vysočiny;HUZ celkem;
2023;Počet hromadných ubytovacích zařízení;Tepna Vysočiny;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Tepna Vysočiny;Hotel, motel, botel ****;
2023;Počet hromadných ubytovacích zařízení;Tepna Vysočiny;Hotel, motel, botel ***;
2023;Počet hromadných ubytovacích zařízení;Tepna Vysočiny;Hotel, motel, botel **;
2023;Počet hromadných ubytovacích zařízení;Tepna Vysočiny;Hotel, motel, botel *;
2023;Počet hromadných ubytovacích zařízení;Tepna Vysočiny;Hotel garni;
2023;Počet hromadných ubytovacích zařízení;Tepna Vysočiny;Penzion;
2023;Počet hromadných ubytovacích zařízení;Tepna Vysočiny;Kemp;
2023;Počet hromadných ubytovacích zařízení;Tepna Vysočiny;Chatová osada;
2023;Počet hromadných ubytovacích zařízení;Tepna Vysočiny;Turistická ubytovna;
2023;Počet hromadných ubytovacích zařízení;Tepna Vysočiny;Ostatní HUZ;
2023;Počet hromadných ubytovacích zařízení;Brno a okolí;HUZ celkem;244.0
2023;Počet hromadných ubytovacích zařízení;Brno a okolí;Hotel *****;1.0
2023;Počet hromadných ubytovacích zařízení;Brno a okolí;Hotel, motel, botel ****;25.0
2023;Počet hromadných ubytovacích zařízení;Brno a okolí;Hotel, motel, botel ***;52.0
2023;Počet hromadných ubytovacích zařízení;Brno a okolí;Hotel, motel, botel **;3.0
2023;Počet hromadných ubytovacích zařízení;Brno a okolí;Hotel, motel, botel *;2.0
2023;Počet hromadných ubytovacích zařízení;Brno a okolí;Hotel garni;7.0
2023;Počet hromadných ubytovacích zařízení;Brno a okolí;Penzion;98.0
2023;Počet hromadných ubytovacích zařízení;Brno a okolí;Kemp;6.0
2023;Počet hromadných ubytovacích zařízení;Brno a okolí;Chatová osada;7.0
2023;Počet hromadných ubytovacích zařízení;Brno a okolí;Turistická ubytovna;8.0
2023;Počet hromadných ubytovacích zařízení;Brno a okolí;Ostatní HUZ;35.0
2023;Počet hromadných ubytovacích zařízení;Moravský kras a okolí;HUZ celkem;86.0
2023;Počet hromadných ubytovacích zařízení;Moravský kras a okolí;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Moravský kras a okolí;Hotel, motel, botel ****;4.0
2023;Počet hromadných ubytovacích zařízení;Moravský kras a okolí;Hotel, motel, botel ***;17.0
2023;Počet hromadných ubytovacích zařízení;Moravský kras a okolí;Hotel, motel, botel **;1.0
2023;Počet hromadných ubytovacích zařízení;Moravský kras a okolí;Hotel, motel, botel *;1.0
2023;Počet hromadných ubytovacích zařízení;Moravský kras a okolí;Hotel garni;
2023;Počet hromadných ubytovacích zařízení;Moravský kras a okolí;Penzion;38.0
2023;Počet hromadných ubytovacích zařízení;Moravský kras a okolí;Kemp;6.0
2023;Počet hromadných ubytovacích zařízení;Moravský kras a okolí;Chatová osada;4.0
2023;Počet hromadných ubytovacích zařízení;Moravský kras a okolí;Turistická ubytovna;4.0
2023;Počet hromadných ubytovacích zařízení;Moravský kras a okolí;Ostatní HUZ;11.0
2023;Počet hromadných ubytovacích zařízení;Slovácko - Jihomoravský kraj;HUZ celkem;128.0
2023;Počet hromadných ubytovacích zařízení;Slovácko - Jihomoravský kraj;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Slovácko - Jihomoravský kraj;Hotel, motel, botel ****;1.0
2023;Počet hromadných ubytovacích zařízení;Slovácko - Jihomoravský kraj;Hotel, motel, botel ***;14.0
2023;Počet hromadných ubytovacích zařízení;Slovácko - Jihomoravský kraj;Hotel, motel, botel **;4.0
2023;Počet hromadných ubytovacích zařízení;Slovácko - Jihomoravský kraj;Hotel, motel, botel *;1.0
2023;Počet hromadných ubytovacích zařízení;Slovácko - Jihomoravský kraj;Hotel garni;1.0
2023;Počet hromadných ubytovacích zařízení;Slovácko - Jihomoravský kraj;Penzion;77.0
2023;Počet hromadných ubytovacích zařízení;Slovácko - Jihomoravský kraj;Kemp;4.0
2023;Počet hromadných ubytovacích zařízení;Slovácko - Jihomoravský kraj;Chatová osada;1.0
2023;Počet hromadných ubytovacích zařízení;Slovácko - Jihomoravský kraj;Turistická ubytovna;14.0
2023;Počet hromadných ubytovacích zařízení;Slovácko - Jihomoravský kraj;Ostatní HUZ;11.0
2023;Počet hromadných ubytovacích zařízení;Znojemsko a Podyjí;HUZ celkem;177.0
2023;Počet hromadných ubytovacích zařízení;Znojemsko a Podyjí;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Znojemsko a Podyjí;Hotel, motel, botel ****;7.0
2023;Počet hromadných ubytovacích zařízení;Znojemsko a Podyjí;Hotel, motel, botel ***;23.0
2023;Počet hromadných ubytovacích zařízení;Znojemsko a Podyjí;Hotel, motel, botel **;2.0
2023;Počet hromadných ubytovacích zařízení;Znojemsko a Podyjí;Hotel, motel, botel *;
2023;Počet hromadných ubytovacích zařízení;Znojemsko a Podyjí;Hotel garni;1.0
2023;Počet hromadných ubytovacích zařízení;Znojemsko a Podyjí;Penzion;96.0
2023;Počet hromadných ubytovacích zařízení;Znojemsko a Podyjí;Kemp;11.0
2023;Počet hromadných ubytovacích zařízení;Znojemsko a Podyjí;Chatová osada;17.0
2023;Počet hromadných ubytovacích zařízení;Znojemsko a Podyjí;Turistická ubytovna;3.0
2023;Počet hromadných ubytovacích zařízení;Znojemsko a Podyjí;Ostatní HUZ;17.0
2023;Počet hromadných ubytovacích zařízení;LVA a Hustopečsko;HUZ celkem;196.0
2023;Počet hromadných ubytovacích zařízení;LVA a Hustopečsko;Hotel *****;1.0
2023;Počet hromadných ubytovacích zařízení;LVA a Hustopečsko;Hotel, motel, botel ****;8.0
2023;Počet hromadných ubytovacích zařízení;LVA a Hustopečsko;Hotel, motel, botel ***;14.0
2023;Počet hromadných ubytovacích zařízení;LVA a Hustopečsko;Hotel, motel, botel **;1.0
2023;Počet hromadných ubytovacích zařízení;LVA a Hustopečsko;Hotel, motel, botel *;1.0
2023;Počet hromadných ubytovacích zařízení;LVA a Hustopečsko;Hotel garni;1.0
2023;Počet hromadných ubytovacích zařízení;LVA a Hustopečsko;Penzion;130.0
2023;Počet hromadných ubytovacích zařízení;LVA a Hustopečsko;Kemp;6.0
2023;Počet hromadných ubytovacích zařízení;LVA a Hustopečsko;Chatová osada;
2023;Počet hromadných ubytovacích zařízení;LVA a Hustopečsko;Turistická ubytovna;10.0
2023;Počet hromadných ubytovacích zařízení;LVA a Hustopečsko;Ostatní HUZ;24.0
2023;Počet hromadných ubytovacích zařízení;Pálava;HUZ celkem;170.0
2023;Počet hromadných ubytovacích zařízení;Pálava;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Pálava;Hotel, motel, botel ****;3.0
2023;Počet hromadných ubytovacích zařízení;Pálava;Hotel, motel, botel ***;17.0
2023;Počet hromadných ubytovacích zařízení;Pálava;Hotel, motel, botel **;
2023;Počet hromadných ubytovacích zařízení;Pálava;Hotel, motel, botel *;
2023;Počet hromadných ubytovacích zařízení;Pálava;Hotel garni;
2023;Počet hromadných ubytovacích zařízení;Pálava;Penzion;119.0
2023;Počet hromadných ubytovacích zařízení;Pálava;Kemp;6.0
2023;Počet hromadných ubytovacích zařízení;Pálava;Chatová osada;3.0
2023;Počet hromadných ubytovacích zařízení;Pálava;Turistická ubytovna;6.0
2023;Počet hromadných ubytovacích zařízení;Pálava;Ostatní HUZ;16.0
2023;Počet hromadných ubytovacích zařízení;Jeseníky-západ;HUZ celkem;335.0
2023;Počet hromadných ubytovacích zařízení;Jeseníky-západ;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Jeseníky-západ;Hotel, motel, botel ****;8.0
2023;Počet hromadných ubytovacích zařízení;Jeseníky-západ;Hotel, motel, botel ***;37.0
2023;Počet hromadných ubytovacích zařízení;Jeseníky-západ;Hotel, motel, botel **;6.0
2023;Počet hromadných ubytovacích zařízení;Jeseníky-západ;Hotel, motel, botel *;10.0
2023;Počet hromadných ubytovacích zařízení;Jeseníky-západ;Hotel garni;3.0
2023;Počet hromadných ubytovacích zařízení;Jeseníky-západ;Penzion;174.0
2023;Počet hromadných ubytovacích zařízení;Jeseníky-západ;Kemp;5.0
2023;Počet hromadných ubytovacích zařízení;Jeseníky-západ;Chatová osada;4.0
2023;Počet hromadných ubytovacích zařízení;Jeseníky-západ;Turistická ubytovna;30.0
2023;Počet hromadných ubytovacích zařízení;Jeseníky-západ;Ostatní HUZ;58.0
2023;Počet hromadných ubytovacích zařízení;Střední Morava;HUZ celkem;206.0
2023;Počet hromadných ubytovacích zařízení;Střední Morava;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Střední Morava;Hotel, motel, botel ****;14.0
2023;Počet hromadných ubytovacích zařízení;Střední Morava;Hotel, motel, botel ***;31.0
2023;Počet hromadných ubytovacích zařízení;Střední Morava;Hotel, motel, botel **;2.0
2023;Počet hromadných ubytovacích zařízení;Střední Morava;Hotel, motel, botel *;1.0
2023;Počet hromadných ubytovacích zařízení;Střední Morava;Hotel garni;4.0
2023;Počet hromadných ubytovacích zařízení;Střední Morava;Penzion;91.0
2023;Počet hromadných ubytovacích zařízení;Střední Morava;Kemp;8.0
2023;Počet hromadných ubytovacích zařízení;Střední Morava;Chatová osada;6.0
2023;Počet hromadných ubytovacích zařízení;Střední Morava;Turistická ubytovna;23.0
2023;Počet hromadných ubytovacích zařízení;Střední Morava;Ostatní HUZ;26.0
2023;Počet hromadných ubytovacích zařízení;Valašsko;HUZ celkem;189.0
2023;Počet hromadných ubytovacích zařízení;Valašsko;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Valašsko;Hotel, motel, botel ****;14.0
2023;Počet hromadných ubytovacích zařízení;Valašsko;Hotel, motel, botel ***;29.0
2023;Počet hromadných ubytovacích zařízení;Valašsko;Hotel, motel, botel **;5.0
2023;Počet hromadných ubytovacích zařízení;Valašsko;Hotel, motel, botel *;3.0
2023;Počet hromadných ubytovacích zařízení;Valašsko;Hotel garni;2.0
2023;Počet hromadných ubytovacích zařízení;Valašsko;Penzion;72.0
2023;Počet hromadných ubytovacích zařízení;Valašsko;Kemp;9.0
2023;Počet hromadných ubytovacích zařízení;Valašsko;Chatová osada;4.0
2023;Počet hromadných ubytovacích zařízení;Valašsko;Turistická ubytovna;20.0
2023;Počet hromadných ubytovacích zařízení;Valašsko;Ostatní HUZ;31.0
2023;Počet hromadných ubytovacích zařízení;Kroměřížsko;HUZ celkem;69.0
2023;Počet hromadných ubytovacích zařízení;Kroměřížsko;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Kroměřížsko;Hotel, motel, botel ****;8.0
2023;Počet hromadných ubytovacích zařízení;Kroměřížsko;Hotel, motel, botel ***;9.0
2023;Počet hromadných ubytovacích zařízení;Kroměřížsko;Hotel, motel, botel **;1.0
2023;Počet hromadných ubytovacích zařízení;Kroměřížsko;Hotel, motel, botel *;1.0
2023;Počet hromadných ubytovacích zařízení;Kroměřížsko;Hotel garni;
2023;Počet hromadných ubytovacích zařízení;Kroměřížsko;Penzion;24.0
2023;Počet hromadných ubytovacích zařízení;Kroměřížsko;Kemp;3.0
2023;Počet hromadných ubytovacích zařízení;Kroměřížsko;Chatová osada;2.0
2023;Počet hromadných ubytovacích zařízení;Kroměřížsko;Turistická ubytovna;9.0
2023;Počet hromadných ubytovacích zařízení;Kroměřížsko;Ostatní HUZ;12.0
2023;Počet hromadných ubytovacích zařízení;Slovácko - Zlínský kraj;HUZ celkem;109.0
2023;Počet hromadných ubytovacích zařízení;Slovácko - Zlínský kraj;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Slovácko - Zlínský kraj;Hotel, motel, botel ****;5.0
2023;Počet hromadných ubytovacích zařízení;Slovácko - Zlínský kraj;Hotel, motel, botel ***;20.0
2023;Počet hromadných ubytovacích zařízení;Slovácko - Zlínský kraj;Hotel, motel, botel **;
2023;Počet hromadných ubytovacích zařízení;Slovácko - Zlínský kraj;Hotel, motel, botel *;2.0
2023;Počet hromadných ubytovacích zařízení;Slovácko - Zlínský kraj;Hotel garni;2.0
2023;Počet hromadných ubytovacích zařízení;Slovácko - Zlínský kraj;Penzion;50.0
2023;Počet hromadných ubytovacích zařízení;Slovácko - Zlínský kraj;Kemp;9.0
2023;Počet hromadných ubytovacích zařízení;Slovácko - Zlínský kraj;Chatová osada;1.0
2023;Počet hromadných ubytovacích zařízení;Slovácko - Zlínský kraj;Turistická ubytovna;6.0
2023;Počet hromadných ubytovacích zařízení;Slovácko - Zlínský kraj;Ostatní HUZ;14.0
2023;Počet hromadných ubytovacích zařízení;Zlínsko - Luhačovicko;HUZ celkem;158.0
2023;Počet hromadných ubytovacích zařízení;Zlínsko - Luhačovicko;Hotel *****;1.0
2023;Počet hromadných ubytovacích zařízení;Zlínsko - Luhačovicko;Hotel, motel, botel ****;22.0
2023;Počet hromadných ubytovacích zařízení;Zlínsko - Luhačovicko;Hotel, motel, botel ***;28.0
2023;Počet hromadných ubytovacích zařízení;Zlínsko - Luhačovicko;Hotel, motel, botel **;2.0
2023;Počet hromadných ubytovacích zařízení;Zlínsko - Luhačovicko;Hotel, motel, botel *;
2023;Počet hromadných ubytovacích zařízení;Zlínsko - Luhačovicko;Hotel garni;3.0
2023;Počet hromadných ubytovacích zařízení;Zlínsko - Luhačovicko;Penzion;78.0
2023;Počet hromadných ubytovacích zařízení;Zlínsko - Luhačovicko;Kemp;1.0
2023;Počet hromadných ubytovacích zařízení;Zlínsko - Luhačovicko;Chatová osada;2.0
2023;Počet hromadných ubytovacích zařízení;Zlínsko - Luhačovicko;Turistická ubytovna;6.0
2023;Počet hromadných ubytovacích zařízení;Zlínsko - Luhačovicko;Ostatní HUZ;15.0
2023;Počet hromadných ubytovacích zařízení;Beskydy;HUZ celkem;191.0
2023;Počet hromadných ubytovacích zařízení;Beskydy;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Beskydy;Hotel, motel, botel ****;19.0
2023;Počet hromadných ubytovacích zařízení;Beskydy;Hotel, motel, botel ***;33.0
2023;Počet hromadných ubytovacích zařízení;Beskydy;Hotel, motel, botel **;7.0
2023;Počet hromadných ubytovacích zařízení;Beskydy;Hotel, motel, botel *;3.0
2023;Počet hromadných ubytovacích zařízení;Beskydy;Hotel garni;4.0
2023;Počet hromadných ubytovacích zařízení;Beskydy;Penzion;75.0
2023;Počet hromadných ubytovacích zařízení;Beskydy;Kemp;8.0
2023;Počet hromadných ubytovacích zařízení;Beskydy;Chatová osada;2.0
2023;Počet hromadných ubytovacích zařízení;Beskydy;Turistická ubytovna;17.0
2023;Počet hromadných ubytovacích zařízení;Beskydy;Ostatní HUZ;23.0
2023;Počet hromadných ubytovacích zařízení;Jeseníky-východ;HUZ celkem;173.0
2023;Počet hromadných ubytovacích zařízení;Jeseníky-východ;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Jeseníky-východ;Hotel, motel, botel ****;7.0
2023;Počet hromadných ubytovacích zařízení;Jeseníky-východ;Hotel, motel, botel ***;18.0
2023;Počet hromadných ubytovacích zařízení;Jeseníky-východ;Hotel, motel, botel **;3.0
2023;Počet hromadných ubytovacích zařízení;Jeseníky-východ;Hotel, motel, botel *;3.0
2023;Počet hromadných ubytovacích zařízení;Jeseníky-východ;Hotel garni;1.0
2023;Počet hromadných ubytovacích zařízení;Jeseníky-východ;Penzion;90.0
2023;Počet hromadných ubytovacích zařízení;Jeseníky-východ;Kemp;4.0
2023;Počet hromadných ubytovacích zařízení;Jeseníky-východ;Chatová osada;
2023;Počet hromadných ubytovacích zařízení;Jeseníky-východ;Turistická ubytovna;28.0
2023;Počet hromadných ubytovacích zařízení;Jeseníky-východ;Ostatní HUZ;19.0
