Území;Ukazatel;Typ indexu;Typ zakázek;Vybraná odvětví průmyslu;Čtvrtletí;value
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;3. čtvrtletí 2002;89.6272825154
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2. čtvrtletí 2002;92.9222264957
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;1. čtvrtletí 2002;92.7165141951
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;4. čtvrtletí 2001;137.1263601346
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;3. čtvrtletí 2001;161.4033877957
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2. čtvrtletí 2001;177.1742056982
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;1. čtvrtletí 2001;209.1948857761
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;4. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;3. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;1. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2025;95.7240120164
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2024;92.5967657191
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2024;101.9199386785
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2024;110.0643851056
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2024;106.1717349637
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2023;103.0943897126
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2023;104.1485324632
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2023;92.4082076131
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2023;104.5937886396
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2022;117.9392001336
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2022;112.2291689616
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2022;118.1360443634
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2022;117.5145503112
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2021;108.2322979577
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2021;97.3145055417
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2021;101.7204155591
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2021;100.7062296454
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2020;94.9348834719
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2020;107.6762310316
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2020;91.9358336689
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2020;92.2119702233
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2019;106.7002658463
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2019;98.0480827544
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2019;118.6564446942
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2019;114.2761689777
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2018;107.5351536034
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2018;98.8007516877
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2018;101.2303441915
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2018;98.5595437696
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2017;105.5959383902
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2017;106.5008101295
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2017;105.2238075999
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2017;105.0164269707
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2016;109.8600920759
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2016;103.6138453707
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2016;102.6780626705
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2016;100.4596687806
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2015;114.9520887173
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2015;124.6224695548
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2015;117.6837771407
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2015;115.0158029943
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2014;91.9307578253
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2014;95.5479637241
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2014;99.9114567269
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2014;100.8809397885
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2013;97.2222070375
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2013;96.2385294621
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2013;97.6970386829
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2013;94.5986665865
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2012;103.3372014079
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2012;101.7983407763
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2012;89.2836296715
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2012;93.8738898756
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2011;100.9557374551
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2011;98.2279846394
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2011;99.7472868299
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2011;96.7040617786
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2010;84.298099993
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2010;92.1122164644
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2010;99.2195780249
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2010;96.0387689984
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2009;97.1569969895
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2009;80.9109171799
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2009;74.9806690348
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2009;81.3250561015
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2008;86.7974729621
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2008;110.4676475568
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2008;103.1126611567
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2008;78.145175029
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2007;90.3773848548
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2007;82.0593402647
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2007;88.1720640594
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2007;116.0874712831
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2006;99.4853464519
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2006;96.5316515732
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2006;96.8478251493
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2006;97.6311844464
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2005;72.443374166
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2005;76.7085138888
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2005;76.1377282175
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2005;77.6528059463
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2004;100.3247056637
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2004;89.5414380016
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2004;91.6073396569
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2004;85.2427723835
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;4. čtvrtletí 2003;83.1002946833
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;3. čtvrtletí 2003;100.9410773266
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2. čtvrtletí 2003;94.041345872
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;1. čtvrtletí 2003;94.8346138946
