Území;Ukazatel;Měsíce;Věkové skupiny (roky);value
Česko;Zemřelí;srpen 2011;75-84;2689
Česko;Zemřelí;srpen 2011;85 a více;2189
Česko;Zemřelí;červenec 2011;celkem;8535
Česko;Zemřelí;červenec 2011;0-14;44
Česko;Zemřelí;červenec 2011;15-44;329
Česko;Zemřelí;červenec 2011;45-64;1658
Česko;Zemřelí;červenec 2011;65-74;1739
Česko;Zemřelí;červenec 2011;75-84;2703
Česko;Zemřelí;červenec 2011;85 a více;2062
Česko;Zemřelí;červen 2011;celkem;8130
Česko;Zemřelí;červen 2011;0-14;42
Česko;Zemřelí;červen 2011;15-44;309
Česko;Zemřelí;červen 2011;45-64;1628
Česko;Zemřelí;červen 2011;65-74;1595
Česko;Zemřelí;červen 2011;75-84;2529
Česko;Zemřelí;červen 2011;85 a více;2027
Česko;Zemřelí;květen 2011;celkem;8670
Česko;Zemřelí;květen 2011;0-14;32
Česko;Zemřelí;květen 2011;15-44;286
Česko;Zemřelí;květen 2011;45-64;1627
Česko;Zemřelí;květen 2011;65-74;1767
Česko;Zemřelí;květen 2011;75-84;2754
Česko;Zemřelí;květen 2011;85 a více;2204
Česko;Zemřelí;duben 2011;celkem;8800
Česko;Zemřelí;duben 2011;0-14;34
Česko;Zemřelí;duben 2011;15-44;279
Česko;Zemřelí;duben 2011;45-64;1669
Česko;Zemřelí;duben 2011;65-74;1794
Česko;Zemřelí;duben 2011;75-84;2848
Česko;Zemřelí;duben 2011;85 a více;2176
Česko;Zemřelí;březen 2011;celkem;9704
Česko;Zemřelí;březen 2011;0-14;38
Česko;Zemřelí;březen 2011;15-44;315
Česko;Zemřelí;březen 2011;45-64;1921
Česko;Zemřelí;březen 2011;65-74;1910
Česko;Zemřelí;březen 2011;75-84;3068
Česko;Zemřelí;březen 2011;85 a více;2452
Česko;Zemřelí;únor 2011;celkem;9121
Česko;Zemřelí;únor 2011;0-14;46
Česko;Zemřelí;únor 2011;15-44;300
Česko;Zemřelí;únor 2011;45-64;1808
Česko;Zemřelí;únor 2011;65-74;1880
Česko;Zemřelí;únor 2011;75-84;2861
Česko;Zemřelí;únor 2011;85 a více;2226
Česko;Zemřelí;leden 2011;celkem;9569
Česko;Zemřelí;leden 2011;0-14;46
Česko;Zemřelí;leden 2011;15-44;304
Česko;Zemřelí;leden 2011;45-64;1837
Česko;Zemřelí;leden 2011;65-74;1927
Česko;Zemřelí;leden 2011;75-84;2999
Česko;Zemřelí;leden 2011;85 a více;2456
