Území,Země,Měsíce,Ukazatel,value
Česko,Svět celkem,únor 2007,Bilance - pohyb zboží (v mil. Kč),13468.0
Česko,Svět celkem,únor 2007,Obrat - pohyb zboží (v mil. Kč),373904.0
Česko,Svět celkem,únor 2007,Pohyb zboží z ČR (meziroční index ),121.3
Česko,Svět celkem,únor 2007,Pohyb zboží do ČR (meziroční index),116.7
Česko,Svět celkem,únor 2007,Obrat pohybu zboží (meziroční index),119.1
Česko,Svět celkem,leden 2007,"Pohyb zboží z ČR (v mil. Kč, FOB)",189572.0
Česko,Svět celkem,leden 2007,"Pohyb zboží do ČR (v mil. Kč, CIF)",179306.0
Česko,Svět celkem,leden 2007,Bilance - pohyb zboží (v mil. Kč),10266.0
Česko,Svět celkem,leden 2007,Obrat - pohyb zboží (v mil. Kč),368878.0
Česko,Svět celkem,leden 2007,Pohyb zboží z ČR (meziroční index ),115.8
Česko,Svět celkem,leden 2007,Pohyb zboží do ČR (meziroční index),117.7
Česko,Svět celkem,leden 2007,Obrat pohybu zboží (meziroční index),116.7
Česko,Svět celkem,prosinec 2006,"Pohyb zboží z ČR (v mil. Kč, FOB)",169430.0
Česko,Svět celkem,prosinec 2006,"Pohyb zboží do ČR (v mil. Kč, CIF)",173133.0
Česko,Svět celkem,prosinec 2006,Bilance - pohyb zboží (v mil. Kč),-3703.0
Česko,Svět celkem,prosinec 2006,Obrat - pohyb zboží (v mil. Kč),342562.0
Česko,Svět celkem,prosinec 2006,Pohyb zboží z ČR (meziroční index ),112.7
Česko,Svět celkem,prosinec 2006,Pohyb zboží do ČR (meziroční index),112.1
Česko,Svět celkem,prosinec 2006,Obrat pohybu zboží (meziroční index),112.4
Česko,Svět celkem,listopad 2006,"Pohyb zboží z ČR (v mil. Kč, FOB)",210727.0
Česko,Svět celkem,listopad 2006,"Pohyb zboží do ČR (v mil. Kč, CIF)",205755.0
Česko,Svět celkem,listopad 2006,Bilance - pohyb zboží (v mil. Kč),4973.0
Česko,Svět celkem,listopad 2006,Obrat - pohyb zboží (v mil. Kč),416482.0
Česko,Svět celkem,listopad 2006,Pohyb zboží z ČR (meziroční index ),115.9
Česko,Svět celkem,listopad 2006,Pohyb zboží do ČR (meziroční index),114.7
Česko,Svět celkem,listopad 2006,Obrat pohybu zboží (meziroční index),115.3
Česko,Svět celkem,říjen 2006,"Pohyb zboží z ČR (v mil. Kč, FOB)",209835.0
Česko,Svět celkem,říjen 2006,"Pohyb zboží do ČR (v mil. Kč, CIF)",205982.0
Česko,Svět celkem,říjen 2006,Bilance - pohyb zboží (v mil. Kč),3853.0
Česko,Svět celkem,říjen 2006,Obrat - pohyb zboží (v mil. Kč),415817.0
Česko,Svět celkem,říjen 2006,Pohyb zboží z ČR (meziroční index ),123.1
Česko,Svět celkem,říjen 2006,Pohyb zboží do ČR (meziroční index),122.8
Česko,Svět celkem,říjen 2006,Obrat pohybu zboží (meziroční index),122.9
Česko,Svět celkem,září 2006,"Pohyb zboží z ČR (v mil. Kč, FOB)",189201.0
Česko,Svět celkem,září 2006,"Pohyb zboží do ČR (v mil. Kč, CIF)",181822.0
Česko,Svět celkem,září 2006,Bilance - pohyb zboží (v mil. Kč),7379.0
Česko,Svět celkem,září 2006,Obrat - pohyb zboží (v mil. Kč),371022.0
Česko,Svět celkem,září 2006,Pohyb zboží z ČR (meziroční index ),111.7
Česko,Svět celkem,září 2006,Pohyb zboží do ČR (meziroční index),110.8
Česko,Svět celkem,září 2006,Obrat pohybu zboží (meziroční index),111.2
Česko,Svět celkem,srpen 2006,"Pohyb zboží z ČR (v mil. Kč, FOB)",166267.0
Česko,Svět celkem,srpen 2006,"Pohyb zboží do ČR (v mil. Kč, CIF)",167373.0
Česko,Svět celkem,srpen 2006,Bilance - pohyb zboží (v mil. Kč),-1106.0
Česko,Svět celkem,srpen 2006,Obrat - pohyb zboží (v mil. Kč),333641.0
Česko,Svět celkem,srpen 2006,Pohyb zboží z ČR (meziroční index ),110.8
Česko,Svět celkem,srpen 2006,Pohyb zboží do ČR (meziroční index),108.3
Česko,Svět celkem,srpen 2006,Obrat pohybu zboží (meziroční index),109.5
Česko,Svět celkem,červenec 2006,"Pohyb zboží z ČR (v mil. Kč, FOB)",160955.0
Česko,Svět celkem,červenec 2006,"Pohyb zboží do ČR (v mil. Kč, CIF)",164344.0
Česko,Svět celkem,červenec 2006,Bilance - pohyb zboží (v mil. Kč),-3389.0
Česko,Svět celkem,červenec 2006,Obrat - pohyb zboží (v mil. Kč),325299.0
Česko,Svět celkem,červenec 2006,Pohyb zboží z ČR (meziroční index ),115.8
Česko,Svět celkem,červenec 2006,Pohyb zboží do ČR (meziroční index),117.7
Česko,Svět celkem,červenec 2006,Obrat pohybu zboží (meziroční index),116.8
Česko,Svět celkem,červen 2006,"Pohyb zboží z ČR (v mil. Kč, FOB)",183863.0
Česko,Svět celkem,červen 2006,"Pohyb zboží do ČR (v mil. Kč, CIF)",176502.0
Česko,Svět celkem,červen 2006,Bilance - pohyb zboží (v mil. Kč),7361.0
Česko,Svět celkem,červen 2006,Obrat - pohyb zboží (v mil. Kč),360365.0
Česko,Svět celkem,červen 2006,Pohyb zboží z ČR (meziroční index ),110.2
Česko,Svět celkem,červen 2006,Pohyb zboží do ČR (meziroční index),111.8
Česko,Svět celkem,červen 2006,Obrat pohybu zboží (meziroční index),111.0
Česko,Svět celkem,květen 2006,"Pohyb zboží z ČR (v mil. Kč, FOB)",181492.0
Česko,Svět celkem,květen 2006,"Pohyb zboží do ČR (v mil. Kč, CIF)",179055.0
Česko,Svět celkem,květen 2006,Bilance - pohyb zboží (v mil. Kč),2438.0
Česko,Svět celkem,květen 2006,Obrat - pohyb zboží (v mil. Kč),360547.0
Česko,Svět celkem,květen 2006,Pohyb zboží z ČR (meziroční index ),116.7
Česko,Svět celkem,květen 2006,Pohyb zboží do ČR (meziroční index),119.2
Česko,Svět celkem,květen 2006,Obrat pohybu zboží (meziroční index),117.9
Česko,Svět celkem,duben 2006,"Pohyb zboží z ČR (v mil. Kč, FOB)",161499.0
Česko,Svět celkem,duben 2006,"Pohyb zboží do ČR (v mil. Kč, CIF)",163458.0
Česko,Svět celkem,duben 2006,Bilance - pohyb zboží (v mil. Kč),-1958.0
Česko,Svět celkem,duben 2006,Obrat - pohyb zboží (v mil. Kč),324957.0
Česko,Svět celkem,duben 2006,Pohyb zboží z ČR (meziroční index ),104.8
Česko,Svět celkem,duben 2006,Pohyb zboží do ČR (meziroční index),105.7
Česko,Svět celkem,duben 2006,Obrat pohybu zboží (meziroční index),105.3
Česko,Svět celkem,březen 2006,"Pohyb zboží z ČR (v mil. Kč, FOB)",188026.0
Česko,Svět celkem,březen 2006,"Pohyb zboží do ČR (v mil. Kč, CIF)",180565.0
Česko,Svět celkem,březen 2006,Bilance - pohyb zboží (v mil. Kč),7461.0
Česko,Svět celkem,březen 2006,Obrat - pohyb zboží (v mil. Kč),368592.0
Česko,Svět celkem,březen 2006,Pohyb zboží z ČR (meziroční index ),121.7
Česko,Svět celkem,březen 2006,Pohyb zboží do ČR (meziroční index),122.2
Česko,Svět celkem,březen 2006,Obrat pohybu zboží (meziroční index),121.9
Česko,Svět celkem,únor 2006,"Pohyb zboží z ČR (v mil. Kč, FOB)",159641.0
Česko,Svět celkem,únor 2006,"Pohyb zboží do ČR (v mil. Kč, CIF)",154426.0
Česko,Svět celkem,únor 2006,Bilance - pohyb zboží (v mil. Kč),5214.0
Česko,Svět celkem,únor 2006,Obrat - pohyb zboží (v mil. Kč),314067.0
Česko,Svět celkem,únor 2006,Pohyb zboží z ČR (meziroční index ),114.3
Česko,Svět celkem,únor 2006,Pohyb zboží do ČR (meziroční index),115.4
Česko,Svět celkem,únor 2006,Obrat pohybu zboží (meziroční index),114.8
Česko,Svět celkem,leden 2006,"Pohyb zboží z ČR (v mil. Kč, FOB)",163636.0
Česko,Svět celkem,leden 2006,"Pohyb zboží do ČR (v mil. Kč, CIF)",152398.0
Česko,Svět celkem,leden 2006,Bilance - pohyb zboží (v mil. Kč),11238.0
Česko,Svět celkem,leden 2006,Obrat - pohyb zboží (v mil. Kč),316034.0
Česko,Svět celkem,leden 2006,Pohyb zboží z ČR (meziroční index ),119.6
Česko,Svět celkem,leden 2006,Pohyb zboží do ČR (meziroční index),121.2
Česko,Svět celkem,leden 2006,Obrat pohybu zboží (meziroční index),120.4
Česko,Svět celkem,prosinec 2005,"Pohyb zboží z ČR (v mil. Kč, FOB)",150355.0
Česko,Svět celkem,prosinec 2005,"Pohyb zboží do ČR (v mil. Kč, CIF)",154389.0
Česko,Svět celkem,prosinec 2005,Bilance - pohyb zboží (v mil. Kč),-4034.0
Česko,Svět celkem,prosinec 2005,Obrat - pohyb zboží (v mil. Kč),304745.0
Česko,Svět celkem,prosinec 2005,Pohyb zboží z ČR (meziroční index ),110.4
Česko,Svět celkem,prosinec 2005,Pohyb zboží do ČR (meziroční index),105.9
Česko,Svět celkem,prosinec 2005,Obrat pohybu zboží (meziroční index),108.1
Česko,Svět celkem,listopad 2005,"Pohyb zboží z ČR (v mil. Kč, FOB)",181872.0
Česko,Svět celkem,listopad 2005,"Pohyb zboží do ČR (v mil. Kč, CIF)",179389.0
Česko,Svět celkem,listopad 2005,Bilance - pohyb zboží (v mil. Kč),2483.0
Česko,Svět celkem,listopad 2005,Obrat - pohyb zboží (v mil. Kč),361261.0
Česko,Svět celkem,listopad 2005,Pohyb zboží z ČR (meziroční index ),109.7
Česko,Svět celkem,listopad 2005,Pohyb zboží do ČR (meziroční index),108.3
Česko,Svět celkem,listopad 2005,Obrat pohybu zboží (meziroční index),109.0
Česko,Svět celkem,říjen 2005,"Pohyb zboží z ČR (v mil. Kč, FOB)",170495.0
Česko,Svět celkem,říjen 2005,"Pohyb zboží do ČR (v mil. Kč, CIF)",167740.0
Česko,Svět celkem,říjen 2005,Bilance - pohyb zboží (v mil. Kč),2755.0
Česko,Svět celkem,říjen 2005,Obrat - pohyb zboží (v mil. Kč),338235.0
Česko,Svět celkem,říjen 2005,Pohyb zboží z ČR (meziroční index ),107.5
Česko,Svět celkem,říjen 2005,Pohyb zboží do ČR (meziroční index),104.6
Česko,Svět celkem,říjen 2005,Obrat pohybu zboží (meziroční index),106.0
Česko,Svět celkem,září 2005,"Pohyb zboží z ČR (v mil. Kč, FOB)",169399.0
Česko,Svět celkem,září 2005,"Pohyb zboží do ČR (v mil. Kč, CIF)",164153.0
Česko,Svět celkem,září 2005,Bilance - pohyb zboží (v mil. Kč),5247.0
Česko,Svět celkem,září 2005,Obrat - pohyb zboží (v mil. Kč),333552.0
Česko,Svět celkem,září 2005,Pohyb zboží z ČR (meziroční index ),107.2
Česko,Svět celkem,září 2005,Pohyb zboží do ČR (meziroční index),105.5
Česko,Svět celkem,září 2005,Obrat pohybu zboží (meziroční index),106.4
Česko,Svět celkem,srpen 2005,"Pohyb zboží z ČR (v mil. Kč, FOB)",150101.0
Česko,Svět celkem,srpen 2005,"Pohyb zboží do ČR (v mil. Kč, CIF)",154548.0
Česko,Svět celkem,srpen 2005,Bilance - pohyb zboží (v mil. Kč),-4447.0
Česko,Svět celkem,srpen 2005,Obrat - pohyb zboží (v mil. Kč),304649.0
Česko,Svět celkem,srpen 2005,Pohyb zboží z ČR (meziroční index ),113.6
Česko,Svět celkem,srpen 2005,Pohyb zboží do ČR (meziroční index),114.1
Česko,Svět celkem,srpen 2005,Obrat pohybu zboží (meziroční index),113.9
Česko,Svět celkem,červenec 2005,"Pohyb zboží z ČR (v mil. Kč, FOB)",138946.0
Česko,Svět celkem,červenec 2005,"Pohyb zboží do ČR (v mil. Kč, CIF)",139617.0
Česko,Svět celkem,červenec 2005,Bilance - pohyb zboží (v mil. Kč),-671.0
Česko,Svět celkem,červenec 2005,Obrat - pohyb zboží (v mil. Kč),278563.0
Česko,Svět celkem,červenec 2005,Pohyb zboží z ČR (meziroční index ),102.8
Česko,Svět celkem,červenec 2005,Pohyb zboží do ČR (meziroční index),98.0
Česko,Svět celkem,červenec 2005,Obrat pohybu zboží (meziroční index),100.3
Česko,Svět celkem,červen 2005,"Pohyb zboží z ČR (v mil. Kč, FOB)",166863.0
Česko,Svět celkem,červen 2005,"Pohyb zboží do ČR (v mil. Kč, CIF)",157904.0
Česko,Svět celkem,červen 2005,Bilance - pohyb zboží (v mil. Kč),8958.0
Česko,Svět celkem,červen 2005,Obrat - pohyb zboží (v mil. Kč),324767.0
Česko,Svět celkem,červen 2005,Pohyb zboží z ČR (meziroční index ),106.8
Česko,Svět celkem,červen 2005,Pohyb zboží do ČR (meziroční index),101.9
Česko,Svět celkem,červen 2005,Obrat pohybu zboží (meziroční index),104.3
Česko,Svět celkem,květen 2005,"Pohyb zboží z ČR (v mil. Kč, FOB)",155454.0
Česko,Svět celkem,květen 2005,"Pohyb zboží do ČR (v mil. Kč, CIF)",150276.0
Česko,Svět celkem,květen 2005,Bilance - pohyb zboží (v mil. Kč),5178.0
Česko,Svět celkem,květen 2005,Obrat - pohyb zboží (v mil. Kč),305730.0
Česko,Svět celkem,květen 2005,Pohyb zboží z ČR (meziroční index ),100.0
Česko,Svět celkem,květen 2005,Pohyb zboží do ČR (meziroční index),97.1
Česko,Svět celkem,květen 2005,Obrat pohybu zboží (meziroční index),98.6
Česko,Svět celkem,duben 2005,"Pohyb zboží z ČR (v mil. Kč, FOB)",154047.0
Česko,Svět celkem,duben 2005,"Pohyb zboží do ČR (v mil. Kč, CIF)",154604.0
Česko,Svět celkem,duben 2005,Bilance - pohyb zboží (v mil. Kč),-557.0
Česko,Svět celkem,duben 2005,Obrat - pohyb zboží (v mil. Kč),308651.0
Česko,Svět celkem,duben 2005,Pohyb zboží z ČR (meziroční index ),103.8
Česko,Svět celkem,duben 2005,Pohyb zboží do ČR (meziroční index),97.2
Česko,Svět celkem,duben 2005,Obrat pohybu zboží (meziroční index),100.4
Česko,Svět celkem,březen 2005,"Pohyb zboží z ČR (v mil. Kč, FOB)",154532.0
Česko,Svět celkem,březen 2005,"Pohyb zboží do ČR (v mil. Kč, CIF)",147745.0
Česko,Svět celkem,březen 2005,Bilance - pohyb zboží (v mil. Kč),6787.0
Česko,Svět celkem,březen 2005,Obrat - pohyb zboží (v mil. Kč),302277.0
Česko,Svět celkem,březen 2005,Pohyb zboží z ČR (meziroční index ),108.3
Česko,Svět celkem,březen 2005,Pohyb zboží do ČR (meziroční index),101.3
Česko,Svět celkem,březen 2005,Obrat pohybu zboží (meziroční index),104.8
Česko,Svět celkem,únor 2005,"Pohyb zboží z ČR (v mil. Kč, FOB)",139704.0
Česko,Svět celkem,únor 2005,"Pohyb zboží do ČR (v mil. Kč, CIF)",133818.0
Česko,Svět celkem,únor 2005,Bilance - pohyb zboží (v mil. Kč),5886.0
Česko,Svět celkem,únor 2005,Obrat - pohyb zboží (v mil. Kč),273522.0
Česko,Svět celkem,únor 2005,Pohyb zboží z ČR (meziroční index ),111.0
Česko,Svět celkem,únor 2005,Pohyb zboží do ČR (meziroční index),110.4
Česko,Svět celkem,únor 2005,Obrat pohybu zboží (meziroční index),110.7
Česko,Svět celkem,leden 2005,"Pohyb zboží z ČR (v mil. Kč, FOB)",136818.0
Česko,Svět celkem,leden 2005,"Pohyb zboží do ČR (v mil. Kč, CIF)",125778.0
Česko,Svět celkem,leden 2005,Bilance - pohyb zboží (v mil. Kč),11040.0
Česko,Svět celkem,leden 2005,Obrat - pohyb zboží (v mil. Kč),262595.0
Česko,Svět celkem,leden 2005,Pohyb zboží z ČR (meziroční index ),126.6
Česko,Svět celkem,leden 2005,Pohyb zboží do ČR (meziroční index),116.5
Česko,Svět celkem,leden 2005,Obrat pohybu zboží (meziroční index),121.6
Česko,Svět celkem,prosinec 2004,"Pohyb zboží z ČR (v mil. Kč, FOB)",136191.0
Česko,Svět celkem,prosinec 2004,"Pohyb zboží do ČR (v mil. Kč, CIF)",145803.0
Česko,Svět celkem,prosinec 2004,Bilance - pohyb zboží (v mil. Kč),-9612.0
Česko,Svět celkem,prosinec 2004,Obrat - pohyb zboží (v mil. Kč),281994.0
Česko,Svět celkem,prosinec 2004,Pohyb zboží z ČR (meziroční index ),121.3
Česko,Svět celkem,prosinec 2004,Pohyb zboží do ČR (meziroční index),110.3
Česko,Svět celkem,prosinec 2004,Obrat pohybu zboží (meziroční index),115.4
Česko,Svět celkem,listopad 2004,"Pohyb zboží z ČR (v mil. Kč, FOB)",165860.0
Česko,Svět celkem,listopad 2004,"Pohyb zboží do ČR (v mil. Kč, CIF)",165590.0
Česko,Svět celkem,listopad 2004,Bilance - pohyb zboží (v mil. Kč),270.0
Česko,Svět celkem,listopad 2004,Obrat - pohyb zboží (v mil. Kč),331451.0
Česko,Svět celkem,listopad 2004,Pohyb zboží z ČR (meziroční index ),138.3
Česko,Svět celkem,listopad 2004,Pohyb zboží do ČR (meziroční index),129.0
Česko,Svět celkem,listopad 2004,Obrat pohybu zboží (meziroční index),133.5
Česko,Svět celkem,říjen 2004,"Pohyb zboží z ČR (v mil. Kč, FOB)",158622.0
Česko,Svět celkem,říjen 2004,"Pohyb zboží do ČR (v mil. Kč, CIF)",160355.0
Česko,Svět celkem,říjen 2004,Bilance - pohyb zboží (v mil. Kč),-1733.0
Česko,Svět celkem,říjen 2004,Obrat - pohyb zboží (v mil. Kč),318977.0
Česko,Svět celkem,říjen 2004,Pohyb zboží z ČR (meziroční index ),119.4
Česko,Svět celkem,říjen 2004,Pohyb zboží do ČR (meziroční index),115.9
Česko,Svět celkem,říjen 2004,Obrat pohybu zboží (meziroční index),117.6
Česko,Svět celkem,září 2004,"Pohyb zboží z ČR (v mil. Kč, FOB)",158002.0
Česko,Svět celkem,září 2004,"Pohyb zboží do ČR (v mil. Kč, CIF)",155628.0
Česko,Svět celkem,září 2004,Bilance - pohyb zboží (v mil. Kč),2375.0
Česko,Svět celkem,září 2004,Obrat - pohyb zboží (v mil. Kč),313630.0
Česko,Svět celkem,září 2004,Pohyb zboží z ČR (meziroční index ),127.6
Česko,Svět celkem,září 2004,Pohyb zboží do ČR (meziroční index),126.2
Česko,Svět celkem,září 2004,Obrat pohybu zboží (meziroční index),126.9
Česko,Svět celkem,srpen 2004,"Pohyb zboží z ČR (v mil. Kč, FOB)",132085.0
Česko,Svět celkem,srpen 2004,"Pohyb zboží do ČR (v mil. Kč, CIF)",135421.0
Česko,Svět celkem,srpen 2004,Bilance - pohyb zboží (v mil. Kč),-3336.0
Česko,Svět celkem,srpen 2004,Obrat - pohyb zboží (v mil. Kč),267505.0
Česko,Svět celkem,srpen 2004,Pohyb zboží z ČR (meziroční index ),134.3
Česko,Svět celkem,srpen 2004,Pohyb zboží do ČR (meziroční index),128.5
Česko,Svět celkem,srpen 2004,Obrat pohybu zboží (meziroční index),131.3
Česko,Svět celkem,červenec 2004,"Pohyb zboží z ČR (v mil. Kč, FOB)",135167.0
Česko,Svět celkem,červenec 2004,"Pohyb zboží do ČR (v mil. Kč, CIF)",142435.0
Česko,Svět celkem,červenec 2004,Bilance - pohyb zboží (v mil. Kč),-7268.0
Česko,Svět celkem,červenec 2004,Obrat - pohyb zboží (v mil. Kč),277603.0
Česko,Svět celkem,červenec 2004,Pohyb zboží z ČR (meziroční index ),122.6
Česko,Svět celkem,červenec 2004,Pohyb zboží do ČR (meziroční index),116.7
Česko,Svět celkem,červenec 2004,Obrat pohybu zboží (meziroční index),119.5
Česko,Svět celkem,červen 2004,"Pohyb zboží z ČR (v mil. Kč, FOB)",156309.0
Česko,Svět celkem,červen 2004,"Pohyb zboží do ČR (v mil. Kč, CIF)",155029.0
Česko,Svět celkem,červen 2004,Bilance - pohyb zboží (v mil. Kč),1280.0
Česko,Svět celkem,červen 2004,Obrat - pohyb zboží (v mil. Kč),311339.0
Česko,Svět celkem,červen 2004,Pohyb zboží z ČR (meziroční index ),140.8
Česko,Svět celkem,červen 2004,Pohyb zboží do ČR (meziroční index),135.5
Česko,Svět celkem,červen 2004,Obrat pohybu zboží (meziroční index),138.1
Česko,Svět celkem,květen 2004,"Pohyb zboží z ČR (v mil. Kč, FOB)",155378.0
Česko,Svět celkem,květen 2004,"Pohyb zboží do ČR (v mil. Kč, CIF)",154815.0
Česko,Svět celkem,květen 2004,Bilance - pohyb zboží (v mil. Kč),564.0
Česko,Svět celkem,květen 2004,Obrat - pohyb zboží (v mil. Kč),310193.0
Česko,Svět celkem,květen 2004,Pohyb zboží z ČR (meziroční index ),137.7
Česko,Svět celkem,květen 2004,Pohyb zboží do ČR (meziroční index),134.5
Česko,Svět celkem,květen 2004,Obrat pohybu zboží (meziroční index),136.1
Česko,Svět celkem,duben 2004,"Pohyb zboží z ČR (v mil. Kč, FOB)",148454.0
Česko,Svět celkem,duben 2004,"Pohyb zboží do ČR (v mil. Kč, CIF)",159115.0
Česko,Svět celkem,duben 2004,Bilance - pohyb zboží (v mil. Kč),-10660.0
Česko,Svět celkem,duben 2004,Obrat - pohyb zboží (v mil. Kč),307569.0
Česko,Svět celkem,duben 2004,Pohyb zboží z ČR (meziroční index ),127.6
Česko,Svět celkem,duben 2004,Pohyb zboží do ČR (meziroční index),128.3
Česko,Svět celkem,duben 2004,Obrat pohybu zboží (meziroční index),128.0
Česko,Svět celkem,březen 2004,"Pohyb zboží z ČR (v mil. Kč, FOB)",142673.0
Česko,Svět celkem,březen 2004,"Pohyb zboží do ČR (v mil. Kč, CIF)",145793.0
Česko,Svět celkem,březen 2004,Bilance - pohyb zboží (v mil. Kč),-3120.0
Česko,Svět celkem,březen 2004,Obrat - pohyb zboží (v mil. Kč),288467.0
Česko,Svět celkem,březen 2004,Pohyb zboží z ČR (meziroční index ),119.6
Česko,Svět celkem,březen 2004,Pohyb zboží do ČR (meziroční index),120.3
Česko,Svět celkem,březen 2004,Obrat pohybu zboží (meziroční index),119.9
Česko,Svět celkem,únor 2004,"Pohyb zboží z ČR (v mil. Kč, FOB)",125848.0
Česko,Svět celkem,únor 2004,"Pohyb zboží do ČR (v mil. Kč, CIF)",121167.0
Česko,Svět celkem,únor 2004,Bilance - pohyb zboží (v mil. Kč),4681.0
Česko,Svět celkem,únor 2004,Obrat - pohyb zboží (v mil. Kč),247016.0
Česko,Svět celkem,únor 2004,Pohyb zboží z ČR (meziroční index ),119.1
Česko,Svět celkem,únor 2004,Pohyb zboží do ČR (meziroční index),112.5
Česko,Svět celkem,únor 2004,Obrat pohybu zboží (meziroční index),115.8
Česko,Svět celkem,leden 2004,"Pohyb zboží z ČR (v mil. Kč, FOB)",108066.0
Česko,Svět celkem,leden 2004,"Pohyb zboží do ČR (v mil. Kč, CIF)",107944.0
Česko,Svět celkem,leden 2004,Bilance - pohyb zboží (v mil. Kč),122.0
Česko,Svět celkem,leden 2004,Obrat - pohyb zboží (v mil. Kč),216010.0
Česko,Svět celkem,leden 2004,Pohyb zboží z ČR (meziroční index ),99.8
Česko,Svět celkem,leden 2004,Pohyb zboží do ČR (meziroční index),99.2
Česko,Svět celkem,leden 2004,Obrat pohybu zboží (meziroční index),99.5
Česko,Svět celkem,prosinec 2003,"Pohyb zboží z ČR (v mil. Kč, FOB)",112252.0
Česko,Svět celkem,prosinec 2003,"Pohyb zboží do ČR (v mil. Kč, CIF)",132142.0
Česko,Svět celkem,prosinec 2003,Bilance - pohyb zboží (v mil. Kč),-19890.0
Česko,Svět celkem,prosinec 2003,Obrat - pohyb zboží (v mil. Kč),244394.0
Česko,Svět celkem,prosinec 2003,Pohyb zboží z ČR (meziroční index ),121.6
Česko,Svět celkem,prosinec 2003,Pohyb zboží do ČR (meziroční index),120.9
Česko,Svět celkem,prosinec 2003,Obrat pohybu zboží (meziroční index),121.2
Česko,Svět celkem,listopad 2003,"Pohyb zboží z ČR (v mil. Kč, FOB)",119902.0
Česko,Svět celkem,listopad 2003,"Pohyb zboží do ČR (v mil. Kč, CIF)",128322.0
Česko,Svět celkem,listopad 2003,Bilance - pohyb zboží (v mil. Kč),-8421.0
Česko,Svět celkem,listopad 2003,Obrat - pohyb zboží (v mil. Kč),248224.0
Česko,Svět celkem,listopad 2003,Pohyb zboží z ČR (meziroční index ),101.4
Česko,Svět celkem,listopad 2003,Pohyb zboží do ČR (meziroční index),103.4
Česko,Svět celkem,listopad 2003,Obrat pohybu zboží (meziroční index),102.4
Česko,Svět celkem,říjen 2003,"Pohyb zboží z ČR (v mil. Kč, FOB)",132882.0
Česko,Svět celkem,říjen 2003,"Pohyb zboží do ČR (v mil. Kč, CIF)",138299.0
Česko,Svět celkem,říjen 2003,Bilance - pohyb zboží (v mil. Kč),-5416.0
Česko,Svět celkem,říjen 2003,Obrat - pohyb zboží (v mil. Kč),271181.0
Česko,Svět celkem,říjen 2003,Pohyb zboží z ČR (meziroční index ),113.4
Česko,Svět celkem,říjen 2003,Pohyb zboží do ČR (meziroční index),110.9
Česko,Svět celkem,říjen 2003,Obrat pohybu zboží (meziroční index),112.1
Česko,Svět celkem,září 2003,"Pohyb zboží z ČR (v mil. Kč, FOB)",123822.0
Česko,Svět celkem,září 2003,"Pohyb zboží do ČR (v mil. Kč, CIF)",123340.0
Česko,Svět celkem,září 2003,Bilance - pohyb zboží (v mil. Kč),482.0
Česko,Svět celkem,září 2003,Obrat - pohyb zboží (v mil. Kč),247162.0
Česko,Svět celkem,září 2003,Pohyb zboží z ČR (meziroční index ),109.6
Česko,Svět celkem,září 2003,Pohyb zboží do ČR (meziroční index),105.8
Česko,Svět celkem,září 2003,Obrat pohybu zboží (meziroční index),107.7
Česko,Svět celkem,srpen 2003,"Pohyb zboží z ČR (v mil. Kč, FOB)",98354.0
Česko,Svět celkem,srpen 2003,"Pohyb zboží do ČR (v mil. Kč, CIF)",105371.0
Česko,Svět celkem,srpen 2003,Bilance - pohyb zboží (v mil. Kč),-7017.0
Česko,Svět celkem,srpen 2003,Obrat - pohyb zboží (v mil. Kč),203725.0
Česko,Svět celkem,srpen 2003,Pohyb zboží z ČR (meziroční index ),112.4
Česko,Svět celkem,srpen 2003,Pohyb zboží do ČR (meziroční index),113.8
Česko,Svět celkem,srpen 2003,Obrat pohybu zboží (meziroční index),113.1
Česko,Svět celkem,červenec 2003,"Pohyb zboží z ČR (v mil. Kč, FOB)",110280.0
Česko,Svět celkem,červenec 2003,"Pohyb zboží do ČR (v mil. Kč, CIF)",122022.0
Česko,Svět celkem,červenec 2003,Bilance - pohyb zboží (v mil. Kč),-11742.0
Česko,Svět celkem,červenec 2003,Obrat - pohyb zboží (v mil. Kč),232303.0
Česko,Svět celkem,červenec 2003,Pohyb zboží z ČR (meziroční index ),113.8
Česko,Svět celkem,červenec 2003,Pohyb zboží do ČR (meziroční index),115.0
Česko,Svět celkem,červenec 2003,Obrat pohybu zboží (meziroční index),114.4
Česko,Svět celkem,červen 2003,"Pohyb zboží z ČR (v mil. Kč, FOB)",111025.0
Česko,Svět celkem,červen 2003,"Pohyb zboží do ČR (v mil. Kč, CIF)",114426.0
Česko,Svět celkem,červen 2003,Bilance - pohyb zboží (v mil. Kč),-3400.0
Česko,Svět celkem,červen 2003,Obrat - pohyb zboží (v mil. Kč),225451.0
Česko,Svět celkem,červen 2003,Pohyb zboží z ČR (meziroční index ),108.9
Česko,Svět celkem,červen 2003,Pohyb zboží do ČR (meziroční index),110.1
Česko,Svět celkem,červen 2003,Obrat pohybu zboží (meziroční index),109.5
Česko,Svět celkem,květen 2003,"Pohyb zboží z ČR (v mil. Kč, FOB)",112853.0
Česko,Svět celkem,květen 2003,"Pohyb zboží do ČR (v mil. Kč, CIF)",115096.0
Česko,Svět celkem,květen 2003,Bilance - pohyb zboží (v mil. Kč),-2243.0
Česko,Svět celkem,květen 2003,Obrat - pohyb zboží (v mil. Kč),227949.0
Česko,Svět celkem,květen 2003,Pohyb zboží z ČR (meziroční index ),108.5
