Ukazatel,Typ údaje,Území,Klasifikace CZ-CPA,Měsíce,value
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",květen 2025,-0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",červen 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",červenec 2025,-0.2
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",srpen 2025,-0.2
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Elektrická zařízení,červen 2024,0.5
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Elektrická zařízení,červenec 2024,0.5
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Elektrická zařízení,srpen 2024,0.5
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Elektrická zařízení,září 2024,0.4
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Elektrická zařízení,říjen 2024,0.4
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Elektrická zařízení,listopad 2024,0.4
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Elektrická zařízení,prosinec 2024,0.3
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Elektrická zařízení,leden 2025,0.4
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Elektrická zařízení,únor 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Elektrická zařízení,březen 2025,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Elektrická zařízení,duben 2025,-0.2
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Elektrická zařízení,květen 2025,-0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Elektrická zařízení,červen 2025,-0.2
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Elektrická zařízení,červenec 2025,-0.3
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Elektrická zařízení,srpen 2025,-0.3
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Stroje a zařízení j. n.,červen 2024,0.4
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Stroje a zařízení j. n.,červenec 2024,0.6
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Stroje a zařízení j. n.,srpen 2024,0.6
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Stroje a zařízení j. n.,září 2024,0.4
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Stroje a zařízení j. n.,říjen 2024,0.4
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Stroje a zařízení j. n.,listopad 2024,0.5
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Stroje a zařízení j. n.,prosinec 2024,0.5
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Stroje a zařízení j. n.,leden 2025,0.3
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Stroje a zařízení j. n.,únor 2025,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Stroje a zařízení j. n.,březen 2025,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Stroje a zařízení j. n.,duben 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Stroje a zařízení j. n.,květen 2025,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Stroje a zařízení j. n.,červen 2025,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Stroje a zařízení j. n.,červenec 2025,-0.3
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Stroje a zařízení j. n.,srpen 2025,-0.3
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",červen 2024,1.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",červenec 2024,1.5
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",srpen 2024,1.3
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",září 2024,1.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",říjen 2024,1.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",listopad 2024,1.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",prosinec 2024,0.9
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",leden 2025,0.9
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",únor 2025,0.3
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",březen 2025,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",duben 2025,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",květen 2025,0.4
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",červen 2025,0.4
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",červenec 2025,-0.3
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",srpen 2025,-0.3
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní dopravní prostředky a zařízení,červen 2024,0.2
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní dopravní prostředky a zařízení,červenec 2024,0.3
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní dopravní prostředky a zařízení,srpen 2024,0.2
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní dopravní prostředky a zařízení,září 2024,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní dopravní prostředky a zařízení,říjen 2024,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní dopravní prostředky a zařízení,listopad 2024,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní dopravní prostředky a zařízení,prosinec 2024,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní dopravní prostředky a zařízení,leden 2025,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní dopravní prostředky a zařízení,únor 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní dopravní prostředky a zařízení,březen 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní dopravní prostředky a zařízení,duben 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní dopravní prostředky a zařízení,květen 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní dopravní prostředky a zařízení,červen 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní dopravní prostředky a zařízení,červenec 2025,-0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní dopravní prostředky a zařízení,srpen 2025,-0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Nábytek,červen 2024,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Nábytek,červenec 2024,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Nábytek,srpen 2024,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Nábytek,září 2024,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Nábytek,říjen 2024,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Nábytek,listopad 2024,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Nábytek,prosinec 2024,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Nábytek,leden 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Nábytek,únor 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Nábytek,březen 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Nábytek,duben 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Nábytek,květen 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Nábytek,červen 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Nábytek,červenec 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Nábytek,srpen 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní výrobky zpracovatelského průmyslu,červen 2024,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní výrobky zpracovatelského průmyslu,červenec 2024,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní výrobky zpracovatelského průmyslu,srpen 2024,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní výrobky zpracovatelského průmyslu,září 2024,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní výrobky zpracovatelského průmyslu,říjen 2024,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní výrobky zpracovatelského průmyslu,listopad 2024,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní výrobky zpracovatelského průmyslu,prosinec 2024,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní výrobky zpracovatelského průmyslu,leden 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní výrobky zpracovatelského průmyslu,únor 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní výrobky zpracovatelského průmyslu,březen 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní výrobky zpracovatelského průmyslu,duben 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní výrobky zpracovatelského průmyslu,květen 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní výrobky zpracovatelského průmyslu,červen 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní výrobky zpracovatelského průmyslu,červenec 2025,-0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,Ostatní výrobky zpracovatelského průmyslu,srpen 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",červen 2024,-0.3
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",červenec 2024,-0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",srpen 2024,0.3
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",září 2024,-0.5
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",říjen 2024,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",listopad 2024,1.5
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",prosinec 2024,2.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",leden 2025,1.6
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",únor 2025,1.9
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",březen 2025,1.2
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",duben 2025,0.5
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",květen 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",červen 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",červenec 2025,0.2
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",srpen 2025,-0.8
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",červen 2024,0.2
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",červenec 2024,0.2
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",srpen 2024,0.2
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",září 2024,0.2
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",říjen 2024,0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",listopad 2024,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",prosinec 2024,-0.1
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",leden 2025,-0.2
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",únor 2025,-0.2
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",březen 2025,-0.2
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",duben 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",květen 2025,0.0
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",červen 2025,-0.2
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",červenec 2025,-0.2
Rozklad přírůstků vývozních cen,Meziroční rozklad přírůstků,Česko,"Sběr, příprava k likvidaci a likvidace odpadu; zpracování odpadu k dalšímu využití",srpen 2025,-0.1
