Ukazatel,Území,Roky,Způsob vyplacení důchodu,value
Průměrný vdovský důchod (Kč),Blansko,2014,Kombinace,11646.0
Průměrný vdovský důchod (Kč),Blansko,2013,Sólo,7078.0
Průměrný vdovský důchod (Kč),Blansko,2013,Kombinace,11566.0
Průměrný vdovský důchod (Kč),Blansko,2012,Sólo,6983.0
Průměrný vdovský důchod (Kč),Blansko,2012,Kombinace,11390.0
Průměrný vdovský důchod (Kč),Blansko,2011,Sólo,6777.0
Průměrný vdovský důchod (Kč),Blansko,2011,Kombinace,11163.0
Průměrný vdovský důchod (Kč),Brno-město,2023,Sólo,12512.0
Průměrný vdovský důchod (Kč),Brno-město,2023,Kombinace,22774.0
Průměrný vdovský důchod (Kč),Brno-město,2022,Sólo,11525.0
Průměrný vdovský důchod (Kč),Brno-město,2022,Kombinace,19994.0
Průměrný vdovský důchod (Kč),Brno-město,2021,Sólo,9782.0
Průměrný vdovský důchod (Kč),Brno-město,2021,Kombinace,17104.0
Průměrný vdovský důchod (Kč),Brno-město,2020,Sólo,9314.0
Průměrný vdovský důchod (Kč),Brno-město,2020,Kombinace,16057.0
Průměrný vdovský důchod (Kč),Brno-město,2019,Sólo,8685.0
Průměrný vdovský důchod (Kč),Brno-město,2019,Kombinace,14991.0
Průměrný vdovský důchod (Kč),Brno-město,2018,Sólo,7870.0
Průměrný vdovský důchod (Kč),Brno-město,2018,Kombinace,13704.0
Průměrný vdovský důchod (Kč),Brno-město,2017,Sólo,7568.0
Průměrný vdovský důchod (Kč),Brno-město,2017,Kombinace,13112.0
Průměrný vdovský důchod (Kč),Brno-město,2016,Sólo,7285.0
Průměrný vdovský důchod (Kč),Brno-město,2016,Kombinace,12714.0
Průměrný vdovský důchod (Kč),Brno-město,2015,Sólo,7288.0
Průměrný vdovský důchod (Kč),Brno-město,2015,Kombinace,12614.0
Průměrný vdovský důchod (Kč),Brno-město,2014,Sólo,7134.0
Průměrný vdovský důchod (Kč),Brno-město,2014,Kombinace,12351.0
Průměrný vdovský důchod (Kč),Brno-město,2013,Sólo,7102.0
Průměrný vdovský důchod (Kč),Brno-město,2013,Kombinace,12242.0
Průměrný vdovský důchod (Kč),Brno-město,2012,Sólo,6974.0
Průměrný vdovský důchod (Kč),Brno-město,2012,Kombinace,12048.0
Průměrný vdovský důchod (Kč),Brno-město,2011,Sólo,6855.0
Průměrný vdovský důchod (Kč),Brno-město,2011,Kombinace,11798.0
Průměrný vdovský důchod (Kč),Brno-venkov,2023,Sólo,12889.0
Průměrný vdovský důchod (Kč),Brno-venkov,2023,Kombinace,21703.0
Průměrný vdovský důchod (Kč),Brno-venkov,2022,Sólo,11797.0
Průměrný vdovský důchod (Kč),Brno-venkov,2022,Kombinace,18856.0
Průměrný vdovský důchod (Kč),Brno-venkov,2021,Sólo,10135.0
Průměrný vdovský důchod (Kč),Brno-venkov,2021,Kombinace,16130.0
Průměrný vdovský důchod (Kč),Brno-venkov,2020,Sólo,9609.0
Průměrný vdovský důchod (Kč),Brno-venkov,2020,Kombinace,15162.0
Průměrný vdovský důchod (Kč),Brno-venkov,2019,Sólo,8969.0
Průměrný vdovský důchod (Kč),Brno-venkov,2019,Kombinace,14145.0
Průměrný vdovský důchod (Kč),Brno-venkov,2018,Sólo,8127.0
Průměrný vdovský důchod (Kč),Brno-venkov,2018,Kombinace,12949.0
Průměrný vdovský důchod (Kč),Brno-venkov,2017,Sólo,7723.0
Průměrný vdovský důchod (Kč),Brno-venkov,2017,Kombinace,12375.0
Průměrný vdovský důchod (Kč),Brno-venkov,2016,Sólo,7419.0
Průměrný vdovský důchod (Kč),Brno-venkov,2016,Kombinace,12005.0
Průměrný vdovský důchod (Kč),Brno-venkov,2015,Sólo,7370.0
Průměrný vdovský důchod (Kč),Brno-venkov,2015,Kombinace,11909.0
Průměrný vdovský důchod (Kč),Brno-venkov,2014,Sólo,7246.0
Průměrný vdovský důchod (Kč),Brno-venkov,2014,Kombinace,11642.0
Průměrný vdovský důchod (Kč),Brno-venkov,2013,Sólo,7218.0
Průměrný vdovský důchod (Kč),Brno-venkov,2013,Kombinace,11544.0
Průměrný vdovský důchod (Kč),Brno-venkov,2012,Sólo,7126.0
Průměrný vdovský důchod (Kč),Brno-venkov,2012,Kombinace,11346.0
Průměrný vdovský důchod (Kč),Brno-venkov,2011,Sólo,7041.0
Průměrný vdovský důchod (Kč),Brno-venkov,2011,Kombinace,11123.0
Průměrný vdovský důchod (Kč),Břeclav,2023,Sólo,11905.0
Průměrný vdovský důchod (Kč),Břeclav,2023,Kombinace,21561.0
Průměrný vdovský důchod (Kč),Břeclav,2022,Sólo,11083.0
Průměrný vdovský důchod (Kč),Břeclav,2022,Kombinace,18595.0
Průměrný vdovský důchod (Kč),Břeclav,2021,Sólo,9642.0
Průměrný vdovský důchod (Kč),Břeclav,2021,Kombinace,15917.0
Průměrný vdovský důchod (Kč),Břeclav,2020,Sólo,9181.0
Průměrný vdovský důchod (Kč),Břeclav,2020,Kombinace,14962.0
Průměrný vdovský důchod (Kč),Břeclav,2019,Sólo,8551.0
Průměrný vdovský důchod (Kč),Břeclav,2019,Kombinace,13972.0
Průměrný vdovský důchod (Kč),Břeclav,2018,Sólo,7652.0
Průměrný vdovský důchod (Kč),Břeclav,2018,Kombinace,12793.0
Průměrný vdovský důchod (Kč),Břeclav,2017,Sólo,7409.0
Průměrný vdovský důchod (Kč),Břeclav,2017,Kombinace,12245.0
Průměrný vdovský důchod (Kč),Břeclav,2016,Sólo,7224.0
Průměrný vdovský důchod (Kč),Břeclav,2016,Kombinace,11873.0
Průměrný vdovský důchod (Kč),Břeclav,2015,Sólo,7238.0
Průměrný vdovský důchod (Kč),Břeclav,2015,Kombinace,11784.0
Průměrný vdovský důchod (Kč),Břeclav,2014,Sólo,7028.0
Průměrný vdovský důchod (Kč),Břeclav,2014,Kombinace,11522.0
Průměrný vdovský důchod (Kč),Břeclav,2013,Sólo,7058.0
Průměrný vdovský důchod (Kč),Břeclav,2013,Kombinace,11445.0
Průměrný vdovský důchod (Kč),Břeclav,2012,Sólo,6944.0
Průměrný vdovský důchod (Kč),Břeclav,2012,Kombinace,11263.0
Průměrný vdovský důchod (Kč),Břeclav,2011,Sólo,6825.0
Průměrný vdovský důchod (Kč),Břeclav,2011,Kombinace,11058.0
Průměrný vdovský důchod (Kč),Hodonín,2023,Sólo,12399.0
Průměrný vdovský důchod (Kč),Hodonín,2023,Kombinace,21629.0
Průměrný vdovský důchod (Kč),Hodonín,2022,Sólo,11296.0
Průměrný vdovský důchod (Kč),Hodonín,2022,Kombinace,18686.0
Průměrný vdovský důchod (Kč),Hodonín,2021,Sólo,9729.0
Průměrný vdovský důchod (Kč),Hodonín,2021,Kombinace,15994.0
Průměrný vdovský důchod (Kč),Hodonín,2020,Sólo,9412.0
Průměrný vdovský důchod (Kč),Hodonín,2020,Kombinace,15046.0
Průměrný vdovský důchod (Kč),Hodonín,2019,Sólo,8712.0
Průměrný vdovský důchod (Kč),Hodonín,2019,Kombinace,14052.0
Průměrný vdovský důchod (Kč),Hodonín,2018,Sólo,7858.0
Průměrný vdovský důchod (Kč),Hodonín,2018,Kombinace,12845.0
Průměrný vdovský důchod (Kč),Hodonín,2017,Sólo,7521.0
Průměrný vdovský důchod (Kč),Hodonín,2017,Kombinace,12309.0
Průměrný vdovský důchod (Kč),Hodonín,2016,Sólo,7310.0
Průměrný vdovský důchod (Kč),Hodonín,2016,Kombinace,11947.0
Průměrný vdovský důchod (Kč),Hodonín,2015,Sólo,7282.0
Průměrný vdovský důchod (Kč),Hodonín,2015,Kombinace,11869.0
Průměrný vdovský důchod (Kč),Hodonín,2014,Sólo,7144.0
Průměrný vdovský důchod (Kč),Hodonín,2014,Kombinace,11605.0
Průměrný vdovský důchod (Kč),Hodonín,2013,Sólo,7209.0
Průměrný vdovský důchod (Kč),Hodonín,2013,Kombinace,11519.0
Průměrný vdovský důchod (Kč),Hodonín,2012,Sólo,7092.0
Průměrný vdovský důchod (Kč),Hodonín,2012,Kombinace,11346.0
Průměrný vdovský důchod (Kč),Hodonín,2011,Sólo,6964.0
Průměrný vdovský důchod (Kč),Hodonín,2011,Kombinace,11123.0
Průměrný vdovský důchod (Kč),Vyškov,2023,Sólo,12454.0
Průměrný vdovský důchod (Kč),Vyškov,2023,Kombinace,21561.0
Průměrný vdovský důchod (Kč),Vyškov,2022,Sólo,11417.0
Průměrný vdovský důchod (Kč),Vyškov,2022,Kombinace,18649.0
Průměrný vdovský důchod (Kč),Vyškov,2021,Sólo,9796.0
Průměrný vdovský důchod (Kč),Vyškov,2021,Kombinace,15944.0
Průměrný vdovský důchod (Kč),Vyškov,2020,Sólo,9406.0
Průměrný vdovský důchod (Kč),Vyškov,2020,Kombinace,14987.0
Průměrný vdovský důchod (Kč),Vyškov,2019,Sólo,8799.0
Průměrný vdovský důchod (Kč),Vyškov,2019,Kombinace,13976.0
Průměrný vdovský důchod (Kč),Vyškov,2018,Sólo,7911.0
Průměrný vdovský důchod (Kč),Vyškov,2018,Kombinace,12791.0
Průměrný vdovský důchod (Kč),Vyškov,2017,Sólo,7492.0
Průměrný vdovský důchod (Kč),Vyškov,2017,Kombinace,12248.0
Průměrný vdovský důchod (Kč),Vyškov,2016,Sólo,7284.0
Průměrný vdovský důchod (Kč),Vyškov,2016,Kombinace,11871.0
Průměrný vdovský důchod (Kč),Vyškov,2015,Sólo,7191.0
Průměrný vdovský důchod (Kč),Vyškov,2015,Kombinace,11777.0
Průměrný vdovský důchod (Kč),Vyškov,2014,Sólo,7032.0
Průměrný vdovský důchod (Kč),Vyškov,2014,Kombinace,11538.0
Průměrný vdovský důchod (Kč),Vyškov,2013,Sólo,7017.0
Průměrný vdovský důchod (Kč),Vyškov,2013,Kombinace,11458.0
Průměrný vdovský důchod (Kč),Vyškov,2012,Sólo,6868.0
Průměrný vdovský důchod (Kč),Vyškov,2012,Kombinace,11301.0
Průměrný vdovský důchod (Kč),Vyškov,2011,Sólo,6796.0
Průměrný vdovský důchod (Kč),Vyškov,2011,Kombinace,11084.0
Průměrný vdovský důchod (Kč),Znojmo,2023,Sólo,12259.0
Průměrný vdovský důchod (Kč),Znojmo,2023,Kombinace,21051.0
Průměrný vdovský důchod (Kč),Znojmo,2022,Sólo,11191.0
Průměrný vdovský důchod (Kč),Znojmo,2022,Kombinace,18184.0
Průměrný vdovský důchod (Kč),Znojmo,2021,Sólo,9718.0
Průměrný vdovský důchod (Kč),Znojmo,2021,Kombinace,15590.0
Průměrný vdovský důchod (Kč),Znojmo,2020,Sólo,9114.0
Průměrný vdovský důchod (Kč),Znojmo,2020,Kombinace,14668.0
Průměrný vdovský důchod (Kč),Znojmo,2019,Sólo,8515.0
Průměrný vdovský důchod (Kč),Znojmo,2019,Kombinace,13718.0
Průměrný vdovský důchod (Kč),Znojmo,2018,Sólo,7662.0
Průměrný vdovský důchod (Kč),Znojmo,2018,Kombinace,12553.0
Průměrný vdovský důchod (Kč),Znojmo,2017,Sólo,7288.0
Průměrný vdovský důchod (Kč),Znojmo,2017,Kombinace,12045.0
Průměrný vdovský důchod (Kč),Znojmo,2016,Sólo,7074.0
Průměrný vdovský důchod (Kč),Znojmo,2016,Kombinace,11700.0
Průměrný vdovský důchod (Kč),Znojmo,2015,Sólo,7096.0
Průměrný vdovský důchod (Kč),Znojmo,2015,Kombinace,11639.0
Průměrný vdovský důchod (Kč),Znojmo,2014,Sólo,6964.0
Průměrný vdovský důchod (Kč),Znojmo,2014,Kombinace,11399.0
Průměrný vdovský důchod (Kč),Znojmo,2013,Sólo,6938.0
Průměrný vdovský důchod (Kč),Znojmo,2013,Kombinace,11335.0
Průměrný vdovský důchod (Kč),Znojmo,2012,Sólo,6849.0
Průměrný vdovský důchod (Kč),Znojmo,2012,Kombinace,11177.0
Průměrný vdovský důchod (Kč),Znojmo,2011,Sólo,6757.0
Průměrný vdovský důchod (Kč),Znojmo,2011,Kombinace,10983.0
Průměrný vdovský důchod (Kč),Jeseník,2023,Sólo,12591.0
Průměrný vdovský důchod (Kč),Jeseník,2023,Kombinace,21283.0
Průměrný vdovský důchod (Kč),Jeseník,2022,Sólo,11366.0
Průměrný vdovský důchod (Kč),Jeseník,2022,Kombinace,18442.0
Průměrný vdovský důchod (Kč),Jeseník,2021,Sólo,9926.0
Průměrný vdovský důchod (Kč),Jeseník,2021,Kombinace,15770.0
Průměrný vdovský důchod (Kč),Jeseník,2020,Sólo,9288.0
Průměrný vdovský důchod (Kč),Jeseník,2020,Kombinace,14834.0
Průměrný vdovský důchod (Kč),Jeseník,2019,Sólo,8689.0
Průměrný vdovský důchod (Kč),Jeseník,2019,Kombinace,13907.0
Průměrný vdovský důchod (Kč),Jeseník,2018,Sólo,7806.0
Průměrný vdovský důchod (Kč),Jeseník,2018,Kombinace,12771.0
Průměrný vdovský důchod (Kč),Jeseník,2017,Sólo,7442.0
Průměrný vdovský důchod (Kč),Jeseník,2017,Kombinace,12221.0
Průměrný vdovský důchod (Kč),Jeseník,2016,Sólo,7284.0
Průměrný vdovský důchod (Kč),Jeseník,2016,Kombinace,11856.0
Průměrný vdovský důchod (Kč),Jeseník,2015,Sólo,7142.0
Průměrný vdovský důchod (Kč),Jeseník,2015,Kombinace,11798.0
Průměrný vdovský důchod (Kč),Jeseník,2014,Sólo,7044.0
Průměrný vdovský důchod (Kč),Jeseník,2014,Kombinace,11530.0
Průměrný vdovský důchod (Kč),Jeseník,2013,Sólo,7092.0
Průměrný vdovský důchod (Kč),Jeseník,2013,Kombinace,11480.0
Průměrný vdovský důchod (Kč),Jeseník,2012,Sólo,6895.0
Průměrný vdovský důchod (Kč),Jeseník,2012,Kombinace,11311.0
Průměrný vdovský důchod (Kč),Jeseník,2011,Sólo,6786.0
Průměrný vdovský důchod (Kč),Jeseník,2011,Kombinace,11113.0
Průměrný vdovský důchod (Kč),Olomouc,2023,Sólo,12424.0
Průměrný vdovský důchod (Kč),Olomouc,2023,Kombinace,22030.0
Průměrný vdovský důchod (Kč),Olomouc,2022,Sólo,11486.0
Průměrný vdovský důchod (Kč),Olomouc,2022,Kombinace,19142.0
Průměrný vdovský důchod (Kč),Olomouc,2021,Sólo,9903.0
Průměrný vdovský důchod (Kč),Olomouc,2021,Kombinace,16386.0
Průměrný vdovský důchod (Kč),Olomouc,2020,Sólo,9365.0
Průměrný vdovský důchod (Kč),Olomouc,2020,Kombinace,15391.0
Průměrný vdovský důchod (Kč),Olomouc,2019,Sólo,8736.0
Průměrný vdovský důchod (Kč),Olomouc,2019,Kombinace,14360.0
Průměrný vdovský důchod (Kč),Olomouc,2018,Sólo,7967.0
Průměrný vdovský důchod (Kč),Olomouc,2018,Kombinace,13117.0
Průměrný vdovský důchod (Kč),Olomouc,2017,Sólo,7570.0
Průměrný vdovský důchod (Kč),Olomouc,2017,Kombinace,12560.0
Průměrný vdovský důchod (Kč),Olomouc,2016,Sólo,7383.0
Průměrný vdovský důchod (Kč),Olomouc,2016,Kombinace,12190.0
Průměrný vdovský důchod (Kč),Olomouc,2015,Sólo,7281.0
Průměrný vdovský důchod (Kč),Olomouc,2015,Kombinace,12111.0
Průměrný vdovský důchod (Kč),Olomouc,2014,Sólo,7111.0
Průměrný vdovský důchod (Kč),Olomouc,2014,Kombinace,11864.0
Průměrný vdovský důchod (Kč),Olomouc,2013,Sólo,7072.0
Průměrný vdovský důchod (Kč),Olomouc,2013,Kombinace,11790.0
Průměrný vdovský důchod (Kč),Olomouc,2012,Sólo,6924.0
Průměrný vdovský důchod (Kč),Olomouc,2012,Kombinace,11606.0
Průměrný vdovský důchod (Kč),Olomouc,2011,Sólo,6812.0
Průměrný vdovský důchod (Kč),Olomouc,2011,Kombinace,11389.0
Průměrný vdovský důchod (Kč),Prostějov,2023,Sólo,12619.0
Průměrný vdovský důchod (Kč),Prostějov,2023,Kombinace,21760.0
Průměrný vdovský důchod (Kč),Prostějov,2022,Sólo,11559.0
Průměrný vdovský důchod (Kč),Prostějov,2022,Kombinace,18882.0
Průměrný vdovský důchod (Kč),Prostějov,2021,Sólo,9850.0
Průměrný vdovský důchod (Kč),Prostějov,2021,Kombinace,16166.0
Průměrný vdovský důchod (Kč),Prostějov,2020,Sólo,9306.0
Průměrný vdovský důchod (Kč),Prostějov,2020,Kombinace,15189.0
Průměrný vdovský důchod (Kč),Prostějov,2019,Sólo,8557.0
Průměrný vdovský důchod (Kč),Prostějov,2019,Kombinace,14190.0
Průměrný vdovský důchod (Kč),Prostějov,2018,Sólo,7751.0
Průměrný vdovský důchod (Kč),Prostějov,2018,Kombinace,12984.0
Průměrný vdovský důchod (Kč),Prostějov,2017,Sólo,7446.0
Průměrný vdovský důchod (Kč),Prostějov,2017,Kombinace,12436.0
Průměrný vdovský důchod (Kč),Prostějov,2016,Sólo,7232.0
Průměrný vdovský důchod (Kč),Prostějov,2016,Kombinace,12065.0
Průměrný vdovský důchod (Kč),Prostějov,2015,Sólo,7159.0
Průměrný vdovský důchod (Kč),Prostějov,2015,Kombinace,11980.0
Průměrný vdovský důchod (Kč),Prostějov,2014,Sólo,7005.0
Průměrný vdovský důchod (Kč),Prostějov,2014,Kombinace,11732.0
Průměrný vdovský důchod (Kč),Prostějov,2013,Sólo,6922.0
Průměrný vdovský důchod (Kč),Prostějov,2013,Kombinace,11656.0
Průměrný vdovský důchod (Kč),Prostějov,2012,Sólo,6852.0
Průměrný vdovský důchod (Kč),Prostějov,2012,Kombinace,11482.0
Průměrný vdovský důchod (Kč),Prostějov,2011,Sólo,6751.0
Průměrný vdovský důchod (Kč),Prostějov,2011,Kombinace,11267.0
Průměrný vdovský důchod (Kč),Přerov,2023,Sólo,12399.0
Průměrný vdovský důchod (Kč),Přerov,2023,Kombinace,21645.0
Průměrný vdovský důchod (Kč),Přerov,2022,Sólo,11587.0
Průměrný vdovský důchod (Kč),Přerov,2022,Kombinace,18748.0
Průměrný vdovský důchod (Kč),Přerov,2021,Sólo,9771.0
Průměrný vdovský důchod (Kč),Přerov,2021,Kombinace,16052.0
Průměrný vdovský důchod (Kč),Přerov,2020,Sólo,9305.0
Průměrný vdovský důchod (Kč),Přerov,2020,Kombinace,15083.0
Průměrný vdovský důchod (Kč),Přerov,2019,Sólo,8646.0
Průměrný vdovský důchod (Kč),Přerov,2019,Kombinace,14083.0
Průměrný vdovský důchod (Kč),Přerov,2018,Sólo,7843.0
Průměrný vdovský důchod (Kč),Přerov,2018,Kombinace,12891.0
Průměrný vdovský důchod (Kč),Přerov,2017,Sólo,7556.0
Průměrný vdovský důchod (Kč),Přerov,2017,Kombinace,12356.0
Průměrný vdovský důchod (Kč),Přerov,2016,Sólo,7285.0
Průměrný vdovský důchod (Kč),Přerov,2016,Kombinace,11996.0
Průměrný vdovský důchod (Kč),Přerov,2015,Sólo,7271.0
Průměrný vdovský důchod (Kč),Přerov,2015,Kombinace,11913.0
Průměrný vdovský důchod (Kč),Přerov,2014,Sólo,7129.0
Průměrný vdovský důchod (Kč),Přerov,2014,Kombinace,11673.0
Průměrný vdovský důchod (Kč),Přerov,2013,Sólo,7063.0
Průměrný vdovský důchod (Kč),Přerov,2013,Kombinace,11595.0
Průměrný vdovský důchod (Kč),Přerov,2012,Sólo,6981.0
Průměrný vdovský důchod (Kč),Přerov,2012,Kombinace,11411.0
Průměrný vdovský důchod (Kč),Přerov,2011,Sólo,6823.0
Průměrný vdovský důchod (Kč),Přerov,2011,Kombinace,11197.0
Průměrný vdovský důchod (Kč),Šumperk,2023,Sólo,12424.0
Průměrný vdovský důchod (Kč),Šumperk,2023,Kombinace,21404.0
Průměrný vdovský důchod (Kč),Šumperk,2022,Sólo,11387.0
Průměrný vdovský důchod (Kč),Šumperk,2022,Kombinace,18527.0
Průměrný vdovský důchod (Kč),Šumperk,2021,Sólo,9733.0
Průměrný vdovský důchod (Kč),Šumperk,2021,Kombinace,15871.0
Průměrný vdovský důchod (Kč),Šumperk,2020,Sólo,9231.0
Průměrný vdovský důchod (Kč),Šumperk,2020,Kombinace,14945.0
Průměrný vdovský důchod (Kč),Šumperk,2019,Sólo,8594.0
Průměrný vdovský důchod (Kč),Šumperk,2019,Kombinace,13968.0
Průměrný vdovský důchod (Kč),Šumperk,2018,Sólo,7782.0
Průměrný vdovský důchod (Kč),Šumperk,2018,Kombinace,12776.0
Průměrný vdovský důchod (Kč),Šumperk,2017,Sólo,7528.0
Průměrný vdovský důchod (Kč),Šumperk,2017,Kombinace,12245.0
Průměrný vdovský důchod (Kč),Šumperk,2016,Sólo,7230.0
Průměrný vdovský důchod (Kč),Šumperk,2016,Kombinace,11888.0
Průměrný vdovský důchod (Kč),Šumperk,2015,Sólo,7161.0
Průměrný vdovský důchod (Kč),Šumperk,2015,Kombinace,11806.0
Průměrný vdovský důchod (Kč),Šumperk,2014,Sólo,7011.0
Průměrný vdovský důchod (Kč),Šumperk,2014,Kombinace,11570.0
Průměrný vdovský důchod (Kč),Šumperk,2013,Sólo,6970.0
Průměrný vdovský důchod (Kč),Šumperk,2013,Kombinace,11506.0
Průměrný vdovský důchod (Kč),Šumperk,2012,Sólo,6861.0
Průměrný vdovský důchod (Kč),Šumperk,2012,Kombinace,11337.0
Průměrný vdovský důchod (Kč),Šumperk,2011,Sólo,6777.0
Průměrný vdovský důchod (Kč),Šumperk,2011,Kombinace,11138.0
Průměrný vdovský důchod (Kč),Kroměříž,2023,Sólo,12420.0
Průměrný vdovský důchod (Kč),Kroměříž,2023,Kombinace,21780.0
Průměrný vdovský důchod (Kč),Kroměříž,2022,Sólo,11616.0
Průměrný vdovský důchod (Kč),Kroměříž,2022,Kombinace,18882.0
Průměrný vdovský důchod (Kč),Kroměříž,2021,Sólo,9906.0
Průměrný vdovský důchod (Kč),Kroměříž,2021,Kombinace,16162.0
Průměrný vdovský důchod (Kč),Kroměříž,2020,Sólo,9308.0
Průměrný vdovský důchod (Kč),Kroměříž,2020,Kombinace,15189.0
Průměrný vdovský důchod (Kč),Kroměříž,2019,Sólo,8685.0
Průměrný vdovský důchod (Kč),Kroměříž,2019,Kombinace,14182.0
Průměrný vdovský důchod (Kč),Kroměříž,2018,Sólo,7859.0
Průměrný vdovský důchod (Kč),Kroměříž,2018,Kombinace,12954.0
Průměrný vdovský důchod (Kč),Kroměříž,2017,Sólo,7466.0
Průměrný vdovský důchod (Kč),Kroměříž,2017,Kombinace,12399.0
Průměrný vdovský důchod (Kč),Kroměříž,2016,Sólo,7298.0
Průměrný vdovský důchod (Kč),Kroměříž,2016,Kombinace,12034.0
Průměrný vdovský důchod (Kč),Kroměříž,2015,Sólo,7284.0
Průměrný vdovský důchod (Kč),Kroměříž,2015,Kombinace,11966.0
Průměrný vdovský důchod (Kč),Kroměříž,2014,Sólo,7176.0
Průměrný vdovský důchod (Kč),Kroměříž,2014,Kombinace,11718.0
Průměrný vdovský důchod (Kč),Kroměříž,2013,Sólo,7064.0
Průměrný vdovský důchod (Kč),Kroměříž,2013,Kombinace,11642.0
Průměrný vdovský důchod (Kč),Kroměříž,2012,Sólo,6918.0
Průměrný vdovský důchod (Kč),Kroměříž,2012,Kombinace,11471.0
Průměrný vdovský důchod (Kč),Kroměříž,2011,Sólo,6862.0
Průměrný vdovský důchod (Kč),Kroměříž,2011,Kombinace,11252.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2023,Sólo,12548.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2023,Kombinace,21664.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2022,Sólo,11486.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2022,Kombinace,18755.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2021,Sólo,9727.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2021,Kombinace,16048.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2020,Sólo,9336.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2020,Kombinace,15059.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2019,Sólo,8658.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2019,Kombinace,14054.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2018,Sólo,7875.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2018,Kombinace,12838.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2017,Sólo,7496.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2017,Kombinace,12294.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2016,Sólo,7269.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2016,Kombinace,11918.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2015,Sólo,7241.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2015,Kombinace,11846.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2014,Sólo,7096.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2014,Kombinace,11589.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2013,Sólo,7058.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2013,Kombinace,11505.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2012,Sólo,6902.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2012,Kombinace,11323.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2011,Sólo,6807.0
Průměrný vdovský důchod (Kč),Uherské Hradiště,2011,Kombinace,11105.0
Průměrný vdovský důchod (Kč),Vsetín,2023,Sólo,12720.0
Průměrný vdovský důchod (Kč),Vsetín,2023,Kombinace,21548.0
Průměrný vdovský důchod (Kč),Vsetín,2022,Sólo,11748.0
Průměrný vdovský důchod (Kč),Vsetín,2022,Kombinace,18617.0
Průměrný vdovský důchod (Kč),Vsetín,2021,Sólo,10193.0
Průměrný vdovský důchod (Kč),Vsetín,2021,Kombinace,15956.0
Průměrný vdovský důchod (Kč),Vsetín,2020,Sólo,9685.0
Průměrný vdovský důchod (Kč),Vsetín,2020,Kombinace,14996.0
Průměrný vdovský důchod (Kč),Vsetín,2019,Sólo,8944.0
Průměrný vdovský důchod (Kč),Vsetín,2019,Kombinace,14003.0
Průměrný vdovský důchod (Kč),Vsetín,2018,Sólo,8041.0
Průměrný vdovský důchod (Kč),Vsetín,2018,Kombinace,12812.0
Průměrný vdovský důchod (Kč),Vsetín,2017,Sólo,7643.0
Průměrný vdovský důchod (Kč),Vsetín,2017,Kombinace,12268.0
Průměrný vdovský důchod (Kč),Vsetín,2016,Sólo,7314.0
Průměrný vdovský důchod (Kč),Vsetín,2016,Kombinace,11912.0
Průměrný vdovský důchod (Kč),Vsetín,2015,Sólo,7284.0
Průměrný vdovský důchod (Kč),Vsetín,2015,Kombinace,11844.0
Průměrný vdovský důchod (Kč),Vsetín,2014,Sólo,7094.0
Průměrný vdovský důchod (Kč),Vsetín,2014,Kombinace,11590.0
Průměrný vdovský důchod (Kč),Vsetín,2013,Sólo,7057.0
Průměrný vdovský důchod (Kč),Vsetín,2013,Kombinace,11506.0
Průměrný vdovský důchod (Kč),Vsetín,2012,Sólo,6981.0
Průměrný vdovský důchod (Kč),Vsetín,2012,Kombinace,11330.0
Průměrný vdovský důchod (Kč),Vsetín,2011,Sólo,6879.0
Průměrný vdovský důchod (Kč),Vsetín,2011,Kombinace,11118.0
Průměrný vdovský důchod (Kč),Zlín,2023,Sólo,12949.0
Průměrný vdovský důchod (Kč),Zlín,2023,Kombinace,21987.0
Průměrný vdovský důchod (Kč),Zlín,2022,Sólo,11745.0
Průměrný vdovský důchod (Kč),Zlín,2022,Kombinace,19092.0
Průměrný vdovský důchod (Kč),Zlín,2021,Sólo,10077.0
Průměrný vdovský důchod (Kč),Zlín,2021,Kombinace,16350.0
Průměrný vdovský důchod (Kč),Zlín,2020,Sólo,9563.0
