Území;Ukazatel;Kumulace čtvrtletí;value
Česko;Zahájené byty;Q1-Q3 2019;29137.0
Česko;Zahájené byty;Q1-Q4 2019;38677.0
Česko;Zahájené byty;Q1 2020;9136.0
Česko;Zahájené byty;Q1-Q2 2020;18643.0
Česko;Zahájené byty;Q1-Q3 2020;27153.0
Česko;Zahájené byty;Q1-Q4 2020;35254.0
Česko;Zahájené byty;Q1 2021;8440.0
Česko;Zahájené byty;Q1-Q2 2021;20718.0
Česko;Zahájené byty;Q1-Q3 2021;33544.0
Česko;Zahájené byty;Q1-Q4 2021;44992.0
Česko;Zahájené byty;Q1 2022;10812.0
Česko;Zahájené byty;Q1-Q2 2022;22697.0
Česko;Zahájené byty;Q1-Q3 2022;31974.0
Česko;Zahájené byty;Q1-Q4 2022;42242.0
Česko;Zahájené byty;Q1 2023;9498.0
Česko;Zahájené byty;Q1-Q2 2023;18107.0
Česko;Zahájené byty;Q1-Q3 2023;27305.0
Česko;Zahájené byty;Q1-Q4 2023;35704.0
Česko;Zahájené byty;Q1 2024;8063.0
Česko;Zahájené byty;Q1-Q2 2024;17228.0
Česko;Zahájené byty;Q1-Q3 2024;27316.0
Česko;Zahájené byty;Q1-Q4 2024;36612.0
Česko;Zahájené byty;Q1 2025;8297.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 1990;
Česko;Zahájené byty v nových rodinných domech;Q1 1991;
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 1991;
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 1991;
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 1991;
Česko;Zahájené byty v nových rodinných domech;Q1 1992;
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 1992;
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 1992;
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 1992;
Česko;Zahájené byty v nových rodinných domech;Q1 1993;
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 1993;
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 1993;
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 1993;
Česko;Zahájené byty v nových rodinných domech;Q1 1994;
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 1994;
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 1994;
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 1994;
Česko;Zahájené byty v nových rodinných domech;Q1 1995;
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 1995;
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 1995;
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 1995;
Česko;Zahájené byty v nových rodinných domech;Q1 1996;
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 1996;
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 1996;
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 1996;
Česko;Zahájené byty v nových rodinných domech;Q1 1997;
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 1997;
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 1997;
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 1997;12521.0
Česko;Zahájené byty v nových rodinných domech;Q1 1998;3116.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 1998;8042.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 1998;12052.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 1998;14933.0
Česko;Zahájené byty v nových rodinných domech;Q1 1999;2687.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 1999;6281.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 1999;9789.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 1999;12489.0
Česko;Zahájené byty v nových rodinných domech;Q1 2000;2296.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2000;5651.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2000;9191.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2000;12177.0
Česko;Zahájené byty v nových rodinných domech;Q1 2001;2188.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2001;6191.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2001;10019.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2001;12895.0
Česko;Zahájené byty v nových rodinných domech;Q1 2002;2432.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2002;6513.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2002;10443.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2002;13659.0
Česko;Zahájené byty v nových rodinných domech;Q1 2003;2797.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2003;7369.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2003;13089.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2003;17250.0
Česko;Zahájené byty v nových rodinných domech;Q1 2004;3327.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2004;8321.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2004;13113.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2004;17485.0
Česko;Zahájené byty v nových rodinných domech;Q1 2005;3393.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2005;8088.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2005;13274.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2005;17579.0
Česko;Zahájené byty v nových rodinných domech;Q1 2006;3534.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2006;9007.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2006;15124.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2006;20620.0
Česko;Zahájené byty v nových rodinných domech;Q1 2007;4503.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2007;9952.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2007;15920.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2007;20990.0
Česko;Zahájené byty v nových rodinných domech;Q1 2008;4661.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2008;10982.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2008;17513.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2008;22918.0
Česko;Zahájené byty v nových rodinných domech;Q1 2009;4207.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2009;9262.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2009;14553.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2009;18750.0
Česko;Zahájené byty v nových rodinných domech;Q1 2010;3431.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2010;8069.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2010;12940.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2010;16611.0
Česko;Zahájené byty v nových rodinných domech;Q1 2011;3448.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2011;8412.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2011;13301.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2011;17060.0
Česko;Zahájené byty v nových rodinných domech;Q1 2012;3002.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2012;6969.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2012;10951.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2012;14399.0
Česko;Zahájené byty v nových rodinných domech;Q1 2013;2734.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2013;6203.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2013;9807.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2013;12490.0
Česko;Zahájené byty v nových rodinných domech;Q1 2014;2495.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2014;5941.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2014;9570.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2014;12440.0
Česko;Zahájené byty v nových rodinných domech;Q1 2015;2578.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2015;6466.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2015;10208.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2015;13727.0
Česko;Zahájené byty v nových rodinných domech;Q1 2016;2804.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2016;7383.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2016;11673.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2016;15865.0
Česko;Zahájené byty v nových rodinných domech;Q1 2017;3631.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2017;8720.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2017;14110.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2017;18678.0
Česko;Zahájené byty v nových rodinných domech;Q1 2018;4029.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2018;9566.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2018;14640.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2018;19186.0
Česko;Zahájené byty v nových rodinných domech;Q1 2019;4455.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2019;9787.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2019;14866.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2019;19947.0
Česko;Zahájené byty v nových rodinných domech;Q1 2020;4876.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2020;10246.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2020;15089.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2020;19446.0
Česko;Zahájené byty v nových rodinných domech;Q1 2021;4204.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2021;10159.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2021;15649.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2021;21271.0
Česko;Zahájené byty v nových rodinných domech;Q1 2022;5753.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2022;11551.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2022;15963.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2022;20109.0
Česko;Zahájené byty v nových rodinných domech;Q1 2023;3729.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2023;7753.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2023;11243.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2023;14556.0
Česko;Zahájené byty v nových rodinných domech;Q1 2024;3143.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q2 2024;6673.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q3 2024;10090.0
Česko;Zahájené byty v nových rodinných domech;Q1-Q4 2024;13071.0
Česko;Zahájené byty v nových rodinných domech;Q1 2025;2642.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 1990;
Česko;Zahájené byty v nových bytových domech;Q1 1991;
Česko;Zahájené byty v nových bytových domech;Q1-Q2 1991;
Česko;Zahájené byty v nových bytových domech;Q1-Q3 1991;
Česko;Zahájené byty v nových bytových domech;Q1-Q4 1991;
Česko;Zahájené byty v nových bytových domech;Q1 1992;
Česko;Zahájené byty v nových bytových domech;Q1-Q2 1992;
Česko;Zahájené byty v nových bytových domech;Q1-Q3 1992;
Česko;Zahájené byty v nových bytových domech;Q1-Q4 1992;
Česko;Zahájené byty v nových bytových domech;Q1 1993;
Česko;Zahájené byty v nových bytových domech;Q1-Q2 1993;
Česko;Zahájené byty v nových bytových domech;Q1-Q3 1993;
Česko;Zahájené byty v nových bytových domech;Q1-Q4 1993;
Česko;Zahájené byty v nových bytových domech;Q1 1994;
Česko;Zahájené byty v nových bytových domech;Q1-Q2 1994;
Česko;Zahájené byty v nových bytových domech;Q1-Q3 1994;
Česko;Zahájené byty v nových bytových domech;Q1-Q4 1994;
Česko;Zahájené byty v nových bytových domech;Q1 1995;
Česko;Zahájené byty v nových bytových domech;Q1-Q2 1995;
Česko;Zahájené byty v nových bytových domech;Q1-Q3 1995;
Česko;Zahájené byty v nových bytových domech;Q1-Q4 1995;
Česko;Zahájené byty v nových bytových domech;Q1 1996;
Česko;Zahájené byty v nových bytových domech;Q1-Q2 1996;
Česko;Zahájené byty v nových bytových domech;Q1-Q3 1996;
Česko;Zahájené byty v nových bytových domech;Q1-Q4 1996;
Česko;Zahájené byty v nových bytových domech;Q1 1997;
Česko;Zahájené byty v nových bytových domech;Q1-Q2 1997;
Česko;Zahájené byty v nových bytových domech;Q1-Q3 1997;
Česko;Zahájené byty v nových bytových domech;Q1-Q4 1997;9411.0
Česko;Zahájené byty v nových bytových domech;Q1 1998;1633.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 1998;3328.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 1998;5664.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 1998;7961.0
Česko;Zahájené byty v nových bytových domech;Q1 1999;919.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 1999;3344.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 1999;5130.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 1999;7192.0
Česko;Zahájené byty v nových bytových domech;Q1 2000;1206.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2000;2090.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2000;4215.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2000;7097.0
Česko;Zahájené byty v nových bytových domech;Q1 2001;1271.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2001;3210.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2001;4466.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2001;6276.0
Česko;Zahájené byty v nových bytových domech;Q1 2002;3242.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2002;4713.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2002;7186.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2002;10246.0
Česko;Zahájené byty v nových bytových domech;Q1 2003;3046.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2003;5009.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2003;7324.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2003;10043.0
Česko;Zahájené byty v nových bytových domech;Q1 2004;2257.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2004;6085.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2004;8619.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2004;11901.0
Česko;Zahájené byty v nových bytových domech;Q1 2005;3071.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2005;5378.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2005;9714.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2005;13574.0
Česko;Zahájené byty v nových bytových domech;Q1 2006;3460.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2006;6646.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2006;10290.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2006;14541.0
Česko;Zahájené byty v nových bytových domech;Q1 2007;2854.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2007;5667.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2007;10570.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2007;15283.0
Česko;Zahájené byty v nových bytových domech;Q1 2008;3379.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2008;7365.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2008;11118.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2008;13724.0
Česko;Zahájené byty v nových bytových domech;Q1 2009;2341.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2009;5246.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2009;9326.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2009;11045.0
Česko;Zahájené byty v nových bytových domech;Q1 2010;1523.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2010;3429.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2010;4543.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2010;5798.0
Česko;Zahájené byty v nových bytových domech;Q1 2011;1864.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2011;2999.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2011;3979.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2011;5013.0
Česko;Zahájené byty v nových bytových domech;Q1 2012;2181.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2012;2825.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2012;3356.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2012;4022.0
Česko;Zahájené byty v nových bytových domech;Q1 2013;1151.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2013;2385.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2013;3569.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2013;4857.0
Česko;Zahájené byty v nových bytových domech;Q1 2014;1379.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2014;3431.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2014;4967.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2014;6657.0
Česko;Zahájené byty v nových bytových domech;Q1 2015;1031.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2015;3544.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2015;5121.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2015;6848.0
Česko;Zahájené byty v nových bytových domech;Q1 2016;1118.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2016;2447.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2016;3737.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2016;5870.0
Česko;Zahájené byty v nových bytových domech;Q1 2017;1588.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2017;3578.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2017;5221.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2017;7244.0
Česko;Zahájené byty v nových bytových domech;Q1 2018;1842.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2018;3758.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2018;5295.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2018;7280.0
Česko;Zahájené byty v nových bytových domech;Q1 2019;3373.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2019;5991.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2019;9476.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2019;12491.0
Česko;Zahájené byty v nových bytových domech;Q1 2020;2930.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2020;5497.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2020;7324.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2020;9426.0
Česko;Zahájené byty v nových bytových domech;Q1 2021;2857.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2021;7348.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2021;13040.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2021;17098.0
Česko;Zahájené byty v nových bytových domech;Q1 2022;3179.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2022;7663.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2022;10883.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2022;15189.0
Česko;Zahájené byty v nových bytových domech;Q1 2023;3366.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2023;6161.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2023;10175.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2023;13568.0
Česko;Zahájené byty v nových bytových domech;Q1 2024;3565.0
Česko;Zahájené byty v nových bytových domech;Q1-Q2 2024;7646.0
Česko;Zahájené byty v nových bytových domech;Q1-Q3 2024;12531.0
Česko;Zahájené byty v nových bytových domech;Q1-Q4 2024;17079.0
Česko;Zahájené byty v nových bytových domech;Q1 2025;4095.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 1990;
Česko;Zahájené byty v nebytových budovách;Q1 1991;
Česko;Zahájené byty v nebytových budovách;Q1-Q2 1991;
Česko;Zahájené byty v nebytových budovách;Q1-Q3 1991;
Česko;Zahájené byty v nebytových budovách;Q1-Q4 1991;
Česko;Zahájené byty v nebytových budovách;Q1 1992;
Česko;Zahájené byty v nebytových budovách;Q1-Q2 1992;
Česko;Zahájené byty v nebytových budovách;Q1-Q3 1992;
Česko;Zahájené byty v nebytových budovách;Q1-Q4 1992;
Česko;Zahájené byty v nebytových budovách;Q1 1993;
Česko;Zahájené byty v nebytových budovách;Q1-Q2 1993;
Česko;Zahájené byty v nebytových budovách;Q1-Q3 1993;
Česko;Zahájené byty v nebytových budovách;Q1-Q4 1993;
Česko;Zahájené byty v nebytových budovách;Q1 1994;
Česko;Zahájené byty v nebytových budovách;Q1-Q2 1994;
Česko;Zahájené byty v nebytových budovách;Q1-Q3 1994;
Česko;Zahájené byty v nebytových budovách;Q1-Q4 1994;
Česko;Zahájené byty v nebytových budovách;Q1 1995;
Česko;Zahájené byty v nebytových budovách;Q1-Q2 1995;
Česko;Zahájené byty v nebytových budovách;Q1-Q3 1995;
Česko;Zahájené byty v nebytových budovách;Q1-Q4 1995;
Česko;Zahájené byty v nebytových budovách;Q1 1996;
Česko;Zahájené byty v nebytových budovách;Q1-Q2 1996;
