Území;Ukazatel;Kumulace čtvrtletí;value
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2002;3595.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2002;6393.0
Česko;Dokončené byty v nových bytových domech;Q1 2003;939.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2003;2198.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2003;5066.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2003;7720.0
Česko;Dokončené byty v nových bytových domech;Q1 2004;1668.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2004;3703.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2004;6809.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2004;10722.0
Česko;Dokončené byty v nových bytových domech;Q1 2005;1823.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2005;4093.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2005;7500.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2005;11526.0
Česko;Dokončené byty v nových bytových domech;Q1 2006;2561.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2006;4102.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2006;5594.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2006;10070.0
Česko;Dokončené byty v nových bytových domech;Q1 2007;3349.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2007;5984.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2007;9086.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2007;18171.0
Česko;Dokončené byty v nových bytových domech;Q1 2008;3266.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2008;5401.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2008;8847.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2008;12497.0
Česko;Dokončené byty v nových bytových domech;Q1 2009;3432.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2009;6418.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2009;9679.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2009;13766.0
Česko;Dokončené byty v nových bytových domech;Q1 2010;3480.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2010;5702.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2010;8066.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2010;10912.0
Česko;Dokončené byty v nových bytových domech;Q1 2011;984.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2011;2215.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2011;4047.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2011;6487.0
Česko;Dokončené byty v nových bytových domech;Q1 2012;1165.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2012;2972.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2012;4996.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2012;7095.0
Česko;Dokončené byty v nových bytových domech;Q1 2013;1637.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2013;2972.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2013;4642.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2013;6049.0
Česko;Dokončené byty v nových bytových domech;Q1 2014;1769.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2014;2676.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2014;4489.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2014;6422.0
Česko;Dokončené byty v nových bytových domech;Q1 2015;2215.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2015;3822.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2015;5435.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2015;7356.0
Česko;Dokončené byty v nových bytových domech;Q1 2016;1604.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2016;3522.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2016;5511.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2016;8998.0
Česko;Dokončené byty v nových bytových domech;Q1 2017;1610.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2017;4169.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2017;6458.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2017;9264.0
Česko;Dokončené byty v nových bytových domech;Q1 2018;1903.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2018;4414.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2018;7144.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2018;10305.0
Česko;Dokončené byty v nových bytových domech;Q1 2019;2493.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2019;5567.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2019;9121.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2019;12716.0
Česko;Dokončené byty v nových bytových domech;Q1 2020;2819.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2020;4440.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2020;6672.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2020;10895.0
Česko;Dokončené byty v nových bytových domech;Q1 2021;2895.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2021;5117.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2021;7662.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2021;10973.0
Česko;Dokončené byty v nových bytových domech;Q1 2022;2896.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2022;5524.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2022;9579.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2022;14203.0
Česko;Dokončené byty v nových bytových domech;Q1 2023;2508.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2023;6142.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2023;8983.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2023;14208.0
Česko;Dokončené byty v nových bytových domech;Q1 2024;2816.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2024;6405.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2024;8901.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2024;11406.0
Česko;Dokončené byty v nových bytových domech;Q1 2025;2602.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 1990;
Česko;Dokončené byty v nebytových budovách;Q1 1991;
Česko;Dokončené byty v nebytových budovách;Q1-Q2 1991;
Česko;Dokončené byty v nebytových budovách;Q1-Q3 1991;
Česko;Dokončené byty v nebytových budovách;Q1-Q4 1991;
Česko;Dokončené byty v nebytových budovách;Q1 1992;
Česko;Dokončené byty v nebytových budovách;Q1-Q2 1992;
Česko;Dokončené byty v nebytových budovách;Q1-Q3 1992;
Česko;Dokončené byty v nebytových budovách;Q1-Q4 1992;
Česko;Dokončené byty v nebytových budovách;Q1 1993;
Česko;Dokončené byty v nebytových budovách;Q1-Q2 1993;
Česko;Dokončené byty v nebytových budovách;Q1-Q3 1993;
Česko;Dokončené byty v nebytových budovách;Q1-Q4 1993;
Česko;Dokončené byty v nebytových budovách;Q1 1994;
Česko;Dokončené byty v nebytových budovách;Q1-Q2 1994;
Česko;Dokončené byty v nebytových budovách;Q1-Q3 1994;
Česko;Dokončené byty v nebytových budovách;Q1-Q4 1994;
Česko;Dokončené byty v nebytových budovách;Q1 1995;
Česko;Dokončené byty v nebytových budovách;Q1-Q2 1995;
Česko;Dokončené byty v nebytových budovách;Q1-Q3 1995;
Česko;Dokončené byty v nebytových budovách;Q1-Q4 1995;
Česko;Dokončené byty v nebytových budovách;Q1 1996;
Česko;Dokončené byty v nebytových budovách;Q1-Q2 1996;
Česko;Dokončené byty v nebytových budovách;Q1-Q3 1996;
Česko;Dokončené byty v nebytových budovách;Q1-Q4 1996;
Česko;Dokončené byty v nebytových budovách;Q1 1997;
Česko;Dokončené byty v nebytových budovách;Q1-Q2 1997;
Česko;Dokončené byty v nebytových budovách;Q1-Q3 1997;
Česko;Dokončené byty v nebytových budovách;Q1-Q4 1997;
Česko;Dokončené byty v nebytových budovách;Q1 1998;32.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 1998;81.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 1998;305.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 1998;407.0
Česko;Dokončené byty v nebytových budovách;Q1 1999;59.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 1999;322.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 1999;492.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 1999;767.0
Česko;Dokončené byty v nebytových budovách;Q1 2000;184.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2000;277.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2000;468.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2000;745.0
Česko;Dokončené byty v nebytových budovách;Q1 2001;110.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2001;296.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2001;540.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2001;824.0
Česko;Dokončené byty v nebytových budovách;Q1 2002;167.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2002;483.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2002;638.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2002;1070.0
Česko;Dokončené byty v nebytových budovách;Q1 2003;163.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2003;403.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2003;690.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2003;1213.0
Česko;Dokončené byty v nebytových budovách;Q1 2004;128.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2004;268.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2004;429.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2004;719.0
Česko;Dokončené byty v nebytových budovách;Q1 2005;273.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2005;418.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2005;518.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2005;794.0
Česko;Dokončené byty v nebytových budovách;Q1 2006;122.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2006;308.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2006;439.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2006;651.0
Česko;Dokončené byty v nebytových budovách;Q1 2007;158.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2007;213.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2007;414.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2007;733.0
Česko;Dokončené byty v nebytových budovách;Q1 2008;168.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2008;319.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2008;604.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2008;727.0
Česko;Dokončené byty v nebytových budovách;Q1 2009;389.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2009;528.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2009;617.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2009;803.0
Česko;Dokončené byty v nebytových budovách;Q1 2010;259.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2010;431.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2010;603.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2010;786.0
Česko;Dokončené byty v nebytových budovách;Q1 2011;115.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2011;272.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2011;449.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2011;618.0
Česko;Dokončené byty v nebytových budovách;Q1 2012;145.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2012;336.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2012;502.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2012;581.0
Česko;Dokončené byty v nebytových budovách;Q1 2013;96.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2013;181.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2013;272.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2013;414.0
Česko;Dokončené byty v nebytových budovách;Q1 2014;100.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2014;207.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2014;332.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2014;451.0
Česko;Dokončené byty v nebytových budovách;Q1 2015;120.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2015;204.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2015;424.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2015;589.0
Česko;Dokončené byty v nebytových budovách;Q1 2016;304.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2016;402.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2016;494.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2016;681.0
Česko;Dokončené byty v nebytových budovách;Q1 2017;52.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2017;176.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2017;248.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2017;355.0
Česko;Dokončené byty v nebytových budovách;Q1 2018;166.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2018;269.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2018;377.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2018;658.0
Česko;Dokončené byty v nebytových budovách;Q1 2019;193.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2019;275.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2019;429.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2019;659.0
Česko;Dokončené byty v nebytových budovách;Q1 2020;99.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2020;340.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2020;510.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2020;671.0
Česko;Dokončené byty v nebytových budovách;Q1 2021;150.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2021;274.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2021;399.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2021;574.0
Česko;Dokončené byty v nebytových budovách;Q1 2022;111.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2022;263.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2022;421.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2022;617.0
Česko;Dokončené byty v nebytových budovách;Q1 2023;84.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2023;300.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2023;497.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2023;742.0
Česko;Dokončené byty v nebytových budovách;Q1 2024;136.0
Česko;Dokončené byty v nebytových budovách;Q1-Q2 2024;293.0
Česko;Dokončené byty v nebytových budovách;Q1-Q3 2024;351.0
Česko;Dokončené byty v nebytových budovách;Q1-Q4 2024;421.0
Česko;Dokončené byty v nebytových budovách;Q1 2025;111.0
