Roky;Ukazatel;Rezidence;Oblasti destinačního managementu nečleněné;Kategorie ubytovacího zařízení;value
2023;Počet hostů;Celkem;Kraj pod Javořicí;Ostatní HUZ;
2023;Počet hostů;Celkem;Střední Vysočina - Jihlavsko;HUZ celkem;101333.0
2023;Počet hostů;Celkem;Střední Vysočina - Jihlavsko;Hotel *****;
2023;Počet hostů;Celkem;Střední Vysočina - Jihlavsko;Hotel, motel, botel ****;
2023;Počet hostů;Celkem;Střední Vysočina - Jihlavsko;Hotel, motel, botel ***;
2023;Počet hostů;Celkem;Střední Vysočina - Jihlavsko;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Střední Vysočina - Jihlavsko;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Střední Vysočina - Jihlavsko;Hotel garni;
2023;Počet hostů;Celkem;Střední Vysočina - Jihlavsko;Penzion;
2023;Počet hostů;Celkem;Střední Vysočina - Jihlavsko;Kemp;
2023;Počet hostů;Celkem;Střední Vysočina - Jihlavsko;Chatová osada;
2023;Počet hostů;Celkem;Střední Vysočina - Jihlavsko;Turistická ubytovna;
2023;Počet hostů;Celkem;Střední Vysočina - Jihlavsko;Ostatní HUZ;
2023;Počet hostů;Celkem;Vysočina west;HUZ celkem;150227.0
2023;Počet hostů;Celkem;Vysočina west;Hotel *****;
2023;Počet hostů;Celkem;Vysočina west;Hotel, motel, botel ****;19648.0
2023;Počet hostů;Celkem;Vysočina west;Hotel, motel, botel ***;53473.0
2023;Počet hostů;Celkem;Vysočina west;Hotel, motel, botel **;8339.0
2023;Počet hostů;Celkem;Vysočina west;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Vysočina west;Hotel garni;
2023;Počet hostů;Celkem;Vysočina west;Penzion;32125.0
2023;Počet hostů;Celkem;Vysočina west;Kemp;8943.0
2023;Počet hostů;Celkem;Vysočina west;Chatová osada;5453.0
2023;Počet hostů;Celkem;Vysočina west;Turistická ubytovna;4724.0
2023;Počet hostů;Celkem;Vysočina west;Ostatní HUZ;16674.0
2023;Počet hostů;Celkem;Havlíčkobrodsko - Ledečsko;HUZ celkem;
2023;Počet hostů;Celkem;Havlíčkobrodsko - Ledečsko;Hotel *****;
2023;Počet hostů;Celkem;Havlíčkobrodsko - Ledečsko;Hotel, motel, botel ****;
2023;Počet hostů;Celkem;Havlíčkobrodsko - Ledečsko;Hotel, motel, botel ***;
2023;Počet hostů;Celkem;Havlíčkobrodsko - Ledečsko;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Havlíčkobrodsko - Ledečsko;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Havlíčkobrodsko - Ledečsko;Hotel garni;
2023;Počet hostů;Celkem;Havlíčkobrodsko - Ledečsko;Penzion;
2023;Počet hostů;Celkem;Havlíčkobrodsko - Ledečsko;Kemp;
2023;Počet hostů;Celkem;Havlíčkobrodsko - Ledečsko;Chatová osada;
2023;Počet hostů;Celkem;Havlíčkobrodsko - Ledečsko;Turistická ubytovna;
2023;Počet hostů;Celkem;Havlíčkobrodsko - Ledečsko;Ostatní HUZ;
2023;Počet hostů;Celkem;LVA a Hustopečsko;HUZ celkem;284295.0
2023;Počet hostů;Celkem;LVA a Hustopečsko;Hotel *****;
2023;Počet hostů;Celkem;LVA a Hustopečsko;Hotel, motel, botel ****;39366.0
2023;Počet hostů;Celkem;LVA a Hustopečsko;Hotel, motel, botel ***;56614.0
2023;Počet hostů;Celkem;LVA a Hustopečsko;Hotel, motel, botel **;
2023;Počet hostů;Celkem;LVA a Hustopečsko;Hotel, motel, botel *;
2023;Počet hostů;Celkem;LVA a Hustopečsko;Hotel garni;
2023;Počet hostů;Celkem;LVA a Hustopečsko;Penzion;137098.0
2023;Počet hostů;Celkem;LVA a Hustopečsko;Kemp;10184.0
2023;Počet hostů;Celkem;LVA a Hustopečsko;Chatová osada;
2023;Počet hostů;Celkem;LVA a Hustopečsko;Turistická ubytovna;5189.0
2023;Počet hostů;Celkem;LVA a Hustopečsko;Ostatní HUZ;22313.0
2023;Počet hostů;Celkem;Pálava;HUZ celkem;345100.0
2023;Počet hostů;Celkem;Pálava;Hotel *****;
2023;Počet hostů;Celkem;Pálava;Hotel, motel, botel ****;
2023;Počet hostů;Celkem;Pálava;Hotel, motel, botel ***;
2023;Počet hostů;Celkem;Pálava;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Pálava;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Pálava;Hotel garni;
2023;Počet hostů;Celkem;Pálava;Penzion;
2023;Počet hostů;Celkem;Pálava;Kemp;
2023;Počet hostů;Celkem;Pálava;Chatová osada;
2023;Počet hostů;Celkem;Pálava;Turistická ubytovna;
2023;Počet hostů;Celkem;Pálava;Ostatní HUZ;
2023;Počet hostů;Celkem;Šumava žije;HUZ celkem;
2023;Počet hostů;Celkem;Šumava žije;Hotel *****;
2023;Počet hostů;Celkem;Šumava žije;Hotel, motel, botel ****;
2023;Počet hostů;Celkem;Šumava žije;Hotel, motel, botel ***;
2023;Počet hostů;Celkem;Šumava žije;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Šumava žije;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Šumava žije;Hotel garni;
2023;Počet hostů;Celkem;Šumava žije;Penzion;
2023;Počet hostů;Celkem;Šumava žije;Kemp;
2023;Počet hostů;Celkem;Šumava žije;Chatová osada;
2023;Počet hostů;Celkem;Šumava žije;Turistická ubytovna;
2023;Počet hostů;Celkem;Šumava žije;Ostatní HUZ;
2023;Počet hostů;Celkem;Plzeň a okolí jihozápad;HUZ celkem;
2023;Počet hostů;Celkem;Plzeň a okolí jihozápad;Hotel *****;
2023;Počet hostů;Celkem;Plzeň a okolí jihozápad;Hotel, motel, botel ****;
2023;Počet hostů;Celkem;Plzeň a okolí jihozápad;Hotel, motel, botel ***;
2023;Počet hostů;Celkem;Plzeň a okolí jihozápad;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Plzeň a okolí jihozápad;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Plzeň a okolí jihozápad;Hotel garni;
2023;Počet hostů;Celkem;Plzeň a okolí jihozápad;Penzion;
2023;Počet hostů;Celkem;Plzeň a okolí jihozápad;Kemp;
2023;Počet hostů;Celkem;Plzeň a okolí jihozápad;Chatová osada;
2023;Počet hostů;Celkem;Plzeň a okolí jihozápad;Turistická ubytovna;
2023;Počet hostů;Celkem;Plzeň a okolí jihozápad;Ostatní HUZ;
2023;Počet hostů;Celkem;Rokycansko - Horažďovicko;HUZ celkem;
2023;Počet hostů;Celkem;Rokycansko - Horažďovicko;Hotel *****;
2023;Počet hostů;Celkem;Rokycansko - Horažďovicko;Hotel, motel, botel ****;
2023;Počet hostů;Celkem;Rokycansko - Horažďovicko;Hotel, motel, botel ***;
2023;Počet hostů;Celkem;Rokycansko - Horažďovicko;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Rokycansko - Horažďovicko;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Rokycansko - Horažďovicko;Hotel garni;
2023;Počet hostů;Celkem;Rokycansko - Horažďovicko;Penzion;
2023;Počet hostů;Celkem;Rokycansko - Horažďovicko;Kemp;
2023;Počet hostů;Celkem;Rokycansko - Horažďovicko;Chatová osada;
2023;Počet hostů;Celkem;Rokycansko - Horažďovicko;Turistická ubytovna;
2023;Počet hostů;Celkem;Rokycansko - Horažďovicko;Ostatní HUZ;
2023;Počet hostů;Celkem;Tepna Vysočiny;HUZ celkem;
2023;Počet hostů;Celkem;Tepna Vysočiny;Hotel *****;
2023;Počet hostů;Celkem;Tepna Vysočiny;Hotel, motel, botel ****;
2023;Počet hostů;Celkem;Tepna Vysočiny;Hotel, motel, botel ***;
2023;Počet hostů;Celkem;Tepna Vysočiny;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Tepna Vysočiny;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Tepna Vysočiny;Hotel garni;
2023;Počet hostů;Celkem;Tepna Vysočiny;Penzion;
2023;Počet hostů;Celkem;Tepna Vysočiny;Kemp;
2023;Počet hostů;Celkem;Tepna Vysočiny;Chatová osada;
2023;Počet hostů;Celkem;Tepna Vysočiny;Turistická ubytovna;
2023;Počet hostů;Celkem;Tepna Vysočiny;Ostatní HUZ;
