Území,Druh zemědělské plodiny,Ukazatel,Roky,value
Česko,Ostatní košťálová zelenina,Osevní plocha k 31. květnu (ha),2016,
Česko,Ostatní košťálová zelenina,Osevní plocha k 31. květnu (ha),2017,
Česko,Ostatní košťálová zelenina,Osevní plocha k 31. květnu (ha),2018,
Česko,Ostatní košťálová zelenina,Osevní plocha k 31. květnu (ha),2019,
Česko,Ostatní košťálová zelenina,Osevní plocha k 31. květnu (ha),2020,
Česko,Ostatní košťálová zelenina,Osevní plocha k 31. květnu (ha),2021,
Česko,Ostatní košťálová zelenina,Osevní plocha k 31. květnu (ha),2022,
Česko,Ostatní košťálová zelenina,Osevní plocha k 31. květnu (ha),2023,94.53
Česko,Ostatní košťálová zelenina,Osevní plocha k 31. květnu (ha),2024,87.05
Česko,Ostatní košťálová zelenina,Osevní plocha k 31. květnu (ha),2025,97.69
Česko,Ostatní košťálová zelenina,Sklizňová plocha k 31. prosinci (ha),2009,
Česko,Ostatní košťálová zelenina,Sklizňová plocha k 31. prosinci (ha),2010,
Česko,Ostatní košťálová zelenina,Sklizňová plocha k 31. prosinci (ha),2011,
Česko,Ostatní košťálová zelenina,Sklizňová plocha k 31. prosinci (ha),2012,
Česko,Ostatní košťálová zelenina,Sklizňová plocha k 31. prosinci (ha),2013,
Česko,Ostatní košťálová zelenina,Sklizňová plocha k 31. prosinci (ha),2014,
Česko,Ostatní košťálová zelenina,Sklizňová plocha k 31. prosinci (ha),2015,
Česko,Ostatní košťálová zelenina,Sklizňová plocha k 31. prosinci (ha),2016,
Česko,Ostatní košťálová zelenina,Sklizňová plocha k 31. prosinci (ha),2017,
Česko,Ostatní košťálová zelenina,Sklizňová plocha k 31. prosinci (ha),2018,
Česko,Ostatní košťálová zelenina,Sklizňová plocha k 31. prosinci (ha),2019,
Česko,Ostatní košťálová zelenina,Sklizňová plocha k 31. prosinci (ha),2020,
Česko,Ostatní košťálová zelenina,Sklizňová plocha k 31. prosinci (ha),2021,
Česko,Ostatní košťálová zelenina,Sklizňová plocha k 31. prosinci (ha),2022,
Česko,Ostatní košťálová zelenina,Sklizňová plocha k 31. prosinci (ha),2023,72.4
Česko,Ostatní košťálová zelenina,Sklizňová plocha k 31. prosinci (ha),2024,82.04
Česko,Ostatní košťálová zelenina,Sklizňová plocha k 31. prosinci (ha),2025,
Česko,Plodová zelenina,Sklizeň zemědělských plodin (t),2009,
Česko,Plodová zelenina,Sklizeň zemědělských plodin (t),2010,
Česko,Plodová zelenina,Sklizeň zemědělských plodin (t),2011,
Česko,Plodová zelenina,Sklizeň zemědělských plodin (t),2012,
Česko,Plodová zelenina,Sklizeň zemědělských plodin (t),2013,
Česko,Plodová zelenina,Sklizeň zemědělských plodin (t),2014,
Česko,Plodová zelenina,Sklizeň zemědělských plodin (t),2015,
Česko,Plodová zelenina,Sklizeň zemědělských plodin (t),2016,
Česko,Plodová zelenina,Sklizeň zemědělských plodin (t),2017,
Česko,Plodová zelenina,Sklizeň zemědělských plodin (t),2018,
Česko,Plodová zelenina,Sklizeň zemědělských plodin (t),2019,
Česko,Plodová zelenina,Sklizeň zemědělských plodin (t),2020,
Česko,Plodová zelenina,Sklizeň zemědělských plodin (t),2021,
Česko,Plodová zelenina,Sklizeň zemědělských plodin (t),2022,
Česko,Plodová zelenina,Sklizeň zemědělských plodin (t),2023,79592.72
Česko,Plodová zelenina,Sklizeň zemědělských plodin (t),2024,71057.37
Česko,Plodová zelenina,Sklizeň zemědělských plodin (t),2025,
Česko,Plodová zelenina,Hektarový výnos (t/ha),2009,
Česko,Plodová zelenina,Hektarový výnos (t/ha),2010,
Česko,Plodová zelenina,Hektarový výnos (t/ha),2011,
Česko,Plodová zelenina,Hektarový výnos (t/ha),2012,
Česko,Plodová zelenina,Hektarový výnos (t/ha),2013,
Česko,Plodová zelenina,Hektarový výnos (t/ha),2014,
Česko,Plodová zelenina,Hektarový výnos (t/ha),2015,
Česko,Plodová zelenina,Hektarový výnos (t/ha),2016,
Česko,Plodová zelenina,Hektarový výnos (t/ha),2017,
Česko,Plodová zelenina,Hektarový výnos (t/ha),2018,
Česko,Plodová zelenina,Hektarový výnos (t/ha),2019,
Česko,Plodová zelenina,Hektarový výnos (t/ha),2020,
Česko,Plodová zelenina,Hektarový výnos (t/ha),2021,
Česko,Plodová zelenina,Hektarový výnos (t/ha),2022,
Česko,Plodová zelenina,Hektarový výnos (t/ha),2023,
Česko,Plodová zelenina,Hektarový výnos (t/ha),2024,
Česko,Plodová zelenina,Hektarový výnos (t/ha),2025,
Česko,Plodová zelenina,Osevní a sklizňová plocha k 31. prosinci (ha),2009,
Česko,Plodová zelenina,Osevní a sklizňová plocha k 31. prosinci (ha),2010,
Česko,Plodová zelenina,Osevní a sklizňová plocha k 31. prosinci (ha),2011,
Česko,Plodová zelenina,Osevní a sklizňová plocha k 31. prosinci (ha),2012,
Česko,Plodová zelenina,Osevní a sklizňová plocha k 31. prosinci (ha),2013,
Česko,Plodová zelenina,Osevní a sklizňová plocha k 31. prosinci (ha),2014,
Česko,Plodová zelenina,Osevní a sklizňová plocha k 31. prosinci (ha),2015,
Česko,Plodová zelenina,Osevní a sklizňová plocha k 31. prosinci (ha),2016,
Česko,Plodová zelenina,Osevní a sklizňová plocha k 31. prosinci (ha),2017,
Česko,Plodová zelenina,Osevní a sklizňová plocha k 31. prosinci (ha),2018,
Česko,Plodová zelenina,Osevní a sklizňová plocha k 31. prosinci (ha),2019,
Česko,Plodová zelenina,Osevní a sklizňová plocha k 31. prosinci (ha),2020,
Česko,Plodová zelenina,Osevní a sklizňová plocha k 31. prosinci (ha),2021,
Česko,Plodová zelenina,Osevní a sklizňová plocha k 31. prosinci (ha),2022,
Česko,Plodová zelenina,Osevní a sklizňová plocha k 31. prosinci (ha),2023,
Česko,Plodová zelenina,Osevní a sklizňová plocha k 31. prosinci (ha),2024,
Česko,Plodová zelenina,Osevní a sklizňová plocha k 31. prosinci (ha),2025,
Česko,Plodová zelenina,Osevní plocha k 31. květnu (ha),2009,
Česko,Plodová zelenina,Osevní plocha k 31. květnu (ha),2010,
Česko,Plodová zelenina,Osevní plocha k 31. květnu (ha),2011,
Česko,Plodová zelenina,Osevní plocha k 31. květnu (ha),2012,
Česko,Plodová zelenina,Osevní plocha k 31. květnu (ha),2013,
Česko,Plodová zelenina,Osevní plocha k 31. květnu (ha),2014,
Česko,Plodová zelenina,Osevní plocha k 31. květnu (ha),2015,
Česko,Plodová zelenina,Osevní plocha k 31. květnu (ha),2016,
Česko,Plodová zelenina,Osevní plocha k 31. květnu (ha),2017,
Česko,Plodová zelenina,Osevní plocha k 31. květnu (ha),2018,
Česko,Plodová zelenina,Osevní plocha k 31. květnu (ha),2019,
Česko,Plodová zelenina,Osevní plocha k 31. květnu (ha),2020,
Česko,Plodová zelenina,Osevní plocha k 31. květnu (ha),2021,
Česko,Plodová zelenina,Osevní plocha k 31. květnu (ha),2022,
Česko,Plodová zelenina,Osevní plocha k 31. květnu (ha),2023,2372.73
Česko,Plodová zelenina,Osevní plocha k 31. květnu (ha),2024,2668.08
Česko,Plodová zelenina,Osevní plocha k 31. květnu (ha),2025,2529.33
Česko,Plodová zelenina,Sklizňová plocha k 31. prosinci (ha),2009,
Česko,Plodová zelenina,Sklizňová plocha k 31. prosinci (ha),2010,
Česko,Plodová zelenina,Sklizňová plocha k 31. prosinci (ha),2011,
Česko,Plodová zelenina,Sklizňová plocha k 31. prosinci (ha),2012,
Česko,Plodová zelenina,Sklizňová plocha k 31. prosinci (ha),2013,
Česko,Plodová zelenina,Sklizňová plocha k 31. prosinci (ha),2014,
Česko,Plodová zelenina,Sklizňová plocha k 31. prosinci (ha),2015,
Česko,Plodová zelenina,Sklizňová plocha k 31. prosinci (ha),2016,
Česko,Plodová zelenina,Sklizňová plocha k 31. prosinci (ha),2017,
Česko,Plodová zelenina,Sklizňová plocha k 31. prosinci (ha),2018,
Česko,Plodová zelenina,Sklizňová plocha k 31. prosinci (ha),2019,
Česko,Plodová zelenina,Sklizňová plocha k 31. prosinci (ha),2020,
Česko,Plodová zelenina,Sklizňová plocha k 31. prosinci (ha),2021,
Česko,Plodová zelenina,Sklizňová plocha k 31. prosinci (ha),2022,
Česko,Plodová zelenina,Sklizňová plocha k 31. prosinci (ha),2023,2109.62
Česko,Plodová zelenina,Sklizňová plocha k 31. prosinci (ha),2024,1981.54
Česko,Plodová zelenina,Sklizňová plocha k 31. prosinci (ha),2025,
Česko,Okurky nakládačky,Sklizeň zemědělských plodin (t),2009,3330.68
Česko,Okurky nakládačky,Sklizeň zemědělských plodin (t),2010,6719.78
Česko,Okurky nakládačky,Sklizeň zemědělských plodin (t),2011,5320.45
Česko,Okurky nakládačky,Sklizeň zemědělských plodin (t),2012,4187.06
Česko,Okurky nakládačky,Sklizeň zemědělských plodin (t),2013,7806.61
Česko,Okurky nakládačky,Sklizeň zemědělských plodin (t),2014,12855.55
Česko,Okurky nakládačky,Sklizeň zemědělských plodin (t),2015,14034.7
Česko,Okurky nakládačky,Sklizeň zemědělských plodin (t),2016,16825.72
Česko,Okurky nakládačky,Sklizeň zemědělských plodin (t),2017,17333.09
Česko,Okurky nakládačky,Sklizeň zemědělských plodin (t),2018,11327.96
Česko,Okurky nakládačky,Sklizeň zemědělských plodin (t),2019,12277.01
Česko,Okurky nakládačky,Sklizeň zemědělských plodin (t),2020,10526.09
Česko,Okurky nakládačky,Sklizeň zemědělských plodin (t),2021,14685.93
Česko,Okurky nakládačky,Sklizeň zemědělských plodin (t),2022,17286.63
Česko,Okurky nakládačky,Sklizeň zemědělských plodin (t),2023,17115.47
Česko,Okurky nakládačky,Sklizeň zemědělských plodin (t),2024,16043.09
Česko,Okurky nakládačky,Sklizeň zemědělských plodin (t),2025,
Česko,Okurky nakládačky,Hektarový výnos (t/ha),2009,10.05275866
Česko,Okurky nakládačky,Hektarový výnos (t/ha),2010,22.73883324
Česko,Okurky nakládačky,Hektarový výnos (t/ha),2011,19.82357763
Česko,Okurky nakládačky,Hektarový výnos (t/ha),2012,15.91977491
Česko,Okurky nakládačky,Hektarový výnos (t/ha),2013,34.86961765
Česko,Okurky nakládačky,Hektarový výnos (t/ha),2014,42.30469264
Česko,Okurky nakládačky,Hektarový výnos (t/ha),2015,41.4492026
Česko,Okurky nakládačky,Hektarový výnos (t/ha),2016,40.93749544
Česko,Okurky nakládačky,Hektarový výnos (t/ha),2017,58.0225956549
Česko,Okurky nakládačky,Hektarový výnos (t/ha),2018,28.0902621073
Česko,Okurky nakládačky,Hektarový výnos (t/ha),2019,44.4915923752
Česko,Okurky nakládačky,Hektarový výnos (t/ha),2020,31.6393339145
Česko,Okurky nakládačky,Hektarový výnos (t/ha),2021,54.7002756257
Česko,Okurky nakládačky,Hektarový výnos (t/ha),2022,58.1845506563
Česko,Okurky nakládačky,Hektarový výnos (t/ha),2023,66.7503997504
Česko,Okurky nakládačky,Hektarový výnos (t/ha),2024,63.6100471829
Česko,Okurky nakládačky,Hektarový výnos (t/ha),2025,
Česko,Okurky nakládačky,Osevní a sklizňová plocha k 31. prosinci (ha),2009,
Česko,Okurky nakládačky,Osevní a sklizňová plocha k 31. prosinci (ha),2010,
Česko,Okurky nakládačky,Osevní a sklizňová plocha k 31. prosinci (ha),2011,
Česko,Okurky nakládačky,Osevní a sklizňová plocha k 31. prosinci (ha),2012,
Česko,Okurky nakládačky,Osevní a sklizňová plocha k 31. prosinci (ha),2013,
Česko,Okurky nakládačky,Osevní a sklizňová plocha k 31. prosinci (ha),2014,
Česko,Okurky nakládačky,Osevní a sklizňová plocha k 31. prosinci (ha),2015,
Česko,Okurky nakládačky,Osevní a sklizňová plocha k 31. prosinci (ha),2016,
Česko,Okurky nakládačky,Osevní a sklizňová plocha k 31. prosinci (ha),2017,
Česko,Okurky nakládačky,Osevní a sklizňová plocha k 31. prosinci (ha),2018,
Česko,Okurky nakládačky,Osevní a sklizňová plocha k 31. prosinci (ha),2019,
Česko,Okurky nakládačky,Osevní a sklizňová plocha k 31. prosinci (ha),2020,
Česko,Okurky nakládačky,Osevní a sklizňová plocha k 31. prosinci (ha),2021,
Česko,Okurky nakládačky,Osevní a sklizňová plocha k 31. prosinci (ha),2022,
Česko,Okurky nakládačky,Osevní a sklizňová plocha k 31. prosinci (ha),2023,
Česko,Okurky nakládačky,Osevní a sklizňová plocha k 31. prosinci (ha),2024,
Česko,Okurky nakládačky,Osevní a sklizňová plocha k 31. prosinci (ha),2025,
Česko,Okurky nakládačky,Osevní plocha k 31. květnu (ha),2009,331.32
Česko,Okurky nakládačky,Osevní plocha k 31. květnu (ha),2010,295.52
Česko,Okurky nakládačky,Osevní plocha k 31. květnu (ha),2011,268.39
Česko,Okurky nakládačky,Osevní plocha k 31. květnu (ha),2012,263.01
Česko,Okurky nakládačky,Osevní plocha k 31. květnu (ha),2013,223.88
Česko,Okurky nakládačky,Osevní plocha k 31. květnu (ha),2014,303.88
Česko,Okurky nakládačky,Osevní plocha k 31. květnu (ha),2015,338.6
Česko,Okurky nakládačky,Osevní plocha k 31. květnu (ha),2016,411.01
Česko,Okurky nakládačky,Osevní plocha k 31. květnu (ha),2017,298.73
Česko,Okurky nakládačky,Osevní plocha k 31. květnu (ha),2018,314.62
Česko,Okurky nakládačky,Osevní plocha k 31. květnu (ha),2019,339.04
Česko,Okurky nakládačky,Osevní plocha k 31. květnu (ha),2020,351.3
Česko,Okurky nakládačky,Osevní plocha k 31. květnu (ha),2021,253.8
Česko,Okurky nakládačky,Osevní plocha k 31. květnu (ha),2022,258.32
Česko,Okurky nakládačky,Osevní plocha k 31. květnu (ha),2023,265.18
Česko,Okurky nakládačky,Osevní plocha k 31. květnu (ha),2024,262.18
Česko,Okurky nakládačky,Osevní plocha k 31. květnu (ha),2025,246.12
Česko,Okurky nakládačky,Sklizňová plocha k 31. prosinci (ha),2009,
Česko,Okurky nakládačky,Sklizňová plocha k 31. prosinci (ha),2010,
Česko,Okurky nakládačky,Sklizňová plocha k 31. prosinci (ha),2011,
Česko,Okurky nakládačky,Sklizňová plocha k 31. prosinci (ha),2012,
Česko,Okurky nakládačky,Sklizňová plocha k 31. prosinci (ha),2013,
Česko,Okurky nakládačky,Sklizňová plocha k 31. prosinci (ha),2014,
Česko,Okurky nakládačky,Sklizňová plocha k 31. prosinci (ha),2015,
Česko,Okurky nakládačky,Sklizňová plocha k 31. prosinci (ha),2016,
Česko,Okurky nakládačky,Sklizňová plocha k 31. prosinci (ha),2017,
Česko,Okurky nakládačky,Sklizňová plocha k 31. prosinci (ha),2018,403.27
Česko,Okurky nakládačky,Sklizňová plocha k 31. prosinci (ha),2019,275.94
Česko,Okurky nakládačky,Sklizňová plocha k 31. prosinci (ha),2020,332.69
Česko,Okurky nakládačky,Sklizňová plocha k 31. prosinci (ha),2021,268.48
Česko,Okurky nakládačky,Sklizňová plocha k 31. prosinci (ha),2022,297.1
Česko,Okurky nakládačky,Sklizňová plocha k 31. prosinci (ha),2023,256.41
Česko,Okurky nakládačky,Sklizňová plocha k 31. prosinci (ha),2024,252.21
Česko,Okurky nakládačky,Sklizňová plocha k 31. prosinci (ha),2025,
Česko,Okurky salátové,Sklizeň zemědělských plodin (t),2009,4557.56
Česko,Okurky salátové,Sklizeň zemědělských plodin (t),2010,3841.53
Česko,Okurky salátové,Sklizeň zemědělských plodin (t),2011,4208.53
Česko,Okurky salátové,Sklizeň zemědělských plodin (t),2012,2988.3
Česko,Okurky salátové,Sklizeň zemědělských plodin (t),2013,3067.15
Česko,Okurky salátové,Sklizeň zemědělských plodin (t),2014,4297.62
Česko,Okurky salátové,Sklizeň zemědělských plodin (t),2015,3584.23
Česko,Okurky salátové,Sklizeň zemědělských plodin (t),2016,4180.74
Česko,Okurky salátové,Sklizeň zemědělských plodin (t),2017,3458.5
Česko,Okurky salátové,Sklizeň zemědělských plodin (t),2018,3051.51
Česko,Okurky salátové,Sklizeň zemědělských plodin (t),2019,2945.53
Česko,Okurky salátové,Sklizeň zemědělských plodin (t),2020,625.25
Česko,Okurky salátové,Sklizeň zemědělských plodin (t),2021,1248.39
Česko,Okurky salátové,Sklizeň zemědělských plodin (t),2022,2273.88
Česko,Okurky salátové,Sklizeň zemědělských plodin (t),2023,8775.13
Česko,Okurky salátové,Sklizeň zemědělských plodin (t),2024,4643.99
Česko,Okurky salátové,Sklizeň zemědělských plodin (t),2025,
Česko,Okurky salátové,Hektarový výnos (t/ha),2009,34.81445268
Česko,Okurky salátové,Hektarový výnos (t/ha),2010,32.67440674
Česko,Okurky salátové,Hektarový výnos (t/ha),2011,42.38197382
Česko,Okurky salátové,Hektarový výnos (t/ha),2012,54.8815427
Česko,Okurky salátové,Hektarový výnos (t/ha),2013,49.2003529
Česko,Okurky salátové,Hektarový výnos (t/ha),2014,86.83814912
Česko,Okurky salátové,Hektarový výnos (t/ha),2015,104.22302995
Česko,Okurky salátové,Hektarový výnos (t/ha),2016,92.3920442
Česko,Okurky salátové,Hektarový výnos (t/ha),2017,89.6448937273
Česko,Okurky salátové,Hektarový výnos (t/ha),2018,62.7753548653
Česko,Okurky salátové,Hektarový výnos (t/ha),2019,96.0707762557
Česko,Okurky salátové,Hektarový výnos (t/ha),2020,28.9467592593
Česko,Okurky salátové,Hektarový výnos (t/ha),2021,34.0531914894
Česko,Okurky salátové,Hektarový výnos (t/ha),2022,83.4451376147
Česko,Okurky salátové,Hektarový výnos (t/ha),2023,235.0691133137
Česko,Okurky salátové,Hektarový výnos (t/ha),2024,230.814612326
Česko,Okurky salátové,Hektarový výnos (t/ha),2025,
Česko,Okurky salátové,Osevní a sklizňová plocha k 31. prosinci (ha),2009,
Česko,Okurky salátové,Osevní a sklizňová plocha k 31. prosinci (ha),2010,
Česko,Okurky salátové,Osevní a sklizňová plocha k 31. prosinci (ha),2011,
Česko,Okurky salátové,Osevní a sklizňová plocha k 31. prosinci (ha),2012,
Česko,Okurky salátové,Osevní a sklizňová plocha k 31. prosinci (ha),2013,
Česko,Okurky salátové,Osevní a sklizňová plocha k 31. prosinci (ha),2014,
Česko,Okurky salátové,Osevní a sklizňová plocha k 31. prosinci (ha),2015,
Česko,Okurky salátové,Osevní a sklizňová plocha k 31. prosinci (ha),2016,
Česko,Okurky salátové,Osevní a sklizňová plocha k 31. prosinci (ha),2017,
Česko,Okurky salátové,Osevní a sklizňová plocha k 31. prosinci (ha),2018,
Česko,Okurky salátové,Osevní a sklizňová plocha k 31. prosinci (ha),2019,
Česko,Okurky salátové,Osevní a sklizňová plocha k 31. prosinci (ha),2020,
Česko,Okurky salátové,Osevní a sklizňová plocha k 31. prosinci (ha),2021,
Česko,Okurky salátové,Osevní a sklizňová plocha k 31. prosinci (ha),2022,
Česko,Okurky salátové,Osevní a sklizňová plocha k 31. prosinci (ha),2023,
Česko,Okurky salátové,Osevní a sklizňová plocha k 31. prosinci (ha),2024,
Česko,Okurky salátové,Osevní a sklizňová plocha k 31. prosinci (ha),2025,
Česko,Okurky salátové,Osevní plocha k 31. květnu (ha),2009,130.91
Česko,Okurky salátové,Osevní plocha k 31. květnu (ha),2010,117.57
Česko,Okurky salátové,Osevní plocha k 31. květnu (ha),2011,99.3
Česko,Okurky salátové,Osevní plocha k 31. květnu (ha),2012,54.45
Česko,Okurky salátové,Osevní plocha k 31. květnu (ha),2013,62.34
Česko,Okurky salátové,Osevní plocha k 31. květnu (ha),2014,49.49
Česko,Okurky salátové,Osevní plocha k 31. květnu (ha),2015,34.39
Česko,Okurky salátové,Osevní plocha k 31. květnu (ha),2016,45.25
Česko,Okurky salátové,Osevní plocha k 31. květnu (ha),2017,38.58
Česko,Okurky salátové,Osevní plocha k 31. květnu (ha),2018,51.54
Česko,Okurky salátové,Osevní plocha k 31. květnu (ha),2019,30.75
Česko,Okurky salátové,Osevní plocha k 31. květnu (ha),2020,20.07
Česko,Okurky salátové,Osevní plocha k 31. květnu (ha),2021,45.27
Česko,Okurky salátové,Osevní plocha k 31. květnu (ha),2022,27.61
Česko,Okurky salátové,Osevní plocha k 31. květnu (ha),2023,26.36
Česko,Okurky salátové,Osevní plocha k 31. květnu (ha),2024,18.24
Česko,Okurky salátové,Osevní plocha k 31. květnu (ha),2025,42.14
Česko,Okurky salátové,Sklizňová plocha k 31. prosinci (ha),2009,
Česko,Okurky salátové,Sklizňová plocha k 31. prosinci (ha),2010,
Česko,Okurky salátové,Sklizňová plocha k 31. prosinci (ha),2011,
Česko,Okurky salátové,Sklizňová plocha k 31. prosinci (ha),2012,
Česko,Okurky salátové,Sklizňová plocha k 31. prosinci (ha),2013,
Česko,Okurky salátové,Sklizňová plocha k 31. prosinci (ha),2014,
Česko,Okurky salátové,Sklizňová plocha k 31. prosinci (ha),2015,
Česko,Okurky salátové,Sklizňová plocha k 31. prosinci (ha),2016,
Česko,Okurky salátové,Sklizňová plocha k 31. prosinci (ha),2017,
Česko,Okurky salátové,Sklizňová plocha k 31. prosinci (ha),2018,48.61
Česko,Okurky salátové,Sklizňová plocha k 31. prosinci (ha),2019,30.66
Česko,Okurky salátové,Sklizňová plocha k 31. prosinci (ha),2020,21.6
Česko,Okurky salátové,Sklizňová plocha k 31. prosinci (ha),2021,36.66
Česko,Okurky salátové,Sklizňová plocha k 31. prosinci (ha),2022,27.25
Česko,Okurky salátové,Sklizňová plocha k 31. prosinci (ha),2023,37.33
Česko,Okurky salátové,Sklizňová plocha k 31. prosinci (ha),2024,20.12
Česko,Okurky salátové,Sklizňová plocha k 31. prosinci (ha),2025,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Sklizeň zemědělských plodin (t),2009,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Sklizeň zemědělských plodin (t),2010,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Sklizeň zemědělských plodin (t),2011,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Sklizeň zemědělských plodin (t),2012,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Sklizeň zemědělských plodin (t),2013,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Sklizeň zemědělských plodin (t),2014,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Sklizeň zemědělských plodin (t),2015,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Sklizeň zemědělských plodin (t),2016,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Sklizeň zemědělských plodin (t),2017,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Sklizeň zemědělských plodin (t),2018,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Sklizeň zemědělských plodin (t),2019,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Sklizeň zemědělských plodin (t),2020,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Sklizeň zemědělských plodin (t),2021,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Sklizeň zemědělských plodin (t),2022,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Sklizeň zemědělských plodin (t),2023,5596.39
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Sklizeň zemědělských plodin (t),2024,2949.83
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Sklizeň zemědělských plodin (t),2025,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Hektarový výnos (t/ha),2009,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Hektarový výnos (t/ha),2010,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Hektarový výnos (t/ha),2011,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Hektarový výnos (t/ha),2012,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Hektarový výnos (t/ha),2013,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Hektarový výnos (t/ha),2014,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Hektarový výnos (t/ha),2015,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Hektarový výnos (t/ha),2016,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Hektarový výnos (t/ha),2017,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Hektarový výnos (t/ha),2018,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Hektarový výnos (t/ha),2019,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Hektarový výnos (t/ha),2020,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Hektarový výnos (t/ha),2021,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Hektarový výnos (t/ha),2022,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Hektarový výnos (t/ha),2023,478.7331052181
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Hektarový výnos (t/ha),2024,512.1232638889
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Hektarový výnos (t/ha),2025,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní a sklizňová plocha k 31. prosinci (ha),2009,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní a sklizňová plocha k 31. prosinci (ha),2010,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní a sklizňová plocha k 31. prosinci (ha),2011,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní a sklizňová plocha k 31. prosinci (ha),2012,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní a sklizňová plocha k 31. prosinci (ha),2013,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní a sklizňová plocha k 31. prosinci (ha),2014,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní a sklizňová plocha k 31. prosinci (ha),2015,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní a sklizňová plocha k 31. prosinci (ha),2016,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní a sklizňová plocha k 31. prosinci (ha),2017,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní a sklizňová plocha k 31. prosinci (ha),2018,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní a sklizňová plocha k 31. prosinci (ha),2019,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní a sklizňová plocha k 31. prosinci (ha),2020,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní a sklizňová plocha k 31. prosinci (ha),2021,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní a sklizňová plocha k 31. prosinci (ha),2022,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní a sklizňová plocha k 31. prosinci (ha),2023,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní a sklizňová plocha k 31. prosinci (ha),2024,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní a sklizňová plocha k 31. prosinci (ha),2025,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní plocha k 31. květnu (ha),2009,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní plocha k 31. květnu (ha),2010,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní plocha k 31. květnu (ha),2011,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní plocha k 31. květnu (ha),2012,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní plocha k 31. květnu (ha),2013,
Česko,Okurky salátové pod skleníky nebo vysokým přístupným krytem,Osevní plocha k 31. květnu (ha),2014,
