PCSU;Kraje;Kumulace měsíců;Ukazatel;Směr výstavby;value
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;3341.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;4335.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;2469.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;1866.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;4775.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;3300.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;1475.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Počet stavebních povolení v ČR;Celkem;1741.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Počet vydaných stavebních povolení - budovy;Celkem;1380.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Počet vydaných stavebních povolení - budovy;Nová výstavba;100.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;1280.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Počet vydaných stavebních povolení - budovy bytové;Celkem;1021.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;70.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;951.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Počet vydaných stavebních povolení - budovy nebytové;Celkem;359.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;30.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;329.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;8896.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;7278.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;4952.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;2326.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;2904.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;1665.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;1239.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;4374.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;3287.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;1087.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Počet stavebních povolení v ČR;Celkem;1100.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Počet vydaných stavebních povolení - budovy;Celkem;869.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Počet vydaných stavebních povolení - budovy;Nová výstavba;48.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;821.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Počet vydaných stavebních povolení - budovy bytové;Celkem;631.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;32.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;599.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Počet vydaných stavebních povolení - budovy nebytové;Celkem;238.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;16.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;222.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;4965.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;3605.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;2367.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;1238.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;1944.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;1311.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;633.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;1661.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;1056.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;605.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Počet stavebních povolení v ČR;Celkem;552.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Počet vydaných stavebních povolení - budovy;Celkem;439.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Počet vydaných stavebních povolení - budovy;Nová výstavba;24.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;415.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Počet vydaných stavebních povolení - budovy bytové;Celkem;325.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;19.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;306.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Počet vydaných stavebních povolení - budovy nebytové;Celkem;114.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;5.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;109.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;2369.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;1663.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;1003.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;660.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;1315.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;941.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;374.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;348.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;62.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;286.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01 2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2011;Počet stavebních povolení v ČR;Celkem;7658.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2011;Počet stavebních povolení v ČR;Nová výstavba;
