Území;Ukazatel;Očištění;Typ indexu;Typ tržeb;Vybraná průmyslová činnost;Kumulace měsíců;value
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – červen 2008;100.9116195212
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – květen 2008;101.1159444727
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – duben 2008;103.0692021251
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – březen 2008;102.0817569912
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – únor 2008;107.7883459412
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden 2008;107.8606279619
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – prosinec 2007;114.842828161
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – listopad 2007;116.459648507
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – říjen 2007;117.9301610727
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – září 2007;119.0491618799
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – srpen 2007;120.8370988334
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – červenec 2007;121.9158870515
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – červen 2007;122.3588839354
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – květen 2007;124.6544335728
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – duben 2007;127.1568701401
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – březen 2007;127.3817774885
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – únor 2007;131.4534281931
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden 2007;135.4206259096
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – prosinec 2006;121.4494492016
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – listopad 2006;121.7939910098
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – říjen 2006;121.9496240297
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – září 2006;120.7267738528
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – srpen 2006;120.5176704652
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – červenec 2006;120.2714540734
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – červen 2006;119.4244785408
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – květen 2006;119.2568541895
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – duben 2006;117.7098679954
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – březen 2006;119.1610483175
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – únor 2006;112.9609929658
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden 2006;109.6545696203
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – prosinec 2005;104.3618810735
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – listopad 2005;104.3985008204
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – říjen 2005;104.4939448931
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – září 2005;104.5205069506
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – srpen 2005;105.2752417508
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – červenec 2005;104.7396607677
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – červen 2005;105.3936289432
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – květen 2005;105.6444810701
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – duben 2005;105.5824442101
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – březen 2005;105.5992733436
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – únor 2005;111.6209926586
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden 2005;113.5395318407
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – prosinec 2004;117.785796314
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – listopad 2004;117.9560815478
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – říjen 2004;116.8385189055
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – září 2004;117.3482472342
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – srpen 2004;118.8007765491
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – červenec 2004;118.6070005105
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – červen 2004;119.9534555499
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – květen 2004;117.8815584019
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – duben 2004;115.7174741023
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – březen 2004;114.5764525471
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – únor 2004;110.8583935395
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden 2004;106.0932690323
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – prosinec 2003;106.956819457
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – listopad 2003;106.9531730725
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – říjen 2003;108.7591898432
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – září 2003;109.0994895389
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – srpen 2003;107.2847187065
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – červenec 2003;107.161249451
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – červen 2003;106.7490760372
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – květen 2003;106.1588493616
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – duben 2003;107.9351851286
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – březen 2003;108.4229864451
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – únor 2003;105.057277177
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden 2003;108.104240921
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – prosinec 2002;104.4377775723
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – listopad 2002;102.8480027631
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – říjen 2002;101.1232832487
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – září 2002;100.5347826867
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – srpen 2002;98.8007529194
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – červenec 2002;99.1063091704
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – červen 2002;97.4606263833
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – květen 2002;97.6633557446
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – duben 2002;98.9565368649
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – březen 2002;98.430562338
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – únor 2002;100.8109755892
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden 2002;99.1937363738
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – prosinec 2001;109.7826668545
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – listopad 2001;111.2893554481
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – říjen 2001;111.7807399212
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – září 2001;112.4035644246
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – srpen 2001;113.5623397249
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – červenec 2001;115.3587667646
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – červen 2001;116.5859502113
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – květen 2001;119.0604642325
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – duben 2001;119.9677550372
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – březen 2001;119.5606129161
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – únor 2001;122.6180253612
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden 2001;131.6853091815
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – prosinec 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – listopad 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – říjen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – září 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – srpen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – červenec 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – červen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – květen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – duben 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – březen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden – únor 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;27 Výroba elektrických zařízení;leden 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – březen 2025;104.2738370307
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – únor 2025;99.8407077535
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden 2025;99.4383192598
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – prosinec 2024;95.6539460377
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – listopad 2024;95.8866907826
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – říjen 2024;95.5838378475
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – září 2024;95.3007239869
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – srpen 2024;94.4314111954
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – červenec 2024;94.6292401856
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – červen 2024;92.2947860328
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – květen 2024;93.6630234091
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – duben 2024;94.4285737969
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – březen 2024;89.2787206997
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – únor 2024;93.0451708249
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden 2024;93.0696193171
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – prosinec 2023;103.0122375415
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – listopad 2023;103.8647741346
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – říjen 2023;105.3161312994
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – září 2023;106.0668936002
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – srpen 2023;108.3543327214
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – červenec 2023;109.6507215735
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – červen 2023;111.6158832074
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – květen 2023;112.2129353293
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – duben 2023;113.4381627064
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – březen 2023;115.9576418875
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – únor 2023;117.4213143217
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden 2023;115.5714827058
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – prosinec 2022;112.3436994393
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – listopad 2022;112.3251396457
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – říjen 2022;112.0993205446
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – září 2022;111.4858123474
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – srpen 2022;110.6659728891
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – červenec 2022;109.4123220009
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – červen 2022;109.4873892514
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – květen 2022;108.9223316389
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – duben 2022;108.4080882002
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – březen 2022;110.2021841079
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – únor 2022;112.5689361372
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden 2022;118.7095808577
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – prosinec 2021;110.1203909734
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – listopad 2021;110.6751995102
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – říjen 2021;110.0815816667
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – září 2021;111.2212927104
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – srpen 2021;111.7410041186
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – červenec 2021;111.3717790768
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – červen 2021;113.6018222131
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – květen 2021;113.862340861
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – duben 2021;109.6180850958
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – březen 2021;102.8473806012
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – únor 2021;96.263965785
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden 2021;93.8632411513
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – prosinec 2020;90.5804701569
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – listopad 2020;89.3203035836
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – říjen 2020;88.8063747258
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – září 2020;88.3451352618
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – srpen 2020;87.2550451513
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – červenec 2020;87.3039844428
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – červen 2020;86.2908390955
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – květen 2020;85.397252333
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – duben 2020;88.3240982951
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – březen 2020;93.9533449543
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – únor 2020;97.3820754423
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden 2020;97.4783184047
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – prosinec 2019;101.7345326351
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – listopad 2019;101.4990635618
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – říjen 2019;102.3616139041
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – září 2019;102.945882217
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – srpen 2019;102.9535173536
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – červenec 2019;104.0003471442
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – červen 2019;103.2410189773
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – květen 2019;104.9862657051
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – duben 2019;105.782638788
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – březen 2019;105.6860303054
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – únor 2019;103.87288506
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden 2019;101.3360933841
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – prosinec 2018;102.3634599143
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – listopad 2018;103.1199566266
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;28 Výroba strojů a zařízení j. n.;leden – říjen 2018;102.840338527
