Ukazatel,Území,Druh zemědělské plodiny,Roky,value
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2019,19022.96
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2020,19777.87
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2021,19380.67
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2022,18108.37
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2023,17333.57
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2024,18787.22
Osevní plocha k 31. květnu (ha),Česko,Brambory (mimo rané a sadbové),2025,20397.88
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2002,
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2003,
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2004,
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2005,
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2006,4044.09
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2007,4159.88
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2008,4257.24
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2009,3875.43
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2010,3612.98
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2011,3542.08
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2012,3268.93
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2013,3131.22
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2014,3248.42
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2015,2823.3
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2016,2918.07
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2017,2765.34
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2018,2800.77
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2019,2798.37
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2020,2815.45
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2021,2590.78
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2022,2543.13
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2023,2612.08
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2024,2769.8
Osevní plocha k 31. květnu (ha),Česko,Brambory sadbové,2025,2890.01
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2002,77498.27
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2003,77326.46
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2004,71094.66
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2005,65569.63
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2006,60958.7
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2007,54272.03
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2008,50380.48
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2009,52464.8
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2010,56387.56
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2011,58327.68
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2012,61161.04
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2013,62400.82
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2014,62958.87
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2015,57612.47
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2016,60736.39
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2017,66100.99
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2018,64760.41
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2019,59211.64
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2020,59683.58
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2021,61233.56
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2022,58238.48
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2023,58803.49
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2024,65912.4
Osevní plocha k 31. květnu (ha),Česko,Řepa cukrová,2025,53293.12
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2002,1434.25
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2003,1237.47
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2004,1238.97
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2005,1142.44
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2006,840.4
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2007,806.81
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2008,845.15
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2009,619.04
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2010,908.31
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2011,481.77
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2012,787.49
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2013,452.98
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2014,332.42
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2015,500.12
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2016,409.53
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2017,382.27
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2018,444.28
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2019,319.63
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2020,384.84
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2021,345.6
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2022,399.22
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2023,225.71
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2024,261.84
Osevní plocha k 31. květnu (ha),Česko,Řepa krmná,2025,241.73
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2002,217.1
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2003,178.78
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2004,126.48
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2005,140.09
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2006,193.45
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2007,372.96
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2008,153.49
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2009,387.91
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2010,118.04
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2011,102.57
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2012,148.28
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2013,92.42
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2014,33.52
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2015,66.7
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2016,87.16
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2017,118.15
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2018,192.04
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2019,107.25
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2020,83.8
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2021,38.42
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2022,99.1
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2023,57.13
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2024,54.46
Osevní plocha k 31. květnu (ha),Česko,Ostatní okopaniny,2025,97.49
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2002,425637.88
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2003,442295.65
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2004,402429.12
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2005,415489.73
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2006,450773.38
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2007,461628.67
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2008,490145.73
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2009,494156.33
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2010,499791.55
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2011,474608.73
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2012,479711.91
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2013,494915.0
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2014,472547.12
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2015,454350.44
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2016,476738.11
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2017,488510.11
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2018,498802.53
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2019,461485.28
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2020,456564.3
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2021,450018.73
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2022,444976.7
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2023,476901.94
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2024,445504.46
Osevní plocha k 31. květnu (ha),Česko,Technické plodiny,2025,448346.44
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2002,409737.95
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2003,421299.26
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2004,382429.07
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2005,399531.1
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2006,437939.97
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2007,451656.93
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2008,483851.25
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2009,486533.26
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2010,490420.15
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2011,464404.67
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2012,470819.37
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2013,486907.95
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2014,464273.69
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2015,446021.97
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2016,470177.51
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2017,479523.42
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2018,489335.91
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2019,454761.07
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2020,450212.85
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2021,442309.96
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2022,437077.09
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2023,470396.67
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2024,438445.0
Osevní plocha k 31. květnu (ha),Česko,Olejniny,2025,439571.2
Osevní plocha k 31. květnu (ha),Česko,Řepka,2002,313023.58
Osevní plocha k 31. květnu (ha),Česko,Řepka,2003,250958.72
Osevní plocha k 31. květnu (ha),Česko,Řepka,2004,259459.55
Osevní plocha k 31. květnu (ha),Česko,Řepka,2005,267160.06
Osevní plocha k 31. květnu (ha),Česko,Řepka,2006,292246.22
Osevní plocha k 31. květnu (ha),Česko,Řepka,2007,337570.29
Osevní plocha k 31. květnu (ha),Česko,Řepka,2008,356924.28
Osevní plocha k 31. květnu (ha),Česko,Řepka,2009,354825.67
Osevní plocha k 31. květnu (ha),Česko,Řepka,2010,368824.32
Osevní plocha k 31. květnu (ha),Česko,Řepka,2011,373385.86
Osevní plocha k 31. květnu (ha),Česko,Řepka,2012,401319.14
Osevní plocha k 31. květnu (ha),Česko,Řepka,2013,418808.09
Osevní plocha k 31. květnu (ha),Česko,Řepka,2014,389297.83
Osevní plocha k 31. květnu (ha),Česko,Řepka,2015,366180.29
Osevní plocha k 31. květnu (ha),Česko,Řepka,2016,392991.25
Osevní plocha k 31. květnu (ha),Česko,Řepka,2017,394261.6
Osevní plocha k 31. květnu (ha),Česko,Řepka,2018,411801.58
Osevní plocha k 31. květnu (ha),Česko,Řepka,2019,379777.8
Osevní plocha k 31. květnu (ha),Česko,Řepka,2020,368213.71
Osevní plocha k 31. květnu (ha),Česko,Řepka,2021,342315.21
Osevní plocha k 31. květnu (ha),Česko,Řepka,2022,343963.82
Osevní plocha k 31. květnu (ha),Česko,Řepka,2023,379943.57
Osevní plocha k 31. květnu (ha),Česko,Řepka,2024,343380.14
Osevní plocha k 31. květnu (ha),Česko,Řepka,2025,335853.9200000001
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2002,
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2003,
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2004,
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2005,
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2006,
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2007,
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2008,
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2009,
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2010,
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2011,
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2012,
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2013,
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2014,
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2015,
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2016,
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2017,
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2018,
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2019,
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2020,
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2021,
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2022,
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2023,379631.63
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2024,342962.75
Osevní plocha k 31. květnu (ha),Česko,Řepka ozimá,2025,335562.46
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2002,
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2003,
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2004,
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2005,
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2006,
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2007,
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2008,
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2009,
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2010,
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2011,
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2012,
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2013,
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2014,
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2015,
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2016,
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2017,
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2018,
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2019,
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2020,
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2021,
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2022,
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2023,311.94
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2024,417.39
Osevní plocha k 31. květnu (ha),Česko,Řepka jarní,2025,291.46
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2002,24241.72
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2003,48705.49
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2004,39392.38
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2005,39646.9
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2006,47067.62
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2007,24424.64
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2008,24467.66
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2009,25620.72
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2010,27171.99
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2011,28554.2
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2012,24633.64
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2013,21276.15
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2014,18607.17
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2015,15450.12
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2016,15647.8
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2017,21600.53
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2018,20201.85
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2019,11825.45
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2020,11274.15
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2021,17980.97
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2022,22484.55
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2023,19802.0
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2024,16423.33
Osevní plocha k 31. květnu (ha),Česko,Slunečnice na semeno,2025,20676.2
Osevní plocha k 31. květnu (ha),Česko,Sója,2002,3001.9
Osevní plocha k 31. květnu (ha),Česko,Sója,2003,7696.43
Osevní plocha k 31. květnu (ha),Česko,Sója,2004,9005.86
Osevní plocha k 31. květnu (ha),Česko,Sója,2005,9276.47
Osevní plocha k 31. květnu (ha),Česko,Sója,2006,9640.51
Osevní plocha k 31. květnu (ha),Česko,Sója,2007,7525.01
Osevní plocha k 31. květnu (ha),Česko,Sója,2008,4339.38
Osevní plocha k 31. květnu (ha),Česko,Sója,2009,6046.14
Osevní plocha k 31. květnu (ha),Česko,Sója,2010,9471.63
Osevní plocha k 31. květnu (ha),Česko,Sója,2011,7584.19
Osevní plocha k 31. květnu (ha),Česko,Sója,2012,5742.14
Osevní plocha k 31. květnu (ha),Česko,Sója,2013,6507.32
Osevní plocha k 31. květnu (ha),Česko,Sója,2014,7241.59
Osevní plocha k 31. květnu (ha),Česko,Sója,2015,12311.34
Osevní plocha k 31. květnu (ha),Česko,Sója,2016,10608.25
Osevní plocha k 31. květnu (ha),Česko,Sója,2017,15344.14
Osevní plocha k 31. květnu (ha),Česko,Sója,2018,15230.28
Osevní plocha k 31. květnu (ha),Česko,Sója,2019,12239.95
Osevní plocha k 31. květnu (ha),Česko,Sója,2020,14145.29
Osevní plocha k 31. květnu (ha),Česko,Sója,2021,19678.98
Osevní plocha k 31. květnu (ha),Česko,Sója,2022,28537.95
Osevní plocha k 31. květnu (ha),Česko,Sója,2023,26505.46
Osevní plocha k 31. květnu (ha),Česko,Sója,2024,28330.83
Osevní plocha k 31. květnu (ha),Česko,Sója,2025,34141.79
Osevní plocha k 31. květnu (ha),Česko,Mák,2002,29637.56
Osevní plocha k 31. květnu (ha),Česko,Mák,2003,38148.0
Osevní plocha k 31. květnu (ha),Česko,Mák,2004,27611.15
Osevní plocha k 31. květnu (ha),Česko,Mák,2005,44614.87
Osevní plocha k 31. květnu (ha),Česko,Mák,2006,57786.24
Osevní plocha k 31. květnu (ha),Česko,Mák,2007,56915.09
Osevní plocha k 31. květnu (ha),Česko,Mák,2008,69793.23
Osevní plocha k 31. květnu (ha),Česko,Mák,2009,53623.13
Osevní plocha k 31. květnu (ha),Česko,Mák,2010,51102.54
Osevní plocha k 31. květnu (ha),Česko,Mák,2011,31494.71
Osevní plocha k 31. květnu (ha),Česko,Mák,2012,18362.89
Osevní plocha k 31. květnu (ha),Česko,Mák,2013,20250.48
Osevní plocha k 31. květnu (ha),Česko,Mák,2014,27019.81
Osevní plocha k 31. květnu (ha),Česko,Mák,2015,32649.54
Osevní plocha k 31. květnu (ha),Česko,Mák,2016,35542.63
Osevní plocha k 31. květnu (ha),Česko,Mák,2017,32585.82
Osevní plocha k 31. květnu (ha),Česko,Mák,2018,26608.03
Osevní plocha k 31. květnu (ha),Česko,Mák,2019,35778.31
Osevní plocha k 31. květnu (ha),Česko,Mák,2020,40254.83
Osevní plocha k 31. květnu (ha),Česko,Mák,2021,43866.89
Osevní plocha k 31. květnu (ha),Česko,Mák,2022,26125.0
Osevní plocha k 31. květnu (ha),Česko,Mák,2023,26250.23
Osevní plocha k 31. květnu (ha),Česko,Mák,2024,36610.8
Osevní plocha k 31. květnu (ha),Česko,Mák,2025,37977.94
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2002,35797.25
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2003,67457.26
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2004,41291.22
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2005,27085.48
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2006,21166.64
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2007,21349.09
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2008,26245.78
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2009,41789.91
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2010,26818.98
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2011,18122.14
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2012,16948.54
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2013,16472.28
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2014,18452.41
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2015,15874.47
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2016,11769.8
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2017,11824.92
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2018,12983.69
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2019,13240.02
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2020,14287.96
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2021,15274.22
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2022,13020.21
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2023,15620.77
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2024,11626.04
Osevní plocha k 31. květnu (ha),Česko,Hořčice na semeno,2025,8880.43
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2002,2386.48
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2003,5343.89
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2004,2153.38
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2005,7336.08
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2006,7868.67
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2007,2639.5
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2008,1170.68
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2009,2630.55
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2010,4094.4
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2011,2474.57
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2012,1682.51
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2013,1513.03
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2014,1812.89
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2015,1599.32
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2016,1481.18
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2017,1721.8
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2018,1258.4
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2019,1081.8
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2020,1286.71
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2021,1827.8
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2022,1931.69
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2023,1597.75
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2024,1082.35
Osevní plocha k 31. květnu (ha),Česko,Len olejný,2025,999.57
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2002,1649.46
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2003,2989.47
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2004,3515.53
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2005,4411.24
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2006,2164.07
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2007,1233.31
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2008,910.24
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2009,1997.14
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2010,2936.29
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2011,2789.0
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2012,2130.51
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2013,2080.6
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2014,1841.99
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2015,1956.89
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2016,2136.6
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2017,2184.61
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2018,1252.08
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2019,817.74
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2020,750.2
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2021,1365.89
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2022,1013.87
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2023,676.89
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2024,991.51
Osevní plocha k 31. květnu (ha),Česko,Ostatní olejniny,2025,1041.35
Osevní plocha k 31. květnu (ha),Česko,Konopí,2002,
Osevní plocha k 31. květnu (ha),Česko,Konopí,2003,
Osevní plocha k 31. květnu (ha),Česko,Konopí,2004,
Osevní plocha k 31. květnu (ha),Česko,Konopí,2005,
Osevní plocha k 31. květnu (ha),Česko,Konopí,2006,
Osevní plocha k 31. květnu (ha),Česko,Konopí,2007,
Osevní plocha k 31. květnu (ha),Česko,Konopí,2008,
Osevní plocha k 31. květnu (ha),Česko,Konopí,2009,
