Území;Ukazatel;Typ indexu;Typ zakázek;Očištění;Vybraná odvětví průmyslu;Měsíce;value
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2013;105.3892847195
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2013;100.2515389143
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2013;91.4245486023
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2013;99.5172309197
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2013;95.9086647471
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2013;93.8452696509
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2013;91.2383817453
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2012;96.6162160314
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2012;95.9360708572
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2012;118.7708585995
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2012;96.7376089323
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2012;103.8131019603
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2012;102.4014312855
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2012;87.3583538981
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2012;84.8525130942
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2012;92.6532796925
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2012;82.6390018484
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2012;106.5046958424
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2012;98.0680323433
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2011;94.0410448547
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2011;102.408603925
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2011;109.5128322158
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2011;99.9819693654
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2011;104.3685271222
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2011;93.4600703451
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2011;93.621114806
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2011;112.8252260385
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2011;95.8629912898
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2011;101.1563464932
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2011;93.1100580538
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2011;96.4117621126
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2010;89.3136299514
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2010;89.9451263403
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2010;79.8798193711
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2010;90.6588677063
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2010;98.6218602877
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2010;86.2285909898
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2010;97.0026976707
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2010;102.0361319493
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2010;105.833269429
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2010;98.1995425168
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2010;89.2753282189
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2010;103.6670089048
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2009;118.5800149249
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2009;118.8715085147
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2009;108.0437319125
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2009;84.0353513842
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2009;89.6047051256
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2009;88.2353952247
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2009;89.1548957994
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2009;83.0152548037
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2009;76.0674599314
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2009;92.9412520446
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2009;113.1814511652
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2009;78.1705795744
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2008;82.7384832469
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2008;83.6670927197
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2008;69.6414390711
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2008;110.1561882547
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2008;99.4189782352
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2008;127.0603748979
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2008;107.4170551738
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2008;100.0296453836
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2008;90.1081044353
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2008;86.6248452156
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2008;40.4867138633
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2008;93.2307714676
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2007;91.6542832794
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2007;80.1719811388
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2007;94.8460361466
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2007;80.4062194176
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2007;73.6915601146
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2007;84.1599511369
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2007;85.550015411
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2007;73.8227566429
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2007;109.7951844086
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2007;88.4915965192
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2007;189.3273977297
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2007;99.843085265
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2006;97.2325872822
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2006;91.4689174811
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2006;105.3660610433
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2006;85.712983481
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2006;98.4402137587
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2006;96.1344109242
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2006;94.9671278053
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2006;98.0093018781
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2006;79.7663975678
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2006;111.4682868368
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2006;85.0228915388
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2006;86.123647672
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2005;75.2080013871
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2005;84.0246518314
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2005;74.8569013294
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2005;83.8014490626
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2005;81.4106465631
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2005;84.4515977384
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2005;77.2247102113
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2005;83.8229554077
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2005;85.6352459187
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2005;73.8020302395
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2005;88.3164817683
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2005;93.795813513
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2004;89.0376043157
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2004;111.7123750907
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2004;100.6710185987
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2004;86.8022654648
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2004;87.076498958
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2004;90.4174823016
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2004;97.1951892011
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2004;105.0545171132
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2004;82.5407740435
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2004;89.4576376698
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2004;85.5065228084
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2004;89.1550569632
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2003;100.1549370627
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2003;76.1701610236
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2003;83.4320727331
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2003;105.2146044342
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2003;105.0378828072
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2003;93.7234166958
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2003;96.2445368309
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2003;77.038027082
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2003;115.6926232337
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2003;109.0481266166
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2003;84.2458745058
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2003;88.6189500911
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2002;115.8462125585
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2002;97.399500685
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2002;90.0612350367
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2002;94.8226465701
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2002;85.2001152379
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2002;96.1644352902
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2002;100.7397205916
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2002;95.9054949489
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2002;79.7160492999
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2002;112.1683233794
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2002;113.6361025626
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2002;101.471794501
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2001;141.5716092837
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2001;157.230680361
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2001;146.5814776273
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2001;167.6549175067
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2001;154.06718066
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2001;128.1286345429
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2001;143.3101021789
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2001;157.7482583096
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2001;191.5844264666
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2001;163.1578202275
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2001;149.8142236044
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2001;192.0449884465
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;březen 2025;99.3400620544
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;únor 2025;93.4201918563
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;leden 2025;96.7178377659
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;prosinec 2024;113.3083987171
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;listopad 2024;105.0129584874
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;říjen 2024;99.925253392
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;září 2024;104.3287217026
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;srpen 2024;102.7947876683
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;červenec 2024;120.4044235417
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;červen 2024;96.9936236186
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;květen 2024;106.1632107734
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;duben 2024;112.4075304077
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;březen 2024;101.9073879791
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;únor 2024;117.0744445429
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;leden 2024;107.8889810082
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;prosinec 2023;86.0113995332
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;listopad 2023;93.2731734851
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;říjen 2023;96.8140743349
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;září 2023;89.9587101511
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;srpen 2023;86.7634563752
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;červenec 2023;85.6953438233
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;červen 2023;87.4603911404
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;květen 2023;84.7389970212
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;duben 2023;92.3187779675
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;březen 2023;96.697992593
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;únor 2023;97.9267814154
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;leden 2023;101.8144114226
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;prosinec 2022;103.9619644695
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;listopad 2022;107.0592650596
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;říjen 2022;111.2542148306
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;září 2022;112.6484491691
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;srpen 2022;128.2643009726
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;červenec 2022;108.791881515
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;červen 2022;128.4514983201
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;květen 2022;133.6410574855
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;duben 2022;115.7032253401
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;březen 2022;122.4080336239
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;únor 2022;121.8042481004
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;leden 2022;119.5294777254
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;prosinec 2021;126.3195771314
