Ukazatel;Území;Pohlaví;Roky;Věk (roky);Rodinný stav;value
Zemřelí;Česko;Celkem;2023;92;Vdovec/vdova;2043
Zemřelí;Česko;Celkem;2023;92;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;92;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;92;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;93;Celkem;2125
Zemřelí;Česko;Celkem;2023;93;Svobodný/svobodná;37
Zemřelí;Česko;Celkem;2023;93;Ženatý/vdaná;285
Zemřelí;Česko;Celkem;2023;93;Rozvedený/rozvedená;134
Zemřelí;Česko;Celkem;2023;93;Vdovec/vdova;1669
Zemřelí;Česko;Celkem;2023;93;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;93;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;93;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;94;Celkem;1644
Zemřelí;Česko;Celkem;2023;94;Svobodný/svobodná;33
Zemřelí;Česko;Celkem;2023;94;Ženatý/vdaná;165
Zemřelí;Česko;Celkem;2023;94;Rozvedený/rozvedená;107
Zemřelí;Česko;Celkem;2023;94;Vdovec/vdova;1339
Zemřelí;Česko;Celkem;2023;94;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;94;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;94;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;95;Celkem;1229
Zemřelí;Česko;Celkem;2023;95;Svobodný/svobodná;26
Zemřelí;Česko;Celkem;2023;95;Ženatý/vdaná;80
Zemřelí;Česko;Celkem;2023;95;Rozvedený/rozvedená;79
Zemřelí;Česko;Celkem;2023;95;Vdovec/vdova;1044
Zemřelí;Česko;Celkem;2023;95;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;95;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;95;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;96;Celkem;956
Zemřelí;Česko;Celkem;2023;96;Svobodný/svobodná;17
Zemřelí;Česko;Celkem;2023;96;Ženatý/vdaná;74
Zemřelí;Česko;Celkem;2023;96;Rozvedený/rozvedená;59
Zemřelí;Česko;Celkem;2023;96;Vdovec/vdova;806
Zemřelí;Česko;Celkem;2023;96;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;96;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;96;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;97;Celkem;663
Zemřelí;Česko;Celkem;2023;97;Svobodný/svobodná;18
Zemřelí;Česko;Celkem;2023;97;Ženatý/vdaná;50
Zemřelí;Česko;Celkem;2023;97;Rozvedený/rozvedená;35
Zemřelí;Česko;Celkem;2023;97;Vdovec/vdova;560
Zemřelí;Česko;Celkem;2023;97;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;97;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;97;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;98;Celkem;452
Zemřelí;Česko;Celkem;2023;98;Svobodný/svobodná;8
Zemřelí;Česko;Celkem;2023;98;Ženatý/vdaná;18
Zemřelí;Česko;Celkem;2023;98;Rozvedený/rozvedená;29
Zemřelí;Česko;Celkem;2023;98;Vdovec/vdova;397
Zemřelí;Česko;Celkem;2023;98;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;98;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;98;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;99;Celkem;339
Zemřelí;Česko;Celkem;2023;99;Svobodný/svobodná;7
Zemřelí;Česko;Celkem;2023;99;Ženatý/vdaná;14
Zemřelí;Česko;Celkem;2023;99;Rozvedený/rozvedená;16
Zemřelí;Česko;Celkem;2023;99;Vdovec/vdova;302
Zemřelí;Česko;Celkem;2023;99;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;99;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;99;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;100 a více;Celkem;449
Zemřelí;Česko;Celkem;2023;100 a více;Svobodný/svobodná;20
Zemřelí;Česko;Celkem;2023;100 a více;Ženatý/vdaná;10
Zemřelí;Česko;Celkem;2023;100 a více;Rozvedený/rozvedená;22
Zemřelí;Česko;Celkem;2023;100 a více;Vdovec/vdova;397
Zemřelí;Česko;Celkem;2023;100 a více;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;100 a více;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;100 a více;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
