Ukazatel;Území;Pohlaví;Roky;Věk (roky);Rodinný stav;value
Zemřelí;Česko;Celkem;2023;10;Rozvedený/rozvedená;0
Zemřelí;Česko;Celkem;2023;10;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;10;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;10;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;10;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;11;Celkem;7
Zemřelí;Česko;Celkem;2023;11;Svobodný/svobodná;7
Zemřelí;Česko;Celkem;2023;11;Ženatý/vdaná;0
Zemřelí;Česko;Celkem;2023;11;Rozvedený/rozvedená;0
Zemřelí;Česko;Celkem;2023;11;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;11;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;11;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;11;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;12;Celkem;11
Zemřelí;Česko;Celkem;2023;12;Svobodný/svobodná;11
Zemřelí;Česko;Celkem;2023;12;Ženatý/vdaná;0
Zemřelí;Česko;Celkem;2023;12;Rozvedený/rozvedená;0
Zemřelí;Česko;Celkem;2023;12;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;12;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;12;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;12;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;13;Celkem;11
Zemřelí;Česko;Celkem;2023;13;Svobodný/svobodná;11
Zemřelí;Česko;Celkem;2023;13;Ženatý/vdaná;0
Zemřelí;Česko;Celkem;2023;13;Rozvedený/rozvedená;0
Zemřelí;Česko;Celkem;2023;13;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;13;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;13;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;13;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;14;Celkem;12
Zemřelí;Česko;Celkem;2023;14;Svobodný/svobodná;12
Zemřelí;Česko;Celkem;2023;14;Ženatý/vdaná;0
Zemřelí;Česko;Celkem;2023;14;Rozvedený/rozvedená;0
Zemřelí;Česko;Celkem;2023;14;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;14;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;14;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;14;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;15;Celkem;19
Zemřelí;Česko;Celkem;2023;15;Svobodný/svobodná;19
Zemřelí;Česko;Celkem;2023;15;Ženatý/vdaná;0
Zemřelí;Česko;Celkem;2023;15;Rozvedený/rozvedená;0
Zemřelí;Česko;Celkem;2023;15;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;15;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;15;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;15;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;16;Celkem;12
Zemřelí;Česko;Celkem;2023;16;Svobodný/svobodná;12
Zemřelí;Česko;Celkem;2023;16;Ženatý/vdaná;0
Zemřelí;Česko;Celkem;2023;16;Rozvedený/rozvedená;0
Zemřelí;Česko;Celkem;2023;16;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;16;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;16;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;16;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;17;Celkem;32
Zemřelí;Česko;Celkem;2023;17;Svobodný/svobodná;32
Zemřelí;Česko;Celkem;2023;17;Ženatý/vdaná;0
Zemřelí;Česko;Celkem;2023;17;Rozvedený/rozvedená;0
Zemřelí;Česko;Celkem;2023;17;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;17;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;17;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;17;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;18;Celkem;26
Zemřelí;Česko;Celkem;2023;18;Svobodný/svobodná;26
Zemřelí;Česko;Celkem;2023;18;Ženatý/vdaná;0
Zemřelí;Česko;Celkem;2023;18;Rozvedený/rozvedená;0
Zemřelí;Česko;Celkem;2023;18;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;18;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;18;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;18;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;19;Celkem;52
Zemřelí;Česko;Celkem;2023;19;Svobodný/svobodná;52
Zemřelí;Česko;Celkem;2023;19;Ženatý/vdaná;0
Zemřelí;Česko;Celkem;2023;19;Rozvedený/rozvedená;0
Zemřelí;Česko;Celkem;2023;19;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;19;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;19;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;19;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;20;Celkem;47
Zemřelí;Česko;Celkem;2023;20;Svobodný/svobodná;47
Zemřelí;Česko;Celkem;2023;20;Ženatý/vdaná;0
Zemřelí;Česko;Celkem;2023;20;Rozvedený/rozvedená;0
Zemřelí;Česko;Celkem;2023;20;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;20;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;20;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;20;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;21;Celkem;54
Zemřelí;Česko;Celkem;2023;21;Svobodný/svobodná;54
Zemřelí;Česko;Celkem;2023;21;Ženatý/vdaná;0
Zemřelí;Česko;Celkem;2023;21;Rozvedený/rozvedená;0
Zemřelí;Česko;Celkem;2023;21;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;21;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;21;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;21;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;22;Celkem;43
Zemřelí;Česko;Celkem;2023;22;Svobodný/svobodná;43
Zemřelí;Česko;Celkem;2023;22;Ženatý/vdaná;0
Zemřelí;Česko;Celkem;2023;22;Rozvedený/rozvedená;0
Zemřelí;Česko;Celkem;2023;22;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;22;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;22;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;22;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;23;Celkem;46
Zemřelí;Česko;Celkem;2023;23;Svobodný/svobodná;45
Zemřelí;Česko;Celkem;2023;23;Ženatý/vdaná;1
Zemřelí;Česko;Celkem;2023;23;Rozvedený/rozvedená;0
Zemřelí;Česko;Celkem;2023;23;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;23;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;23;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;23;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;24;Celkem;34
Zemřelí;Česko;Celkem;2023;24;Svobodný/svobodná;34
Zemřelí;Česko;Celkem;2023;24;Ženatý/vdaná;0
Zemřelí;Česko;Celkem;2023;24;Rozvedený/rozvedená;0
Zemřelí;Česko;Celkem;2023;24;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;24;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;24;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;24;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;25;Celkem;69
Zemřelí;Česko;Celkem;2023;25;Svobodný/svobodná;65
Zemřelí;Česko;Celkem;2023;25;Ženatý/vdaná;3
Zemřelí;Česko;Celkem;2023;25;Rozvedený/rozvedená;0
Zemřelí;Česko;Celkem;2023;25;Vdovec/vdova;1
Zemřelí;Česko;Celkem;2023;25;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;25;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;25;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;26;Celkem;51
Zemřelí;Česko;Celkem;2023;26;Svobodný/svobodná;47
Zemřelí;Česko;Celkem;2023;26;Ženatý/vdaná;4
Zemřelí;Česko;Celkem;2023;26;Rozvedený/rozvedená;0
Zemřelí;Česko;Celkem;2023;26;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;26;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;26;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;26;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;27;Celkem;38
Zemřelí;Česko;Celkem;2023;27;Svobodný/svobodná;34
Zemřelí;Česko;Celkem;2023;27;Ženatý/vdaná;4
Zemřelí;Česko;Celkem;2023;27;Rozvedený/rozvedená;0
Zemřelí;Česko;Celkem;2023;27;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;27;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;27;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;27;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;31;Celkem;94
Zemřelí;Česko;Celkem;2023;31;Svobodný/svobodná;74
Zemřelí;Česko;Celkem;2023;31;Ženatý/vdaná;12
Zemřelí;Česko;Celkem;2023;31;Rozvedený/rozvedená;8
Zemřelí;Česko;Celkem;2023;31;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;31;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;31;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;31;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;28;Celkem;53
Zemřelí;Česko;Celkem;2023;28;Svobodný/svobodná;46
Zemřelí;Česko;Celkem;2023;28;Ženatý/vdaná;7
Zemřelí;Česko;Celkem;2023;28;Rozvedený/rozvedená;0
Zemřelí;Česko;Celkem;2023;28;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;28;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;28;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;28;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;29;Celkem;74
Zemřelí;Česko;Celkem;2023;29;Svobodný/svobodná;67
Zemřelí;Česko;Celkem;2023;29;Ženatý/vdaná;7
Zemřelí;Česko;Celkem;2023;29;Rozvedený/rozvedená;0
Zemřelí;Česko;Celkem;2023;29;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;29;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;29;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;29;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;30;Celkem;80
Zemřelí;Česko;Celkem;2023;30;Svobodný/svobodná;66
Zemřelí;Česko;Celkem;2023;30;Ženatý/vdaná;12
Zemřelí;Česko;Celkem;2023;30;Rozvedený/rozvedená;2
Zemřelí;Česko;Celkem;2023;30;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;30;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;30;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;30;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;32;Celkem;112
Zemřelí;Česko;Celkem;2023;32;Svobodný/svobodná;84
Zemřelí;Česko;Celkem;2023;32;Ženatý/vdaná;24
Zemřelí;Česko;Celkem;2023;32;Rozvedený/rozvedená;4
Zemřelí;Česko;Celkem;2023;32;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;32;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;32;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;32;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;33;Celkem;112
Zemřelí;Česko;Celkem;2023;33;Svobodný/svobodná;84
Zemřelí;Česko;Celkem;2023;33;Ženatý/vdaná;26
Zemřelí;Česko;Celkem;2023;33;Rozvedený/rozvedená;2
Zemřelí;Česko;Celkem;2023;33;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;33;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;33;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;33;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;34;Celkem;111
Zemřelí;Česko;Celkem;2023;34;Svobodný/svobodná;80
Zemřelí;Česko;Celkem;2023;34;Ženatý/vdaná;27
Zemřelí;Česko;Celkem;2023;34;Rozvedený/rozvedená;4
Zemřelí;Česko;Celkem;2023;34;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;34;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;34;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;34;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;35;Celkem;137
Zemřelí;Česko;Celkem;2023;35;Svobodný/svobodná;104
Zemřelí;Česko;Celkem;2023;35;Ženatý/vdaná;26
Zemřelí;Česko;Celkem;2023;35;Rozvedený/rozvedená;7
Zemřelí;Česko;Celkem;2023;35;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;35;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;35;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;35;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;36;Celkem;139
Zemřelí;Česko;Celkem;2023;36;Svobodný/svobodná;110
Zemřelí;Česko;Celkem;2023;36;Ženatý/vdaná;17
Zemřelí;Česko;Celkem;2023;36;Rozvedený/rozvedená;12
Zemřelí;Česko;Celkem;2023;36;Vdovec/vdova;0
Zemřelí;Česko;Celkem;2023;36;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;36;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;36;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;37;Celkem;153
Zemřelí;Česko;Celkem;2023;37;Svobodný/svobodná;115
Zemřelí;Česko;Celkem;2023;37;Ženatý/vdaná;25
Zemřelí;Česko;Celkem;2023;37;Rozvedený/rozvedená;12
Zemřelí;Česko;Celkem;2023;37;Vdovec/vdova;1
Zemřelí;Česko;Celkem;2023;37;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;37;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;37;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;38;Celkem;153
Zemřelí;Česko;Celkem;2023;38;Svobodný/svobodná;105
Zemřelí;Česko;Celkem;2023;38;Ženatý/vdaná;38
Zemřelí;Česko;Celkem;2023;38;Rozvedený/rozvedená;9
Zemřelí;Česko;Celkem;2023;38;Vdovec/vdova;1
Zemřelí;Česko;Celkem;2023;38;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;38;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;38;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;39;Celkem;148
Zemřelí;Česko;Celkem;2023;39;Svobodný/svobodná;95
Zemřelí;Česko;Celkem;2023;39;Ženatý/vdaná;32
Zemřelí;Česko;Celkem;2023;39;Rozvedený/rozvedená;18
Zemřelí;Česko;Celkem;2023;39;Vdovec/vdova;2
Zemřelí;Česko;Celkem;2023;39;Registrované partnerství trvající;1
Zemřelí;Česko;Celkem;2023;39;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;39;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;40;Celkem;180
Zemřelí;Česko;Celkem;2023;40;Svobodný/svobodná;105
Zemřelí;Česko;Celkem;2023;40;Ženatý/vdaná;51
Zemřelí;Česko;Celkem;2023;40;Rozvedený/rozvedená;22
Zemřelí;Česko;Celkem;2023;40;Vdovec/vdova;1
Zemřelí;Česko;Celkem;2023;40;Registrované partnerství trvající;1
Zemřelí;Česko;Celkem;2023;40;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;40;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;41;Celkem;213
Zemřelí;Česko;Celkem;2023;41;Svobodný/svobodná;127
Zemřelí;Česko;Celkem;2023;41;Ženatý/vdaná;58
Zemřelí;Česko;Celkem;2023;41;Rozvedený/rozvedená;25
Zemřelí;Česko;Celkem;2023;41;Vdovec/vdova;3
Zemřelí;Česko;Celkem;2023;41;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;41;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;41;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;42;Celkem;228
Zemřelí;Česko;Celkem;2023;42;Svobodný/svobodná;126
Zemřelí;Česko;Celkem;2023;42;Ženatý/vdaná;56
Zemřelí;Česko;Celkem;2023;42;Rozvedený/rozvedená;44
Zemřelí;Česko;Celkem;2023;42;Vdovec/vdova;2
Zemřelí;Česko;Celkem;2023;42;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;42;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;42;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;43;Celkem;265
Zemřelí;Česko;Celkem;2023;43;Svobodný/svobodná;149
Zemřelí;Česko;Celkem;2023;43;Ženatý/vdaná;75
Zemřelí;Česko;Celkem;2023;43;Rozvedený/rozvedená;40
Zemřelí;Česko;Celkem;2023;43;Vdovec/vdova;1
Zemřelí;Česko;Celkem;2023;43;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;43;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;43;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;44;Celkem;267
Zemřelí;Česko;Celkem;2023;44;Svobodný/svobodná;143
Zemřelí;Česko;Celkem;2023;44;Ženatý/vdaná;68
Zemřelí;Česko;Celkem;2023;44;Rozvedený/rozvedená;55
Zemřelí;Česko;Celkem;2023;44;Vdovec/vdova;1
Zemřelí;Česko;Celkem;2023;44;Registrované partnerství trvající;0
Zemřelí;Česko;Celkem;2023;44;Registrované partnerství zaniklé rozhodnutím soudu;0
Zemřelí;Česko;Celkem;2023;44;Registrované partnerství zaniklé úmrtím partnera/partnerky;0
Zemřelí;Česko;Celkem;2023;45;Celkem;335
Zemřelí;Česko;Celkem;2023;45;Svobodný/svobodná;168
Zemřelí;Česko;Celkem;2023;45;Ženatý/vdaná;90
Zemřelí;Česko;Celkem;2023;45;Rozvedený/rozvedená;73
Zemřelí;Česko;Celkem;2023;45;Vdovec/vdova;3
Zemřelí;Česko;Celkem;2023;45;Registrované partnerství trvající;1
