Území,Týdny,Ukazatel,Druh PHM,value
Česko, 21. týden 2018,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 21. týden 2018,Index cen pohonných hmot (%),Motorová nafta,
Česko, 21. týden 2018,Index cen pohonných hmot (%),LPG,
Česko, 20. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,31.66
Česko, 20. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,31.02
Česko, 20. týden 2018,Průměrná cena pohonných hmot (Kč/litr),LPG,14.05
Česko, 20. týden 2018,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 20. týden 2018,Index cen pohonných hmot (%),Motorová nafta,
Česko, 20. týden 2018,Index cen pohonných hmot (%),LPG,
Česko, 19. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,31.39
Česko, 19. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,30.69
Česko, 19. týden 2018,Průměrná cena pohonných hmot (Kč/litr),LPG,14.08
Česko, 19. týden 2018,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 19. týden 2018,Index cen pohonných hmot (%),Motorová nafta,
Česko, 19. týden 2018,Index cen pohonných hmot (%),LPG,
Česko, 18. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,31.05
Česko, 18. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,30.28
Česko, 18. týden 2018,Průměrná cena pohonných hmot (Kč/litr),LPG,13.81
Česko, 18. týden 2018,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 18. týden 2018,Index cen pohonných hmot (%),Motorová nafta,
Česko, 18. týden 2018,Index cen pohonných hmot (%),LPG,
Česko, 17. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.91
Česko, 17. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,30.17
Česko, 17. týden 2018,Průměrná cena pohonných hmot (Kč/litr),LPG,13.81
Česko, 17. týden 2018,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 17. týden 2018,Index cen pohonných hmot (%),Motorová nafta,
Česko, 17. týden 2018,Index cen pohonných hmot (%),LPG,
Česko, 16. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.74
Česko, 16. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,30.02
Česko, 16. týden 2018,Průměrná cena pohonných hmot (Kč/litr),LPG,13.83
Česko, 16. týden 2018,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 16. týden 2018,Index cen pohonných hmot (%),Motorová nafta,
Česko, 16. týden 2018,Index cen pohonných hmot (%),LPG,
Česko, 15. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.61
Česko, 15. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.77
Česko, 15. týden 2018,Průměrná cena pohonných hmot (Kč/litr),LPG,13.83
Česko, 15. týden 2018,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 15. týden 2018,Index cen pohonných hmot (%),Motorová nafta,
Česko, 15. týden 2018,Index cen pohonných hmot (%),LPG,
Česko, 13. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.3
Česko, 13. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.57
Česko, 13. týden 2018,Průměrná cena pohonných hmot (Kč/litr),LPG,13.83
Česko, 13. týden 2018,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 13. týden 2018,Index cen pohonných hmot (%),Motorová nafta,
Česko, 13. týden 2018,Index cen pohonných hmot (%),LPG,
Česko, 12. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.32
Česko, 12. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.51
Česko, 12. týden 2018,Průměrná cena pohonných hmot (Kč/litr),LPG,13.92
Česko, 12. týden 2018,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 12. týden 2018,Index cen pohonných hmot (%),Motorová nafta,
Česko, 12. týden 2018,Index cen pohonných hmot (%),LPG,
Česko, 11. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.39
Česko, 11. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.55
Česko, 11. týden 2018,Průměrná cena pohonných hmot (Kč/litr),LPG,13.98
Česko, 11. týden 2018,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 11. týden 2018,Index cen pohonných hmot (%),Motorová nafta,
Česko, 11. týden 2018,Index cen pohonných hmot (%),LPG,
Česko, 10. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.41
Česko, 10. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.57
Česko, 10. týden 2018,Průměrná cena pohonných hmot (Kč/litr),LPG,14.05
Česko, 10. týden 2018,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 10. týden 2018,Index cen pohonných hmot (%),Motorová nafta,
Česko, 10. týden 2018,Index cen pohonných hmot (%),LPG,
Česko, 09. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.44
Česko, 09. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.61
Česko, 09. týden 2018,Průměrná cena pohonných hmot (Kč/litr),LPG,14.05
Česko, 09. týden 2018,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 09. týden 2018,Index cen pohonných hmot (%),Motorová nafta,
Česko, 09. týden 2018,Index cen pohonných hmot (%),LPG,
Česko, 08. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.54
Česko, 08. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.69
Česko, 08. týden 2018,Průměrná cena pohonných hmot (Kč/litr),LPG,14.09
Česko, 08. týden 2018,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 08. týden 2018,Index cen pohonných hmot (%),Motorová nafta,
Česko, 08. týden 2018,Index cen pohonných hmot (%),LPG,
Česko, 07. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.74
Česko, 07. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.94
Česko, 07. týden 2018,Průměrná cena pohonných hmot (Kč/litr),LPG,14.18
Česko, 07. týden 2018,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 07. týden 2018,Index cen pohonných hmot (%),Motorová nafta,
Česko, 07. týden 2018,Index cen pohonných hmot (%),LPG,
Česko, 06. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.74
Česko, 06. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,30.06
Česko, 06. týden 2018,Průměrná cena pohonných hmot (Kč/litr),LPG,14.15
Česko, 06. týden 2018,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 06. týden 2018,Index cen pohonných hmot (%),Motorová nafta,
Česko, 06. týden 2018,Index cen pohonných hmot (%),LPG,
Česko, 05. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.72
Česko, 05. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,30.03
Česko, 05. týden 2018,Průměrná cena pohonných hmot (Kč/litr),LPG,14.12
Česko, 05. týden 2018,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 05. týden 2018,Index cen pohonných hmot (%),Motorová nafta,
Česko, 05. týden 2018,Index cen pohonných hmot (%),LPG,
Česko, 04. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.64
Česko, 04. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,30.0
Česko, 04. týden 2018,Průměrná cena pohonných hmot (Kč/litr),LPG,14.12
Česko, 04. týden 2018,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 04. týden 2018,Index cen pohonných hmot (%),Motorová nafta,
Česko, 04. týden 2018,Index cen pohonných hmot (%),LPG,
Česko, 03. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.56
Česko, 03. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.93
Česko, 03. týden 2018,Průměrná cena pohonných hmot (Kč/litr),LPG,14.13
Česko, 03. týden 2018,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 03. týden 2018,Index cen pohonných hmot (%),Motorová nafta,
Česko, 03. týden 2018,Index cen pohonných hmot (%),LPG,
Česko, 02. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.4
Česko, 02. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.83
Česko, 02. týden 2018,Průměrná cena pohonných hmot (Kč/litr),LPG,14.15
Česko, 02. týden 2018,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 02. týden 2018,Index cen pohonných hmot (%),Motorová nafta,
Česko, 02. týden 2018,Index cen pohonných hmot (%),LPG,
Česko, 01. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.46
Česko, 01. týden 2018,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.67
Česko, 01. týden 2018,Průměrná cena pohonných hmot (Kč/litr),LPG,14.13
Česko, 01. týden 2018,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 01. týden 2018,Index cen pohonných hmot (%),Motorová nafta,
Česko, 01. týden 2018,Index cen pohonných hmot (%),LPG,
Česko, 51. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.41
Česko, 51. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.67
Česko, 51. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,14.14
Česko, 51. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 51. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 51. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 50. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.44
Česko, 50. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.7
Česko, 50. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,14.08
Česko, 50. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 50. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 50. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 49. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.47
Česko, 49. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.73
Česko, 49. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,14.08
Česko, 49. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 49. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 49. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 48. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.49
Česko, 48. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.87
Česko, 48. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,14.07
Česko, 48. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 48. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 48. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 47. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.6
Česko, 47. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.86
Česko, 47. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,14.12
Česko, 47. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 47. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 47. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 46. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.51
Česko, 46. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.78
Česko, 46. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,14.08
Česko, 46. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 46. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 46. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 45. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.19
Česko, 45. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.48
Česko, 45. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,13.96
Česko, 45. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 45. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 45. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 44. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,29.99
Česko, 44. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.22
Česko, 44. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,14.06
Česko, 44. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 44. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 44. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 43. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.0
Česko, 43. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.24
Česko, 43. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,14.05
Česko, 43. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 43. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 43. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 42. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,29.99
Česko, 42. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.19
Česko, 42. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,13.95
Česko, 42. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 42. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 42. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 41. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,29.99
Česko, 41. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.21
Česko, 41. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,13.91
Česko, 41. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 41. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 41. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 40. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.01
Česko, 40. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.1
Česko, 40. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,13.9
Česko, 40. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 40. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 40. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 39. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,29.96
Česko, 39. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,28.9
Česko, 39. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,13.83
Česko, 39. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 39. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 39. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 38. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.02
Česko, 38. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,28.76
Česko, 38. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,13.72
Česko, 38. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 38. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 38. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 37. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,29.9
Česko, 37. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,28.69
Česko, 37. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,13.68
Česko, 37. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 37. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 37. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 36. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,29.53
Česko, 36. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,28.49
Česko, 36. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,13.36
Česko, 36. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 36. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 36. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 35. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,29.4
Česko, 35. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,28.43
Česko, 35. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,13.32
Česko, 35. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 35. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 35. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 34. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,29.44
Česko, 34. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,28.46
Česko, 34. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,13.33
Česko, 34. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 34. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 34. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 33. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,29.45
Česko, 33. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,28.47
Česko, 33. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,13.36
Česko, 33. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 33. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 33. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 32. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,29.44
Česko, 32. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,28.48
Česko, 32. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,13.29
Česko, 32. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 32. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 32. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 31. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,29.28
Česko, 31. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,28.23
Česko, 31. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,13.28
Česko, 31. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 31. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 31. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 30. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,29.33
Česko, 30. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,28.3
Česko, 30. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,13.36
Česko, 30. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 30. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 30. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 29. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,29.38
Česko, 29. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,28.34
Česko, 29. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,13.4
Česko, 29. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 29. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 29. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 28. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,29.43
Česko, 28. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,28.4
Česko, 28. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,13.56
Česko, 28. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 28. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 28. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 26. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,29.64
Česko, 26. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,28.59
Česko, 26. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,13.65
Česko, 26. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 26. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 26. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 25. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,29.95
Česko, 25. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,28.88
Česko, 25. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,13.74
Česko, 25. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 25. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 25. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 24. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.11
Česko, 24. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.05
Česko, 24. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,13.91
Česko, 24. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 24. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 24. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 23. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.35
Česko, 23. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.44
Česko, 23. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,13.95
Česko, 23. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 23. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 23. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 22. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.43
Česko, 22. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.52
Česko, 22. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,13.98
Česko, 22. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 22. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 22. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 21. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.39
Česko, 21. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.49
Česko, 21. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,14.0
Česko, 21. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 21. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 21. týden 2017,Index cen pohonných hmot (%),LPG,
Česko, 20. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Benzin automobilový bezolovnatý Natural 95 oktanu,30.46
Česko, 20. týden 2017,Průměrná cena pohonných hmot (Kč/litr),Motorová nafta,29.57
Česko, 20. týden 2017,Průměrná cena pohonných hmot (Kč/litr),LPG,14.01
Česko, 20. týden 2017,Index cen pohonných hmot (%),Benzin automobilový bezolovnatý Natural 95 oktanu,
Česko, 20. týden 2017,Index cen pohonných hmot (%),Motorová nafta,
Česko, 20. týden 2017,Index cen pohonných hmot (%),LPG,
