ČR a kraje,Ukazatel,Pohlaví,Odvětví ekonomické činnosti,Čtvrtletí,value
Česko,Zaměstnaní (tis. osob),Celkem,"A - Zemědělství, lesnictví, rybářství",1. čtvrtletí 1995,
Česko,Zaměstnaní (tis. osob),Celkem,"A - Zemědělství, lesnictví, rybářství",4. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,"A - Zemědělství, lesnictví, rybářství",3. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,"A - Zemědělství, lesnictví, rybářství",2. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,"A - Zemědělství, lesnictví, rybářství",1. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,"A - Zemědělství, lesnictví, rybářství",4. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,"A - Zemědělství, lesnictví, rybářství",3. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,"A - Zemědělství, lesnictví, rybářství",2. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,"A - Zemědělství, lesnictví, rybářství",1. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2025,21.061386746
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2025,21.736271876
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2024,21.95693125
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2024,22.550649222
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2024,21.27590022
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2024,24.13059126
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2023,21.688172373
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2023,21.962869002
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2023,19.248570438
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2023,22.81697488
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2022,19.71853858
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2022,22.46275165
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2022,24.1469354
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2022,26.0712855
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2021,26.7522316
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2021,29.5601827
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2021,28.6460232
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2021,32.2830443
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2020,33.51554
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2020,31.2019091
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2020,29.584349
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2020,29.5216934
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2019,29.330361
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2019,30.1853343
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2019,29.4648895
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2019,30.5776926
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2018,31.1863356
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2018,32.0206518
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2018,34.9076642
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2018,35.0929713
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2017,34.1659088
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2017,32.942453
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2017,31.4359767
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2017,33.5504471
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2016,34.8477992
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2016,38.9725817
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2016,40.7930944
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2016,40.9636094300001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2015,40.6467243600001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2015,38.0596433400001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2015,37.2797526600001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2015,35.3752644400001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2014,33.2429512900001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2014,35.3797479400001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2014,36.2692936300001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2014,38.0207552700001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2013,40.1269203900001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2013,41.3323947100001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2013,40.8800346600001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2013,42.0704422200001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2012,42.3316369000001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2012,41.2551300000001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2012,43.9960687900001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2012,45.6309173800001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2011,47.4254730000001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2011,47.8588618600001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2011,46.2612606209001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2011,44.5210590416001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2010,46.6713670874001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2010,46.9083827199001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2010,47.2965330423001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2010,50.7942289870001
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2005,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2004,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2003,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2002,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2001,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 2000,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 1999,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 1998,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 1997,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 1996,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 1995,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 1995,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 1995,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 1995,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 1994,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,4. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,3. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,2. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,B - Těžba a dobývání,1. čtvrtletí 1993,
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,2. čtvrtletí 2025,1260.6881222
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,1. čtvrtletí 2025,1263.2526015
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,4. čtvrtletí 2024,1259.2598946
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,3. čtvrtletí 2024,1279.5863274
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,2. čtvrtletí 2024,1278.466269
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,1. čtvrtletí 2024,1289.52488
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,4. čtvrtletí 2023,1272.220016324
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,3. čtvrtletí 2023,1284.168953084
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,2. čtvrtletí 2023,1278.430035346
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,1. čtvrtletí 2023,1281.80126941
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,4. čtvrtletí 2022,1348.6060721
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,3. čtvrtletí 2022,1342.76455008
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,2. čtvrtletí 2022,1338.7358734
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,1. čtvrtletí 2022,1329.3258425
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,4. čtvrtletí 2021,1350.5765294
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,3. čtvrtletí 2021,1363.8591071
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,2. čtvrtletí 2021,1360.4914503
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,1. čtvrtletí 2021,1357.834645
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,4. čtvrtletí 2020,1377.5810953
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,3. čtvrtletí 2020,1391.2166326
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,2. čtvrtletí 2020,1410.0052647
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,1. čtvrtletí 2020,1416.5343189
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,4. čtvrtletí 2019,1457.1636603
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,3. čtvrtletí 2019,1448.1873833
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,2. čtvrtletí 2019,1458.7789061
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,1. čtvrtletí 2019,1457.4447517
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,4. čtvrtletí 2018,1492.6947075
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,3. čtvrtletí 2018,1449.1022287
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,2. čtvrtletí 2018,1445.3370437
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,1. čtvrtletí 2018,1446.6027877
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,4. čtvrtletí 2017,1462.0300996
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,3. čtvrtletí 2017,1462.0781321
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,2. čtvrtletí 2017,1448.7903033
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,1. čtvrtletí 2017,1446.5190457
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,4. čtvrtletí 2016,1446.2434576
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,3. čtvrtletí 2016,1425.5934931
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,2. čtvrtletí 2016,1418.9808228
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,1. čtvrtletí 2016,1423.79958407
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,4. čtvrtletí 2015,1407.87480021
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,3. čtvrtletí 2015,1370.5304836
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,2. čtvrtletí 2015,1379.38158731
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,1. čtvrtletí 2015,1349.55818967
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,4. čtvrtletí 2014,1346.49437703
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,3. čtvrtletí 2014,1335.71253915
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,2. čtvrtletí 2014,1322.61614298
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,1. čtvrtletí 2014,1314.57459865
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,4. čtvrtletí 2013,1296.92203386
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,3. čtvrtletí 2013,1283.07320502
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,2. čtvrtletí 2013,1289.19144606
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,1. čtvrtletí 2013,1271.85651536
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,4. čtvrtletí 2012,1296.05403157
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,3. čtvrtletí 2012,1313.7249744
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,2. čtvrtletí 2012,1305.32010456
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,1. čtvrtletí 2012,1281.15560466
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,4. čtvrtletí 2011,1308.37039196
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,3. čtvrtletí 2011,1291.68401722
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,2. čtvrtletí 2011,1291.7057669185
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,1. čtvrtletí 2011,1284.2296654687
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,4. čtvrtletí 2010,1279.1173110002
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,3. čtvrtletí 2010,1238.107592563
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,2. čtvrtletí 2010,1212.962070985
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,1. čtvrtletí 2010,1213.4970518757
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,4. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,3. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,2. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,1. čtvrtletí 2009,
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,4. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,3. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,2. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,1. čtvrtletí 2008,
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,4. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,3. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,2. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,1. čtvrtletí 2007,
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,4. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,3. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,2. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,1. čtvrtletí 2006,
Česko,Zaměstnaní (tis. osob),Celkem,C - Zpracovatelský průmysl,4. čtvrtletí 2005,
