Roky,Kategorie ubytovacího zařízení,Oblasti destinačního managementu nečleněné,Ukazatel,Rezidence,value
2024,HUZ celkem,Praha,Počet hostů,Celkem,8063367.0
2024,HUZ celkem,Praha,Počet hostů,Rezidenti,1561069.0
2024,HUZ celkem,Praha,Počet hostů,Nerezidenti,6502298.0
2024,HUZ celkem,Praha,Počet přenocování,Celkem,18279256.0
2024,HUZ celkem,Praha,Počet přenocování,Rezidenti,2614466.0
2024,HUZ celkem,Praha,Počet přenocování,Nerezidenti,15664790.0
2024,HUZ celkem,Praha,Průměrný počet přenocování ,Celkem,2.2669507663
2024,HUZ celkem,Praha,Průměrný počet přenocování ,Rezidenti,1.6747920816
2024,HUZ celkem,Praha,Průměrný počet přenocování ,Nerezidenti,2.4091159772
2024,HUZ celkem,Berounsko,Počet hostů,Celkem,114423.0
2024,HUZ celkem,Berounsko,Počet hostů,Rezidenti,89839.0
2024,HUZ celkem,Berounsko,Počet hostů,Nerezidenti,24584.0
2024,HUZ celkem,Berounsko,Počet přenocování,Celkem,245993.0
2024,HUZ celkem,Berounsko,Počet přenocování,Rezidenti,190841.0
2024,HUZ celkem,Berounsko,Počet přenocování,Nerezidenti,55152.0
2024,HUZ celkem,Berounsko,Průměrný počet přenocování ,Celkem,2.1498562352
2024,HUZ celkem,Berounsko,Průměrný počet přenocování ,Rezidenti,2.1242556128
2024,HUZ celkem,Berounsko,Průměrný počet přenocování ,Nerezidenti,2.2434103482
2024,HUZ celkem,Brdy a Podbrdsko,Počet hostů,Celkem,158166.0
2024,HUZ celkem,Brdy a Podbrdsko,Počet hostů,Rezidenti,135046.0
2024,HUZ celkem,Brdy a Podbrdsko,Počet hostů,Nerezidenti,23120.0
2024,HUZ celkem,Brdy a Podbrdsko,Počet přenocování,Celkem,318364.0
2024,HUZ celkem,Brdy a Podbrdsko,Počet přenocování,Rezidenti,270612.0
2024,HUZ celkem,Brdy a Podbrdsko,Počet přenocování,Nerezidenti,47752.0
2024,HUZ celkem,Brdy a Podbrdsko,Průměrný počet přenocování ,Celkem,2.0128472617
2024,HUZ celkem,Brdy a Podbrdsko,Průměrný počet přenocování ,Rezidenti,2.0038505398
2024,HUZ celkem,Brdy a Podbrdsko,Průměrný počet přenocování ,Nerezidenti,2.0653979239
2024,HUZ celkem,Kladensko - Slánsko,Počet hostů,Celkem,76959.0
2024,HUZ celkem,Kladensko - Slánsko,Počet hostů,Rezidenti,57496.0
2024,HUZ celkem,Kladensko - Slánsko,Počet hostů,Nerezidenti,19463.0
2024,HUZ celkem,Kladensko - Slánsko,Počet přenocování,Celkem,162024.0
2024,HUZ celkem,Kladensko - Slánsko,Počet přenocování,Rezidenti,110209.0
2024,HUZ celkem,Kladensko - Slánsko,Počet přenocování,Nerezidenti,51815.0
2024,HUZ celkem,Kladensko - Slánsko,Průměrný počet přenocování ,Celkem,2.1053288114
2024,HUZ celkem,Kladensko - Slánsko,Průměrný počet přenocování ,Rezidenti,1.9168116043
2024,HUZ celkem,Kladensko - Slánsko,Průměrný počet přenocování ,Nerezidenti,2.6622308997
2024,HUZ celkem,Kutnohorsko a Kolínsko,Počet hostů,Celkem,135311.0
2024,HUZ celkem,Kutnohorsko a Kolínsko,Počet hostů,Rezidenti,103206.0
2024,HUZ celkem,Kutnohorsko a Kolínsko,Počet hostů,Nerezidenti,32105.0
2024,HUZ celkem,Kutnohorsko a Kolínsko,Počet přenocování,Celkem,279939.0
2024,HUZ celkem,Kutnohorsko a Kolínsko,Počet přenocování,Rezidenti,216248.0
2024,HUZ celkem,Kutnohorsko a Kolínsko,Počet přenocování,Nerezidenti,63691.0
2024,HUZ celkem,Kutnohorsko a Kolínsko,Průměrný počet přenocování ,Celkem,2.0688561906
2024,HUZ celkem,Kutnohorsko a Kolínsko,Průměrný počet přenocování ,Rezidenti,2.0953045366
2024,HUZ celkem,Kutnohorsko a Kolínsko,Průměrný počet přenocování ,Nerezidenti,1.9838342937
2024,HUZ celkem,Kraj blanických rytířů,Počet hostů,Celkem,51047.0
2024,HUZ celkem,Kraj blanických rytířů,Počet hostů,Rezidenti,42833.0
2024,HUZ celkem,Kraj blanických rytířů,Počet hostů,Nerezidenti,8214.0
2024,HUZ celkem,Kraj blanických rytířů,Počet přenocování,Celkem,116701.0
2024,HUZ celkem,Kraj blanických rytířů,Počet přenocování,Rezidenti,88922.0
2024,HUZ celkem,Kraj blanických rytířů,Počet přenocování,Nerezidenti,27779.0
2024,HUZ celkem,Kraj blanických rytířů,Průměrný počet přenocování ,Celkem,2.2861480596
2024,HUZ celkem,Kraj blanických rytířů,Průměrný počet přenocování ,Rezidenti,2.0760161558
2024,HUZ celkem,Kraj blanických rytířů,Průměrný počet přenocování ,Nerezidenti,3.381908936
2024,HUZ celkem,Mělnicko - Kokořínsko,Počet hostů,Celkem,95876.0
2024,HUZ celkem,Mělnicko - Kokořínsko,Počet hostů,Rezidenti,72198.0
2024,HUZ celkem,Mělnicko - Kokořínsko,Počet hostů,Nerezidenti,23678.0
2024,HUZ celkem,Mělnicko - Kokořínsko,Počet přenocování,Celkem,185121.0
2024,HUZ celkem,Mělnicko - Kokořínsko,Počet přenocování,Rezidenti,140763.0
2024,HUZ celkem,Mělnicko - Kokořínsko,Počet přenocování,Nerezidenti,44358.0
2024,HUZ celkem,Mělnicko - Kokořínsko,Průměrný počet přenocování ,Celkem,1.9308377488
2024,HUZ celkem,Mělnicko - Kokořínsko,Průměrný počet přenocování ,Rezidenti,1.9496800465
2024,HUZ celkem,Mělnicko - Kokořínsko,Průměrný počet přenocování ,Nerezidenti,1.8733845764
2024,HUZ celkem,Pojizeří a Polabí,Počet hostů,Celkem,215685.0
2024,HUZ celkem,Pojizeří a Polabí,Počet hostů,Rezidenti,169122.0
2024,HUZ celkem,Pojizeří a Polabí,Počet hostů,Nerezidenti,46563.0
2024,HUZ celkem,Pojizeří a Polabí,Počet přenocování,Celkem,599673.0
2024,HUZ celkem,Pojizeří a Polabí,Počet přenocování,Rezidenti,483248.0
2024,HUZ celkem,Pojizeří a Polabí,Počet přenocování,Nerezidenti,116425.0
2024,HUZ celkem,Pojizeří a Polabí,Průměrný počet přenocování ,Celkem,2.7803185201
2024,HUZ celkem,Pojizeří a Polabí,Průměrný počet přenocování ,Rezidenti,2.857392888
2024,HUZ celkem,Pojizeří a Polabí,Průměrný počet přenocování ,Nerezidenti,2.5003758349
2024,HUZ celkem,Posázaví,Počet hostů,Celkem,360899.0
2024,HUZ celkem,Posázaví,Počet hostů,Rezidenti,258244.0
2024,HUZ celkem,Posázaví,Počet hostů,Nerezidenti,102655.0
2024,HUZ celkem,Posázaví,Počet přenocování,Celkem,745255.0
2024,HUZ celkem,Posázaví,Počet přenocování,Rezidenti,522285.0
2024,HUZ celkem,Posázaví,Počet přenocování,Nerezidenti,222970.0
2024,HUZ celkem,Posázaví,Průměrný počet přenocování ,Celkem,2.0649960238
2024,HUZ celkem,Posázaví,Průměrný počet přenocování ,Rezidenti,2.0224477626
2024,HUZ celkem,Posázaví,Průměrný počet přenocování ,Nerezidenti,2.1720325362
2024,HUZ celkem,Rakovnicko,Počet hostů,Celkem,42926.0
2024,HUZ celkem,Rakovnicko,Počet hostů,Rezidenti,39405.0
2024,HUZ celkem,Rakovnicko,Počet hostů,Nerezidenti,3521.0
2024,HUZ celkem,Rakovnicko,Počet přenocování,Celkem,113638.0
2024,HUZ celkem,Rakovnicko,Počet přenocování,Rezidenti,105275.0
2024,HUZ celkem,Rakovnicko,Počet přenocování,Nerezidenti,8363.0
2024,HUZ celkem,Rakovnicko,Průměrný počet přenocování ,Celkem,2.6473000047
2024,HUZ celkem,Rakovnicko,Průměrný počet přenocování ,Rezidenti,2.6716152772
2024,HUZ celkem,Rakovnicko,Průměrný počet přenocování ,Nerezidenti,2.3751775064
2024,HUZ celkem,Česká Kanada,Počet hostů,Celkem,105490.0
2024,HUZ celkem,Česká Kanada,Počet hostů,Rezidenti,91679.0
2024,HUZ celkem,Česká Kanada,Počet hostů,Nerezidenti,13811.0
2024,HUZ celkem,Česká Kanada,Počet přenocování,Celkem,291730.0
2024,HUZ celkem,Česká Kanada,Počet přenocování,Rezidenti,263607.0
2024,HUZ celkem,Česká Kanada,Počet přenocování,Nerezidenti,28123.0
2024,HUZ celkem,Česká Kanada,Průměrný počet přenocování ,Celkem,2.7654754005
2024,HUZ celkem,Česká Kanada,Průměrný počet přenocování ,Rezidenti,2.8753258652
2024,HUZ celkem,Česká Kanada,Průměrný počet přenocování ,Nerezidenti,2.0362754326
2024,HUZ celkem,Budějovicko,Počet hostů,Celkem,331350.0
2024,HUZ celkem,Budějovicko,Počet hostů,Rezidenti,174251.0
2024,HUZ celkem,Budějovicko,Počet hostů,Nerezidenti,157099.0
2024,HUZ celkem,Budějovicko,Počet přenocování,Celkem,598884.0
2024,HUZ celkem,Budějovicko,Počet přenocování,Rezidenti,335013.0
2024,HUZ celkem,Budějovicko,Počet přenocování,Nerezidenti,263871.0
2024,HUZ celkem,Budějovicko,Průměrný počet přenocování ,Celkem,1.8074060661
2024,HUZ celkem,Budějovicko,Průměrný počet přenocování ,Rezidenti,1.9225886795
2024,HUZ celkem,Budějovicko,Průměrný počet přenocování ,Nerezidenti,1.6796478654
2024,HUZ celkem,Český Krumlov a okolí,Počet hostů,Celkem,261720.0
2024,HUZ celkem,Český Krumlov a okolí,Počet hostů,Rezidenti,118078.0
2024,HUZ celkem,Český Krumlov a okolí,Počet hostů,Nerezidenti,143642.0
2024,HUZ celkem,Český Krumlov a okolí,Počet přenocování,Celkem,428597.0
2024,HUZ celkem,Český Krumlov a okolí,Počet přenocování,Rezidenti,221209.0
2024,HUZ celkem,Český Krumlov a okolí,Počet přenocování,Nerezidenti,207388.0
2024,HUZ celkem,Český Krumlov a okolí,Průměrný počet přenocování ,Celkem,1.6376165368
2024,HUZ celkem,Český Krumlov a okolí,Průměrný počet přenocování ,Rezidenti,1.8734141838
2024,HUZ celkem,Český Krumlov a okolí,Průměrný počet přenocování ,Nerezidenti,1.4437838515
2024,HUZ celkem,Lipensko,Počet hostů,Celkem,347447.0
2024,HUZ celkem,Lipensko,Počet hostů,Rezidenti,242506.0
2024,HUZ celkem,Lipensko,Počet hostů,Nerezidenti,104941.0
2024,HUZ celkem,Lipensko,Počet přenocování,Celkem,992704.0
2024,HUZ celkem,Lipensko,Počet přenocování,Rezidenti,671140.0
2024,HUZ celkem,Lipensko,Počet přenocování,Nerezidenti,321564.0
2024,HUZ celkem,Lipensko,Průměrný počet přenocování ,Celkem,2.8571379232
2024,HUZ celkem,Lipensko,Průměrný počet přenocování ,Rezidenti,2.7675191542
2024,HUZ celkem,Lipensko,Průměrný počet přenocování ,Nerezidenti,3.0642360946
2024,HUZ celkem,Novohradsko-Doudlebsko,Počet hostů,Celkem,64024.0
2024,HUZ celkem,Novohradsko-Doudlebsko,Počet hostů,Rezidenti,50854.0
2024,HUZ celkem,Novohradsko-Doudlebsko,Počet hostů,Nerezidenti,13170.0
2024,HUZ celkem,Novohradsko-Doudlebsko,Počet přenocování,Celkem,157554.0
2024,HUZ celkem,Novohradsko-Doudlebsko,Počet přenocování,Rezidenti,134496.0
2024,HUZ celkem,Novohradsko-Doudlebsko,Počet přenocování,Nerezidenti,23058.0
2024,HUZ celkem,Novohradsko-Doudlebsko,Průměrný počet přenocování ,Celkem,2.4608584281
2024,HUZ celkem,Novohradsko-Doudlebsko,Průměrný počet přenocování ,Rezidenti,2.6447477091
2024,HUZ celkem,Novohradsko-Doudlebsko,Průměrný počet přenocování ,Nerezidenti,1.7507972665
2024,HUZ celkem,"Písecko, Blatensko, Strakonicko, Vodňansko",Počet hostů,Celkem,154248.0
2024,HUZ celkem,"Písecko, Blatensko, Strakonicko, Vodňansko",Počet hostů,Rezidenti,130322.0
2024,HUZ celkem,"Písecko, Blatensko, Strakonicko, Vodňansko",Počet hostů,Nerezidenti,23926.0
2024,HUZ celkem,"Písecko, Blatensko, Strakonicko, Vodňansko",Počet přenocování,Celkem,449902.0
2024,HUZ celkem,"Písecko, Blatensko, Strakonicko, Vodňansko",Počet přenocování,Rezidenti,396876.0
2024,HUZ celkem,"Písecko, Blatensko, Strakonicko, Vodňansko",Počet přenocování,Nerezidenti,53026.0
2024,HUZ celkem,"Písecko, Blatensko, Strakonicko, Vodňansko",Průměrný počet přenocování ,Celkem,2.9167444635
2024,HUZ celkem,"Písecko, Blatensko, Strakonicko, Vodňansko",Průměrný počet přenocování ,Rezidenti,3.045349212
2024,HUZ celkem,"Písecko, Blatensko, Strakonicko, Vodňansko",Průměrný počet přenocování ,Nerezidenti,2.2162501045
2024,HUZ celkem,PodKletí-Jihočeský venkov,Počet hostů,Celkem,
2024,HUZ celkem,PodKletí-Jihočeský venkov,Počet hostů,Rezidenti,
2024,HUZ celkem,PodKletí-Jihočeský venkov,Počet hostů,Nerezidenti,
2024,HUZ celkem,PodKletí-Jihočeský venkov,Počet přenocování,Celkem,
2024,HUZ celkem,PodKletí-Jihočeský venkov,Počet přenocování,Rezidenti,
2024,HUZ celkem,PodKletí-Jihočeský venkov,Počet přenocování,Nerezidenti,
2024,HUZ celkem,PodKletí-Jihočeský venkov,Průměrný počet přenocování ,Celkem,
2024,HUZ celkem,PodKletí-Jihočeský venkov,Průměrný počet přenocování ,Rezidenti,
2024,HUZ celkem,PodKletí-Jihočeský venkov,Průměrný počet přenocování ,Nerezidenti,
2024,HUZ celkem,Šumavsko,Počet hostů,Celkem,137010.0
2024,HUZ celkem,Šumavsko,Počet hostů,Rezidenti,121114.0
2024,HUZ celkem,Šumavsko,Počet hostů,Nerezidenti,15896.0
2024,HUZ celkem,Šumavsko,Počet přenocování,Celkem,389197.0
2024,HUZ celkem,Šumavsko,Počet přenocování,Rezidenti,355445.0
2024,HUZ celkem,Šumavsko,Počet přenocování,Nerezidenti,33752.0
2024,HUZ celkem,Šumavsko,Průměrný počet přenocování ,Celkem,2.8406466681
2024,HUZ celkem,Šumavsko,Průměrný počet přenocování ,Rezidenti,2.9347969681
2024,HUZ celkem,Šumavsko,Průměrný počet přenocování ,Nerezidenti,2.1233014595
2024,HUZ celkem,Toulava,Počet hostů,Celkem,230712.0
2024,HUZ celkem,Toulava,Počet hostů,Rezidenti,205421.0
2024,HUZ celkem,Toulava,Počet hostů,Nerezidenti,25291.0
2024,HUZ celkem,Toulava,Počet přenocování,Celkem,744955.0
2024,HUZ celkem,Toulava,Počet přenocování,Rezidenti,691510.0
2024,HUZ celkem,Toulava,Počet přenocování,Nerezidenti,53445.0
2024,HUZ celkem,Toulava,Průměrný počet přenocování ,Celkem,3.2289391102
2024,HUZ celkem,Toulava,Průměrný počet přenocování ,Rezidenti,3.3663062686
2024,HUZ celkem,Toulava,Průměrný počet přenocování ,Nerezidenti,2.1132023249
2024,HUZ celkem,Třeboňsko,Počet hostů,Celkem,187420.0
2024,HUZ celkem,Třeboňsko,Počet hostů,Rezidenti,166249.0
2024,HUZ celkem,Třeboňsko,Počet hostů,Nerezidenti,21171.0
2024,HUZ celkem,Třeboňsko,Počet přenocování,Celkem,777301.0
2024,HUZ celkem,Třeboňsko,Počet přenocování,Rezidenti,734156.0
2024,HUZ celkem,Třeboňsko,Počet přenocování,Nerezidenti,43145.0
2024,HUZ celkem,Třeboňsko,Průměrný počet přenocování ,Celkem,4.1473748799
2024,HUZ celkem,Třeboňsko,Průměrný počet přenocování ,Rezidenti,4.4160025023
2024,HUZ celkem,Třeboňsko,Průměrný počet přenocování ,Nerezidenti,2.0379292428
2024,HUZ celkem,Český les,Počet hostů,Celkem,171727.0
2024,HUZ celkem,Český les,Počet hostů,Rezidenti,75020.0
2024,HUZ celkem,Český les,Počet hostů,Nerezidenti,96707.0
2024,HUZ celkem,Český les,Počet přenocování,Celkem,456146.0
2024,HUZ celkem,Český les,Počet přenocování,Rezidenti,222990.0
2024,HUZ celkem,Český les,Počet přenocování,Nerezidenti,233156.0
2024,HUZ celkem,Český les,Průměrný počet přenocování ,Celkem,2.6562276171
2024,HUZ celkem,Český les,Průměrný počet přenocování ,Rezidenti,2.972407358
2024,HUZ celkem,Český les,Průměrný počet přenocování ,Nerezidenti,2.4109526715
2024,HUZ celkem,"Královicko, Střela, Radnicko",Počet hostů,Celkem,
2024,HUZ celkem,"Královicko, Střela, Radnicko",Počet hostů,Rezidenti,
2024,HUZ celkem,"Královicko, Střela, Radnicko",Počet hostů,Nerezidenti,
2024,HUZ celkem,"Královicko, Střela, Radnicko",Počet přenocování,Celkem,
2024,HUZ celkem,"Královicko, Střela, Radnicko",Počet přenocování,Rezidenti,
2024,HUZ celkem,"Královicko, Střela, Radnicko",Počet přenocování,Nerezidenti,
2024,HUZ celkem,"Královicko, Střela, Radnicko",Průměrný počet přenocování ,Celkem,
2024,HUZ celkem,"Královicko, Střela, Radnicko",Průměrný počet přenocování ,Rezidenti,
2024,HUZ celkem,"Královicko, Střela, Radnicko",Průměrný počet přenocování ,Nerezidenti,
2024,HUZ celkem,Pošumaví,Počet hostů,Celkem,
2024,HUZ celkem,Pošumaví,Počet hostů,Rezidenti,
2024,HUZ celkem,Pošumaví,Počet hostů,Nerezidenti,
2024,HUZ celkem,Pošumaví,Počet přenocování,Celkem,
2024,HUZ celkem,Pošumaví,Počet přenocování,Rezidenti,
2024,HUZ celkem,Pošumaví,Počet přenocování,Nerezidenti,
2024,HUZ celkem,Pošumaví,Průměrný počet přenocování ,Celkem,
2024,HUZ celkem,Pošumaví,Průměrný počet přenocování ,Rezidenti,
2024,HUZ celkem,Pošumaví,Průměrný počet přenocování ,Nerezidenti,
2024,HUZ celkem,Plzeň a okolí,Počet hostů,Celkem,334037.0
2024,HUZ celkem,Plzeň a okolí,Počet hostů,Rezidenti,165315.0
2024,HUZ celkem,Plzeň a okolí,Počet hostů,Nerezidenti,168722.0
2024,HUZ celkem,Plzeň a okolí,Počet přenocování,Celkem,581526.0
2024,HUZ celkem,Plzeň a okolí,Počet přenocování,Rezidenti,267594.0
2024,HUZ celkem,Plzeň a okolí,Počet přenocování,Nerezidenti,313932.0
2024,HUZ celkem,Plzeň a okolí,Průměrný počet přenocování ,Celkem,1.7409029539
2024,HUZ celkem,Plzeň a okolí,Průměrný počet přenocování ,Rezidenti,1.6186915888
2024,HUZ celkem,Plzeň a okolí,Průměrný počet přenocování ,Nerezidenti,1.8606465073
2024,HUZ celkem,Postřelí,Počet hostů,Celkem,48184.0
2024,HUZ celkem,Postřelí,Počet hostů,Rezidenti,42091.0
2024,HUZ celkem,Postřelí,Počet hostů,Nerezidenti,6093.0
2024,HUZ celkem,Postřelí,Počet přenocování,Celkem,160086.0
2024,HUZ celkem,Postřelí,Počet přenocování,Rezidenti,145290.0
2024,HUZ celkem,Postřelí,Počet přenocování,Nerezidenti,14796.0
2024,HUZ celkem,Postřelí,Průměrný počet přenocování ,Celkem,3.3223891748
2024,HUZ celkem,Postřelí,Průměrný počet přenocování ,Rezidenti,3.4518067996
2024,HUZ celkem,Postřelí,Průměrný počet přenocování ,Nerezidenti,2.4283604136
2024,HUZ celkem,Šumava západ,Počet hostů,Celkem,
2024,HUZ celkem,Šumava západ,Počet hostů,Rezidenti,
2024,HUZ celkem,Šumava západ,Počet hostů,Nerezidenti,
2024,HUZ celkem,Šumava západ,Počet přenocování,Celkem,
2024,HUZ celkem,Šumava západ,Počet přenocování,Rezidenti,
2024,HUZ celkem,Šumava západ,Počet přenocování,Nerezidenti,
2024,HUZ celkem,Šumava západ,Průměrný počet přenocování ,Celkem,
2024,HUZ celkem,Šumava západ,Průměrný počet přenocování ,Rezidenti,
2024,HUZ celkem,Šumava západ,Průměrný počet přenocování ,Nerezidenti,
2024,HUZ celkem,Krušnohoří,Počet hostů,Celkem,377444.0
2024,HUZ celkem,Krušnohoří,Počet hostů,Rezidenti,248931.0
2024,HUZ celkem,Krušnohoří,Počet hostů,Nerezidenti,128513.0
2024,HUZ celkem,Krušnohoří,Počet přenocování,Celkem,1272537.0
2024,HUZ celkem,Krušnohoří,Počet přenocování,Rezidenti,894512.0
2024,HUZ celkem,Krušnohoří,Počet přenocování,Nerezidenti,378025.0
2024,HUZ celkem,Krušnohoří,Průměrný počet přenocování ,Celkem,3.3714590774
2024,HUZ celkem,Krušnohoří,Průměrný počet přenocování ,Rezidenti,3.5934134359
2024,HUZ celkem,Krušnohoří,Průměrný počet přenocování ,Nerezidenti,2.941531207
2024,HUZ celkem,Západočeské lázně,Počet hostů,Celkem,1221625.0
2024,HUZ celkem,Západočeské lázně,Počet hostů,Rezidenti,521392.0
2024,HUZ celkem,Západočeské lázně,Počet hostů,Nerezidenti,700233.0
2024,HUZ celkem,Západočeské lázně,Počet přenocování,Celkem,4552444.0
2024,HUZ celkem,Západočeské lázně,Počet přenocování,Rezidenti,1854849.0
2024,HUZ celkem,Západočeské lázně,Počet přenocování,Nerezidenti,2697595.0
2024,HUZ celkem,Západočeské lázně,Průměrný počet přenocování ,Celkem,3.7265478359
2024,HUZ celkem,Západočeské lázně,Průměrný počet přenocování ,Rezidenti,3.5574941695
2024,HUZ celkem,Západočeské lázně,Průměrný počet přenocování ,Nerezidenti,3.8524248357
2024,HUZ celkem,"Slavkovský les, Doupov, Vladař",Počet hostů,Celkem,
2024,HUZ celkem,"Slavkovský les, Doupov, Vladař",Počet hostů,Rezidenti,
2024,HUZ celkem,"Slavkovský les, Doupov, Vladař",Počet hostů,Nerezidenti,
2024,HUZ celkem,"Slavkovský les, Doupov, Vladař",Počet přenocování,Celkem,
2024,HUZ celkem,"Slavkovský les, Doupov, Vladař",Počet přenocování,Rezidenti,
