Území;Ukazatel;Typ indexu;Očištění;Typ ceny;Odvětví (NACE);Měsíce;value
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;květen 2008;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červen 2008;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červenec 2008;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;srpen 2008;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;září 2008;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;říjen 2008;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;listopad 2008;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;prosinec 2008;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;leden 2009;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;únor 2009;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;březen 2009;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;duben 2009;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;květen 2009;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červen 2009;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červenec 2009;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;srpen 2009;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;září 2009;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;říjen 2009;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;listopad 2009;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;prosinec 2009;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;leden 2010;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;únor 2010;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;březen 2010;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;duben 2010;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;květen 2010;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červen 2010;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červenec 2010;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;srpen 2010;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;září 2010;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;říjen 2010;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;listopad 2010;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;prosinec 2010;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;leden 2011;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;únor 2011;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;březen 2011;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;duben 2011;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;květen 2011;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červen 2011;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červenec 2011;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;srpen 2011;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;září 2011;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;říjen 2011;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;listopad 2011;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;prosinec 2011;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;leden 2012;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;únor 2012;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;březen 2012;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;duben 2012;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;květen 2012;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červen 2012;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červenec 2012;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;srpen 2012;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;září 2012;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;říjen 2012;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;listopad 2012;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;prosinec 2012;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;leden 2013;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;únor 2013;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;březen 2013;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;duben 2013;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;květen 2013;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červen 2013;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červenec 2013;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;srpen 2013;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;září 2013;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;říjen 2013;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;listopad 2013;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;prosinec 2013;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;leden 2014;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;únor 2014;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;březen 2014;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;duben 2014;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;květen 2014;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červen 2014;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červenec 2014;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;srpen 2014;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;září 2014;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;říjen 2014;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;listopad 2014;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;prosinec 2014;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;leden 2015;114.4025268532
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;únor 2015;111.2126899866
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;březen 2015;112.0469949934
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;duben 2015;109.442725314
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;květen 2015;122.1154216672
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červen 2015;117.1503423454
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červenec 2015;110.3357288797
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;srpen 2015;108.3105948353
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;září 2015;116.805264326
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;říjen 2015;116.68495215
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;listopad 2015;110.0621154166
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;prosinec 2015;112.6444024439
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;leden 2016;111.9636750363
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;únor 2016;114.1896263735
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;březen 2016;110.7418591322
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;duben 2016;117.5640696254
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;květen 2016;109.8694053817
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červen 2016;109.6221155581
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červenec 2016;108.2992500718
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;srpen 2016;113.6942006401
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;září 2016;105.8010787716
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;říjen 2016;101.0741180651
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;listopad 2016;110.9241613219
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;prosinec 2016;108.2477261814
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;leden 2017;106.7061079717
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;únor 2017;105.1871168995
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;březen 2017;105.7469331846
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;duben 2017;105.2380658242
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;květen 2017;105.8593941751
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červen 2017;98.9461636965
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červenec 2017;92.7522840113
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;srpen 2017;100.742765714
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;září 2017;99.9959926866
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;říjen 2017;100.9366286036
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;listopad 2017;96.6070055279
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;prosinec 2017;101.042696875
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;leden 2018;106.613462291
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;únor 2018;94.1218441303
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;březen 2018;95.4668959766
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;duben 2018;93.801377282
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;květen 2018;95.5693918252
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červen 2018;102.8060114521
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červenec 2018;108.0732019181
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;srpen 2018;96.634900546
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;září 2018;90.1781993568
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;říjen 2018;89.8415205566
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;listopad 2018;91.3068362403
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;prosinec 2018;94.9094888195
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;leden 2019;96.0806521593
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;únor 2019;104.4992149668
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;březen 2019;103.9739855709
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;duben 2019;104.193835604
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;květen 2019;104.436013707
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červen 2019;94.6789994109
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;červenec 2019;95.1290716779
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;srpen 2019;94.2268967608
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.1 Obchod s motorovými vozidly, kromě motocyklů;září 2019;100.542987815
