Kumulace čtvrtletí,"ČR, kraje",Ukazatel,value
Q1-Q2 2025,Ústecký kraj,Celkový přírůstek/úbytek na 1 000 obyvatel,-7.534877016
Q1-Q2 2025,Ústecký kraj,Sňatky na 1 000 obyvatel,3.257446832
Q1-Q2 2025,Ústecký kraj,Rozvody na 1 000 obyvatel,2.134965153
Q1-Q2 2025,Liberecký kraj,Živě narození na 1 000 obyvatel,6.841468677
Q1-Q2 2025,Liberecký kraj,Zemřelí na 1 000 obyvatel,10.76564881
Q1-Q2 2025,Liberecký kraj,Přirozený přírůstek/úbytek na 1 000 obyvatel,-3.924180128
Q1-Q2 2025,Liberecký kraj,Přistěhovalí na 1 000 obyvatel,17.53519666
Q1-Q2 2025,Liberecký kraj,Vystěhovalí na 1 000 obyvatel,21.20765389
Q1-Q2 2025,Liberecký kraj,Přírůstek/úbytek stěhováním na 1 000 obyvatel,-3.672457233
Q1-Q2 2025,Liberecký kraj,Celkový přírůstek/úbytek na 1 000 obyvatel,-7.596637361
Q1-Q2 2025,Liberecký kraj,Sňatky na 1 000 obyvatel,2.980219273
Q1-Q2 2025,Liberecký kraj,Rozvody na 1 000 obyvatel,2.144139658
Q1-Q2 2025,Královéhradecký kraj,Živě narození na 1 000 obyvatel,6.980068766
Q1-Q2 2025,Královéhradecký kraj,Zemřelí na 1 000 obyvatel,11.21537091
Q1-Q2 2025,Královéhradecký kraj,Přirozený přírůstek/úbytek na 1 000 obyvatel,-4.235302142
Q1-Q2 2025,Královéhradecký kraj,Přistěhovalí na 1 000 obyvatel,17.14115845
Q1-Q2 2025,Královéhradecký kraj,Vystěhovalí na 1 000 obyvatel,21.1619689
Q1-Q2 2025,Královéhradecký kraj,Přírůstek/úbytek stěhováním na 1 000 obyvatel,-4.020810446
Q1-Q2 2025,Královéhradecký kraj,Celkový přírůstek/úbytek na 1 000 obyvatel,-8.256112588
Q1-Q2 2025,Královéhradecký kraj,Sňatky na 1 000 obyvatel,3.115582777
Q1-Q2 2025,Královéhradecký kraj,Rozvody na 1 000 obyvatel,2.115833345
Q1-Q2 2025,Pardubický kraj,Živě narození na 1 000 obyvatel,6.952590072
Q1-Q2 2025,Pardubický kraj,Zemřelí na 1 000 obyvatel,10.53353548
Q1-Q2 2025,Pardubický kraj,Přirozený přírůstek/úbytek na 1 000 obyvatel,-3.580945407
Q1-Q2 2025,Pardubický kraj,Přistěhovalí na 1 000 obyvatel,20.88821396
Q1-Q2 2025,Pardubický kraj,Vystěhovalí na 1 000 obyvatel,21.22690061
Q1-Q2 2025,Pardubický kraj,Přírůstek/úbytek stěhováním na 1 000 obyvatel,-0.338686654
Q1-Q2 2025,Pardubický kraj,Celkový přírůstek/úbytek na 1 000 obyvatel,-3.91963206
Q1-Q2 2025,Pardubický kraj,Sňatky na 1 000 obyvatel,2.975875991
Q1-Q2 2025,Pardubický kraj,Rozvody na 1 000 obyvatel,1.84565199
Q1-Q2 2025,Kraj Vysočina,Živě narození na 1 000 obyvatel,7.480521939
Q1-Q2 2025,Kraj Vysočina,Zemřelí na 1 000 obyvatel,10.83426325
Q1-Q2 2025,Kraj Vysočina,Přirozený přírůstek/úbytek na 1 000 obyvatel,-3.353741308
Q1-Q2 2025,Kraj Vysočina,Přistěhovalí na 1 000 obyvatel,16.24553851
Q1-Q2 2025,Kraj Vysočina,Vystěhovalí na 1 000 obyvatel,21.05165673
Q1-Q2 2025,Kraj Vysočina,Přírůstek/úbytek stěhováním na 1 000 obyvatel,-4.806118219
Q1-Q2 2025,Kraj Vysočina,Celkový přírůstek/úbytek na 1 000 obyvatel,-8.159859526
Q1-Q2 2025,Kraj Vysočina,Sňatky na 1 000 obyvatel,3.119486967
Q1-Q2 2025,Kraj Vysočina,Rozvody na 1 000 obyvatel,1.674918534
Q1-Q2 2025,Jihomoravský kraj,Živě narození na 1 000 obyvatel,6.861656916
Q1-Q2 2025,Jihomoravský kraj,Zemřelí na 1 000 obyvatel,10.51101995
Q1-Q2 2025,Jihomoravský kraj,Přirozený přírůstek/úbytek na 1 000 obyvatel,-3.649363029
Q1-Q2 2025,Jihomoravský kraj,Přistěhovalí na 1 000 obyvatel,18.18601981
Q1-Q2 2025,Jihomoravský kraj,Vystěhovalí na 1 000 obyvatel,20.1758346
Q1-Q2 2025,Jihomoravský kraj,Přírůstek/úbytek stěhováním na 1 000 obyvatel,-1.989814781
Q1-Q2 2025,Jihomoravský kraj,Celkový přírůstek/úbytek na 1 000 obyvatel,-5.63917781
Q1-Q2 2025,Jihomoravský kraj,Sňatky na 1 000 obyvatel,3.493266907
Q1-Q2 2025,Jihomoravský kraj,Rozvody na 1 000 obyvatel,1.825503073
Q1-Q2 2025,Olomoucký kraj,Živě narození na 1 000 obyvatel,7.075419844
Q1-Q2 2025,Olomoucký kraj,Zemřelí na 1 000 obyvatel,11.30532515
Q1-Q2 2025,Olomoucký kraj,Přirozený přírůstek/úbytek na 1 000 obyvatel,-4.229905311
Q1-Q2 2025,Olomoucký kraj,Přistěhovalí na 1 000 obyvatel,14.08689554
Q1-Q2 2025,Olomoucký kraj,Vystěhovalí na 1 000 obyvatel,14.57606826
Q1-Q2 2025,Olomoucký kraj,Přírůstek/úbytek stěhováním na 1 000 obyvatel,-0.489172723
Q1-Q2 2025,Olomoucký kraj,Celkový přírůstek/úbytek na 1 000 obyvatel,-4.719078034
Q1-Q2 2025,Olomoucký kraj,Sňatky na 1 000 obyvatel,3.267545902
Q1-Q2 2025,Olomoucký kraj,Rozvody na 1 000 obyvatel,1.985465758
Q1-Q2 2025,Zlínský kraj,Živě narození na 1 000 obyvatel,6.829059674
Q1-Q2 2025,Zlínský kraj,Zemřelí na 1 000 obyvatel,10.92021749
Q1-Q2 2025,Zlínský kraj,Přirozený přírůstek/úbytek na 1 000 obyvatel,-4.091157813
Q1-Q2 2025,Zlínský kraj,Přistěhovalí na 1 000 obyvatel,13.05124683
Q1-Q2 2025,Zlínský kraj,Vystěhovalí na 1 000 obyvatel,14.12548094
Q1-Q2 2025,Zlínský kraj,Přírůstek/úbytek stěhováním na 1 000 obyvatel,-1.074234106
Q1-Q2 2025,Zlínský kraj,Celkový přírůstek/úbytek na 1 000 obyvatel,-5.165391919
Q1-Q2 2025,Zlínský kraj,Sňatky na 1 000 obyvatel,2.898339423
Q1-Q2 2025,Zlínský kraj,Rozvody na 1 000 obyvatel,1.545083471
Q1-Q2 2025,Moravskoslezský kraj,Živě narození na 1 000 obyvatel,6.742407923
Q1-Q2 2025,Moravskoslezský kraj,Zemřelí na 1 000 obyvatel,11.91796636
Q1-Q2 2025,Moravskoslezský kraj,Přirozený přírůstek/úbytek na 1 000 obyvatel,-5.175558438
Q1-Q2 2025,Moravskoslezský kraj,Přistěhovalí na 1 000 obyvatel,8.762054695
Q1-Q2 2025,Moravskoslezský kraj,Vystěhovalí na 1 000 obyvatel,11.91625769
Q1-Q2 2025,Moravskoslezský kraj,Přírůstek/úbytek stěhováním na 1 000 obyvatel,-3.154202997
Q1-Q2 2025,Moravskoslezský kraj,Celkový přírůstek/úbytek na 1 000 obyvatel,-8.329761435
Q1-Q2 2025,Moravskoslezský kraj,Sňatky na 1 000 obyvatel,3.084147567
Q1-Q2 2025,Moravskoslezský kraj,Rozvody na 1 000 obyvatel,2.012812097
