Typ indexu,Ukazatel,Očištění,Území,CZ NACE,Roky,value
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 až 52 Doprava a skladování bez poštovních a kurýrních činností,2012,101.4402971241
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 až 52 Doprava a skladování bez poštovních a kurýrních činností,2013,105.2050783548
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 až 52 Doprava a skladování bez poštovních a kurýrních činností,2014,102.6817038752
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 až 52 Doprava a skladování bez poštovních a kurýrních činností,2015,100.3291037059
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 až 52 Doprava a skladování bez poštovních a kurýrních činností,2016,101.6870472985
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 až 52 Doprava a skladování bez poštovních a kurýrních činností,2017,103.2648270874
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 až 52 Doprava a skladování bez poštovních a kurýrních činností,2018,105.2668711911
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 až 52 Doprava a skladování bez poštovních a kurýrních činností,2019,98.6703934682
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 až 52 Doprava a skladování bez poštovních a kurýrních činností,2020,87.2903963847
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 až 52 Doprava a skladování bez poštovních a kurýrních činností,2021,111.9306591977
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 až 52 Doprava a skladování bez poštovních a kurýrních činností,2022,110.5260066691
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 až 52 Doprava a skladování bez poštovních a kurýrních činností,2023,90.9598127481
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 až 52 Doprava a skladování bez poštovních a kurýrních činností,2024,105.1904367373
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2001,102.7404974024
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2002,93.0028182365
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2003,107.9706252554
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2004,106.4621568148
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2005,110.4409775498
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2006,105.6350357327
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2007,105.0440703686
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2008,97.6158270434
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2009,88.0139736023
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2010,104.1697189816
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2011,102.0496275167
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2012,99.6475727162
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2013,103.7111093755
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2014,103.2713594955
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2015,104.2699862964
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2016,100.2451663461
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2017,101.9258412086
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2018,104.1229392389
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2019,99.7201299561
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2020,88.7380551917
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2021,106.3655854739
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2022,108.5610336183
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2023,91.6616934449
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49 Pozemní a potrubní doprava,2024,103.3019645778
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2001,93.2834200117
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2002,91.4007774049
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2003,102.3827983798
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2004,98.7163978585
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2005,95.7166701762
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2006,107.1570083779
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2007,103.2395824018
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2008,100.0979136824
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2009,83.2924099791
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2010,104.0002446263
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2011,98.3549388756
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2012,101.0234509391
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2013,103.2521296789
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2014,101.0128397192
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2015,100.8633659849
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2016,101.6694182578
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2017,99.2696602215
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2018,103.960339491
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2019,98.4294682335
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2020,77.938363246
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2021,102.5536966963
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2022,112.1761505928
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2023,89.7393367898
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.1 a 49.2 Železniční osobní doprava meziměstská a železniční nákladní doprava,2024,94.4698849129
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2001,106.5053167597
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2002,93.8205384334
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2003,110.1660432071
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2004,108.9639838272
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2005,114.5942254468
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2006,104.3649799045
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2007,106.2443318877
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2008,97.4550239671
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2009,88.300628743
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2010,104.3236265688
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2011,102.3478797789
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2012,98.8571502239
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2013,104.1077156802
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2014,103.8523027658
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2015,104.5143686945
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2016,100.4157435822
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2017,102.8846041031
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2018,104.2839484809
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2019,99.7331875088
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2020,89.1706145584
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2021,106.9300683405
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2022,108.1261432084
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2023,94.3279003304
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,49.3 a 49.4 Ostatní pozemní osobní doprava a silniční nákladní doprava a stěhovací služby,2024,104.326581909
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2001,93.651425126
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2002,63.0075875155
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2003,102.9461538499
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2004,140.719926177
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2005,138.7218768024
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2006,93.2330424909
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2007,101.1888517885
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2008,85.7750364229
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2009,72.9599591626
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2010,83.0669896378
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2011,74.5096745506
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2012,104.6489896837
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2013,100.9980989313
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2014,103.9662579088
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2015,93.8537246952
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2016,104.8637351681
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2017,99.1744572693
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2018,116.608705458
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2019,105.9523206686
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2020,62.4759482292
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2021,101.7127887073
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2022,129.9110539226
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2023,99.8301657634
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,50 Vodní doprava,2024,101.184626486
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,51 Letecká doprava,2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,51 Letecká doprava,2001,100.0857084503
