Území;Ukazatel;Typ indexu;Očištění;CZ-NACE;Měsíce;value
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;říjen 2014;102.9737488199
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;září 2014;108.9602394963
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;srpen 2014;94.4983154167
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červenec 2014;108.7219491919
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červen 2014;108.7070032841
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;květen 2014;102.6666955272
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;duben 2014;107.0125595953
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;březen 2014;108.6318859434
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;únor 2014;106.324231294
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden 2014;105.5984529572
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;prosinec 2013;108.5931562409
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;listopad 2013;103.9317923915
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;říjen 2013;103.0752183346
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;září 2013;106.8714895174
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;srpen 2013;101.8991608645
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červenec 2013;102.1158527497
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červen 2013;94.8019779551
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;květen 2013;97.4754279712
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;duben 2013;99.4254473001
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;březen 2013;93.4786506999
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;únor 2013;93.7176996627
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden 2013;95.2960145876
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;prosinec 2012;88.6220346067
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;listopad 2012;95.3005559385
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;říjen 2012;103.5244350169
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;září 2012;94.1531757543
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;srpen 2012;98.7967563062
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červenec 2012;105.2633085422
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červen 2012;97.9183226339
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;květen 2012;97.7387408844
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;duben 2012;102.105713225
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;březen 2012;100.0282675704
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;únor 2012;105.1662400308
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden 2012;103.0152409643
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;prosinec 2011;102.3608313556
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;listopad 2011;104.4349832344
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;říjen 2011;101.0582607366
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;září 2011;100.5592300946
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;srpen 2011;105.0550975951
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červenec 2011;101.6690152353
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červen 2011;107.2689135805
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;květen 2011;113.9310529395
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;duben 2011;103.5236578785
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;březen 2011;107.2786116343
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;únor 2011;111.4633524515
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden 2011;114.4994456938
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;prosinec 2010;109.6493444441
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;listopad 2010;113.9374937214
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;říjen 2010;107.497490613
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;září 2010;111.2777045817
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;srpen 2010;112.4184956699
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červenec 2010;105.2321825477
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červen 2010;107.2270405935
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;květen 2010;113.0548952502
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;duben 2010;108.8288276225
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;březen 2010;107.5457547016
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;únor 2010;103.5307695118
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden 2010;102.728296532
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;prosinec 2009;104.2472779755
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;listopad 2009;98.4028579067
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;říjen 2009;91.7306987411
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;září 2009;86.5884037756
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;srpen 2009;89.9871393465
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červenec 2009;82.7228270178
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červen 2009;85.6915614244
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;květen 2009;78.3727267419
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;duben 2009;78.3742358109
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;březen 2009;88.6107188464
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;únor 2009;78.1676288647
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden 2009;78.6479188459
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;prosinec 2008;88.1757878378
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;listopad 2008;82.2299435398
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;říjen 2008;90.2869728596
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;září 2008;104.3728850118
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;srpen 2008;92.6960877452
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červenec 2008;105.0579827274
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červen 2008;101.7824685476
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;květen 2008;99.9680381175
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;duben 2008;110.1190614532
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;březen 2008;95.0948039858
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;únor 2008;107.4773333168
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden 2008;104.6507734208
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;prosinec 2007;104.7024976725
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;listopad 2007;109.4240163079
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;říjen 2007;111.7525290496
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;září 2007;105.5684760622
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;srpen 2007;109.347915936
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červenec 2007;114.2777291394
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červen 2007;107.5884868001
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;květen 2007;109.152492308
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;duben 2007;116.2433380116
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;březen 2007;112.6053974254
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;únor 2007;115.8702467742
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden 2007;112.8369496163
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;prosinec 2006;104.8713851928
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;listopad 2006;107.2533113425
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;říjen 2006;112.4326179209
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;září 2006;106.3692081863
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;srpen 2006;106.2808767119
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červenec 2006;108.9846690009
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červen 2006;109.0306194442
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;květen 2006;109.9957583739
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;duben 2006;100.2883328844
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;březen 2006;114.0782256334
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;únor 2006;108.490213745
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden 2006;111.9347396048
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;prosinec 2005;103.8941756865
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;listopad 2005;106.4512106532
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;říjen 2005;105.4000242058
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;září 2005;105.203436497
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;srpen 2005;106.6246080351
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červenec 2005;100.858570393
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červen 2005;104.9405126195
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;květen 2005;104.6978546349
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;duben 2005;103.0512829297
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;březen 2005;98.581785817
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;únor 2005;101.8481874557
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden 2005;104.8821572698
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;prosinec 2004;108.1657110426
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;listopad 2004;113.3283571951
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;říjen 2004;105.4810895621
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;září 2004;106.848838199
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;srpen 2004;112.6506656021
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červenec 2004;105.6056488501
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červen 2004;114.1370265392
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;květen 2004;114.9919211658
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;duben 2004;111.0633458352
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;březen 2004;116.6844515429
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;únor 2004;111.2599827862
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden 2004;105.3863304329
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;prosinec 2003;107.8006410802
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;listopad 2003;98.5105605315
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;říjen 2003;102.8952261344
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;září 2003;107.0091834197
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;srpen 2003;104.8204626964
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červenec 2003;102.5148996259
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červen 2003;106.001617308
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;květen 2003;99.4770938102
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;duben 2003;103.6440510299
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;březen 2003;103.1292820458
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;únor 2003;102.5704955806
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden 2003;106.3021587907
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;prosinec 2002;107.3864172853
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;listopad 2002;104.7726210587
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;říjen 2002;102.5194714386
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;září 2002;109.2359936773
