Území;Ukazatel;Týdny;Věkové skupiny (roky);value
Česko;Zemřelí - absolutní údaje; 48. týden 2017;15-44;61
Česko;Zemřelí - absolutní údaje; 48. týden 2017;45-64;306
Česko;Zemřelí - absolutní údaje; 48. týden 2017;65-74;501
Česko;Zemřelí - absolutní údaje; 48. týden 2017;75-84;592
Česko;Zemřelí - absolutní údaje; 48. týden 2017;85 a více;643
Česko;Zemřelí - absolutní údaje; 47. týden 2017;celkem;2071
Česko;Zemřelí - absolutní údaje; 47. týden 2017;0-14;9
Česko;Zemřelí - absolutní údaje; 47. týden 2017;15-44;53
Česko;Zemřelí - absolutní údaje; 47. týden 2017;45-64;304
Česko;Zemřelí - absolutní údaje; 47. týden 2017;65-74;530
Česko;Zemřelí - absolutní údaje; 47. týden 2017;75-84;575
Česko;Zemřelí - absolutní údaje; 47. týden 2017;85 a více;600
Česko;Zemřelí - absolutní údaje; 46. týden 2017;celkem;2057
Česko;Zemřelí - absolutní údaje; 46. týden 2017;0-14;6
Česko;Zemřelí - absolutní údaje; 46. týden 2017;15-44;74
Česko;Zemřelí - absolutní údaje; 46. týden 2017;45-64;282
Česko;Zemřelí - absolutní údaje; 46. týden 2017;65-74;515
Česko;Zemřelí - absolutní údaje; 46. týden 2017;75-84;590
Česko;Zemřelí - absolutní údaje; 46. týden 2017;85 a více;590
Česko;Zemřelí - absolutní údaje; 45. týden 2017;celkem;2040
Česko;Zemřelí - absolutní údaje; 45. týden 2017;0-14;10
Česko;Zemřelí - absolutní údaje; 45. týden 2017;15-44;63
Česko;Zemřelí - absolutní údaje; 45. týden 2017;45-64;288
Česko;Zemřelí - absolutní údaje; 45. týden 2017;65-74;524
Česko;Zemřelí - absolutní údaje; 45. týden 2017;75-84;545
Česko;Zemřelí - absolutní údaje; 45. týden 2017;85 a více;610
Česko;Zemřelí - absolutní údaje; 44. týden 2017;celkem;2053
Česko;Zemřelí - absolutní údaje; 44. týden 2017;0-14;11
Česko;Zemřelí - absolutní údaje; 44. týden 2017;15-44;57
Česko;Zemřelí - absolutní údaje; 44. týden 2017;45-64;299
Česko;Zemřelí - absolutní údaje; 44. týden 2017;65-74;469
Česko;Zemřelí - absolutní údaje; 44. týden 2017;75-84;553
Česko;Zemřelí - absolutní údaje; 44. týden 2017;85 a více;664
Česko;Zemřelí - absolutní údaje; 43. týden 2017;celkem;2101
Česko;Zemřelí - absolutní údaje; 43. týden 2017;0-14;13
Česko;Zemřelí - absolutní údaje; 43. týden 2017;15-44;60
Česko;Zemřelí - absolutní údaje; 43. týden 2017;45-64;293
Česko;Zemřelí - absolutní údaje; 43. týden 2017;65-74;530
Česko;Zemřelí - absolutní údaje; 43. týden 2017;75-84;600
Česko;Zemřelí - absolutní údaje; 43. týden 2017;85 a více;605
Česko;Zemřelí - absolutní údaje; 42. týden 2017;celkem;2029
Česko;Zemřelí - absolutní údaje; 42. týden 2017;0-14;6
Česko;Zemřelí - absolutní údaje; 42. týden 2017;15-44;55
Česko;Zemřelí - absolutní údaje; 42. týden 2017;45-64;299
Česko;Zemřelí - absolutní údaje; 42. týden 2017;65-74;489
Česko;Zemřelí - absolutní údaje; 42. týden 2017;75-84;589
Česko;Zemřelí - absolutní údaje; 42. týden 2017;85 a více;591
Česko;Zemřelí - absolutní údaje; 41. týden 2017;celkem;2156
Česko;Zemřelí - absolutní údaje; 41. týden 2017;0-14;10
Česko;Zemřelí - absolutní údaje; 41. týden 2017;15-44;60
Česko;Zemřelí - absolutní údaje; 41. týden 2017;45-64;353
Česko;Zemřelí - absolutní údaje; 41. týden 2017;65-74;530
Česko;Zemřelí - absolutní údaje; 41. týden 2017;75-84;571
Česko;Zemřelí - absolutní údaje; 41. týden 2017;85 a více;632
Česko;Zemřelí - absolutní údaje; 40. týden 2017;celkem;2235
Česko;Zemřelí - absolutní údaje; 40. týden 2017;0-14;8
Česko;Zemřelí - absolutní údaje; 40. týden 2017;15-44;59
Česko;Zemřelí - absolutní údaje; 40. týden 2017;45-64;316
Česko;Zemřelí - absolutní údaje; 40. týden 2017;65-74;515
Česko;Zemřelí - absolutní údaje; 40. týden 2017;75-84;628
Česko;Zemřelí - absolutní údaje; 40. týden 2017;85 a více;709
Česko;Zemřelí - absolutní údaje; 39. týden 2017;celkem;2125
Česko;Zemřelí - absolutní údaje; 39. týden 2017;0-14;11
Česko;Zemřelí - absolutní údaje; 39. týden 2017;15-44;57
Česko;Zemřelí - absolutní údaje; 39. týden 2017;45-64;287
Česko;Zemřelí - absolutní údaje; 39. týden 2017;65-74;518
Česko;Zemřelí - absolutní údaje; 39. týden 2017;75-84;616
Česko;Zemřelí - absolutní údaje; 39. týden 2017;85 a více;636
Česko;Zemřelí - absolutní údaje; 38. týden 2017;celkem;2058
Česko;Zemřelí - absolutní údaje; 38. týden 2017;0-14;16
Česko;Zemřelí - absolutní údaje; 38. týden 2017;15-44;70
Česko;Zemřelí - absolutní údaje; 38. týden 2017;45-64;297
Česko;Zemřelí - absolutní údaje; 38. týden 2017;65-74;514
Česko;Zemřelí - absolutní údaje; 38. týden 2017;75-84;546
Česko;Zemřelí - absolutní údaje; 38. týden 2017;85 a více;615
Česko;Zemřelí - absolutní údaje; 37. týden 2017;celkem;1991
Česko;Zemřelí - absolutní údaje; 37. týden 2017;0-14;11
Česko;Zemřelí - absolutní údaje; 37. týden 2017;15-44;59
Česko;Zemřelí - absolutní údaje; 37. týden 2017;45-64;313
Česko;Zemřelí - absolutní údaje; 37. týden 2017;65-74;454
Česko;Zemřelí - absolutní údaje; 37. týden 2017;75-84;537
Česko;Zemřelí - absolutní údaje; 37. týden 2017;85 a více;617
Česko;Zemřelí - absolutní údaje; 36. týden 2017;celkem;1920
Česko;Zemřelí - absolutní údaje; 36. týden 2017;0-14;11
Česko;Zemřelí - absolutní údaje; 36. týden 2017;15-44;50
Česko;Zemřelí - absolutní údaje; 36. týden 2017;45-64;305
Česko;Zemřelí - absolutní údaje; 36. týden 2017;65-74;460
Česko;Zemřelí - absolutní údaje; 36. týden 2017;75-84;531
Česko;Zemřelí - absolutní údaje; 36. týden 2017;85 a více;563
Česko;Zemřelí - absolutní údaje; 35. týden 2017;celkem;1848
Česko;Zemřelí - absolutní údaje; 35. týden 2017;0-14;8
Česko;Zemřelí - absolutní údaje; 35. týden 2017;15-44;64
Česko;Zemřelí - absolutní údaje; 35. týden 2017;45-64;300
Česko;Zemřelí - absolutní údaje; 35. týden 2017;65-74;441
Česko;Zemřelí - absolutní údaje; 35. týden 2017;75-84;525
Česko;Zemřelí - absolutní údaje; 35. týden 2017;85 a více;510
Česko;Zemřelí - absolutní údaje; 34. týden 2017;celkem;1939
Česko;Zemřelí - absolutní údaje; 34. týden 2017;0-14;4
Česko;Zemřelí - absolutní údaje; 34. týden 2017;15-44;71
Česko;Zemřelí - absolutní údaje; 34. týden 2017;45-64;288
Česko;Zemřelí - absolutní údaje; 34. týden 2017;65-74;441
Česko;Zemřelí - absolutní údaje; 34. týden 2017;75-84;542
Česko;Zemřelí - absolutní údaje; 34. týden 2017;85 a více;593
Česko;Zemřelí - absolutní údaje; 33. týden 2017;celkem;1861
Česko;Zemřelí - absolutní údaje; 33. týden 2017;0-14;10
Česko;Zemřelí - absolutní údaje; 33. týden 2017;15-44;53
Česko;Zemřelí - absolutní údaje; 33. týden 2017;45-64;271
Česko;Zemřelí - absolutní údaje; 33. týden 2017;65-74;441
Česko;Zemřelí - absolutní údaje; 33. týden 2017;75-84;518
Česko;Zemřelí - absolutní údaje; 33. týden 2017;85 a více;568
Česko;Zemřelí - absolutní údaje; 32. týden 2017;celkem;1959
Česko;Zemřelí - absolutní údaje; 32. týden 2017;0-14;6
Česko;Zemřelí - absolutní údaje; 32. týden 2017;15-44;55
Česko;Zemřelí - absolutní údaje; 32. týden 2017;45-64;293
Česko;Zemřelí - absolutní údaje; 32. týden 2017;65-74;448
Česko;Zemřelí - absolutní údaje; 32. týden 2017;75-84;524
Česko;Zemřelí - absolutní údaje; 32. týden 2017;85 a více;633
Česko;Zemřelí - absolutní údaje; 31. týden 2017;celkem;2077
Česko;Zemřelí - absolutní údaje; 31. týden 2017;0-14;13
Česko;Zemřelí - absolutní údaje; 31. týden 2017;15-44;80
Česko;Zemřelí - absolutní údaje; 31. týden 2017;45-64;288
Česko;Zemřelí - absolutní údaje; 31. týden 2017;65-74;487
Česko;Zemřelí - absolutní údaje; 31. týden 2017;75-84;576
Česko;Zemřelí - absolutní údaje; 31. týden 2017;85 a více;633
Česko;Zemřelí - absolutní údaje; 30. týden 2017;celkem;1770
Česko;Zemřelí - absolutní údaje; 30. týden 2017;0-14;5
Česko;Zemřelí - absolutní údaje; 30. týden 2017;15-44;64
Česko;Zemřelí - absolutní údaje; 30. týden 2017;45-64;291
Česko;Zemřelí - absolutní údaje; 30. týden 2017;65-74;416
Česko;Zemřelí - absolutní údaje; 30. týden 2017;75-84;497
Česko;Zemřelí - absolutní údaje; 30. týden 2017;85 a více;497
Česko;Zemřelí - absolutní údaje; 29. týden 2017;celkem;1972
Česko;Zemřelí - absolutní údaje; 29. týden 2017;0-14;9
Česko;Zemřelí - absolutní údaje; 29. týden 2017;15-44;72
Česko;Zemřelí - absolutní údaje; 29. týden 2017;45-64;296
Česko;Zemřelí - absolutní údaje; 29. týden 2017;65-74;481
Česko;Zemřelí - absolutní údaje; 29. týden 2017;75-84;542
Česko;Zemřelí - absolutní údaje; 29. týden 2017;85 a více;572
Česko;Zemřelí - absolutní údaje; 28. týden 2017;celkem;1886
Česko;Zemřelí - absolutní údaje; 28. týden 2017;0-14;15
Česko;Zemřelí - absolutní údaje; 28. týden 2017;15-44;67
Česko;Zemřelí - absolutní údaje; 28. týden 2017;45-64;281
Česko;Zemřelí - absolutní údaje; 28. týden 2017;65-74;464
Česko;Zemřelí - absolutní údaje; 28. týden 2017;75-84;517
Česko;Zemřelí - absolutní údaje; 28. týden 2017;85 a více;542
Česko;Zemřelí - absolutní údaje; 27. týden 2017;celkem;1953
Česko;Zemřelí - absolutní údaje; 27. týden 2017;0-14;8
Česko;Zemřelí - absolutní údaje; 27. týden 2017;15-44;53
Česko;Zemřelí - absolutní údaje; 27. týden 2017;45-64;316
Česko;Zemřelí - absolutní údaje; 27. týden 2017;65-74;484
Česko;Zemřelí - absolutní údaje; 27. týden 2017;75-84;549
Česko;Zemřelí - absolutní údaje; 27. týden 2017;85 a více;543
Česko;Zemřelí - absolutní údaje; 26. týden 2017;celkem;1939
Česko;Zemřelí - absolutní údaje; 26. týden 2017;0-14;7
Česko;Zemřelí - absolutní údaje; 26. týden 2017;15-44;75
Česko;Zemřelí - absolutní údaje; 26. týden 2017;45-64;293
Česko;Zemřelí - absolutní údaje; 26. týden 2017;65-74;468
Česko;Zemřelí - absolutní údaje; 26. týden 2017;75-84;525
Česko;Zemřelí - absolutní údaje; 26. týden 2017;85 a více;571
Česko;Zemřelí - absolutní údaje; 25. týden 2017;celkem;2042
Česko;Zemřelí - absolutní údaje; 25. týden 2017;0-14;10
Česko;Zemřelí - absolutní údaje; 25. týden 2017;15-44;68
Česko;Zemřelí - absolutní údaje; 25. týden 2017;45-64;322
Česko;Zemřelí - absolutní údaje; 25. týden 2017;65-74;493
Česko;Zemřelí - absolutní údaje; 25. týden 2017;75-84;563
Česko;Zemřelí - absolutní údaje; 25. týden 2017;85 a více;586
Česko;Zemřelí - absolutní údaje; 24. týden 2017;celkem;1978
Česko;Zemřelí - absolutní údaje; 24. týden 2017;0-14;13
Česko;Zemřelí - absolutní údaje; 24. týden 2017;15-44;76
Česko;Zemřelí - absolutní údaje; 24. týden 2017;45-64;293
Česko;Zemřelí - absolutní údaje; 24. týden 2017;65-74;517
Česko;Zemřelí - absolutní údaje; 24. týden 2017;75-84;511
Česko;Zemřelí - absolutní údaje; 24. týden 2017;85 a více;568
Česko;Zemřelí - absolutní údaje; 23. týden 2017;celkem;1836
Česko;Zemřelí - absolutní údaje; 23. týden 2017;0-14;10
Česko;Zemřelí - absolutní údaje; 23. týden 2017;15-44;47
Česko;Zemřelí - absolutní údaje; 23. týden 2017;45-64;270
Česko;Zemřelí - absolutní údaje; 23. týden 2017;65-74;467
Česko;Zemřelí - absolutní údaje; 23. týden 2017;75-84;495
Česko;Zemřelí - absolutní údaje; 23. týden 2017;85 a více;547
Česko;Zemřelí - absolutní údaje; 22. týden 2017;celkem;2033
Česko;Zemřelí - absolutní údaje; 22. týden 2017;0-14;4
Česko;Zemřelí - absolutní údaje; 22. týden 2017;15-44;49
Česko;Zemřelí - absolutní údaje; 22. týden 2017;45-64;334
Česko;Zemřelí - absolutní údaje; 22. týden 2017;65-74;513
Česko;Zemřelí - absolutní údaje; 22. týden 2017;75-84;551
Česko;Zemřelí - absolutní údaje; 22. týden 2017;85 a více;582
Česko;Zemřelí - absolutní údaje; 21. týden 2017;celkem;1932
Česko;Zemřelí - absolutní údaje; 21. týden 2017;0-14;13
Česko;Zemřelí - absolutní údaje; 21. týden 2017;15-44;58
Česko;Zemřelí - absolutní údaje; 21. týden 2017;45-64;300
Česko;Zemřelí - absolutní údaje; 21. týden 2017;65-74;487
Česko;Zemřelí - absolutní údaje; 21. týden 2017;75-84;529
Česko;Zemřelí - absolutní údaje; 21. týden 2017;85 a více;545
Česko;Zemřelí - absolutní údaje; 20. týden 2017;celkem;1974
Česko;Zemřelí - absolutní údaje; 20. týden 2017;0-14;11
Česko;Zemřelí - absolutní údaje; 20. týden 2017;15-44;42
Česko;Zemřelí - absolutní údaje; 20. týden 2017;45-64;306
Česko;Zemřelí - absolutní údaje; 20. týden 2017;65-74;459
Česko;Zemřelí - absolutní údaje; 20. týden 2017;75-84;565
Česko;Zemřelí - absolutní údaje; 20. týden 2017;85 a více;591
Česko;Zemřelí - absolutní údaje; 19. týden 2017;celkem;2074
Česko;Zemřelí - absolutní údaje; 19. týden 2017;0-14;6
Česko;Zemřelí - absolutní údaje; 19. týden 2017;15-44;62
Česko;Zemřelí - absolutní údaje; 19. týden 2017;45-64;303
Česko;Zemřelí - absolutní údaje; 19. týden 2017;65-74;495
Česko;Zemřelí - absolutní údaje; 19. týden 2017;75-84;609
Česko;Zemřelí - absolutní údaje; 19. týden 2017;85 a více;599
Česko;Zemřelí - absolutní údaje; 18. týden 2017;celkem;2041
Česko;Zemřelí - absolutní údaje; 18. týden 2017;0-14;5
Česko;Zemřelí - absolutní údaje; 18. týden 2017;15-44;56
Česko;Zemřelí - absolutní údaje; 18. týden 2017;45-64;306
Česko;Zemřelí - absolutní údaje; 18. týden 2017;65-74;476
Česko;Zemřelí - absolutní údaje; 18. týden 2017;75-84;603
Česko;Zemřelí - absolutní údaje; 18. týden 2017;85 a více;595
Česko;Zemřelí - absolutní údaje; 17. týden 2017;celkem;2051
Česko;Zemřelí - absolutní údaje; 17. týden 2017;0-14;8
Česko;Zemřelí - absolutní údaje; 17. týden 2017;15-44;54
Česko;Zemřelí - absolutní údaje; 17. týden 2017;45-64;336
Česko;Zemřelí - absolutní údaje; 17. týden 2017;65-74;469
Česko;Zemřelí - absolutní údaje; 17. týden 2017;75-84;550
Česko;Zemřelí - absolutní údaje; 17. týden 2017;85 a více;634
Česko;Zemřelí - absolutní údaje; 16. týden 2017;celkem;2043
Česko;Zemřelí - absolutní údaje; 16. týden 2017;0-14;12
Česko;Zemřelí - absolutní údaje; 16. týden 2017;15-44;48
Česko;Zemřelí - absolutní údaje; 16. týden 2017;45-64;322
Česko;Zemřelí - absolutní údaje; 16. týden 2017;65-74;491
Česko;Zemřelí - absolutní údaje; 16. týden 2017;75-84;567
Česko;Zemřelí - absolutní údaje; 16. týden 2017;85 a více;603
Česko;Zemřelí - absolutní údaje; 15. týden 2017;celkem;1994
Česko;Zemřelí - absolutní údaje; 15. týden 2017;0-14;8
Česko;Zemřelí - absolutní údaje; 15. týden 2017;15-44;67
Česko;Zemřelí - absolutní údaje; 15. týden 2017;45-64;303
Česko;Zemřelí - absolutní údaje; 15. týden 2017;65-74;446
Česko;Zemřelí - absolutní údaje; 15. týden 2017;75-84;582
Česko;Zemřelí - absolutní údaje; 15. týden 2017;85 a více;588
Česko;Zemřelí - absolutní údaje; 14. týden 2017;celkem;2069
Česko;Zemřelí - absolutní údaje; 14. týden 2017;0-14;6
Česko;Zemřelí - absolutní údaje; 14. týden 2017;15-44;61
Česko;Zemřelí - absolutní údaje; 14. týden 2017;45-64;303
Česko;Zemřelí - absolutní údaje; 14. týden 2017;65-74;473
Česko;Zemřelí - absolutní údaje; 14. týden 2017;75-84;585
Česko;Zemřelí - absolutní údaje; 14. týden 2017;85 a více;641
Česko;Zemřelí - absolutní údaje; 13. týden 2017;celkem;2075
Česko;Zemřelí - absolutní údaje; 13. týden 2017;0-14;7
Česko;Zemřelí - absolutní údaje; 13. týden 2017;15-44;61
Česko;Zemřelí - absolutní údaje; 13. týden 2017;45-64;297
Česko;Zemřelí - absolutní údaje; 13. týden 2017;65-74;512
Česko;Zemřelí - absolutní údaje; 13. týden 2017;75-84;581
Česko;Zemřelí - absolutní údaje; 13. týden 2017;85 a více;617
Česko;Zemřelí - absolutní údaje; 12. týden 2017;celkem;2103
Česko;Zemřelí - absolutní údaje; 12. týden 2017;0-14;4
Česko;Zemřelí - absolutní údaje; 12. týden 2017;15-44;51
Česko;Zemřelí - absolutní údaje; 12. týden 2017;45-64;337
Česko;Zemřelí - absolutní údaje; 12. týden 2017;65-74;497
Česko;Zemřelí - absolutní údaje; 12. týden 2017;75-84;586
Česko;Zemřelí - absolutní údaje; 12. týden 2017;85 a více;628
Česko;Zemřelí - absolutní údaje; 11. týden 2017;celkem;2164
Česko;Zemřelí - absolutní údaje; 11. týden 2017;0-14;6
Česko;Zemřelí - absolutní údaje; 11. týden 2017;15-44;67
Česko;Zemřelí - absolutní údaje; 11. týden 2017;45-64;314
Česko;Zemřelí - absolutní údaje; 11. týden 2017;65-74;505
Česko;Zemřelí - absolutní údaje; 11. týden 2017;75-84;606
Česko;Zemřelí - absolutní údaje; 11. týden 2017;85 a více;666
Česko;Zemřelí - absolutní údaje; 10. týden 2017;celkem;2225
Česko;Zemřelí - absolutní údaje; 10. týden 2017;0-14;8
Česko;Zemřelí - absolutní údaje; 10. týden 2017;15-44;50
Česko;Zemřelí - absolutní údaje; 10. týden 2017;45-64;300
Česko;Zemřelí - absolutní údaje; 10. týden 2017;65-74;532
Česko;Zemřelí - absolutní údaje; 10. týden 2017;75-84;655
Česko;Zemřelí - absolutní údaje; 10. týden 2017;85 a více;680
Česko;Zemřelí - absolutní údaje; 09. týden 2017;celkem;2353
Česko;Zemřelí - absolutní údaje; 09. týden 2017;0-14;9
Česko;Zemřelí - absolutní údaje; 09. týden 2017;15-44;54
Česko;Zemřelí - absolutní údaje; 09. týden 2017;45-64;347
Česko;Zemřelí - absolutní údaje; 09. týden 2017;65-74;576
Česko;Zemřelí - absolutní údaje; 09. týden 2017;75-84;649
Česko;Zemřelí - absolutní údaje; 09. týden 2017;85 a více;718
Česko;Zemřelí - absolutní údaje; 08. týden 2017;celkem;2357
Česko;Zemřelí - absolutní údaje; 08. týden 2017;0-14;9
Česko;Zemřelí - absolutní údaje; 08. týden 2017;15-44;66
Česko;Zemřelí - absolutní údaje; 08. týden 2017;45-64;291
Česko;Zemřelí - absolutní údaje; 08. týden 2017;65-74;582
Česko;Zemřelí - absolutní údaje; 08. týden 2017;75-84;639
Česko;Zemřelí - absolutní údaje; 08. týden 2017;85 a více;770
Česko;Zemřelí - absolutní údaje; 07. týden 2017;celkem;2492
Česko;Zemřelí - absolutní údaje; 07. týden 2017;0-14;8
Česko;Zemřelí - absolutní údaje; 07. týden 2017;15-44;48
Česko;Zemřelí - absolutní údaje; 07. týden 2017;45-64;355
Česko;Zemřelí - absolutní údaje; 07. týden 2017;65-74;555
Česko;Zemřelí - absolutní údaje; 07. týden 2017;75-84;684
