Ukazatel;Typ indexu;Území;Klasifikace CZ-CPA;Roky;value
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zastupování médií při prodeji reklamního prostoru a času;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zastupování médií při prodeji reklamního prostoru a času;2016;101.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zastupování médií při prodeji reklamního prostoru a času;2017;105.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zastupování médií při prodeji reklamního prostoru a času;2018;107.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zastupování médií při prodeji reklamního prostoru a času;2019;113.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zastupování médií při prodeji reklamního prostoru a času;2020;113.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zastupování médií při prodeji reklamního prostoru a času;2021;115.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zastupování médií při prodeji reklamního prostoru a času;2022;135.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zastupování médií při prodeji reklamního prostoru a času;2023;139.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zastupování médií při prodeji reklamního prostoru a času;2024;154.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zprostředkování prodeje reklamního prostoru v tištěných médiích;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zprostředkování prodeje reklamního prostoru v tištěných médiích;2016;100.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zprostředkování prodeje reklamního prostoru v tištěných médiích;2017;100.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zprostředkování prodeje reklamního prostoru v tištěných médiích;2018;102.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zprostředkování prodeje reklamního prostoru v tištěných médiích;2019;102.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zprostředkování prodeje reklamního prostoru v tištěných médiích;2020;99.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zprostředkování prodeje reklamního prostoru v tištěných médiích;2021;101.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zprostředkování prodeje reklamního prostoru v tištěných médiích;2022;103.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zprostředkování prodeje reklamního prostoru v tištěných médiích;2023;106.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zprostředkování prodeje reklamního prostoru v tištěných médiích;2024;114.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase";2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase";2016;103.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase";2017;109.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase";2018;115.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase";2019;121.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase";2020;121.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase";2021;127.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase";2022;161.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase";2023;165.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Zprostředkování prodeje reklamního prostoru nebo času v televizi 
nebo v rozhlase";2024;187.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zprostředkování prodeje reklamního prostoru nebo času na internetu;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zprostředkování prodeje reklamního prostoru nebo času na internetu;2016;100.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zprostředkování prodeje reklamního prostoru nebo času na internetu;2017;103.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zprostředkování prodeje reklamního prostoru nebo času na internetu;2018;105.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zprostředkování prodeje reklamního prostoru nebo času na internetu;2019;117.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zprostředkování prodeje reklamního prostoru nebo času na internetu;2020;117.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zprostředkování prodeje reklamního prostoru nebo času na internetu;2021;107.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zprostředkování prodeje reklamního prostoru nebo času na internetu;2022;118.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zprostředkování prodeje reklamního prostoru nebo času na internetu;2023;127.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zprostředkování prodeje reklamního prostoru nebo času na internetu;2024;131.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Ostatní zprostředkování prodeje reklamního prostoru nebo času;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Ostatní zprostředkování prodeje reklamního prostoru nebo času;2016;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Ostatní zprostředkování prodeje reklamního prostoru nebo času;2017;102.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Ostatní zprostředkování prodeje reklamního prostoru nebo času;2018;101.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Ostatní zprostředkování prodeje reklamního prostoru nebo času;2019;102.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Ostatní zprostředkování prodeje reklamního prostoru nebo času;2020;104.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Ostatní zprostředkování prodeje reklamního prostoru nebo času;2021;112.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Ostatní zprostředkování prodeje reklamního prostoru nebo času;2022;113.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Ostatní zprostředkování prodeje reklamního prostoru nebo času;2023;122.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Ostatní zprostředkování prodeje reklamního prostoru nebo času;2024;127.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem reklamních panelů;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem reklamních panelů;2016;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem reklamních panelů;2017;102.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem reklamních panelů;2018;101.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem reklamních panelů;2019;102.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem reklamních panelů;2020;104.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem reklamních panelů;2021;112.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem reklamních panelů;2022;113.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem reklamních panelů;2023;122.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem reklamních panelů;2024;127.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Průzkum trhu a veřejného mínění;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Průzkum trhu a veřejného mínění;2016;98.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Průzkum trhu a veřejného mínění;2017;98.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Průzkum trhu a veřejného mínění;2018;97.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Průzkum trhu a veřejného mínění;2019;94.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Průzkum trhu a veřejného mínění;2020;94.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Průzkum trhu a veřejného mínění;2021;92.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Průzkum trhu a veřejného mínění;2022;108.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Průzkum trhu a veřejného mínění;2023;116.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Průzkum trhu a veřejného mínění;2024;119.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Překladatelské a tlumočnické služby;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Překladatelské a tlumočnické služby;2016;100.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Překladatelské a tlumočnické služby;2017;101.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Překladatelské a tlumočnické služby;2018;102.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Překladatelské a tlumočnické služby;2019;103.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Překladatelské a tlumočnické služby;2020;104.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Překladatelské a tlumočnické služby;2021;104.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Překladatelské a tlumočnické služby;2022;106.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Překladatelské a tlumočnické služby;2023;114.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Překladatelské a tlumočnické služby;2024;116.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing motorových vozidel, kromě motocyklů;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing motorových vozidel, kromě motocyklů;2016;94.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing motorových vozidel, kromě motocyklů;2017;90.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing motorových vozidel, kromě motocyklů;2018;90.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing motorových vozidel, kromě motocyklů;2019;90.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing motorových vozidel, kromě motocyklů;2020;91.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing motorových vozidel, kromě motocyklů;2021;92.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing motorových vozidel, kromě motocyklů;2022;96.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing motorových vozidel, kromě motocyklů;2023;101.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing motorových vozidel, kromě motocyklů;2024;105.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing ostatních strojů, zařízení a výrobků;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing ostatních strojů, zařízení a výrobků;2016;100.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing ostatních strojů, zařízení a výrobků;2017;100.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing ostatních strojů, zařízení a výrobků;2018;100.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing ostatních strojů, zařízení a výrobků;2019;107.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing ostatních strojů, zařízení a výrobků;2020;109.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing ostatních strojů, zařízení a výrobků;2021;109.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing ostatních strojů, zařízení a výrobků;2022;121.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing ostatních strojů, zařízení a výrobků;2023;126.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing ostatních strojů, zařízení a výrobků;2024;125.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing stavebních strojů a zařízení;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing stavebních strojů a zařízení;2016;100.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing stavebních strojů a zařízení;2017;100.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing stavebních strojů a zařízení;2018;100.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing stavebních strojů a zařízení;2019;107.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing stavebních strojů a zařízení;2020;109.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing stavebních strojů a zařízení;2021;109.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing stavebních strojů a zařízení;2022;121.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing stavebních strojů a zařízení;2023;126.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing stavebních strojů a zařízení;2024;123.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing ostatních strojů, zařízení a výrobků j. n.;2015;
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing ostatních strojů, zařízení a výrobků j. n.;2016;
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing ostatních strojů, zařízení a výrobků j. n.;2017;
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing ostatních strojů, zařízení a výrobků j. n.;2018;
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing ostatních strojů, zařízení a výrobků j. n.;2019;
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing ostatních strojů, zařízení a výrobků j. n.;2020;
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing ostatních strojů, zařízení a výrobků j. n.;2021;
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing ostatních strojů, zařízení a výrobků j. n.;2022;
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing ostatních strojů, zařízení a výrobků j. n.;2023;
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pronájem a leasing ostatních strojů, zařízení a výrobků j. n.;2024;126.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby agentur zprostředkujících zaměstnání;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby agentur zprostředkujících zaměstnání;2016;102.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby agentur zprostředkujících zaměstnání;2017;114.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby agentur zprostředkujících zaměstnání;2018;124.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby agentur zprostředkujících zaměstnání;2019;134.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby agentur zprostředkujících zaměstnání;2020;137.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby agentur zprostředkujících zaměstnání;2021;145.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby agentur zprostředkujících zaměstnání;2022;151.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby agentur zprostředkujících zaměstnání;2023;159.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby agentur zprostředkujících zaměstnání;2024;171.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby agentur zprostředkujících pracovníky na přechodnou dobu;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby agentur zprostředkujících pracovníky na přechodnou dobu;2016;101.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby agentur zprostředkujících pracovníky na přechodnou dobu;2017;100.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby agentur zprostředkujících pracovníky na přechodnou dobu;2018;110.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby agentur zprostředkujících pracovníky na přechodnou dobu;2019;121.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby agentur zprostředkujících pracovníky na přechodnou dobu;2020;128.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby agentur zprostředkujících pracovníky na přechodnou dobu;2021;135.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby agentur zprostředkujících pracovníky na přechodnou dobu;2022;158.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby agentur zprostředkujících pracovníky na přechodnou dobu;2023;198.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby agentur zprostředkujících pracovníky na přechodnou dobu;2024;220.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Soukromé bezpečnostní služby;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Soukromé bezpečnostní služby;2016;103.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Soukromé bezpečnostní služby;2017;109.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Soukromé bezpečnostní služby;2018;119.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Soukromé bezpečnostní služby;2019;125.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Soukromé bezpečnostní služby;2020;131.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Soukromé bezpečnostní služby;2021;137.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Soukromé bezpečnostní služby;2022;144.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Soukromé bezpečnostní služby;2023;159.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Soukromé bezpečnostní služby;2024;174.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s provozem bezpečnostních systémů;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s provozem bezpečnostních systémů;2016;100.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s provozem bezpečnostních systémů;2017;101.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s provozem bezpečnostních systémů;2018;109.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s provozem bezpečnostních systémů;2019;111.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s provozem bezpečnostních systémů;2020;113.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s provozem bezpečnostních systémů;2021;113.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s provozem bezpečnostních systémů;2022;116.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s provozem bezpečnostních systémů;2023;121.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s provozem bezpečnostních systémů;2024;128.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Úklidové služby;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Úklidové služby;2016;100.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Úklidové služby;2017;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Úklidové služby;2018;111.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Úklidové služby;2019;116.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Úklidové služby;2020;121.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Úklidové služby;2021;123.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Úklidové služby;2022;127.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Úklidové služby;2023;144.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Úklidové služby;2024;153.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pořádání konferencí a hospodářských výstav;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pořádání konferencí a hospodářských výstav;2016;100.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pořádání konferencí a hospodářských výstav;2017;99.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pořádání konferencí a hospodářských výstav;2018;100.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pořádání konferencí a hospodářských výstav;2019;102.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pořádání konferencí a hospodářských výstav;2020;103.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pořádání konferencí a hospodářských výstav;2021;102.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pořádání konferencí a hospodářských výstav;2022;105.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pořádání konferencí a hospodářských výstav;2023;115.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pořádání konferencí a hospodářských výstav;2024;116.9
