Kraje,Dvouleté období (kraje),Pohlaví,Věk (roky),Ukazatel,value
Hlavní město Praha,2023-2024,muži,72,Pravděpodobnost úmrtí (qx),0.0273173879
Hlavní město Praha,2023-2024,muži,72,Tabulkový počet dožívajících (lx),75829.7809283569
Hlavní město Praha,2023-2024,muži,72,Tabulkový počet zemřelých (dx),2071.4715413348
Hlavní město Praha,2023-2024,muži,72,Tabulkový počet žijících (Lx),74794.0451576895
Hlavní město Praha,2023-2024,muži,72,Pomocný ukazatel (Tx),980155.999198105
Hlavní město Praha,2023-2024,muži,72,Naděje dožití (ex),12.9257395603
Hlavní město Praha,2023-2024,muži,73,Počet zemřelých (Dx),316.0
Hlavní město Praha,2023-2024,muži,73,Počet obyvatel (Px),10960.0
Hlavní město Praha,2023-2024,muži,73,Míra úmrtnosti (mx),0.0305240625
Hlavní město Praha,2023-2024,muži,73,Pravděpodobnost úmrtí (qx),0.0300652064
Hlavní město Praha,2023-2024,muži,73,Tabulkový počet dožívajících (lx),73758.3093870221
Hlavní město Praha,2023-2024,muži,73,Tabulkový počet zemřelých (dx),2217.5587920668
Hlavní město Praha,2023-2024,muži,73,Tabulkový počet žijících (Lx),72649.5299909887
Hlavní město Praha,2023-2024,muži,73,Pomocný ukazatel (Tx),905361.954040415
Hlavní město Praha,2023-2024,muži,73,Naděje dožití (ex),12.2747113046
Hlavní město Praha,2023-2024,muži,74,Počet zemřelých (Dx),366.0
Hlavní město Praha,2023-2024,muži,74,Počet obyvatel (Px),10578.0
Hlavní město Praha,2023-2024,muži,74,Míra úmrtnosti (mx),0.0336366792
Hlavní město Praha,2023-2024,muži,74,Pravděpodobnost úmrtí (qx),0.0330803231
Hlavní město Praha,2023-2024,muži,74,Tabulkový počet dožívajících (lx),71540.7505949553
Hlavní město Praha,2023-2024,muži,74,Tabulkový počet zemřelých (dx),2366.5911432702
Hlavní město Praha,2023-2024,muži,74,Tabulkový počet žijících (Lx),70357.4550233202
Hlavní město Praha,2023-2024,muži,74,Pomocný ukazatel (Tx),832712.424049427
Hlavní město Praha,2023-2024,muži,74,Naděje dožití (ex),11.6396937008
Hlavní město Praha,2023-2024,muži,75,Počet zemřelých (Dx),398.0
Hlavní město Praha,2023-2024,muži,75,Počet obyvatel (Px),10622.0
Hlavní město Praha,2023-2024,muži,75,Míra úmrtnosti (mx),0.0369990245
Hlavní město Praha,2023-2024,muži,75,Pravděpodobnost úmrtí (qx),0.0363269929
Hlavní město Praha,2023-2024,muži,75,Tabulkový počet dožívajících (lx),69174.1594516851
Hlavní město Praha,2023-2024,muži,75,Tabulkový počet zemřelých (dx),2512.8891980848
Hlavní město Praha,2023-2024,muži,75,Tabulkový počet žijících (Lx),67917.7148526427
Hlavní město Praha,2023-2024,muži,75,Pomocný ukazatel (Tx),762354.969026106
Hlavní město Praha,2023-2024,muži,75,Naděje dožití (ex),11.0208056747
Hlavní město Praha,2023-2024,muži,76,Počet zemřelých (Dx),418.0
Hlavní město Praha,2023-2024,muži,76,Počet obyvatel (Px),10786.0
Hlavní město Praha,2023-2024,muži,76,Míra úmrtnosti (mx),0.0407139788
Hlavní město Praha,2023-2024,muži,76,Pravděpodobnost úmrtí (qx),0.0399017004
Hlavní město Praha,2023-2024,muži,76,Tabulkový počet dožívajících (lx),66661.2702536003
Hlavní město Praha,2023-2024,muži,76,Tabulkový počet zemřelých (dx),2659.8980308471
Hlavní město Praha,2023-2024,muži,76,Tabulkový počet žijících (Lx),65331.3212381768
Hlavní město Praha,2023-2024,muži,76,Pomocný ukazatel (Tx),694437.254173464
Hlavní město Praha,2023-2024,muži,76,Naděje dožití (ex),10.4174020617
Hlavní město Praha,2023-2024,muži,77,Počet zemřelých (Dx),467.0
Hlavní město Praha,2023-2024,muži,77,Počet obyvatel (Px),10149.0
Hlavní město Praha,2023-2024,muži,77,Míra úmrtnosti (mx),0.0448493722
Hlavní město Praha,2023-2024,muži,77,Pravděpodobnost úmrtí (qx),0.0438656977
Hlavní město Praha,2023-2024,muži,77,Tabulkový počet dožívajících (lx),64001.3722227532
Hlavní město Praha,2023-2024,muži,77,Tabulkový počet zemřelých (dx),2807.4648486909
Hlavní město Praha,2023-2024,muži,77,Tabulkový počet žijících (Lx),62597.6397984078
Hlavní město Praha,2023-2024,muži,77,Pomocný ukazatel (Tx),629105.932935287
Hlavní město Praha,2023-2024,muži,77,Naděje dožití (ex),9.8295694465
Hlavní město Praha,2023-2024,muži,78,Počet zemřelých (Dx),451.0
Hlavní město Praha,2023-2024,muži,78,Počet obyvatel (Px),8959.0
Hlavní město Praha,2023-2024,muži,78,Míra úmrtnosti (mx),0.0494928688
Hlavní město Praha,2023-2024,muži,78,Pravděpodobnost úmrtí (qx),0.0482976736
Hlavní město Praha,2023-2024,muži,78,Tabulkový počet dožívajících (lx),61193.9073740624
Hlavní město Praha,2023-2024,muži,78,Tabulkový počet zemřelých (dx),2955.5233643547
Hlavní město Praha,2023-2024,muži,78,Tabulkový počet žijících (Lx),59716.145691885
Hlavní město Praha,2023-2024,muži,78,Pomocný ukazatel (Tx),566508.293136879
Hlavní město Praha,2023-2024,muži,78,Naděje dožití (ex),9.257593075
Hlavní město Praha,2023-2024,muži,79,Počet zemřelých (Dx),472.0
Hlavní město Praha,2023-2024,muži,79,Počet obyvatel (Px),8250.0
Hlavní město Praha,2023-2024,muži,79,Míra úmrtnosti (mx),0.0547553095
Hlavní město Praha,2023-2024,muži,79,Pravděpodobnost úmrtí (qx),0.053296185
Hlavní město Praha,2023-2024,muži,79,Tabulkový počet dožívajících (lx),58238.3840097077
Hlavní město Praha,2023-2024,muži,79,Tabulkový počet zemřelých (dx),3103.8836873927
Hlavní město Praha,2023-2024,muži,79,Tabulkový počet žijících (Lx),56686.4421660113
Hlavní město Praha,2023-2024,muži,79,Pomocný ukazatel (Tx),506792.147444994
Hlavní město Praha,2023-2024,muži,79,Naděje dožití (ex),8.7020297019
Hlavní město Praha,2023-2024,muži,80,Počet zemřelých (Dx),445.0
Hlavní město Praha,2023-2024,muži,80,Počet obyvatel (Px),7424.0
Hlavní město Praha,2023-2024,muži,80,Míra úmrtnosti (mx),0.060762627
Hlavní město Praha,2023-2024,muži,80,Pravděpodobnost úmrtí (qx),0.0589710103
Hlavní město Praha,2023-2024,muži,80,Tabulkový počet dožívajících (lx),55134.500322315
Hlavní město Praha,2023-2024,muži,80,Tabulkový počet zemřelých (dx),3251.3371845706
Hlavní město Praha,2023-2024,muži,80,Tabulkový počet žijících (Lx),53508.8317300297
Hlavní město Praha,2023-2024,muži,80,Pomocný ukazatel (Tx),450105.705278983
Hlavní město Praha,2023-2024,muži,80,Naděje dožití (ex),8.1637759052
Hlavní město Praha,2023-2024,muži,81,Počet zemřelých (Dx),418.0
Hlavní město Praha,2023-2024,muži,81,Počet obyvatel (Px),6121.0
Hlavní město Praha,2023-2024,muži,81,Míra úmrtnosti (mx),0.0676669651
Hlavní město Praha,2023-2024,muži,81,Pravděpodobnost úmrtí (qx),0.0654524797
Hlavní město Praha,2023-2024,muži,81,Tabulkový počet dožívajících (lx),51883.1631377444
Hlavní město Praha,2023-2024,muži,81,Tabulkový počet zemřelých (dx),3395.8816843973
Hlavní město Praha,2023-2024,muži,81,Tabulkový počet žijících (Lx),50185.2222955457
Hlavní město Praha,2023-2024,muži,81,Pomocný ukazatel (Tx),396596.873548953
Hlavní město Praha,2023-2024,muži,81,Naděje dožití (ex),7.6440380571
Hlavní město Praha,2023-2024,muži,82,Počet zemřelých (Dx),349.0
Hlavní město Praha,2023-2024,muži,82,Počet obyvatel (Px),5153.0
Hlavní město Praha,2023-2024,muži,82,Míra úmrtnosti (mx),0.0756250831
Hlavní město Praha,2023-2024,muži,82,Pravděpodobnost úmrtí (qx),0.0728696947
Hlavní město Praha,2023-2024,muži,82,Tabulkový počet dožívajících (lx),48487.2814533471
Hlavní město Praha,2023-2024,muži,82,Tabulkový počet zemřelých (dx),3533.2533964011
Hlavní město Praha,2023-2024,muži,82,Tabulkový počet žijících (Lx),46720.6547551466
Hlavní město Praha,2023-2024,muži,82,Pomocný ukazatel (Tx),346411.651253407
Hlavní město Praha,2023-2024,muži,82,Naděje dožití (ex),7.1443818022
Hlavní město Praha,2023-2024,muži,83,Počet zemřelých (Dx),373.0
Hlavní město Praha,2023-2024,muži,83,Počet obyvatel (Px),4384.0
Hlavní město Praha,2023-2024,muži,83,Míra úmrtnosti (mx),0.0847524741
Hlavní město Praha,2023-2024,muži,83,Pravděpodobnost úmrtí (qx),0.0813069899
Hlavní město Praha,2023-2024,muži,83,Tabulkový počet dožívajících (lx),44954.028056946
Hlavní město Praha,2023-2024,muži,83,Tabulkový počet zemřelých (dx),3655.0767031259
Hlavní město Praha,2023-2024,muži,83,Tabulkový počet žijících (Lx),43126.4897053831
Hlavní město Praha,2023-2024,muži,83,Pomocný ukazatel (Tx),299690.996498261
Hlavní město Praha,2023-2024,muži,83,Naděje dožití (ex),6.6666105231
Hlavní město Praha,2023-2024,muži,84,Počet zemřelých (Dx),336.0
Hlavní město Praha,2023-2024,muži,84,Počet obyvatel (Px),3612.0
Hlavní město Praha,2023-2024,muži,84,Míra úmrtnosti (mx),0.0950917492
Hlavní město Praha,2023-2024,muži,84,Pravděpodobnost úmrtí (qx),0.0907757373
Hlavní město Praha,2023-2024,muži,84,Tabulkový počet dožívajících (lx),41298.9513538201
Hlavní město Praha,2023-2024,muži,84,Tabulkový počet zemřelých (dx),3748.9427601638
Hlavní město Praha,2023-2024,muži,84,Tabulkový počet žijících (Lx),39424.4799737382
Hlavní město Praha,2023-2024,muži,84,Pomocný ukazatel (Tx),256564.506792878
Hlavní město Praha,2023-2024,muži,84,Naděje dožití (ex),6.2123733989
Hlavní město Praha,2023-2024,muži,85,Počet zemřelých (Dx),292.0
Hlavní město Praha,2023-2024,muži,85,Počet obyvatel (Px),3049.0
Hlavní město Praha,2023-2024,muži,85,Míra úmrtnosti (mx),0.1064024106
Hlavní město Praha,2023-2024,muži,85,Pravděpodobnost úmrtí (qx),0.1010276194
Hlavní město Praha,2023-2024,muži,85,Tabulkový počet dožívajících (lx),37550.0085936563
Hlavní město Praha,2023-2024,muži,85,Tabulkový počet zemřelých (dx),3793.5879781141
Hlavní město Praha,2023-2024,muži,85,Tabulkový počet žijících (Lx),35653.2146045992
Hlavní město Praha,2023-2024,muži,85,Pomocný ukazatel (Tx),217140.02681914
Hlavní město Praha,2023-2024,muži,85,Naděje dožití (ex),5.7826891378
Hlavní město Praha,2023-2024,muži,86,Počet zemřelých (Dx),291.0
Hlavní město Praha,2023-2024,muži,86,Počet obyvatel (Px),2592.0
Hlavní město Praha,2023-2024,muži,86,Míra úmrtnosti (mx),0.1190350148
Hlavní město Praha,2023-2024,muži,86,Pravděpodobnost úmrtí (qx),0.1123483227
Hlavní město Praha,2023-2024,muži,86,Tabulkový počet dožívajících (lx),33756.4206155422
Hlavní město Praha,2023-2024,muži,86,Tabulkový počet zemřelých (dx),3792.4772366061
Hlavní město Praha,2023-2024,muži,86,Tabulkový počet žijících (Lx),31860.1819972392
Hlavní město Praha,2023-2024,muži,86,Pomocný ukazatel (Tx),181486.81221454
Hlavní město Praha,2023-2024,muži,86,Naděje dožití (ex),5.3763642266
Hlavní město Praha,2023-2024,muži,87,Počet zemřelých (Dx),298.0
Hlavní město Praha,2023-2024,muži,87,Počet obyvatel (Px),2202.0
Hlavní město Praha,2023-2024,muži,87,Míra úmrtnosti (mx),0.1330952249
Hlavní město Praha,2023-2024,muži,87,Pravděpodobnost úmrtí (qx),0.1247907016
Hlavní město Praha,2023-2024,muži,87,Tabulkový počet dožívajících (lx),29963.9433789361
Hlavní město Praha,2023-2024,muži,87,Tabulkový počet zemřelých (dx),3739.2215183886
Hlavní město Praha,2023-2024,muži,87,Tabulkový počet žijících (Lx),28094.3326197418
Hlavní město Praha,2023-2024,muži,87,Pomocný ukazatel (Tx),149626.630217301
Hlavní město Praha,2023-2024,muži,87,Naděje dožití (ex),4.9935560325
Hlavní město Praha,2023-2024,muži,88,Počet zemřelých (Dx),311.0
Hlavní město Praha,2023-2024,muži,88,Počet obyvatel (Px),1890.0
Hlavní město Praha,2023-2024,muži,88,Míra úmrtnosti (mx),0.1486841041
Hlavní město Praha,2023-2024,muži,88,Pravděpodobnost úmrtí (qx),0.1383954988
Hlavní město Praha,2023-2024,muži,88,Tabulkový počet dožívajících (lx),26224.7218605476
Hlavní město Praha,2023-2024,muži,88,Tabulkový počet zemřelých (dx),3629.3834618901
Hlavní město Praha,2023-2024,muži,88,Tabulkový počet žijících (Lx),24410.0301296025
Hlavní město Praha,2023-2024,muži,88,Pomocný ukazatel (Tx),121532.297597559
Hlavní město Praha,2023-2024,muži,88,Naděje dožití (ex),4.6342645022
Hlavní město Praha,2023-2024,muži,89,Počet zemřelých (Dx),294.0
Hlavní město Praha,2023-2024,muži,89,Počet obyvatel (Px),1595.0
Hlavní město Praha,2023-2024,muži,89,Míra úmrtnosti (mx),0.1658940827
Hlavní město Praha,2023-2024,muži,89,Pravděpodobnost úmrtí (qx),0.1531876227
Hlavní město Praha,2023-2024,muži,89,Tabulkový počet dožívajících (lx),22595.3383986574
Hlavní město Praha,2023-2024,muži,89,Tabulkový počet zemřelých (dx),3461.3261722855
Hlavní město Praha,2023-2024,muži,89,Tabulkový počet žijících (Lx),20864.6753125147
Hlavní město Praha,2023-2024,muži,89,Pomocný ukazatel (Tx),97122.2674679568
Hlavní město Praha,2023-2024,muži,89,Naděje dožití (ex),4.298332061
Hlavní město Praha,2023-2024,muži,90,Počet zemřelých (Dx),260.0
Hlavní město Praha,2023-2024,muži,90,Počet obyvatel (Px),1377.0
Hlavní město Praha,2023-2024,muži,90,Míra úmrtnosti (mx),0.1848042512
Hlavní město Praha,2023-2024,muži,90,Pravděpodobnost úmrtí (qx),0.169172365
Hlavní město Praha,2023-2024,muži,90,Tabulkový počet dožívajících (lx),19134.0122263719
Hlavní město Praha,2023-2024,muži,90,Tabulkový počet zemřelých (dx),3236.9461011862
Hlavní město Praha,2023-2024,muži,90,Tabulkový počet žijících (Lx),17515.5391757789
Hlavní město Praha,2023-2024,muži,90,Pomocný ukazatel (Tx),76257.5921554421
Hlavní město Praha,2023-2024,muži,90,Naděje dožití (ex),3.9854470277
Hlavní město Praha,2023-2024,muži,91,Počet zemřelých (Dx),244.0
Hlavní město Praha,2023-2024,muži,91,Počet obyvatel (Px),1143.0
Hlavní město Praha,2023-2024,muži,91,Míra úmrtnosti (mx),0.2054750882
Hlavní město Praha,2023-2024,muži,91,Pravděpodobnost úmrtí (qx),0.1863318151
Hlavní město Praha,2023-2024,muži,91,Tabulkový počet dožívajících (lx),15897.0661251858
Hlavní město Praha,2023-2024,muži,91,Tabulkový počet zemřelých (dx),2962.1291856978
Hlavní město Praha,2023-2024,muži,91,Tabulkový počet žijících (Lx),14416.0015323369
Hlavní město Praha,2023-2024,muži,91,Pomocný ukazatel (Tx),58742.0529796632
Hlavní město Praha,2023-2024,muži,91,Naděje dožití (ex),3.6951505716
Hlavní město Praha,2023-2024,muži,92,Počet zemřelých (Dx),208.0
Hlavní město Praha,2023-2024,muži,92,Počet obyvatel (Px),942.0
Hlavní město Praha,2023-2024,muži,92,Míra úmrtnosti (mx),0.2279428185
Hlavní město Praha,2023-2024,muži,92,Pravděpodobnost úmrtí (qx),0.2046217853
Hlavní město Praha,2023-2024,muži,92,Tabulkový počet dožívajících (lx),12934.936939488
Hlavní město Praha,2023-2024,muži,92,Tabulkový počet zemřelých (dx),2646.7698888062
Hlavní město Praha,2023-2024,muži,92,Tabulkový počet žijících (Lx),11611.5519950849
Hlavní město Praha,2023-2024,muži,92,Pomocný ukazatel (Tx),44326.0514473263
Hlavní město Praha,2023-2024,muži,92,Naděje dožití (ex),3.4268471238
Hlavní město Praha,2023-2024,muži,93,Počet zemřelých (Dx),213.0
Hlavní město Praha,2023-2024,muži,93,Počet obyvatel (Px),752.0
Hlavní město Praha,2023-2024,muži,93,Míra úmrtnosti (mx),0.2522136972
Hlavní město Praha,2023-2024,muži,93,Pravděpodobnost úmrtí (qx),0.2239695971
Hlavní město Praha,2023-2024,muži,93,Tabulkový počet dožívajících (lx),10288.1670506818
Hlavní město Praha,2023-2024,muži,93,Tabulkový počet zemřelých (dx),2304.2366292024
Hlavní město Praha,2023-2024,muži,93,Tabulkový počet žijících (Lx),9136.0487360806
Hlavní město Praha,2023-2024,muži,93,Pomocný ukazatel (Tx),32714.4994522414
Hlavní město Praha,2023-2024,muži,93,Naděje dožití (ex),3.1798180659
Hlavní město Praha,2023-2024,muži,94,Počet zemřelých (Dx),176.0
Hlavní město Praha,2023-2024,muži,94,Počet obyvatel (Px),514.0
Hlavní město Praha,2023-2024,muži,94,Míra úmrtnosti (mx),0.2782586152
Hlavní město Praha,2023-2024,muži,94,Pravděpodobnost úmrtí (qx),0.2442730718
Hlavní město Praha,2023-2024,muži,94,Tabulkový počet dožívajících (lx),7983.9304214794
Hlavní město Praha,2023-2024,muži,94,Tabulkový počet zemřelých (dx),1950.2592093373
Hlavní město Praha,2023-2024,muži,94,Tabulkový počet žijících (Lx),7008.8008168107
Hlavní město Praha,2023-2024,muži,94,Pomocný ukazatel (Tx),23578.4507161608
Hlavní město Praha,2023-2024,muži,94,Naděje dožití (ex),2.9532385018
Hlavní město Praha,2023-2024,muži,95,Počet zemřelých (Dx),111.0
Hlavní město Praha,2023-2024,muži,95,Počet obyvatel (Px),351.0
Hlavní město Praha,2023-2024,muži,95,Míra úmrtnosti (mx),0.3060085066
Hlavní město Praha,2023-2024,muži,95,Pravděpodobnost úmrtí (qx),0.2654010215
Hlavní město Praha,2023-2024,muži,95,Tabulkový počet dožívajících (lx),6033.6712121421
Hlavní město Praha,2023-2024,muži,95,Tabulkový počet zemřelých (dx),1601.342503025
Hlavní město Praha,2023-2024,muži,95,Tabulkový počet žijících (Lx),5232.9999606296
Hlavní město Praha,2023-2024,muži,95,Pomocný ukazatel (Tx),16569.6498993501
Hlavní město Praha,2023-2024,muži,95,Naděje dožití (ex),2.7461970195
Hlavní město Praha,2023-2024,muži,96,Počet zemřelých (Dx),77.0
Hlavní město Praha,2023-2024,muži,96,Počet obyvatel (Px),228.0
Hlavní město Praha,2023-2024,muži,96,Míra úmrtnosti (mx),0.3353510846
Hlavní město Praha,2023-2024,muži,96,Pravděpodobnost úmrtí (qx),0.2871954344
Hlavní město Praha,2023-2024,muži,96,Tabulkový počet dožívajících (lx),4432.3287091171
Hlavní město Praha,2023-2024,muži,96,Tabulkový počet zemřelých (dx),1272.9445688605
Hlavní město Praha,2023-2024,muži,96,Tabulkový počet žijících (Lx),3795.8564246868
Hlavní město Praha,2023-2024,muži,96,Pomocný ukazatel (Tx),11336.6499387205
Hlavní město Praha,2023-2024,muži,96,Naděje dožití (ex),2.5577186808
Hlavní město Praha,2023-2024,muži,97,Počet zemřelých (Dx),62.0
Hlavní město Praha,2023-2024,muži,97,Počet obyvatel (Px),146.0
Hlavní město Praha,2023-2024,muži,97,Míra úmrtnosti (mx),0.366129426
Hlavní město Praha,2023-2024,muži,97,Pravděpodobnost úmrtí (qx),0.3094754006
Hlavní město Praha,2023-2024,muži,97,Tabulkový počet dožívajících (lx),3159.3841402566
Hlavní město Praha,2023-2024,muži,97,Tabulkový počet zemřelých (dx),977.7516725313
Hlavní město Praha,2023-2024,muži,97,Tabulkový počet žijících (Lx),2670.508303991
Hlavní město Praha,2023-2024,muži,97,Pomocný ukazatel (Tx),7540.7935140337
Hlavní město Praha,2023-2024,muži,97,Naděje dožití (ex),2.3867922289
Hlavní město Praha,2023-2024,muži,98,Počet zemřelých (Dx),41.0
Hlavní město Praha,2023-2024,muži,98,Počet obyvatel (Px),84.0
Hlavní město Praha,2023-2024,muži,98,Míra úmrtnosti (mx),0.3981428462
Hlavní město Praha,2023-2024,muži,98,Pravděpodobnost úmrtí (qx),0.3320426444
Hlavní město Praha,2023-2024,muži,98,Tabulkový počet dožívajících (lx),2181.6324677253
Hlavní město Praha,2023-2024,muži,98,Tabulkový počet zemřelých (dx),724.3950137228
Hlavní město Praha,2023-2024,muži,98,Tabulkový počet žijících (Lx),1819.4349608639
Hlavní město Praha,2023-2024,muži,98,Pomocný ukazatel (Tx),4870.2852100427
Hlavní město Praha,2023-2024,muži,98,Naděje dožití (ex),2.2324040745
Hlavní město Praha,2023-2024,muži,99,Počet zemřelých (Dx),23.0
Hlavní město Praha,2023-2024,muži,99,Počet obyvatel (Px),49.0
Hlavní město Praha,2023-2024,muži,99,Míra úmrtnosti (mx),0.4311503451
Hlavní město Praha,2023-2024,muži,99,Pravděpodobnost úmrtí (qx),0.3546883441
Hlavní město Praha,2023-2024,muži,99,Tabulkový počet dožívajících (lx),1457.2374540025
Hlavní město Praha,2023-2024,muži,99,Tabulkový počet zemřelých (dx),516.8651395847
Hlavní město Praha,2023-2024,muži,99,Tabulkový počet žijících (Lx),1198.8048842102
Hlavní město Praha,2023-2024,muži,99,Pomocný ukazatel (Tx),3050.8502491788
Hlavní město Praha,2023-2024,muži,99,Naděje dožití (ex),2.0935848449
Hlavní město Praha,2023-2024,muži,100,Počet zemřelých (Dx),11.0
Hlavní město Praha,2023-2024,muži,100,Počet obyvatel (Px),27.0
Hlavní město Praha,2023-2024,muži,100,Míra úmrtnosti (mx),0.4648766829
Hlavní město Praha,2023-2024,muži,100,Pravděpodobnost úmrtí (qx),0.3772007631
Hlavní město Praha,2023-2024,muži,100,Tabulkový počet dožívajících (lx),940.3723144178
Hlavní město Praha,2023-2024,muži,100,Tabulkový počet zemřelých (dx),354.7091546313
Hlavní město Praha,2023-2024,muži,100,Tabulkový počet žijících (Lx),763.0177371022
Hlavní město Praha,2023-2024,muži,100,Pomocný ukazatel (Tx),1852.0453649686
Hlavní město Praha,2023-2024,muži,100,Naděje dožití (ex),1.9694809562
Hlavní město Praha,2023-2024,muži,101,Počet zemřelých (Dx),5.0
Hlavní město Praha,2023-2024,muži,101,Počet obyvatel (Px),16.0
Hlavní město Praha,2023-2024,muži,101,Míra úmrtnosti (mx),0.4990208648
Hlavní město Praha,2023-2024,muži,101,Pravděpodobnost úmrtí (qx),0.3993731079
Hlavní město Praha,2023-2024,muži,101,Tabulkový počet dožívajících (lx),585.6631597865
Hlavní město Praha,2023-2024,muži,101,Tabulkový počet zemřelých (dx),233.8981163289
Hlavní město Praha,2023-2024,muži,101,Tabulkový počet žijících (Lx),468.7141016221
Hlavní město Praha,2023-2024,muži,101,Pomocný ukazatel (Tx),1089.0276278665
Hlavní město Praha,2023-2024,muži,101,Naděje dožití (ex),1.8594777726
Hlavní město Praha,2023-2024,muži,102,Počet zemřelých (Dx),1.0
Hlavní město Praha,2023-2024,muži,102,Počet obyvatel (Px),10.0
Hlavní město Praha,2023-2024,muži,102,Míra úmrtnosti (mx),0.5332665419
Hlavní město Praha,2023-2024,muži,102,Pravděpodobnost úmrtí (qx),0.4210110015
Hlavní město Praha,2023-2024,muži,102,Tabulkový počet dožívajících (lx),351.7650434576
Hlavní město Praha,2023-2024,muži,102,Tabulkový počet zemřelých (dx),148.0969532392
Hlavní město Praha,2023-2024,muži,102,Tabulkový počet žijících (Lx),277.7165668381
Hlavní město Praha,2023-2024,muži,102,Pomocný ukazatel (Tx),620.3135262444
Hlavní město Praha,2023-2024,muži,102,Naděje dožití (ex),1.7634314091
Hlavní město Praha,2023-2024,muži,103,Počet zemřelých (Dx),5.0
Hlavní město Praha,2023-2024,muži,103,Počet obyvatel (Px),3.0
Hlavní město Praha,2023-2024,muži,103,Míra úmrtnosti (mx),0.5672935935
Hlavní město Praha,2023-2024,muži,103,Pravděpodobnost úmrtí (qx),0.4419390092
Hlavní město Praha,2023-2024,muži,103,Tabulkový počet dožívajících (lx),203.6680902185
Hlavní město Praha,2023-2024,muži,103,Tabulkový počet zemřelých (dx),90.0088739946
Hlavní město Praha,2023-2024,muži,103,Tabulkový počet žijících (Lx),158.6636532212
Hlavní město Praha,2023-2024,muži,103,Pomocný ukazatel (Tx),342.5969594063
Hlavní město Praha,2023-2024,muži,103,Naděje dožití (ex),1.6821337061
Hlavní město Praha,2023-2024,muži,104,Počet zemřelých (Dx),0.0
Hlavní město Praha,2023-2024,muži,104,Počet obyvatel (Px),1.0
Hlavní město Praha,2023-2024,muži,104,Míra úmrtnosti (mx),0.6007900032
Hlavní město Praha,2023-2024,muži,104,Pravděpodobnost úmrtí (qx),0.462005777
Hlavní město Praha,2023-2024,muži,104,Tabulkový počet dožívajících (lx),113.6592162239
Hlavní město Praha,2023-2024,muži,104,Tabulkový počet zemřelých (dx),52.5112145093
Hlavní město Praha,2023-2024,muži,104,Tabulkový počet žijících (Lx),87.4036089692
Hlavní město Praha,2023-2024,muži,104,Pomocný ukazatel (Tx),183.9333061852
Hlavní město Praha,2023-2024,muži,104,Naděje dožití (ex),1.6182876523
Hlavní město Praha,2023-2024,muži,105,Počet zemřelých (Dx),1.0
Hlavní město Praha,2023-2024,muži,105,Počet obyvatel (Px),0.0
Hlavní město Praha,2023-2024,muži,105,Míra úmrtnosti (mx),0.6334631049
Hlavní město Praha,2023-2024,muži,105,Pravděpodobnost úmrtí (qx),1.0
Hlavní město Praha,2023-2024,muži,105,Tabulkový počet dožívajících (lx),61.1480017145
Hlavní město Praha,2023-2024,muži,105,Tabulkový počet zemřelých (dx),61.1480017145
Hlavní město Praha,2023-2024,muži,105,Tabulkový počet žijících (Lx),96.529697216
Hlavní město Praha,2023-2024,muži,105,Pomocný ukazatel (Tx),96.529697216
Hlavní město Praha,2023-2024,muži,105,Naděje dožití (ex),1.5786239045
