ČR a kraje,Ukazatel,Pohlaví,Čtvrtletí,Postavení v zaměstnání,value
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2004,Celkem,4717.36443615594
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2004,"Zaměstnanci, členové produkčních družstev",3902.25502879659
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2004,Zaměstnavatelé,187.8603930671
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2004,Osoby pracující na vlastní účet,570.9221903388
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2004,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2004,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2004,Celkem,4700.60176646963
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2004,"Zaměstnanci, členové produkčních družstev",3881.58583534538
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2004,Zaměstnavatelé,188.2597359755
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2004,Osoby pracující na vlastní účet,573.6293045833
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2004,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2004,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2004,Celkem,4675.87983908486
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2004,"Zaměstnanci, členové produkčních družstev",3847.44979519738
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2004,Zaměstnavatelé,186.7513777774
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2004,Osoby pracující na vlastní účet,588.5130210391
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2004,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2004,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2003,Celkem,4724.92993573684
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2003,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2003,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2003,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2003,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2003,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2003,Celkem,4727.82341917385
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2003,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2003,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2003,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2003,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2003,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2003,Celkem,4740.04268051406
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2003,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2003,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2003,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2003,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2003,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2003,Celkem,4739.9318709302
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2003,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2003,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2003,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2003,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2003,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2002,Celkem,4791.71070708969
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2002,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2002,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2002,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2002,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2002,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2002,Celkem,4781.05505344896
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2002,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2002,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2002,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2002,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2002,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2002,Celkem,4768.23553228979
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2002,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2002,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2002,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2002,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2002,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2002,Celkem,4718.65764383926
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2002,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2002,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2002,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2002,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2002,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2001,Celkem,4738.56338277241
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2001,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2001,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2001,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2001,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2001,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2001,Celkem,4725.0445513605
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2001,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2001,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2001,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2001,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2001,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2001,Celkem,4726.18038909582
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2001,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2001,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2001,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2001,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2001,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2001,Celkem,4720.98136622196
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2001,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2001,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2001,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2001,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2001,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2000,Celkem,4750.99389513671
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2000,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2000,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2000,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2000,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 2000,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2000,Celkem,4742.22352870002
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2000,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2000,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2000,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2000,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 2000,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2000,Celkem,4726.51352050007
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2000,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2000,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2000,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2000,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 2000,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2000,Celkem,4706.68085809994
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2000,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2000,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2000,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2000,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 2000,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1999,Celkem,4765.42841209995
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1999,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1999,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1999,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1999,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1999,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1999,Celkem,4755.89683049994
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1999,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1999,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1999,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1999,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1999,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1999,Celkem,4764.81227779997
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1999,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1999,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1999,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1999,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1999,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1999,Celkem,4770.25860369998
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1999,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1999,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1999,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1999,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1999,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1998,Celkem,4852.92620449999
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1998,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1998,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1998,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1998,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1998,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1998,Celkem,4853.73832009999
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1998,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1998,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1998,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1998,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1998,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1998,Celkem,4874.9621658999
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1998,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1998,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1998,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1998,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1998,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1998,Celkem,4881.31996320005
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1998,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1998,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1998,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1998,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1998,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1997,Celkem,4926.92950990007
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1997,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1997,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1997,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1997,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1997,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1997,Celkem,4931.18848309991
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1997,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1997,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1997,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1997,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1997,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1997,Celkem,4935.41341719988
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1997,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1997,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1997,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1997,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1997,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1997,Celkem,4952.57056600025
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1997,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1997,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1997,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1997,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1997,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1996,Celkem,4980.34827490009
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1996,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1996,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1996,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1996,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1996,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1996,Celkem,4974.32067349993
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1996,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1996,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1996,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1996,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1996,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1996,Celkem,4961.28472680002
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1996,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1996,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1996,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1996,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1996,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1996,Celkem,4972.01197660007
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1996,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1996,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1996,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1996,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1996,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1995,Celkem,4994.86931039999
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1995,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1995,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1995,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1995,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1995,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1995,Celkem,4975.43746400008
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1995,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1995,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1995,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1995,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1995,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1995,Celkem,4949.34080910013
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1995,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1995,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1995,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1995,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1995,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1995,Celkem,4930.66453560012
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1995,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1995,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1995,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1995,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1995,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1994,Celkem,4943.30229690015
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1994,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1994,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1994,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1994,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1994,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1994,Celkem,4930.22099160009
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1994,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1994,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1994,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1994,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1994,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1994,Celkem,4917.9742204
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1994,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1994,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1994,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1994,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,2. čtvrtletí 1994,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1994,Celkem,4915.56842489988
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1994,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1994,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1994,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1994,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,1. čtvrtletí 1994,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1993,Celkem,4931.88820449985
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1993,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1993,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1993,Osoby pracující na vlastní účet,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1993,Pomáhající rodinní příslušníci,
Česko,Zaměstnaní (tis. osob),Celkem,4. čtvrtletí 1993,Nezjištěno,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1993,Celkem,4889.9915653
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1993,"Zaměstnanci, členové produkčních družstev",
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1993,Zaměstnavatelé,
Česko,Zaměstnaní (tis. osob),Celkem,3. čtvrtletí 1993,Osoby pracující na vlastní účet,
