Území;Ukazatel;Typ indexu;Očištění;CZ-NACE;Čtvrtletí;value
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;2. čtvrtletí 2001;121.7193789853
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;1. čtvrtletí 2001;135.1725921966
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;4. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;3. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;2. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu;1. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2025;88.3676554813
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2024;82.5962168625
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2024;116.426448328
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2024;84.9816643102
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2024;107.2454764953
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2023;132.4789674693
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2023;114.2189519323
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2023;143.5929485481
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2023;107.5308454255
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2022;89.377021867
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2022;90.8815828339
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2022;82.6179598435
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2022;116.2234950566
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2021;119.1383765583
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2021;122.761867246
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2021;147.9683287264
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2021;96.2298111193
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2020;105.7694706421
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2020;95.3664678411
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2020;85.68370021
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2020;97.9432204056
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2019;84.3614935612
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2019;99.4683116317
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2019;106.995664751
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2019;107.9719065326
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2018;124.2593621536
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2018;108.5301530996
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2018;102.0790074006
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2018;107.5385859695
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2017;94.0301728161
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2017;85.817665189
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2017;93.7127700397
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2017;88.5001267134
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2016;87.9908358472
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2016;116.9388577909
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2016;106.3351811484
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2016;110.7594745483
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2015;110.3894239058
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2015;95.3923039327
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2015;102.8762970784
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2015;111.985887381
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2014;104.3219881868
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2014;109.3762486651
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2014;101.6788840676
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2014;103.1168288163
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2013;134.9345005411
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2013;105.7975834458
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2013;99.6654015199
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2013;101.0887802151
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2012;82.8932640637
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2012;108.5747814297
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2012;111.0575664078
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2012;98.5144109165
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2011;125.7535055918
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2011;115.8564706926
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2011;116.8702409576
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2011;127.8281811223
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2010;129.7314603223
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2010;110.4177271029
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2010;111.6548622034
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2010;93.1576434671
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2009;85.054492007
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2009;92.6099590497
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2009;103.4573593138
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2009;111.4632656943
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2008;92.4993358163
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2008;105.8663735094
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2008;107.8055230147
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2008;106.0387486055
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2007;164.0140161568
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2007;131.6884277144
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2007;144.380331252
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2007;140.796501268
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2006;121.5651073484
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2006;128.7028378129
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2006;120.1123793269
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2006;123.0127089332
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2005;117.2424638479
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2005;112.5525414004
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2005;88.8679198817
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2005;82.2269737268
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2004;83.6442693933
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2004;77.7555770139
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2004;102.722638309
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2004;95.6431067766
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2003;87.7128112831
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2003;131.926850535
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2003;104.8196433418
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2003;157.5365970331
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2002;80.4834004468
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2002;94.2416084694
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2002;98.8438449034
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2002;82.8710333743
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2001;149.1749382259
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2001;115.068906325
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2001;127.5854040632
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2001;106.674746593
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;4. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;3. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;2. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba ostatních dopravních prostředků a zařízení;1. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2025;106.5428198659
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2024;102.2363910137
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2024;101.5687485711
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2024;94.4568624953
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2024;94.6309234502
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2023;90.7123053752
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2023;91.6998083557
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2023;84.7314752528
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2023;87.7653264501
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2022;89.290040374
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2022;90.9869125402
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2022;111.065457138
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2022;115.5877050271
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2021;113.7247163177
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2021;109.758278598
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2021;127.2668785749
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2021;97.8936056544
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2020;94.8136819559
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2020;96.411785836
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2020;79.8405136851
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2020;98.9267190471
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2019;99.3896946928
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2019;103.4842734505
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2019;101.0226283148
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2019;100.8978332845
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2018;103.8286275643
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2018;105.2410420127
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2018;101.6515038123
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2018;103.722710951
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2017;104.5475966511
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2017;102.8336730139
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2017;104.0165512504
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2017;105.2870004141
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2016;106.0725693345
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2016;102.4957252355
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2016;109.1125516633
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2016;105.7196531886
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2015;107.6657835904
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2015;103.7934502944
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2015;103.6407504685
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2015;105.3682237929
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2014;101.9410886473
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2014;104.4229885976
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2014;104.9088409246
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2014;106.922135101
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2013;106.0202717841
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2013;109.9281481139
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2013;103.6620965569
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2013;96.6810779889
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2012;93.5968987335
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2012;92.8420360535
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2012;96.9007342758
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2012;102.4513905995
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2011;102.9904567358
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2011;102.9630930124
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2011;98.9189778813
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2011;101.6452465737
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2010;94.4530347947
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2010;95.4373566199
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2010;95.2698489463
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2010;87.3297363959
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2009;96.2490501954
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2009;87.5650206103
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2009;78.6581095531
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2009;80.6747536984
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2008;79.2933012004
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2008;91.2625941381
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2008;103.9351030314
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2008;112.70105995
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2007;113.0418425904
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2007;113.665112592
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2007;108.8110475335
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2007;108.769213001
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2006;108.8902896923
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2006;107.7427025139
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2006;109.3763581152
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2006;106.8270470146
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2005;100.922238207
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2005;102.7825966431
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2005;104.4641257938
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2005;98.1273220152
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2004;110.2943212169
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2004;110.4024350135
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2004;105.3955242069
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2004;109.4182528089
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2003;88.3887052811
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2003;91.8317274059
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2003;91.0841903401
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2003;93.2853359109
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2002;94.526886375
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2002;97.3898830985
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2002;97.4868461214
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2002;90.6692116286
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2001;104.7890550022
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2001;107.2958646475
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2001;113.9076596782
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2001;118.8253777201
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;4. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;3. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;2. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nábytku;1. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní zpracovatelský průmysl;1. čtvrtletí 2025;101.3118025424
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní zpracovatelský průmysl;4. čtvrtletí 2024;105.8175964657
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní zpracovatelský průmysl;3. čtvrtletí 2024;107.5821933264
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní zpracovatelský průmysl;2. čtvrtletí 2024;106.174898882
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní zpracovatelský průmysl;1. čtvrtletí 2024;104.0913697746
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní zpracovatelský průmysl;4. čtvrtletí 2023;96.8419733263
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní zpracovatelský průmysl;3. čtvrtletí 2023;97.5517474804
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní zpracovatelský průmysl;2. čtvrtletí 2023;95.0147320327
