Území;Ukazatel;Typ indexu;Očištění;CZ-NACE;Čtvrtletí;value
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nápojů;2. čtvrtletí 2002;92.3744867963
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nápojů;1. čtvrtletí 2002;94.724361586
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nápojů;4. čtvrtletí 2001;101.3805552097
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nápojů;3. čtvrtletí 2001;111.6000129149
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nápojů;2. čtvrtletí 2001;103.4900034679
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nápojů;1. čtvrtletí 2001;111.8429263862
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nápojů;4. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nápojů;3. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nápojů;2. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba nápojů;1. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2025;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2024;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2024;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2024;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2024;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2023;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2023;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2023;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2023;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2022;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2022;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2022;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2022;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2021;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2021;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2021;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2021;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2020;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2020;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2020;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2020;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2019;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2019;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2019;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2019;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2018;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2018;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2018;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2018;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2017;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2017;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2017;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2017;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2016;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2016;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2016;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2016;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2015;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2015;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2015;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2015;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2014;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2014;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2014;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2014;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2013;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2013;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2013;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2013;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2012;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2012;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2012;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2012;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2011;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2011;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2011;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2011;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2010;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2010;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2010;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2010;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2009;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2009;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2009;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2009;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2008;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2008;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2008;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2008;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2007;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2007;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2007;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2007;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2006;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2006;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2006;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2006;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2005;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2005;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2005;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2005;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2004;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2004;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2004;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2004;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;4. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;3. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;2. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba tabákových výrobků;1. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2025;96.7115384134
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2024;100.0650012792
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2024;104.2527113063
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2024;97.8736031915
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2024;94.9079558979
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2023;90.4686902694
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2023;86.982170933
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2023;89.5222241956
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2023;87.5471281971
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2022;94.4686124515
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2022;97.0082853739
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2022;104.8006203582
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2022;109.3849483632
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2021;103.5990652366
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2021;102.9776370642
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2021;118.7160528727
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2021;97.822313009
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2020;100.2715897962
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2020;98.3723791957
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2020;80.5683980428
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2020;95.1297944724
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2019;92.3721307362
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2019;96.8235934848
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2019;98.1577830828
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2019;99.297594444
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2018;93.8540700538
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2018;93.9797926559
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2018;94.0811406446
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2018;94.9129203507
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2017;106.0804218541
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2017;101.2006648029
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2017;99.5651885585
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2017;106.8260427419
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2016;101.2499028127
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2016;102.4498667467
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2016;108.7316546617
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2016;106.0945560084
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2015;107.8480288628
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2015;103.8352367775
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2015;101.4686529981
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2015;99.5096417044
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2014;100.3128092627
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2014;102.6778587379
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2014;106.6860079839
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2014;107.7521666626
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2013;103.4882563588
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2013;106.0718961755
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2013;97.9258609865
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2013;96.1729412501
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2012;101.5527787022
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2012;95.3748042825
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2012;98.0155264357
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2012;98.906506825
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2011;94.8046925728
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2011;100.5218259385
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2011;106.6267405845
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2011;110.9000020937
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2010;102.8593656386
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2010;102.9965522465
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2010;106.7051433841
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2010;100.0731940865
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2009;101.7420158721
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2009;88.8722014848
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2009;81.6076388093
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2009;79.4752483477
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2008;77.6802530139
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2008;90.3640376661
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2008;86.7635947645
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2008;87.032997232
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2007;97.2513516809
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2007;108.1493308935
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2007;112.0841523365
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2007;115.596379839
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2006;107.3636405523
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2006;108.0621007588
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2006;105.0427662641
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2006;102.9747182315
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2005;100.5904181628
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2005;97.8429664963
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2005;98.0213590646
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2005;95.5205396149
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2004;104.6906858551
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2004;99.214392989
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2004;105.7962075193
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2004;110.5257407968
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2003;95.3186601589
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2003;97.8439177626
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2003;94.4217342345
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2003;96.2271009221
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2002;96.6083065852
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2002;93.9069744128
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2002;91.7686222204
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2002;86.7810895035
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2001;96.3930613974
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2001;104.8308572001
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2001;107.0809944132
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2001;115.7098783242
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;4. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;3. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;2. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba textilií;1. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;1. čtvrtletí 2025;90.8486085651
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;4. čtvrtletí 2024;92.115977265
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;3. čtvrtletí 2024;102.5974280113
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;2. čtvrtletí 2024;106.1761938104
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;1. čtvrtletí 2024;104.6695971805
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;4. čtvrtletí 2023;96.0755961737
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;3. čtvrtletí 2023;101.0085109902
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;2. čtvrtletí 2023;87.1434496877
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;1. čtvrtletí 2023;95.3137933237
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;4. čtvrtletí 2022;113.1075076691
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;3. čtvrtletí 2022;104.0657979169
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;2. čtvrtletí 2022;115.0880996277
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;1. čtvrtletí 2022;119.2869744682
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;4. čtvrtletí 2021;103.9741175614
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;3. čtvrtletí 2021;95.7019350349
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;2. čtvrtletí 2021;110.9072707273
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;1. čtvrtletí 2021;89.2460510829
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;4. čtvrtletí 2020;98.824981296
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;3. čtvrtletí 2020;104.8039657628
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;2. čtvrtletí 2020;82.627601182
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;1. čtvrtletí 2020;95.8674156544
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;4. čtvrtletí 2019;93.5285465033
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;3. čtvrtletí 2019;99.3725631377
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;2. čtvrtletí 2019;106.5612503401
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;1. čtvrtletí 2019;107.314308398
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;4. čtvrtletí 2018;103.8446238931
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;3. čtvrtletí 2018;96.2206462368
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;2. čtvrtletí 2018;108.7800899345
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;1. čtvrtletí 2018;104.3351490043
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;4. čtvrtletí 2017;115.1397027408
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;3. čtvrtletí 2017;111.9682263739
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;2. čtvrtletí 2017;103.1611575591
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;1. čtvrtletí 2017;108.6508666335
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba oděvů;4. čtvrtletí 2016;106.211962355
