Ukazatel,Roky,"ČR, kraje",Věk (jednoleté skupiny),value
Míry plodnosti,2024,Hlavní město Praha,49,1.332223147
Míry plodnosti,2024,Středočeský kraj,15,0.331235508
Míry plodnosti,2024,Středočeský kraj,16,1.245048104
Míry plodnosti,2024,Středočeský kraj,17,2.535007243
Míry plodnosti,2024,Středočeský kraj,18,5.373592631
Míry plodnosti,2024,Středočeský kraj,19,10.4
Míry plodnosti,2024,Středočeský kraj,20,15.14936996
Míry plodnosti,2024,Středočeský kraj,21,24.95596007
Míry plodnosti,2024,Středočeský kraj,22,34.23314734
Míry plodnosti,2024,Středočeský kraj,23,38.3775351
Míry plodnosti,2024,Středočeský kraj,24,52.96847496
Míry plodnosti,2024,Středočeský kraj,25,64.86573924
Míry plodnosti,2024,Středočeský kraj,26,80.19691917
Míry plodnosti,2024,Středočeský kraj,27,91.12444725
Míry plodnosti,2024,Středočeský kraj,28,98.09840024
Míry plodnosti,2024,Středočeský kraj,29,107.4792244
Míry plodnosti,2024,Středočeský kraj,30,110.8195902
Míry plodnosti,2024,Středočeský kraj,31,98.04832714
Míry plodnosti,2024,Středočeský kraj,32,93.95452024
Míry plodnosti,2024,Středočeský kraj,33,84.50106157
Míry plodnosti,2024,Středočeský kraj,34,73.62798492
Míry plodnosti,2024,Středočeský kraj,35,66.44824409
Míry plodnosti,2024,Středočeský kraj,36,48.77563209
Míry plodnosti,2024,Středočeský kraj,37,39.03785489
Míry plodnosti,2024,Středočeský kraj,38,32.30444785
Míry plodnosti,2024,Středočeský kraj,39,27.23332077
Míry plodnosti,2024,Středočeský kraj,40,20.84306945
Míry plodnosti,2024,Středočeský kraj,41,11.43850659
Míry plodnosti,2024,Středočeský kraj,42,8.924547012
Míry plodnosti,2024,Středočeský kraj,43,5.091739092
Míry plodnosti,2024,Středočeský kraj,44,3.009353396
Míry plodnosti,2024,Středočeský kraj,45,2.206665652
Míry plodnosti,2024,Středočeský kraj,46,1.192161538
Míry plodnosti,2024,Středočeský kraj,47,0.522349078
Míry plodnosti,2024,Středočeský kraj,48,0.074460164
Míry plodnosti,2024,Středočeský kraj,49,0.225360577
Míry plodnosti,2024,Jihočeský kraj,15,0.272405339
Míry plodnosti,2024,Jihočeský kraj,16,1.907356948
Míry plodnosti,2024,Jihočeský kraj,17,6.022368798
Míry plodnosti,2024,Jihočeský kraj,18,8.547008547
Míry plodnosti,2024,Jihočeský kraj,19,15.56178027
Míry plodnosti,2024,Jihočeský kraj,20,18.77187401
Míry plodnosti,2024,Jihočeský kraj,21,32.78156443
Míry plodnosti,2024,Jihočeský kraj,22,29.34388394
Míry plodnosti,2024,Jihočeský kraj,23,43.10056799
Míry plodnosti,2024,Jihočeský kraj,24,56.87203791
Míry plodnosti,2024,Jihočeský kraj,25,78.37837838
Míry plodnosti,2024,Jihočeský kraj,26,85.79088472
Míry plodnosti,2024,Jihočeský kraj,27,102.5899765
Míry plodnosti,2024,Jihočeský kraj,28,109.7560976
Míry plodnosti,2024,Jihočeský kraj,29,108.3610021
Míry plodnosti,2024,Jihočeský kraj,30,114.6826478
Míry plodnosti,2024,Jihočeský kraj,31,94.13298566
Míry plodnosti,2024,Jihočeský kraj,32,95.82806574
Míry plodnosti,2024,Jihočeský kraj,33,83.02261994
Míry plodnosti,2024,Jihočeský kraj,34,68.37394331
Míry plodnosti,2024,Jihočeský kraj,35,70.15834348
Míry plodnosti,2024,Jihočeský kraj,36,54.95317891
Míry plodnosti,2024,Jihočeský kraj,37,43.14406149
Míry plodnosti,2024,Jihočeský kraj,38,34.82099068
Míry plodnosti,2024,Jihočeský kraj,39,27.45285271
Míry plodnosti,2024,Jihočeský kraj,40,19.65892942
Míry plodnosti,2024,Jihočeský kraj,41,13.09022908
Míry plodnosti,2024,Jihočeský kraj,42,8.236101579
Míry plodnosti,2024,Jihočeský kraj,43,5.524861878
Míry plodnosti,2024,Jihočeský kraj,44,2.696535988
Míry plodnosti,2024,Jihočeský kraj,45,1.159644376
Míry plodnosti,2024,Jihočeský kraj,46,0.376010528
Míry plodnosti,2024,Jihočeský kraj,47,0.368324125
Míry plodnosti,2024,Jihočeský kraj,48,0.361598264
Míry plodnosti,2024,Jihočeský kraj,49,1.239815799
Míry plodnosti,2024,Plzeňský kraj,15,0.584966364
Míry plodnosti,2024,Plzeňský kraj,16,1.766784452
Míry plodnosti,2024,Plzeňský kraj,17,3.064664419
Míry plodnosti,2024,Plzeňský kraj,18,9.557183817
Míry plodnosti,2024,Plzeňský kraj,19,17.19104768
Míry plodnosti,2024,Plzeňský kraj,20,22.14144085
Míry plodnosti,2024,Plzeňský kraj,21,33.73413494
Míry plodnosti,2024,Plzeňský kraj,22,35.2393617
Míry plodnosti,2024,Plzeňský kraj,23,39.84063745
Míry plodnosti,2024,Plzeňský kraj,24,52.2696011
Míry plodnosti,2024,Plzeňský kraj,25,78.00917755
Míry plodnosti,2024,Plzeňský kraj,26,78.96575821
Míry plodnosti,2024,Plzeňský kraj,27,84.69387755
Míry plodnosti,2024,Plzeňský kraj,28,90.63843864
Míry plodnosti,2024,Plzeňský kraj,29,109.152752
Míry plodnosti,2024,Plzeňský kraj,30,106.70818
Míry plodnosti,2024,Plzeňský kraj,31,94.5096968
Míry plodnosti,2024,Plzeňský kraj,32,81.15183246
Míry plodnosti,2024,Plzeňský kraj,33,83.03975843
Míry plodnosti,2024,Plzeňský kraj,34,64.86622918
Míry plodnosti,2024,Plzeňský kraj,35,52.69793243
Míry plodnosti,2024,Plzeňský kraj,36,48.58701041
Míry plodnosti,2024,Plzeňský kraj,37,33.65266519
Míry plodnosti,2024,Plzeňský kraj,38,29.78621187
Míry plodnosti,2024,Plzeňský kraj,39,22.67944821
Míry plodnosti,2024,Plzeňský kraj,40,17.47528167
Míry plodnosti,2024,Plzeňský kraj,41,10.84198385
Míry plodnosti,2024,Plzeňský kraj,42,9.242144177
Míry plodnosti,2024,Plzeňský kraj,43,5.81915846
Míry plodnosti,2024,Plzeňský kraj,44,1.478352693
Míry plodnosti,2024,Plzeňský kraj,45,1.626346818
Míry plodnosti,2024,Plzeňský kraj,46,1.178781925
Míry plodnosti,2024,Plzeňský kraj,47,0.374742365
Míry plodnosti,2024,Plzeňský kraj,48,0.364099763
Míry plodnosti,2024,Plzeňský kraj,49,0.359518246
Míry plodnosti,2024,Karlovarský kraj,15,0.587544066
Míry plodnosti,2024,Karlovarský kraj,16,2.865329513
Míry plodnosti,2024,Karlovarský kraj,17,11.69230769
Míry plodnosti,2024,Karlovarský kraj,18,17.32178548
Míry plodnosti,2024,Karlovarský kraj,19,18.93408135
Míry plodnosti,2024,Karlovarský kraj,20,28.75629044
Míry plodnosti,2024,Karlovarský kraj,21,47.05882353
Míry plodnosti,2024,Karlovarský kraj,22,50.71967101
Míry plodnosti,2024,Karlovarský kraj,23,50.17421603
Míry plodnosti,2024,Karlovarský kraj,24,54.48028674
Míry plodnosti,2024,Karlovarský kraj,25,69.56521739
Míry plodnosti,2024,Karlovarský kraj,26,77.96852647
Míry plodnosti,2024,Karlovarský kraj,27,71.37654771
Míry plodnosti,2024,Karlovarský kraj,28,75.19325369
Míry plodnosti,2024,Karlovarský kraj,29,77.47395833
Míry plodnosti,2024,Karlovarský kraj,30,75.94167679
Míry plodnosti,2024,Karlovarský kraj,31,73.08377897
Míry plodnosti,2024,Karlovarský kraj,32,55.98114319
Míry plodnosti,2024,Karlovarský kraj,33,51.92629816
Míry plodnosti,2024,Karlovarský kraj,34,43.47826087
Míry plodnosti,2024,Karlovarský kraj,35,46.75467547
Míry plodnosti,2024,Karlovarský kraj,36,34.76371537
Míry plodnosti,2024,Karlovarský kraj,37,24.97285559
Míry plodnosti,2024,Karlovarský kraj,38,26.18920363
Míry plodnosti,2024,Karlovarský kraj,39,16.23036649
Míry plodnosti,2024,Karlovarský kraj,40,20.63492063
Míry plodnosti,2024,Karlovarský kraj,41,9.473684211
Míry plodnosti,2024,Karlovarský kraj,42,3.64393545
Míry plodnosti,2024,Karlovarský kraj,43,3.598971722
Míry plodnosti,2024,Karlovarský kraj,44,3.277153558
Míry plodnosti,2024,Karlovarský kraj,45,2.178649237
Míry plodnosti,2024,Karlovarský kraj,46,0.837520938
Míry plodnosti,2024,Karlovarský kraj,47,0.0
Míry plodnosti,2024,Karlovarský kraj,48,0.3756574
Míry plodnosti,2024,Karlovarský kraj,49,0.0
Míry plodnosti,2024,Ústecký kraj,15,3.725165563
Míry plodnosti,2024,Ústecký kraj,16,4.931169098
Míry plodnosti,2024,Ústecký kraj,17,11.73913043
Míry plodnosti,2024,Ústecký kraj,18,17.68082664
Míry plodnosti,2024,Ústecký kraj,19,32.1903429
Míry plodnosti,2024,Ústecký kraj,20,40.05722461
Míry plodnosti,2024,Ústecký kraj,21,50.70145213
Míry plodnosti,2024,Ústecký kraj,22,54.3122957
Míry plodnosti,2024,Ústecký kraj,23,58.64509606
Míry plodnosti,2024,Ústecký kraj,24,72.24532225
Míry plodnosti,2024,Ústecký kraj,25,78.33981842
Míry plodnosti,2024,Ústecký kraj,26,86.52849741
Míry plodnosti,2024,Ústecký kraj,27,93.57652657
Míry plodnosti,2024,Ústecký kraj,28,100.7194245
Míry plodnosti,2024,Ústecký kraj,29,95.9752322
Míry plodnosti,2024,Ústecký kraj,30,84.07754302
Míry plodnosti,2024,Ústecký kraj,31,89.03964384
Míry plodnosti,2024,Ústecký kraj,32,76.09838133
Míry plodnosti,2024,Ústecký kraj,33,66.05316973
Míry plodnosti,2024,Ústecký kraj,34,61.09061091
Míry plodnosti,2024,Ústecký kraj,35,50.1010101
Míry plodnosti,2024,Ústecký kraj,36,45.27081649
Míry plodnosti,2024,Ústecký kraj,37,34.60207612
Míry plodnosti,2024,Ústecký kraj,38,28.56572113
Míry plodnosti,2024,Ústecký kraj,39,26.37842126
Míry plodnosti,2024,Ústecký kraj,40,15.9812902
Míry plodnosti,2024,Ústecký kraj,41,11.27675841
Míry plodnosti,2024,Ústecký kraj,42,6.097560976
Míry plodnosti,2024,Ústecký kraj,43,4.98246909
Míry plodnosti,2024,Ústecký kraj,44,2.019182231
Míry plodnosti,2024,Ústecký kraj,45,1.095976202
Míry plodnosti,2024,Ústecký kraj,46,0.773514851
Míry plodnosti,2024,Ústecký kraj,47,0.298462916
Míry plodnosti,2024,Ústecký kraj,48,0.141242938
Míry plodnosti,2024,Ústecký kraj,49,0.275633958
Míry plodnosti,2024,Liberecký kraj,15,1.837559721
Míry plodnosti,2024,Liberecký kraj,16,3.384731102
Míry plodnosti,2024,Liberecký kraj,17,4.04040404
Míry plodnosti,2024,Liberecký kraj,18,10.26957638
Míry plodnosti,2024,Liberecký kraj,19,13.12335958
Míry plodnosti,2024,Liberecký kraj,20,19.17930419
Míry plodnosti,2024,Liberecký kraj,21,34.14859252
Míry plodnosti,2024,Liberecký kraj,22,38.73075128
Míry plodnosti,2024,Liberecký kraj,23,42.53308129
Míry plodnosti,2024,Liberecký kraj,24,56.63048608
Míry plodnosti,2024,Liberecký kraj,25,65.53512494
Míry plodnosti,2024,Liberecký kraj,26,84.07703147
Míry plodnosti,2024,Liberecký kraj,27,91.78279673
Míry plodnosti,2024,Liberecký kraj,28,98.60509861
Míry plodnosti,2024,Liberecký kraj,29,98.08292465
Míry plodnosti,2024,Liberecký kraj,30,95.79628133
Míry plodnosti,2024,Liberecký kraj,31,87.81431335
Míry plodnosti,2024,Liberecký kraj,32,87.49069248
Míry plodnosti,2024,Liberecký kraj,33,74.80314961
Míry plodnosti,2024,Liberecký kraj,34,69.28571429
Míry plodnosti,2024,Liberecký kraj,35,53.55267763
Míry plodnosti,2024,Liberecký kraj,36,51.23796424
Míry plodnosti,2024,Liberecký kraj,37,37.67003837
Míry plodnosti,2024,Liberecký kraj,38,30.68340307
Míry plodnosti,2024,Liberecký kraj,39,22.12389381
Míry plodnosti,2024,Liberecký kraj,40,20.57749751
Míry plodnosti,2024,Liberecký kraj,41,13.78404989
Míry plodnosti,2024,Liberecký kraj,42,8.83797054
Míry plodnosti,2024,Liberecký kraj,43,3.796267004
Míry plodnosti,2024,Liberecký kraj,44,3.271861987
Míry plodnosti,2024,Liberecký kraj,45,1.947690595
Míry plodnosti,2024,Liberecký kraj,46,0.266951415
Míry plodnosti,2024,Liberecký kraj,47,0.260078023
Míry plodnosti,2024,Liberecký kraj,48,0.254647313
Míry plodnosti,2024,Liberecký kraj,49,0.493705258
Míry plodnosti,2024,Královéhradecký kraj,15,0.624804749
Míry plodnosti,2024,Královéhradecký kraj,16,3.136762861
Míry plodnosti,2024,Královéhradecký kraj,17,4.274909569
Míry plodnosti,2024,Královéhradecký kraj,18,6.641034603
Míry plodnosti,2024,Královéhradecký kraj,19,11.26453488
Míry plodnosti,2024,Královéhradecký kraj,20,15.90825009
Míry plodnosti,2024,Královéhradecký kraj,21,29.48960302
Míry plodnosti,2024,Královéhradecký kraj,22,31.80760279
Míry plodnosti,2024,Královéhradecký kraj,23,34.80641377
Míry plodnosti,2024,Královéhradecký kraj,24,52.57009346
Míry plodnosti,2024,Královéhradecký kraj,25,70.01582278
Míry plodnosti,2024,Královéhradecký kraj,26,85.39505188
Míry plodnosti,2024,Královéhradecký kraj,27,100.3159558
Míry plodnosti,2024,Královéhradecký kraj,28,108.8568084
Míry plodnosti,2024,Královéhradecký kraj,29,108.0882353
Míry plodnosti,2024,Královéhradecký kraj,30,115.6484809
Míry plodnosti,2024,Královéhradecký kraj,31,102.1224239
Míry plodnosti,2024,Královéhradecký kraj,32,90.51590979
Míry plodnosti,2024,Královéhradecký kraj,33,80.25439128
Míry plodnosti,2024,Královéhradecký kraj,34,80.78668684
Míry plodnosti,2024,Královéhradecký kraj,35,66.66666667
Míry plodnosti,2024,Královéhradecký kraj,36,53.43283582
Míry plodnosti,2024,Královéhradecký kraj,37,38.86712865
Míry plodnosti,2024,Královéhradecký kraj,38,35.79812207
Míry plodnosti,2024,Královéhradecký kraj,39,26.41295087
Míry plodnosti,2024,Královéhradecký kraj,40,17.38882554
Míry plodnosti,2024,Královéhradecký kraj,41,10.20408163
Míry plodnosti,2024,Královéhradecký kraj,42,6.462489463
Míry plodnosti,2024,Královéhradecký kraj,43,3.864200938
Míry plodnosti,2024,Královéhradecký kraj,44,4.335628666
Míry plodnosti,2024,Královéhradecký kraj,45,1.886792453
Míry plodnosti,2024,Královéhradecký kraj,46,0.453823463
Míry plodnosti,2024,Královéhradecký kraj,47,0.434404865
Míry plodnosti,2024,Královéhradecký kraj,48,0.21079258
Míry plodnosti,2024,Královéhradecký kraj,49,0.208986416
Míry plodnosti,2024,Pardubický kraj,15,1.343183345
Míry plodnosti,2024,Pardubický kraj,16,1.016260163
Míry plodnosti,2024,Pardubický kraj,17,3.512469266
Míry plodnosti,2024,Pardubický kraj,18,10.0409074
Míry plodnosti,2024,Pardubický kraj,19,13.29282188
Míry plodnosti,2024,Pardubický kraj,20,19.45525292
Míry plodnosti,2024,Pardubický kraj,21,25.81686164
Míry plodnosti,2024,Pardubický kraj,22,25.92142568
Míry plodnosti,2024,Pardubický kraj,23,45.91629419
Míry plodnosti,2024,Pardubický kraj,24,53.83688228
Míry plodnosti,2024,Pardubický kraj,25,72.38924051
Míry plodnosti,2024,Pardubický kraj,26,100.0392311
Míry plodnosti,2024,Pardubický kraj,27,107.0723034
Míry plodnosti,2024,Pardubický kraj,28,97.95436664
Míry plodnosti,2024,Pardubický kraj,29,112.5975474
Míry plodnosti,2024,Pardubický kraj,30,116.0330579
Míry plodnosti,2024,Pardubický kraj,31,105.2631579
Míry plodnosti,2024,Pardubický kraj,32,97.95412275
Míry plodnosti,2024,Pardubický kraj,33,91.77118385
Míry plodnosti,2024,Pardubický kraj,34,75.1995089
Míry plodnosti,2024,Pardubický kraj,35,67.82713085
Míry plodnosti,2024,Pardubický kraj,36,51.69340463
Míry plodnosti,2024,Pardubický kraj,37,45.48229548
Míry plodnosti,2024,Pardubický kraj,38,29.79737783
Míry plodnosti,2024,Pardubický kraj,39,24.66627974
Míry plodnosti,2024,Pardubický kraj,40,15.48079786
Míry plodnosti,2024,Pardubický kraj,41,13.36898396
Míry plodnosti,2024,Pardubický kraj,42,6.632064591
Míry plodnosti,2024,Pardubický kraj,43,2.521008403
Míry plodnosti,2024,Pardubický kraj,44,2.805406784
Míry plodnosti,2024,Pardubický kraj,45,0.475059382
Míry plodnosti,2024,Pardubický kraj,46,0.467836257
Míry plodnosti,2024,Pardubický kraj,47,0.225022502
Míry plodnosti,2024,Pardubický kraj,48,0.0
Míry plodnosti,2024,Pardubický kraj,49,1.100352113
Míry plodnosti,2024,Kraj Vysočina,15,1.803101334
Míry plodnosti,2024,Kraj Vysočina,16,1.413927183
Míry plodnosti,2024,Kraj Vysočina,17,4.078605858
Míry plodnosti,2024,Kraj Vysočina,18,6.891271057
Míry plodnosti,2024,Kraj Vysočina,19,9.769441188
Míry plodnosti,2024,Kraj Vysočina,20,15.10333863
Míry plodnosti,2024,Kraj Vysočina,21,25.73238321
Míry plodnosti,2024,Kraj Vysočina,22,36.66666667
Míry plodnosti,2024,Kraj Vysočina,23,42.49053429
Míry plodnosti,2024,Kraj Vysočina,24,61.08786611
Míry plodnosti,2024,Kraj Vysočina,25,74.07407407
Míry plodnosti,2024,Kraj Vysočina,26,90.1010101
Míry plodnosti,2024,Kraj Vysočina,27,106.1158364
Míry plodnosti,2024,Kraj Vysočina,28,119.6478591
Míry plodnosti,2024,Kraj Vysočina,29,123.3864844
Míry plodnosti,2024,Kraj Vysočina,30,119.7564276
Míry plodnosti,2024,Kraj Vysočina,31,115.0961852
Míry plodnosti,2024,Kraj Vysočina,32,103.5474593
Míry plodnosti,2024,Kraj Vysočina,33,89.00687071
Míry plodnosti,2024,Kraj Vysočina,34,77.91787908
Míry plodnosti,2024,Kraj Vysočina,35,58.68927291
Míry plodnosti,2024,Kraj Vysočina,36,57.4302401
Míry plodnosti,2024,Kraj Vysočina,37,39.68
Míry plodnosti,2024,Kraj Vysočina,38,36.27906977
Míry plodnosti,2024,Kraj Vysočina,39,20.20820576
Míry plodnosti,2024,Kraj Vysočina,40,22.90555381
Míry plodnosti,2024,Kraj Vysočina,41,12.01108716
Míry plodnosti,2024,Kraj Vysočina,42,6.900690069
Míry plodnosti,2024,Kraj Vysočina,43,4.387247733
Míry plodnosti,2024,Kraj Vysočina,44,2.769315979
Míry plodnosti,2024,Kraj Vysočina,45,1.300390117
Míry plodnosti,2024,Kraj Vysočina,46,0.5
Míry plodnosti,2024,Kraj Vysočina,47,0.0
Míry plodnosti,2024,Kraj Vysočina,48,0.700443614
Míry plodnosti,2024,Kraj Vysočina,49,0.690607735
Míry plodnosti,2024,Jihomoravský kraj,15,0.148456057
Míry plodnosti,2024,Jihomoravský kraj,16,1.070336391
Míry plodnosti,2024,Jihomoravský kraj,17,3.889789303
Míry plodnosti,2024,Jihomoravský kraj,18,5.28314347
Míry plodnosti,2024,Jihomoravský kraj,19,10.05936675
Míry plodnosti,2024,Jihomoravský kraj,20,14.26852329
Míry plodnosti,2024,Jihomoravský kraj,21,19.38526022
Míry plodnosti,2024,Jihomoravský kraj,22,34.17743935
Míry plodnosti,2024,Jihomoravský kraj,23,34.24281267
Míry plodnosti,2024,Jihomoravský kraj,24,46.23636027
Míry plodnosti,2024,Jihomoravský kraj,25,65.16565989
Míry plodnosti,2024,Jihomoravský kraj,26,75.94038325
Míry plodnosti,2024,Jihomoravský kraj,27,87.70090846
Míry plodnosti,2024,Jihomoravský kraj,28,100.8361204
Míry plodnosti,2024,Jihomoravský kraj,29,107.3386114
Míry plodnosti,2024,Jihomoravský kraj,30,110.6296547
Míry plodnosti,2024,Jihomoravský kraj,31,114.3296591
Míry plodnosti,2024,Jihomoravský kraj,32,96.36295463
Míry plodnosti,2024,Jihomoravský kraj,33,97.54608717
Míry plodnosti,2024,Jihomoravský kraj,34,79.09124043
Míry plodnosti,2024,Jihomoravský kraj,35,66.9229845
Míry plodnosti,2024,Jihomoravský kraj,36,56.68064709
Míry plodnosti,2024,Jihomoravský kraj,37,44.92909069
Míry plodnosti,2024,Jihomoravský kraj,38,34.94623656
Míry plodnosti,2024,Jihomoravský kraj,39,25.53685432
Míry plodnosti,2024,Jihomoravský kraj,40,21.67396818
Míry plodnosti,2024,Jihomoravský kraj,41,11.73789174
Míry plodnosti,2024,Jihomoravský kraj,42,8.15771584
Míry plodnosti,2024,Jihomoravský kraj,43,4.641396839
Míry plodnosti,2024,Jihomoravský kraj,44,2.926115582
Míry plodnosti,2024,Jihomoravský kraj,45,1.830198271
Míry plodnosti,2024,Jihomoravský kraj,46,0.299580587
Míry plodnosti,2024,Jihomoravský kraj,47,0.581508044
Míry plodnosti,2024,Jihomoravský kraj,48,0.478697942
Míry plodnosti,2024,Jihomoravský kraj,49,0.380119738
Míry plodnosti,2024,Olomoucký kraj,15,1.11919418
Míry plodnosti,2024,Olomoucký kraj,16,3.124112468
Míry plodnosti,2024,Olomoucký kraj,17,6.563245823
Míry plodnosti,2024,Olomoucký kraj,18,9.13673598
Míry plodnosti,2024,Olomoucký kraj,19,9.385113269
Míry plodnosti,2024,Olomoucký kraj,20,22.14876033
Míry plodnosti,2024,Olomoucký kraj,21,29.35222672
Míry plodnosti,2024,Olomoucký kraj,22,30.19784797
Míry plodnosti,2024,Olomoucký kraj,23,45.29494382
Míry plodnosti,2024,Olomoucký kraj,24,58.59512884
Míry plodnosti,2024,Olomoucký kraj,25,73.17927171
Míry plodnosti,2024,Olomoucký kraj,26,87.90436006
Míry plodnosti,2024,Olomoucký kraj,27,95.55246699
Míry plodnosti,2024,Olomoucký kraj,28,107.6870979
Míry plodnosti,2024,Olomoucký kraj,29,104.2253521
Míry plodnosti,2024,Olomoucký kraj,30,121.875
Míry plodnosti,2024,Olomoucký kraj,31,111.0516457
Míry plodnosti,2024,Olomoucký kraj,32,88.87720221
Míry plodnosti,2024,Olomoucký kraj,33,89.61408961
Míry plodnosti,2024,Olomoucký kraj,34,70.74371599
Míry plodnosti,2024,Olomoucký kraj,35,65.35778869
Míry plodnosti,2024,Olomoucký kraj,36,57.10659898
Míry plodnosti,2024,Olomoucký kraj,37,47.06181633
Míry plodnosti,2024,Olomoucký kraj,38,32.59753593
Míry plodnosti,2024,Olomoucký kraj,39,33.06639111
Míry plodnosti,2024,Olomoucký kraj,40,19.66717095
Míry plodnosti,2024,Olomoucký kraj,41,12.95210166
Míry plodnosti,2024,Olomoucký kraj,42,6.193425441
Míry plodnosti,2024,Olomoucký kraj,43,3.694296929
Míry plodnosti,2024,Olomoucký kraj,44,2.631578947
Míry plodnosti,2024,Olomoucký kraj,45,1.223740567
Míry plodnosti,2024,Olomoucký kraj,46,1.17693213
Míry plodnosti,2024,Olomoucký kraj,47,1.138088012
Míry plodnosti,2024,Olomoucký kraj,48,0.365697568
Míry plodnosti,2024,Olomoucký kraj,49,0.540054005
Míry plodnosti,2024,Zlínský kraj,15,0.644122383
Míry plodnosti,2024,Zlínský kraj,16,0.324780773
Míry plodnosti,2024,Zlínský kraj,17,1.365187713
Míry plodnosti,2024,Zlínský kraj,18,3.810183582
Míry plodnosti,2024,Zlínský kraj,19,8.190883191
Míry plodnosti,2024,Zlínský kraj,20,11.57580284
Míry plodnosti,2024,Zlínský kraj,21,20.27027027
Míry plodnosti,2024,Zlínský kraj,22,24.226612
Míry plodnosti,2024,Zlínský kraj,23,35.99848427
Míry plodnosti,2024,Zlínský kraj,24,49.33078394
Míry plodnosti,2024,Zlínský kraj,25,64.96960486
Míry plodnosti,2024,Zlínský kraj,26,88.57808858
Míry plodnosti,2024,Zlínský kraj,27,101.4269186
Míry plodnosti,2024,Zlínský kraj,28,113.3982036
Míry plodnosti,2024,Zlínský kraj,29,115.31721
Míry plodnosti,2024,Zlínský kraj,30,113.4318766
Míry plodnosti,2024,Zlínský kraj,31,101.7406963
Míry plodnosti,2024,Zlínský kraj,32,107.2455434
Míry plodnosti,2024,Zlínský kraj,33,95.85121602
