Území;Ukazatel;Očištění;Typ indexu;Typ tržeb;Vybraná průmyslová činnost;Úhrn 12 měsíců;value
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";říjen 2021;135.2071016223
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";září 2021;132.7298552349
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";srpen 2021;127.9042572323
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";červenec 2021;122.6051502039
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";červen 2021;116.4535596541
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";květen 2021;108.8589641077
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";duben 2021;100.6425614248
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";březen 2021;94.9169925623
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";únor 2021;91.226539674
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";leden 2021;89.1580572139
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";prosinec 2020;87.3551319613
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";listopad 2020;85.8942582855
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";říjen 2020;83.796026877
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";září 2020;82.2594524743
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";srpen 2020;82.2105876966
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";červenec 2020;81.4372263383
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";červen 2020;81.99177768
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";květen 2020;83.0739454486
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";duben 2020;85.9254226657
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";březen 2020;87.7911524561
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";únor 2020;88.8641284626
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";leden 2020;90.2601946512
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";prosinec 2019;91.7428051514
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";listopad 2019;92.1024167882
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";říjen 2019;94.8402775433
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";září 2019;97.2768113009
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";srpen 2019;98.8873646297
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";červenec 2019;101.4489223058
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";červen 2019;103.8425021639
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";květen 2019;105.6575875154
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";duben 2019;106.5057922595
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";březen 2019;107.6801147365
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";únor 2019;108.3704666469
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";leden 2019;108.9101937721
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";prosinec 2018;110.1065882538
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";listopad 2018;110.9181186767
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";říjen 2018;110.8952378763
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";září 2018;111.1553677819
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";srpen 2018;110.7693506243
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";červenec 2018;110.475048288
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";červen 2018;109.4824739301
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";květen 2018;109.2206444228
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";duben 2018;109.4120187385
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";březen 2018;108.7447789605
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";únor 2018;109.7741055995
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";leden 2018;109.6728922596
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";prosinec 2017;109.8047610686
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";listopad 2017;110.2498482149
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";říjen 2017;109.4940177604
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";září 2017;107.6020832744
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";srpen 2017;106.3909654746
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";červenec 2017;105.271007771
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";červen 2017;103.213680119
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";květen 2017;101.6622609855
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";duben 2017;100.3906327101
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";březen 2017;99.4235438361
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";únor 2017;96.1774980489
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";leden 2017;94.4109918988
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";prosinec 2016;91.2649564619
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";listopad 2016;89.8822467665
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";říjen 2016;88.0037457431
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";září 2016;87.8332141503
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";srpen 2016;87.7658089833
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";červenec 2016;87.7860039596
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";červen 2016;88.5291157483
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";květen 2016;89.4547260748
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";duben 2016;89.5063935408
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";březen 2016;90.0324485684
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";únor 2016;92.1775734777
