Území,Ukazatel,Očištění,Typ indexu,CZ-NACE,Čtvrtletí,value
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,4. čtvrtletí 2011,102.0456132024
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,3. čtvrtletí 2011,99.2697083969
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,2. čtvrtletí 2011,101.073566966
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,1. čtvrtletí 2011,101.1005618198
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,4. čtvrtletí 2010,101.0085108646
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,3. čtvrtletí 2010,103.9897850653
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,2. čtvrtletí 2010,103.6631595608
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,1. čtvrtletí 2010,100.7936749393
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,4. čtvrtletí 2009,101.7125607767
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,3. čtvrtletí 2009,101.9613279146
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,2. čtvrtletí 2009,100.4432098469
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,1. čtvrtletí 2009,92.3837650842
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,4. čtvrtletí 2008,93.8949632188
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,3. čtvrtletí 2008,95.0440009739
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,2. čtvrtletí 2008,98.9558191905
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,1. čtvrtletí 2008,100.5594385155
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,4. čtvrtletí 2007,101.781875472
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,3. čtvrtletí 2007,100.7904148245
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,2. čtvrtletí 2007,99.7577576717
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,1. čtvrtletí 2007,105.685402757
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,4. čtvrtletí 2006,102.5619515167
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,3. čtvrtletí 2006,101.7010016015
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,2. čtvrtletí 2006,102.1854732239
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,1. čtvrtletí 2006,101.6130858022
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,4. čtvrtletí 2005,102.3064883199
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,3. čtvrtletí 2005,101.7832558534
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,2. čtvrtletí 2005,102.0525605186
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,1. čtvrtletí 2005,98.8011495194
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,4. čtvrtletí 2004,100.3823961707
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,3. čtvrtletí 2004,101.289418415
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,2. čtvrtletí 2004,101.620316579
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,1. čtvrtletí 2004,103.4382114149
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,4. čtvrtletí 2003,103.0952026498
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,3. čtvrtletí 2003,102.03390391
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,2. čtvrtletí 2003,101.1289663735
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,1. čtvrtletí 2003,97.5606560814
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,4. čtvrtletí 2002,103.0604461903
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,3. čtvrtletí 2002,101.6950313923
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,2. čtvrtletí 2002,101.5962604989
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,1. čtvrtletí 2002,98.5422408437
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,4. čtvrtletí 2001,101.006714237
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,3. čtvrtletí 2001,99.3992417353
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,2. čtvrtletí 2001,100.7516793355
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,1. čtvrtletí 2001,101.2058335019
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,4. čtvrtletí 2000,102.8312623438
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,3. čtvrtletí 2000,104.3795058157
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,2. čtvrtletí 2000,102.439292179
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Průmysl celkem,1. čtvrtletí 2000,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,2. čtvrtletí 2025,99.7209438362
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,1. čtvrtletí 2025,97.0788606335
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,4. čtvrtletí 2024,100.7500295823
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,3. čtvrtletí 2024,98.2024613942
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,2. čtvrtletí 2024,100.5242245109
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,1. čtvrtletí 2024,100.2466605541
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,4. čtvrtletí 2023,93.5019086872
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,3. čtvrtletí 2023,99.2861942978
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,2. čtvrtletí 2023,93.1405351166
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,1. čtvrtletí 2023,93.6474166972
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,4. čtvrtletí 2022,97.2413447581
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,3. čtvrtletí 2022,99.067680123
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,2. čtvrtletí 2022,98.1841056705
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,1. čtvrtletí 2022,102.4470875622
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,4. čtvrtletí 2021,99.3214999943
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,3. čtvrtletí 2021,99.996595907
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,2. čtvrtletí 2021,102.0568774788
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,1. čtvrtletí 2021,103.1983311907
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,4. čtvrtletí 2020,113.6800372155
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,3. čtvrtletí 2020,91.6868492901
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,2. čtvrtletí 2020,90.9313930591
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,1. čtvrtletí 2020,92.7405314052
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,4. čtvrtletí 2019,95.3587159874
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,3. čtvrtletí 2019,96.7751682198
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,2. čtvrtletí 2019,103.7214782802
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,1. čtvrtletí 2019,95.0283406787
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,4. čtvrtletí 2018,99.6100457589
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,3. čtvrtletí 2018,97.1035306809
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,2. čtvrtletí 2018,104.4107200515
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,1. čtvrtletí 2018,96.450548596
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,4. čtvrtletí 2017,103.4836874753
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,3. čtvrtletí 2017,99.4547442898
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,2. čtvrtletí 2017,94.4716735782
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,1. čtvrtletí 2017,104.9702124107
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,4. čtvrtletí 2016,96.9268592001
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,3. čtvrtletí 2016,99.2521680996
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,2. čtvrtletí 2016,96.5980440499
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,1. čtvrtletí 2016,97.5086598345
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,4. čtvrtletí 2015,99.4801155016
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,3. čtvrtletí 2015,96.00009009
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,2. čtvrtletí 2015,106.8030131742
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,1. čtvrtletí 2015,96.2488019309
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,4. čtvrtletí 2014,104.2546053597
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,3. čtvrtletí 2014,89.9510621784
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,2. čtvrtletí 2014,103.3672723097
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,1. čtvrtletí 2014,100.4794646369
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,4. čtvrtletí 2013,99.2281221499
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,3. čtvrtletí 2013,95.7071268449
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,2. čtvrtletí 2013,106.7281322572
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,1. čtvrtletí 2013,95.6195035392
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,4. čtvrtletí 2012,90.1477706302
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,3. čtvrtletí 2012,89.7306115482
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,2. čtvrtletí 2012,117.8236021094
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,1. čtvrtletí 2012,95.748208324
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,4. čtvrtletí 2011,94.41194206
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,3. čtvrtletí 2011,95.0445553391
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,2. čtvrtletí 2011,110.6850908411
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,1. čtvrtletí 2011,94.6328667628
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,4. čtvrtletí 2010,102.7558422142
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,3. čtvrtletí 2010,100.9187883446
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,2. čtvrtletí 2010,105.2629920897
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,1. čtvrtletí 2010,95.6323249166
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Mezičtvrtletní index,Těžba a dobývání,4. čtvrtletí 2009,102.0423702989
