Roky;Území;Ukazatel;value
2024;Jihomoravský kraj;Počet okrsků;1408.0
2024;Jihomoravský kraj;Voliči v seznamu;943590.0
2024;Jihomoravský kraj;Vydané obálky;331037.0
2024;Jihomoravský kraj;Volební účast (%);35.08
2024;Jihomoravský kraj;Odevzdané obálky;330737.0
2024;Jihomoravský kraj;Platné hlasy;328352.0
2024;Jihomoravský kraj;Počet kandidátů;798.0
2024;Jihomoravský kraj;Počet zvolených mužů;52.0
2024;Jihomoravský kraj;Počet zvolených žen;13.0
2024;Olomoucký kraj;Počet okrsků;933.0
2024;Olomoucký kraj;Voliči v seznamu;502516.0
2024;Olomoucký kraj;Vydané obálky;158005.0
2024;Olomoucký kraj;Volební účast (%);31.44
2024;Olomoucký kraj;Odevzdané obálky;157830.0
2024;Olomoucký kraj;Platné hlasy;155994.0
2024;Olomoucký kraj;Počet kandidátů;621.0
2024;Olomoucký kraj;Počet zvolených mužů;42.0
2024;Olomoucký kraj;Počet zvolených žen;13.0
2024;Zlínský kraj;Počet okrsků;684.0
2024;Zlínský kraj;Voliči v seznamu;463989.0
2024;Zlínský kraj;Vydané obálky;156943.0
2024;Zlínský kraj;Volební účast (%);33.82
2024;Zlínský kraj;Odevzdané obálky;156743.0
2024;Zlínský kraj;Platné hlasy;155259.0
2024;Zlínský kraj;Počet kandidátů;608.0
2024;Zlínský kraj;Počet zvolených mužů;35.0
2024;Zlínský kraj;Počet zvolených žen;10.0
2024;Moravskoslezský kraj;Počet okrsků;1249.0
2024;Moravskoslezský kraj;Voliči v seznamu;957413.0
2024;Moravskoslezský kraj;Vydané obálky;286973.0
2024;Moravskoslezský kraj;Volební účast (%);29.97
2024;Moravskoslezský kraj;Odevzdané obálky;286674.0
2024;Moravskoslezský kraj;Platné hlasy;282884.0
2024;Moravskoslezský kraj;Počet kandidátů;717.0
2024;Moravskoslezský kraj;Počet zvolených mužů;52.0
2024;Moravskoslezský kraj;Počet zvolených žen;13.0
