Území;Ukazatel;Typ indexu;Očištění;CZ-NACE;Úhrn 12 měsíců;value
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;únor 2004;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;leden 2004;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;prosinec 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;listopad 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;říjen 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;září 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;srpen 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;červenec 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;červen 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;květen 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;duben 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;březen 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;únor 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;leden 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;prosinec 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;listopad 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;říjen 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;září 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;srpen 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;červenec 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;červen 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;květen 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;duben 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;březen 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;únor 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;leden 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;prosinec 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;listopad 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;říjen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;září 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;srpen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;červenec 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;červen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;květen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;duben 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;březen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;únor 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;leden 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;prosinec 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;listopad 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;říjen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;září 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;srpen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;červenec 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;červen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;květen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;duben 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;březen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;únor 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba ropy a zemního plynu;leden 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2025;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2025;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2025;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2024;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2024;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2024;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2024;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2024;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2024;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2024;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2024;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2024;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2024;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2024;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2024;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2023;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2023;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2023;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2023;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2023;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2023;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2023;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2023;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2023;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2023;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2023;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2023;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2022;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2022;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2022;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2022;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2022;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2022;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2022;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2022;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2022;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2022;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2022;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2022;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2021;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2021;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2021;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2021;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2021;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2021;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2021;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2021;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2021;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2021;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2021;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2021;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2020;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2020;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2020;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2020;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2020;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2020;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2020;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2020;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2020;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2020;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2020;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2020;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2019;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2019;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2019;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2019;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2019;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2019;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2019;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2019;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2019;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2019;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2019;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2019;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2018;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2018;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2018;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2018;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2018;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2018;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2018;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2018;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2018;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2018;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2018;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2018;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2017;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2017;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2017;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2017;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2017;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2017;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2017;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2017;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2017;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2017;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2017;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2017;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2016;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2016;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2016;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2016;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2016;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2016;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2016;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2016;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2016;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2016;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2016;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2016;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2015;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2015;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2015;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2015;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2015;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2015;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2015;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2015;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2015;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2015;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2015;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2015;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2014;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2014;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2014;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2014;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2014;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2014;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2014;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2014;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2014;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2014;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2014;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2014;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2013;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2013;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2013;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2013;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2013;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2013;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2013;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2013;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2013;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2013;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2013;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2013;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2012;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2012;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2012;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2012;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2012;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2012;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2012;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2012;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2012;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2012;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2012;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2012;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2011;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2011;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2011;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2011;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2011;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2011;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2011;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2011;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2011;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2011;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2011;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2011;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2010;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2010;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2010;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2010;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2010;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2010;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2010;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2010;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2010;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2010;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2010;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2010;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2009;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2009;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2009;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2009;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2009;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2009;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2009;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2009;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2009;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2009;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2009;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2009;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2008;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2008;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2008;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2008;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2008;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2008;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2008;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2008;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2008;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2008;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2008;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2008;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2007;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2007;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2007;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2007;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2007;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2007;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2007;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2007;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2007;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2007;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2007;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2007;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2006;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2006;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2006;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2006;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2006;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2006;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2006;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2006;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2006;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2006;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2006;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2006;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2005;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2005;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2005;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2005;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2005;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2005;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2005;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2005;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2005;
