Území;Ukazatel;Typ indexu;Očištění;CZ-NACE;Úhrn 12 měsíců;value
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;březen 2012;95.471013512
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;únor 2012;95.5776017174
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2012;95.5771502723
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;prosinec 2011;95.3814396494
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;listopad 2011;96.0978591661
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;říjen 2011;98.2197635982
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;září 2011;100.2258487739
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;srpen 2011;103.2006460145
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červenec 2011;104.8205238934
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červen 2011;105.5321429
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;květen 2011;105.6430072725
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;duben 2011;106.4660616493
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;březen 2011;106.819554035
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;únor 2011;107.0383270363
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2011;106.7005629868
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;prosinec 2010;105.9768465141
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;listopad 2010;106.9983220012
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;říjen 2010;105.2889390489
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;září 2010;103.4769258099
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;srpen 2010;100.0275774666
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červenec 2010;97.0602935307
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červen 2010;94.287610476
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;květen 2010;94.1349405636
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;duben 2010;92.1209164003
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;březen 2010;90.8497417846
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;únor 2010;89.8032285525
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2010;88.8847251069
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;prosinec 2009;87.2402797384
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;listopad 2009;84.7401358721
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;říjen 2009;84.6377649195
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;září 2009;85.921175258
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;srpen 2009;89.0208712653
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červenec 2009;90.8050484981
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červen 2009;94.3341758906
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;květen 2009;95.9387413361
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;duben 2009;97.9160480672
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;březen 2009;99.7479580284
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;únor 2009;100.6682523842
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2009;102.3972500701
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;prosinec 2008;105.2628774598
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;listopad 2008;106.2572930408
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;říjen 2008;105.739797781
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;září 2008;104.0370502261
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;srpen 2008;101.3823866124
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červenec 2008;100.7434465397
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červen 2008;99.4896605544
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;květen 2008;98.2349839535
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;duben 2008;97.899918258
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;březen 2008;98.7065754918
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;únor 2008;99.2213335809
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2008;99.0111109878
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;prosinec 2007;98.6396048077
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;listopad 2007;98.347651896
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;říjen 2007;99.0061551821
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;září 2007;99.8103364627
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;srpen 2007;100.8600049197
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červenec 2007;101.8132060385
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červen 2007;101.1657264419
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;květen 2007;101.5986470239
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;duben 2007;101.6319376957
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;březen 2007;99.433200928
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;únor 2007;98.8191234032
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2007;98.9059226679
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;prosinec 2006;98.9927955193
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;listopad 2006;100.1456538167
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;říjen 2006;100.4665253719
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;září 2006;100.8909019757
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;srpen 2006;101.621812176
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červenec 2006;101.6409734638
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červen 2006;102.9913196871
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;květen 2006;103.2375654982
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;duben 2006;103.7063983365
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;březen 2006;104.648593866
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;únor 2006;104.8237633852
