Území;Čtvrtletí;Země;Ukazatel;value
Česko;4. čtvrtletí 2024;Vánoční ostrov;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Vánoční ostrov;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Vánoční ostrov;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Vanuatu;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Vanuatu;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Vanuatu;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Vanuatu;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Vanuatu;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Vanuatu;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Vanuatu;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Vietnam;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Vietnam;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Vietnam;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Vietnam;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Vietnam;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Vietnam;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Vietnam;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Volné moře;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Volné moře;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Volné moře;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Volné moře;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Volné moře;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Volné moře;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Volné moře;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Východní Timor;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Východní Timor;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Východní Timor;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Východní Timor;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Východní Timor;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Východní Timor;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Východní Timor;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Wallis a Futuna;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Wallis a Futuna;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Wallis a Futuna;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Wallis a Futuna;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Wallis a Futuna;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Wallis a Futuna;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Wallis a Futuna;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Zambie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Zambie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Zambie;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Zambie;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Zambie;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Zambie;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Zambie;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Západní Sahara;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Západní Sahara;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Západní Sahara;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Západní Sahara;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Západní Sahara;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Západní Sahara;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Západní Sahara;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Země a území neuváděné;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Země a území neuváděné;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Země a území neuváděné;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Země a území neuváděné;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Země a území neuváděné;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Země a území neuváděné;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Země a území neuváděné;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Země a území neuváděné v rámci obchodu se zeměmi mimo Unii;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Země a území neuváděné v rámci obchodu se zeměmi mimo Unii;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Země a území neuváděné v rámci obchodu se zeměmi mimo Unii;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Země a území neuváděné v rámci obchodu se zeměmi mimo Unii;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Země a území neuváděné v rámci obchodu se zeměmi mimo Unii;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Země a území neuváděné v rámci obchodu se zeměmi mimo Unii;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Země a území neuváděné v rámci obchodu se zeměmi mimo Unii;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Země a území neuváděné v rámci obchodu uvnitř Unie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Země a území neuváděné v rámci obchodu uvnitř Unie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Země a území neuváděné v rámci obchodu uvnitř Unie;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Země a území neuváděné v rámci obchodu uvnitř Unie;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Země a území neuváděné v rámci obchodu uvnitř Unie;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Země a území neuváděné v rámci obchodu uvnitř Unie;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Země a území neuváděné v rámci obchodu uvnitř Unie;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Země a území neuváděné z obchodních nebo vojenských důvodů;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Země a území neuváděné z obchodních nebo vojenských důvodů;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Země a území neuváděné z obchodních nebo vojenských důvodů;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Země a území neuváděné z obchodních nebo vojenských důvodů;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Země a území neuváděné z obchodních nebo vojenských důvodů;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Země a území neuváděné z obchodních nebo vojenských důvodů;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Země a území neuváděné z obchodních nebo vojenských důvodů;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Zimbabwe;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Zimbabwe;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Zimbabwe;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Zimbabwe;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Zimbabwe;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Zimbabwe;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Zimbabwe;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Svět bez 50 vybraných zemí;Pohyb zboží z ČR (v mil. Kč, FOB);57046.532401
Česko;4. čtvrtletí 2024;Svět bez 50 vybraných zemí;Pohyb zboží do ČR (v mil. Kč, CIF);79207.269627
Česko;4. čtvrtletí 2024;Svět bez 50 vybraných zemí;Bilance - pohyb zboží (v mil. Kč);-22160.737226
Česko;4. čtvrtletí 2024;Svět bez 50 vybraných zemí;Obrat - pohyb zboží (v mil. Kč);136253.802028
Česko;4. čtvrtletí 2024;Svět bez 50 vybraných zemí;Pohyb zboží z ČR (meziroční index );118.3059842263
Česko;4. čtvrtletí 2024;Svět bez 50 vybraných zemí;Pohyb zboží do ČR (meziroční index);126.492263279
Česko;4. čtvrtletí 2024;Svět bez 50 vybraných zemí;Obrat pohybu zboží (meziroční index);122.9308582584
