Území;Čtvrtletí;Země;Ukazatel;value
Česko;4. čtvrtletí 2024;Guatemala;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Guatemala;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Guinea;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Guinea;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Guinea;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Guinea;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Guinea;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Guinea;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Guinea;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Guinea-Bissau;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Guinea-Bissau;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Guinea-Bissau;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Guinea-Bissau;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Guinea-Bissau;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Guinea-Bissau;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Guinea-Bissau;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Guyana;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Guyana;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Guyana;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Guyana;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Guyana;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Guyana;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Guyana;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Haiti;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Haiti;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Haiti;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Haiti;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Haiti;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Haiti;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Haiti;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Heardův ostrov a McDonaldovy ostrovy;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Heardův ostrov a McDonaldovy ostrovy;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Heardův ostrov a McDonaldovy ostrovy;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Heardův ostrov a McDonaldovy ostrovy;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Heardův ostrov a McDonaldovy ostrovy;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Heardův ostrov a McDonaldovy ostrovy;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Heardův ostrov a McDonaldovy ostrovy;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Honduras;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Honduras;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Honduras;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Honduras;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Honduras;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Honduras;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Honduras;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Hongkong;Pohyb zboží z ČR (v mil. Kč, FOB);2048.217588
Česko;4. čtvrtletí 2024;Hongkong;Pohyb zboží do ČR (v mil. Kč, CIF);659.028064
Česko;4. čtvrtletí 2024;Hongkong;Bilance - pohyb zboží (v mil. Kč);1389.189524
Česko;4. čtvrtletí 2024;Hongkong;Obrat - pohyb zboží (v mil. Kč);2707.245652
Česko;4. čtvrtletí 2024;Hongkong;Pohyb zboží z ČR (meziroční index );84.6081168181
Česko;4. čtvrtletí 2024;Hongkong;Pohyb zboží do ČR (meziroční index);119.8281491686
Česko;4. čtvrtletí 2024;Hongkong;Obrat pohybu zboží (meziroční index);91.1283099379
Česko;4. čtvrtletí 2024;Chile;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Chile;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Chile;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Chile;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Chile;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Chile;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Chile;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Chorvatsko;Pohyb zboží z ČR (v mil. Kč, FOB);6343.771718
Česko;4. čtvrtletí 2024;Chorvatsko;Pohyb zboží do ČR (v mil. Kč, CIF);1656.547918
Česko;4. čtvrtletí 2024;Chorvatsko;Bilance - pohyb zboží (v mil. Kč);4687.2238
Česko;4. čtvrtletí 2024;Chorvatsko;Obrat - pohyb zboží (v mil. Kč);8000.319636
Česko;4. čtvrtletí 2024;Chorvatsko;Pohyb zboží z ČR (meziroční index );98.5926376285
Česko;4. čtvrtletí 2024;Chorvatsko;Pohyb zboží do ČR (meziroční index);103.3378996364
Česko;4. čtvrtletí 2024;Chorvatsko;Obrat pohybu zboží (meziroční index);99.5390726917
Česko;4. čtvrtletí 2024;Indie;Pohyb zboží z ČR (v mil. Kč, FOB);7622.863501
Česko;4. čtvrtletí 2024;Indie;Pohyb zboží do ČR (v mil. Kč, CIF);23459.660602
Česko;4. čtvrtletí 2024;Indie;Bilance - pohyb zboží (v mil. Kč);-15836.797101
Česko;4. čtvrtletí 2024;Indie;Obrat - pohyb zboží (v mil. Kč);31082.524103
Česko;4. čtvrtletí 2024;Indie;Pohyb zboží z ČR (meziroční index );102.780613211
Česko;4. čtvrtletí 2024;Indie;Pohyb zboží do ČR (meziroční index);177.9959078675
Česko;4. čtvrtletí 2024;Indie;Obrat pohybu zboží (meziroční index);150.9115099745
Česko;4. čtvrtletí 2024;Indonésie;Pohyb zboží z ČR (v mil. Kč, FOB);1436.29343
Česko;4. čtvrtletí 2024;Indonésie;Pohyb zboží do ČR (v mil. Kč, CIF);2957.203968
Česko;4. čtvrtletí 2024;Indonésie;Bilance - pohyb zboží (v mil. Kč);-1520.910538
Česko;4. čtvrtletí 2024;Indonésie;Obrat - pohyb zboží (v mil. Kč);4393.497398
Česko;4. čtvrtletí 2024;Indonésie;Pohyb zboží z ČR (meziroční index );101.9306518809
Česko;4. čtvrtletí 2024;Indonésie;Pohyb zboží do ČR (meziroční index);103.3356712363
Česko;4. čtvrtletí 2024;Indonésie;Obrat pohybu zboží (meziroční index);102.8721091063
Česko;4. čtvrtletí 2024;Irák;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Irák;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Irák;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Irák;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Irák;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Irák;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Irák;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Íránská islámská republika;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Íránská islámská republika;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Íránská islámská republika;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Íránská islámská republika;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Íránská islámská republika;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Íránská islámská republika;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Íránská islámská republika;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Irsko;Pohyb zboží z ČR (v mil. Kč, FOB);10348.890409
Česko;4. čtvrtletí 2024;Irsko;Pohyb zboží do ČR (v mil. Kč, CIF);5597.408759
Česko;4. čtvrtletí 2024;Irsko;Bilance - pohyb zboží (v mil. Kč);4751.48165
Česko;4. čtvrtletí 2024;Irsko;Obrat - pohyb zboží (v mil. Kč);15946.299168
Česko;4. čtvrtletí 2024;Irsko;Pohyb zboží z ČR (meziroční index );120.4658015208
Česko;4. čtvrtletí 2024;Irsko;Pohyb zboží do ČR (meziroční index);96.6523324722
Česko;4. čtvrtletí 2024;Irsko;Obrat pohybu zboží (meziroční index);110.8767037064
Česko;4. čtvrtletí 2024;Island;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Island;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Island;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Island;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Island;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Island;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Island;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Itálie;Pohyb zboží z ČR (v mil. Kč, FOB);57902.557924
Česko;4. čtvrtletí 2024;Itálie;Pohyb zboží do ČR (v mil. Kč, CIF);54364.674614
Česko;4. čtvrtletí 2024;Itálie;Bilance - pohyb zboží (v mil. Kč);3537.88331
Česko;4. čtvrtletí 2024;Itálie;Obrat - pohyb zboží (v mil. Kč);112267.232538
Česko;4. čtvrtletí 2024;Itálie;Pohyb zboží z ČR (meziroční index );102.5587611312
Česko;4. čtvrtletí 2024;Itálie;Pohyb zboží do ČR (meziroční index);105.7330032008
Česko;4. čtvrtletí 2024;Itálie;Obrat pohybu zboží (meziroční index);104.0717159769
Česko;4. čtvrtletí 2024;Izrael;Pohyb zboží z ČR (v mil. Kč, FOB);8809.748078
Česko;4. čtvrtletí 2024;Izrael;Pohyb zboží do ČR (v mil. Kč, CIF);2033.650001
Česko;4. čtvrtletí 2024;Izrael;Bilance - pohyb zboží (v mil. Kč);6776.098077
Česko;4. čtvrtletí 2024;Izrael;Obrat - pohyb zboží (v mil. Kč);10843.398079
Česko;4. čtvrtletí 2024;Izrael;Pohyb zboží z ČR (meziroční index );214.2918844179
Česko;4. čtvrtletí 2024;Izrael;Pohyb zboží do ČR (meziroční index);111.2226578383
Česko;4. čtvrtletí 2024;Izrael;Obrat pohybu zboží (meziroční index);182.5627187442
Česko;4. čtvrtletí 2024;Jamajka;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Jamajka;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Jamajka;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Jamajka;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Jamajka;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Jamajka;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Jamajka;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Japonsko;Pohyb zboží z ČR (v mil. Kč, FOB);5708.60122
Česko;4. čtvrtletí 2024;Japonsko;Pohyb zboží do ČR (v mil. Kč, CIF);24152.431588
Česko;4. čtvrtletí 2024;Japonsko;Bilance - pohyb zboží (v mil. Kč);-18443.830368
Česko;4. čtvrtletí 2024;Japonsko;Obrat - pohyb zboží (v mil. Kč);29861.032808
Česko;4. čtvrtletí 2024;Japonsko;Pohyb zboží z ČR (meziroční index );107.3352682523
Česko;4. čtvrtletí 2024;Japonsko;Pohyb zboží do ČR (meziroční index);105.1276112307
Česko;4. čtvrtletí 2024;Japonsko;Obrat pohybu zboží (meziroční index);105.5426052601
Česko;4. čtvrtletí 2024;Jemen;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Jemen;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Jemen;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Jemen;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Jemen;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Jemen;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Jemen;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Jižní Afrika;Pohyb zboží z ČR (v mil. Kč, FOB);3288.297693
Česko;4. čtvrtletí 2024;Jižní Afrika;Pohyb zboží do ČR (v mil. Kč, CIF);2663.827055
Česko;4. čtvrtletí 2024;Jižní Afrika;Bilance - pohyb zboží (v mil. Kč);624.470638
Česko;4. čtvrtletí 2024;Jižní Afrika;Obrat - pohyb zboží (v mil. Kč);5952.124748
Česko;4. čtvrtletí 2024;Jižní Afrika;Pohyb zboží z ČR (meziroční index );128.013659716
Česko;4. čtvrtletí 2024;Jižní Afrika;Pohyb zboží do ČR (meziroční index);66.6041361826
Česko;4. čtvrtletí 2024;Jižní Afrika;Obrat pohybu zboží (meziroční index);90.6203282485
Česko;4. čtvrtletí 2024;Jižní Georgie a Jižní Sandwichovy ostrovy;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Jižní Georgie a Jižní Sandwichovy ostrovy;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Jižní Georgie a Jižní Sandwichovy ostrovy;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Jižní Georgie a Jižní Sandwichovy ostrovy;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Jižní Georgie a Jižní Sandwichovy ostrovy;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Jižní Georgie a Jižní Sandwichovy ostrovy;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Jižní Georgie a Jižní Sandwichovy ostrovy;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Jižní Súdán;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Jižní Súdán;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Jižní Súdán;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Jižní Súdán;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Jižní Súdán;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Jižní Súdán;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Jižní Súdán;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Jordánsko;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Jordánsko;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Jordánsko;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Jordánsko;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Jordánsko;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Jordánsko;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Jordánsko;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Kajmanské ostrovy;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Kajmanské ostrovy;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Kajmanské ostrovy;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kajmanské ostrovy;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kajmanské ostrovy;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Kajmanské ostrovy;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Kajmanské ostrovy;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Kambodža;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Kambodža;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Kambodža;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kambodža;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kambodža;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Kambodža;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Kambodža;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Kamerun;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Kamerun;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Kamerun;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kamerun;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kamerun;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Kamerun;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Kamerun;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Kanada;Pohyb zboží z ČR (v mil. Kč, FOB);2650.031108
Česko;4. čtvrtletí 2024;Kanada;Pohyb zboží do ČR (v mil. Kč, CIF);3206.698023
Česko;4. čtvrtletí 2024;Kanada;Bilance - pohyb zboží (v mil. Kč);-556.666915
Česko;4. čtvrtletí 2024;Kanada;Obrat - pohyb zboží (v mil. Kč);5856.729131
Česko;4. čtvrtletí 2024;Kanada;Pohyb zboží z ČR (meziroční index );133.772813226
Česko;4. čtvrtletí 2024;Kanada;Pohyb zboží do ČR (meziroční index);138.4291438382
Česko;4. čtvrtletí 2024;Kanada;Obrat pohybu zboží (meziroční index);136.2827341508
Česko;4. čtvrtletí 2024;Kapverdy;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Kapverdy;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Kapverdy;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kapverdy;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kapverdy;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Kapverdy;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Kapverdy;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Katar;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Katar;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Katar;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Katar;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Katar;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Katar;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Katar;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Kazachstán;Pohyb zboží z ČR (v mil. Kč, FOB);6469.894976
Česko;4. čtvrtletí 2024;Kazachstán;Pohyb zboží do ČR (v mil. Kč, CIF);4595.238701
Česko;4. čtvrtletí 2024;Kazachstán;Bilance - pohyb zboží (v mil. Kč);1874.656275
Česko;4. čtvrtletí 2024;Kazachstán;Obrat - pohyb zboží (v mil. Kč);11065.133677
Česko;4. čtvrtletí 2024;Kazachstán;Pohyb zboží z ČR (meziroční index );119.2934855743
Česko;4. čtvrtletí 2024;Kazachstán;Pohyb zboží do ČR (meziroční index);69.6317976061
Česko;4. čtvrtletí 2024;Kazachstán;Obrat pohybu zboží (meziroční index);92.0341974385
Česko;4. čtvrtletí 2024;Keňa;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Keňa;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Keňa;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Keňa;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Keňa;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Keňa;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Keňa;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Kiribati;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Kiribati;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Kiribati;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kiribati;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kiribati;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Kiribati;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Kiribati;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Kokosové (Keelingovy) ostrovy;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Kokosové (Keelingovy) ostrovy;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Kokosové (Keelingovy) ostrovy;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kokosové (Keelingovy) ostrovy;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kokosové (Keelingovy) ostrovy;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Kokosové (Keelingovy) ostrovy;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Kokosové (Keelingovy) ostrovy;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Kolumbie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Kolumbie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Kolumbie;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kolumbie;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kolumbie;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Kolumbie;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Kolumbie;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Komory;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Komory;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Komory;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Komory;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Komory;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Komory;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Komory;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Kongo;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Kongo;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Kongo;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kongo;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kongo;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Kongo;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Kongo;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Korejská lidově demokratická republika;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Korejská lidově demokratická republika;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Korejská lidově demokratická republika;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Korejská lidově demokratická republika;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Korejská lidově demokratická republika;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Korejská lidově demokratická republika;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Korejská lidově demokratická republika;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Korejská republika;Pohyb zboží z ČR (v mil. Kč, FOB);4472.125087
Česko;4. čtvrtletí 2024;Korejská republika;Pohyb zboží do ČR (v mil. Kč, CIF);26443.423956
Česko;4. čtvrtletí 2024;Korejská republika;Bilance - pohyb zboží (v mil. Kč);-21971.298869
Česko;4. čtvrtletí 2024;Korejská republika;Obrat - pohyb zboží (v mil. Kč);30915.549043
Česko;4. čtvrtletí 2024;Korejská republika;Pohyb zboží z ČR (meziroční index );139.4990917757
Česko;4. čtvrtletí 2024;Korejská republika;Pohyb zboží do ČR (meziroční index);101.6553284639
Česko;4. čtvrtletí 2024;Korejská republika;Obrat pohybu zboží (meziroční index);105.8075107704
Česko;4. čtvrtletí 2024;Kosovo;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Kosovo;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Kosovo;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kosovo;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kosovo;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Kosovo;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Kosovo;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Kostarika;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Kostarika;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Kostarika;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kostarika;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Kostarika;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Kostarika;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Kostarika;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Kuba;Pohyb zboží z ČR (v mil. Kč, FOB);
