Území;Ukazatel;Typ indexu;Očištění;Typ ceny;CZ NACE;Měsíce;value
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";únor 2015;103.6532060753
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";březen 2015;100.2784685699
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";duben 2015;106.4608116993
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";květen 2015;96.1265552613
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";červen 2015;98.4990776558
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";červenec 2015;105.1620753634
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";srpen 2015;106.4352813989
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";září 2015;88.9943966316
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";říjen 2015;119.8163246117
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";listopad 2015;100.7795062922
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";prosinec 2015;102.1764991012
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";leden 2016;100.4423740612
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";únor 2016;93.478880721
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";březen 2016;98.6802898657
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";duben 2016;88.217575116
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";květen 2016;98.8945229007
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";červen 2016;97.6931050824
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";červenec 2016;94.9498124374
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";srpen 2016;92.5922435414
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";září 2016;94.4480511488
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";říjen 2016;88.1322520883
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";listopad 2016;95.8025238155
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";prosinec 2016;93.1056665302
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";leden 2017;101.0211182252
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";únor 2017;97.7693079339
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";březen 2017;106.8714972822
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";duben 2017;97.3680557852
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";květen 2017;96.023811473
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";červen 2017;100.7466561249
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";červenec 2017;101.8757022085
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";srpen 2017;96.4215002604
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";září 2017;106.2763744743
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";říjen 2017;104.1123062099
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";listopad 2017;94.6633367675
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";prosinec 2017;104.4337038468
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";leden 2018;103.2641150501
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";únor 2018;100.7605015073
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";březen 2018;116.1098571539
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";duben 2018;100.5620349532
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";květen 2018;101.0399218566
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";červen 2018;115.4168277447
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";červenec 2018;88.3926289477
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";srpen 2018;97.3093288678
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";září 2018;108.8910443839
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";říjen 2018;99.4105410762
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";listopad 2018;100.0136349645
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";prosinec 2018;103.7820781414
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";leden 2019;78.5486052381
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";únor 2019;84.6093080717
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";březen 2019;103.7000557057
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";duben 2019;97.8875387016
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";květen 2019;81.0167709146
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";červen 2019;127.8870691902
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";červenec 2019;102.4717664015
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";srpen 2019;95.6049904088
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";září 2019;122.9112413808
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";říjen 2019;77.2344522987
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";listopad 2019;101.686316398
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";prosinec 2019;113.8101963662
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";leden 2020;96.0518843358
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";únor 2020;99.8703140684
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";březen 2020;90.2403859955
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";duben 2020;92.2206456724
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";květen 2020;90.6476172704
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";červen 2020;74.38629915
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";červenec 2020;91.0504070784
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";srpen 2020;95.0029950721
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";září 2020;86.0586314232
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";říjen 2020;92.2738597303
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";listopad 2020;93.9672928416
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";prosinec 2020;102.7524984237
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";leden 2021;105.6316281718
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";únor 2021;101.1505303667
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";březen 2021;99.7457607787
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";duben 2021;116.4784808799
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";květen 2021;113.2036973025
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";červen 2021;110.4707339917
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";červenec 2021;116.6244096578
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";srpen 2021;107.8709233947
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";září 2021;113.6541299042
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";říjen 2021;120.1533593366
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";listopad 2021;132.1349039037
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";prosinec 2021;110.8704736286
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";leden 2022;109.2186816418
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";únor 2022;106.341434771
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";březen 2022;101.6246302573
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";duben 2022;103.4817214653
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";květen 2022;104.1134702002
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";červen 2022;105.3230279995
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";červenec 2022;104.9857746246
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";srpen 2022;101.4918428536
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";září 2022;99.4476339071
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";říjen 2022;100.3141434001
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";listopad 2022;100.9691958787
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";prosinec 2022;98.8066754303
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";leden 2023;102.2195191321
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";únor 2023;108.903120292
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";březen 2023;114.6590232611
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";duben 2023;103.7683460288
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";květen 2023;107.5961135403
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";červen 2023;104.7564332144
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";červenec 2023;109.0612505345
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";srpen 2023;104.5443814556
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";září 2023;95.5643085504
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";říjen 2023;112.0278115462
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";listopad 2023;99.4104934073
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";prosinec 2023;102.639381919
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";leden 2024;97.2171992375
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";únor 2024;108.2230290266
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";březen 2024;100.4906613763
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";duben 2024;99.4125988501
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";květen 2024;104.4230233372
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";červen 2024;101.2719634899
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";červenec 2024;101.5726987101
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";srpen 2024;103.9815746009
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";září 2024;109.6300411112
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";říjen 2024;100.6280625721
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";listopad 2024;111.4340229935
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";prosinec 2024;111.1091335325
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";leden 2025;119.6887658715
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";únor 2025;111.883886032
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;"70 Činnosti vedení podniků; poradenství v oblasti řízení";březen 2025;118.9593859934
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;70.2 Poradenství v oblasti řízení;leden 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;70.2 Poradenství v oblasti řízení;únor 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;70.2 Poradenství v oblasti řízení;březen 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;70.2 Poradenství v oblasti řízení;duben 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;70.2 Poradenství v oblasti řízení;květen 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;70.2 Poradenství v oblasti řízení;červen 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;70.2 Poradenství v oblasti řízení;červenec 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;70.2 Poradenství v oblasti řízení;srpen 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;70.2 Poradenství v oblasti řízení;září 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;70.2 Poradenství v oblasti řízení;říjen 2000;
