Území,Ukazatel,Typ ceny,Očištění,CZCPA,Měsíce,value
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,srpen 2025,4202.171035
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červenec 2025,4013.776388
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červen 2025,4027.854604
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,květen 2025,4428.257976
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,duben 2025,4708.480298
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,březen 2025,5377.925074
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,únor 2025,5018.861178
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,leden 2025,4670.594653
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,prosinec 2024,4264.723963
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,listopad 2024,5336.404673
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,říjen 2024,5104.891273
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,září 2024,4810.755508
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,srpen 2024,4557.545209
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červenec 2024,4437.104231
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červen 2024,4462.22173
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,květen 2024,5061.906612
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,duben 2024,5303.168474
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,březen 2024,5175.762669
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,únor 2024,5262.528121
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,leden 2024,4932.281976
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,prosinec 2023,4084.626126
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,listopad 2023,5164.606712
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,říjen 2023,4882.371475
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,září 2023,4361.738386
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,srpen 2023,4483.542467
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červenec 2023,3845.193539
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červen 2023,4898.969114
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,květen 2023,5058.527204
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,duben 2023,4573.421732
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,březen 2023,5338.197219
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,únor 2023,4625.487363
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,leden 2023,4622.551591
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,prosinec 2022,4106.868653
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,listopad 2022,5696.273859
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,říjen 2022,5542.156819
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,září 2022,5268.202068
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,srpen 2022,5148.482412
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červenec 2022,4375.085503
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červen 2022,4500.860715
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,květen 2022,5247.57325
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,duben 2022,5322.489464
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,březen 2022,6450.244394
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,únor 2022,5335.311678
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,leden 2022,5321.972859
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,prosinec 2021,4566.968205
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,listopad 2021,5566.844454
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,říjen 2021,4785.207075
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,září 2021,4402.279246
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,srpen 2021,3927.10096
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červenec 2021,2758.112726
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červen 2021,3284.371981
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,květen 2021,3549.455188
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,duben 2021,3855.063536
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,březen 2021,5114.785357
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,únor 2021,4097.129259
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,leden 2021,3674.620927
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,prosinec 2020,3577.570851
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,listopad 2020,4203.687171
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,říjen 2020,4081.489471
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,září 2020,3408.834248
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,srpen 2020,3044.922855
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červenec 2020,2707.895364
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červen 2020,3072.860555
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,květen 2020,3272.58813
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,duben 2020,3700.377556
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,březen 2020,3929.51916
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,únor 2020,3472.13521
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,leden 2020,3392.004904
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,prosinec 2019,2732.559506
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,listopad 2019,3377.539734
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,říjen 2019,3245.423121
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,září 2019,2885.90253
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,srpen 2019,2769.451155
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červenec 2019,2709.721611
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červen 2019,2721.370997
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,květen 2019,3204.011897
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,duben 2019,3197.549622
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,březen 2019,3178.117262
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,únor 2019,3137.277128
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,leden 2019,3218.334474
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,prosinec 2018,2632.715994
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,listopad 2018,3552.01799
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,říjen 2018,3478.178341
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,září 2018,2921.559559
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,srpen 2018,3081.913945
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červenec 2018,2626.726407
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červen 2018,2675.396563
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,květen 2018,2590.60432
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,duben 2018,2710.866924
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,březen 2018,3084.053778
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,únor 2018,2889.994527
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,leden 2018,2939.124149
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,prosinec 2017,2568.605718
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,listopad 2017,3413.960952
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,říjen 2017,3254.564057
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,září 2017,2804.18831
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,srpen 2017,3000.884052
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červenec 2017,2201.437279
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červen 2017,3112.938261
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,květen 2017,3629.158772
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,duben 2017,3485.71169
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,březen 2017,4315.463096
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,únor 2017,3808.340012
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,leden 2017,3856.077488
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,prosinec 2016,3484.507235
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,listopad 2016,4001.901559
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,říjen 2016,3772.31084
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,září 2016,3449.571257
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,srpen 2016,3372.881389
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červenec 2016,2491.653552
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červen 2016,3408.591366
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,květen 2016,3367.420338
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,duben 2016,3483.193894
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,březen 2016,3469.150475
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,únor 2016,3090.938202
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,leden 2016,2917.771064
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,prosinec 2015,3120.395943
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,listopad 2015,3802.303197
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,říjen 2015,3580.172427
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,září 2015,3374.671346
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,srpen 2015,3686.123854
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červenec 2015,3240.025351
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červen 2015,3677.471836
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,květen 2015,3862.718272
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,duben 2015,4040.553766
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,březen 2015,4078.743491
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,únor 2015,3667.729643
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,leden 2015,3416.171002
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,prosinec 2014,3088.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,listopad 2014,3658.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,říjen 2014,3760.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,září 2014,3653.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,srpen 2014,3187.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červenec 2014,2603.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,červen 2014,2465.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,květen 2014,2778.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,duben 2014,3453.0
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,Bez očištění,01 Produkty zemědělství a myslivosti a související služby,březen 2014,3913.0
