Území,Ukazatel,Očištění,Typ indexu,CZ-NACE,Měsíce,value
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,září 2024,103.8409284592
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,srpen 2024,93.6686824987
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,červenec 2024,98.0511253094
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,červen 2024,102.3742621169
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,květen 2024,95.2622327447
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,duben 2024,104.5924862389
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,březen 2024,96.6103997364
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,únor 2024,103.2252035696
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,leden 2024,108.2071447842
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,prosinec 2023,97.4919654742
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,listopad 2023,94.739280944
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,říjen 2023,99.528717327
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,září 2023,102.8611893951
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,srpen 2023,101.130413865
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,červenec 2023,97.314124464
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,červen 2023,98.92855638
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,květen 2023,103.0767997862
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,duben 2023,98.6052565639
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,březen 2023,98.5600113037
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,únor 2023,103.2849486135
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,leden 2023,98.7469557938
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,prosinec 2022,88.9929788479
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,listopad 2022,99.2551294955
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,říjen 2022,100.7085820664
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,září 2022,95.9698961366
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,srpen 2022,101.5676178446
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,červenec 2022,95.5483271608
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,červen 2022,101.2760801338
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,květen 2022,98.2598204732
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,duben 2022,100.6593735909
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,březen 2022,98.4492578629
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,únor 2022,98.3872199162
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,leden 2022,100.5812975767
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,prosinec 2021,95.4318458052
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,listopad 2021,102.0887882807
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,říjen 2021,101.3701488947
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,září 2021,94.3128100625
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,srpen 2021,100.3541226999
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,červenec 2021,109.9055795689
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,červen 2021,103.4510949414
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,květen 2021,99.9417039274
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,duben 2021,96.6687715741
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,březen 2021,105.3371372224
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,únor 2021,96.5654762589
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,leden 2021,99.6818312652
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,prosinec 2020,104.4798104037
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,listopad 2020,96.5982996653
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,říjen 2020,102.7990328718
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,září 2020,101.7028338071
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,srpen 2020,99.4776823606
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,červenec 2020,107.3291949207
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,červen 2020,108.7057233812
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,květen 2020,105.8857061768
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,duben 2020,82.0513716697
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,březen 2020,92.1229211931
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,únor 2020,101.7991732041
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,leden 2020,102.1885845056
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,prosinec 2019,102.2069075232
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,listopad 2019,97.8766243047
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,říjen 2019,99.1969021904
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,září 2019,98.3941368915
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,srpen 2019,106.0021368029
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,červenec 2019,93.7293326031
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,červen 2019,101.5175540947
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,květen 2019,98.8301889755
