Území,Ukazatel,Očištění,Typ indexu,CZ-NACE,Měsíce,value
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,únor 2013,102.877299977
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,leden 2013,99.8454281944
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,prosinec 2012,102.2076573714
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,listopad 2012,96.8746556707
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,říjen 2012,99.6227367221
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,září 2012,98.8477090363
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,srpen 2012,101.4895620614
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červenec 2012,100.6630413933
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červen 2012,98.6586370932
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,květen 2012,102.9223172743
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,duben 2012,100.2616680306
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,březen 2012,99.9536826883
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,únor 2012,98.9307378868
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,leden 2012,104.3144721371
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,prosinec 2011,95.6027124572
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,listopad 2011,98.9217767375
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,říjen 2011,98.8592618127
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,září 2011,101.2121515697
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,srpen 2011,99.4913735105
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červenec 2011,99.3881351989
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červen 2011,100.3886586641
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,květen 2011,101.754862163
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,duben 2011,97.9039088706
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,březen 2011,98.4117600412
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,únor 2011,100.621625967
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,leden 2011,99.7813749398
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,prosinec 2010,99.2188314588
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,listopad 2010,107.1079178629
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,říjen 2010,98.7787124992
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,září 2010,99.0107432967
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,srpen 2010,99.8895479222
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červenec 2010,98.4291533218
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červen 2010,101.9974311886
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,květen 2010,99.3467027501
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,duben 2010,99.2518663336
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,březen 2010,100.8188285463
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,únor 2010,100.4685096826
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,leden 2010,99.7160040965
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,prosinec 2009,98.4998593269
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,listopad 2009,100.0128263014
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,říjen 2009,103.2453429711
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,září 2009,100.7554298253
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,srpen 2009,102.7637243625
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červenec 2009,102.4204502465
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červen 2009,99.5200129341
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,květen 2009,99.5909639186
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,duben 2009,98.6173716052
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,březen 2009,100.9663888827
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,únor 2009,101.7469426261
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,leden 2009,104.8506025231
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,prosinec 2008,95.6974407124
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,listopad 2008,94.6441105557
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,říjen 2008,99.6420549272
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,září 2008,97.2822158223
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,srpen 2008,99.7055098026
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červenec 2008,90.5318002256
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červen 2008,100.0761462803
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,květen 2008,100.9241563364
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,duben 2008,100.9866386769
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,březen 2008,98.3090009319
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,únor 2008,100.9803686041
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,leden 2008,94.923233868
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,prosinec 2007,104.6983438978
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,listopad 2007,100.4596999739
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,říjen 2007,100.7228251162
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,září 2007,98.6324962387
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,srpen 2007,102.0437337427
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červenec 2007,98.6737863857
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červen 2007,97.7957878028
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,květen 2007,103.0171530277
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,duben 2007,103.7509914653
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,březen 2007,99.5960642528
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,únor 2007,99.5812327073
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,leden 2007,100.4216978959
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,prosinec 2006,101.3975230385
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,listopad 2006,103.1678177668
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,říjen 2006,100.469444183
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,září 2006,96.7509135714
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,srpen 2006,102.4862912662
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červenec 2006,101.4786065271
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červen 2006,94.3237901003
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,květen 2006,105.3713351257
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,duben 2006,100.8497828903
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,březen 2006,98.1058288717
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,únor 2006,104.1568291752
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,leden 2006,95.0403530597
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,prosinec 2005,102.4460396019
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,listopad 2005,100.3594921386
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,říjen 2005,100.2087549804
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,září 2005,97.8966023155
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,srpen 2005,99.7107316992
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červenec 2005,100.4795238275
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červen 2005,104.3781093693
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,květen 2005,97.2766944933
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,duben 2005,104.9904800361
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,březen 2005,96.7631374484
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,únor 2005,100.6892173616
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,leden 2005,104.635284995
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,prosinec 2004,96.6466394116
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,listopad 2004,101.1459967731
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,říjen 2004,98.8490487013
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,září 2004,98.5428668087
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,srpen 2004,99.9437722163
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červenec 2004,104.5770540896
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červen 2004,97.9900528991
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,květen 2004,103.1661141883
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,duben 2004,100.0572365997
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,březen 2004,99.0161192258
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,únor 2004,100.4241939068
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,leden 2004,105.8189123663
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,prosinec 2003,98.1573600603
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,listopad 2003,101.7543463855
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,říjen 2003,102.7886746966
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,září 2003,107.363357621
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,srpen 2003,102.0030064099
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červenec 2003,100.9847179797
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červen 2003,99.664310089
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,květen 2003,100.184750467
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,duben 2003,102.3790833172
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,březen 2003,93.0925720097
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,únor 2003,100.836741141
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,leden 2003,87.6322636398
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,prosinec 2002,98.1928020082
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,listopad 2002,97.6158642613
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,říjen 2002,101.3516638488
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,září 2002,103.1820591701
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,srpen 2002,100.3515711853
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červenec 2002,96.2400482825
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červen 2002,98.2596316866
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,květen 2002,98.1575589242
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,duben 2002,103.1050767466
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,březen 2002,101.2049782618
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,únor 2002,115.4198572204
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,leden 2002,98.2139656616
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,prosinec 2001,98.1416422897
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,listopad 2001,100.2223260484
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,říjen 2001,98.2867338366
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,září 2001,98.9079069787
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,srpen 2001,99.831664361
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červenec 2001,102.2158532095
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červen 2001,101.8352343563
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,květen 2001,100.8565725173
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,duben 2001,104.0994564309
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,březen 2001,99.1249178586
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,únor 2001,98.9984240098
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,leden 2001,104.5917517364
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,prosinec 2000,103.7918860881
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,listopad 2000,102.1179484839
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,říjen 2000,98.9304384741
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,září 2000,97.5193398536
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,srpen 2000,101.0660539296
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červenec 2000,100.7864664416
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,červen 2000,96.2237650749
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,květen 2000,107.3933290745
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,duben 2000,99.2999194308
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,březen 2000,99.5181535585
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,únor 2000,104.7207846986
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba papíru a výrobků z papíru,leden 2000,
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,srpen 2025,102.9003226994
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,červenec 2025,98.3237675776
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,červen 2025,98.6147639385
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,květen 2025,103.2948189788
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,duben 2025,99.2322414317
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,březen 2025,104.7071718505
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,únor 2025,94.5650877753
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,leden 2025,102.1217427915
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,prosinec 2024,95.5198391912
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,listopad 2024,102.007951674
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Tisk a rozmnožování nahraných nosičů,říjen 2024,99.5116756183
