Území;Ukazatel;Typ indexu;Očištění;Typ ceny;Odvětví (NACE);Čtvrtletí;value
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2006;105.6392010792
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2006;108.2231931077
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2006;109.4802325287
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2006;110.1736484987
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2007;104.2060670334
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2007;101.6337525883
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2007;100.3676529666
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2007;101.0732019741
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2008;90.9655669991
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2008;91.7419636244
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2008;90.7632793818
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2008;88.4493552723
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2009;94.3930878506
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2009;93.8861067687
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2009;92.0669064722
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2009;95.4750444897
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2010;95.2935379061
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2010;96.9861878333
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2010;97.3917907732
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2010;95.2742631273
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2011;99.9043003182
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2011;97.8935466454
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2011;99.0211898618
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2011;97.1323797658
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2012;99.1408677077
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2012;95.5707175128
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2012;97.6810426933
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2012;94.0248876281
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2013;92.2962348631
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2013;95.0229034413
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2013;95.5842854677
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2013;99.0130244803
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2014;98.9177449467
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2014;97.2837810401
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2014;91.4991219083
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2014;103.2445516936
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2015;98.6117588974
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2015;99.0645465738
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2015;99.7227555831
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2015;97.4487463585
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2016;96.0777682486
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2016;98.9422668451
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2016;98.0657373864
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2016;98.9493235842
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2017;104.5271289956
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2017;107.1251371791
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2017;102.7488655547
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2017;104.141485176
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2018;101.7897385996
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2018;103.3512349226
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2018;101.0857301253
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2018;99.3939144663
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2019;90.4551404213
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2019;89.7634370627
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2019;99.7493088758
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2019;124.8382511026
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2020;92.5280174915
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2020;81.9491251893
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2020;94.9394312424
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2020;86.2512562673
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2021;89.0780830516
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2021;113.1909236758
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2021;105.0685448248
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2021;112.8372285623
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2022;124.228271002
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2022;109.1653254874
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2022;100.4445046102
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;4. čtvrtletí 2022;102.8205752424
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;1. čtvrtletí 2023;103.0075554903
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2. čtvrtletí 2023;99.415873812
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;3. čtvrtletí 2023;100.7940326339
