Území;Očištění;Typ indexu;Ukazatel;Měsíce;value
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2011;113.4203403969
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2010;110.3704031134
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2010;112.260718679
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2010;110.7822145072
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2010;113.4000278066
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2010;111.4983334344
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2010;113.0426766378
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2010;110.8119609053
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2010;110.2860330085
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2010;109.3784018072
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2010;102.7872717152
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2010;101.340914919
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2010;104.0873410588
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2009;96.5152566345
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2009;94.7123675708
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2009;91.2513277353
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2009;86.0449839085
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2009;86.5387002891
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2009;81.7678009419
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2009;83.2008178731
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2009;79.2568930781
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2009;79.2331331548
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2009;84.353615768
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2009;80.0704224182
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2009;78.9307029448
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2008;84.7520054255
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2008;88.2948255764
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2008;93.5210181312
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2008;99.1749876954
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2008;98.9440803601
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2008;96.1900646816
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2008;100.0620469759
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2008;103.5152480785
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2008;105.4643804698
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2008;100.9600399351
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2008;107.9352992182
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2008;108.1999972743
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2007;111.6002619484
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2007;110.2266557222
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2007;111.6067678052
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2007;109.9281690853
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2007;113.1663598014
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2007;115.7280302136
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2007;114.7918828141
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2007;112.0499813982
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2007;116.3021032776
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2007;117.8162019587
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2007;118.7342170742
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2007;114.8377069831
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2006;110.6746177497
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2006;107.549524824
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2006;107.3995751428
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2006;108.412264106
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2006;106.2376016687
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2006;108.3195752242
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2006;108.2543852055
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2006;112.0967949455
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2006;104.4181878235
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2006;110.3011500577
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2006;108.065004095
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2006;109.4795921992
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2005;107.7370950032
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2005;107.2119545456
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2005;105.2992653188
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2005;105.2763144408
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2005;104.6525947944
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2005;105.881879592
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2005;106.2541191184
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2005;104.3283308892
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2005;106.5360458794
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2005;105.163333955
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2005;104.9777952346
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2005;112.087648156
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2004;109.2672136063
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2004;114.9625164576
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2004;118.9081292066
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2004;116.8842026002
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2004;116.1556633479
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2004;121.42627503
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2004;117.8116659496
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2004;118.1235321683
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2004;114.7501816259
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2004;114.5124271759
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2004;115.4616553209
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2004;108.6673781684
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2003;105.8864745448
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2003;103.9651611187
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2003;103.2117580926
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2003;104.5068959905
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2003;107.698791064
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2003;99.5519695124
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2003;102.7278069117
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2003;100.722003798
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2003;103.4735403976
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2003;101.5591211439
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2003;100.4455761284
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2003;105.8782151302
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2002;102.7096524663
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2002;103.8522826336
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2002;101.3529131087
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2002;99.70760844
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2002;93.4557374505
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2002;100.9540015536
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2002;97.2354799045
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2002;97.6880534218
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2002;100.5863211569
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2002;100.2337599808
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2002;101.218255552
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2002;95.954357295
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2001;101.3739220137
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2001;105.4050198358
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2001;105.9440826345
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2001;109.1484736422
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2001;109.665005944
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2001;109.7514305618
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2001;113.9344594734
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2001;112.2953171804
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2001;113.9980476651
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2001;117.5137831001
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2001;115.9543343308
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2001;126.0275577848
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);prosinec 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);listopad 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);říjen 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);září 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);srpen 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červenec 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);červen 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);květen 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);duben 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);březen 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);únor 2000;
Česko;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Tržby z průmyslové činnosti (%);leden 2000;
