Stát;Ukazatel;Kumulace měsíců;value
Česko;Zahájené byty - změna dokončených staveb;01-12 1995;
Česko;Zahájené byty - změna dokončených staveb;01-11 1995;
Česko;Zahájené byty - změna dokončených staveb;01-10 1995;
Česko;Zahájené byty - změna dokončených staveb;01-09 1995;
Česko;Zahájené byty - změna dokončených staveb;01-08 1995;
Česko;Zahájené byty - změna dokončených staveb;01-07 1995;
Česko;Zahájené byty - změna dokončených staveb;01-06 1995;
Česko;Zahájené byty - změna dokončených staveb;01-05 1995;
Česko;Zahájené byty - změna dokončených staveb;01-04 1995;
Česko;Zahájené byty - změna dokončených staveb;01-03 1995;
Česko;Zahájené byty - změna dokončených staveb;01-02 1995;
Česko;Zahájené byty - změna dokončených staveb;01 1995;
Česko;Zahájené byty - změna dokončených staveb;01-12 1994;
Česko;Zahájené byty - změna dokončených staveb;01-11 1994;
Česko;Zahájené byty - změna dokončených staveb;01-10 1994;
Česko;Zahájené byty - změna dokončených staveb;01-09 1994;
Česko;Zahájené byty - změna dokončených staveb;01-08 1994;
Česko;Zahájené byty - změna dokončených staveb;01-07 1994;
Česko;Zahájené byty - změna dokončených staveb;01-06 1994;
Česko;Zahájené byty - změna dokončených staveb;01-05 1994;
Česko;Zahájené byty - změna dokončených staveb;01-04 1994;
Česko;Zahájené byty - změna dokončených staveb;01-03 1994;
Česko;Zahájené byty - změna dokončených staveb;01-02 1994;
Česko;Zahájené byty - změna dokončených staveb;01 1994;
Česko;Zahájené byty - změna dokončených staveb;01-12 1993;
Česko;Zahájené byty - změna dokončených staveb;01-11 1993;
Česko;Zahájené byty - změna dokončených staveb;01-10 1993;
Česko;Zahájené byty - změna dokončených staveb;01-09 1993;
Česko;Zahájené byty - změna dokončených staveb;01-08 1993;
Česko;Zahájené byty - změna dokončených staveb;01-07 1993;
Česko;Zahájené byty - změna dokončených staveb;01-06 1993;
Česko;Zahájené byty - změna dokončených staveb;01-05 1993;
Česko;Zahájené byty - změna dokončených staveb;01-04 1993;
Česko;Zahájené byty - změna dokončených staveb;01-03 1993;
Česko;Zahájené byty - změna dokončených staveb;01-02 1993;
Česko;Zahájené byty - změna dokončených staveb;01 1993;
Česko;Zahájené byty - změna dokončených staveb;01-12 1992;
Česko;Zahájené byty - změna dokončených staveb;01-11 1992;
Česko;Zahájené byty - změna dokončených staveb;01-10 1992;
Česko;Zahájené byty - změna dokončených staveb;01-09 1992;
Česko;Zahájené byty - změna dokončených staveb;01-08 1992;
Česko;Zahájené byty - změna dokončených staveb;01-07 1992;
Česko;Zahájené byty - změna dokončených staveb;01-06 1992;
Česko;Zahájené byty - změna dokončených staveb;01-05 1992;
Česko;Zahájené byty - změna dokončených staveb;01-04 1992;
Česko;Zahájené byty - změna dokončených staveb;01-03 1992;
Česko;Zahájené byty - změna dokončených staveb;01-02 1992;
Česko;Zahájené byty - změna dokončených staveb;01 1992;
Česko;Zahájené byty - změna dokončených staveb;01-12 1991;
Česko;Zahájené byty - změna dokončených staveb;01-11 1991;
Česko;Zahájené byty - změna dokončených staveb;01-10 1991;
Česko;Zahájené byty - změna dokončených staveb;01-09 1991;
Česko;Zahájené byty - změna dokončených staveb;01-08 1991;
Česko;Zahájené byty - změna dokončených staveb;01-07 1991;
Česko;Zahájené byty - změna dokončených staveb;01-06 1991;
Česko;Zahájené byty - změna dokončených staveb;01-05 1991;
Česko;Zahájené byty - změna dokončených staveb;01-04 1991;
Česko;Zahájené byty - změna dokončených staveb;01-03 1991;
Česko;Zahájené byty - změna dokončených staveb;01-02 1991;
Česko;Zahájené byty - změna dokončených staveb;01 1991;
Česko;Zahájené byty - změna dokončených staveb;01-12 1990;
Česko;Zahájené byty v nových rodinných domech;01-03 2025;2642.0
Česko;Zahájené byty v nových rodinných domech;01-02 2025;1685.0
Česko;Zahájené byty v nových rodinných domech;01 2025;903.0
Česko;Zahájené byty v nových rodinných domech;01-12 2024;13071.0
Česko;Zahájené byty v nových rodinných domech;01-11 2024;12194.0
Česko;Zahájené byty v nových rodinných domech;01-10 2024;11292.0
Česko;Zahájené byty v nových rodinných domech;01-09 2024;10090.0
Česko;Zahájené byty v nových rodinných domech;01-08 2024;8865.0
Česko;Zahájené byty v nových rodinných domech;01-07 2024;7760.0
Česko;Zahájené byty v nových rodinných domech;01-06 2024;6673.0
Česko;Zahájené byty v nových rodinných domech;01-05 2024;5423.0
Česko;Zahájené byty v nových rodinných domech;01-04 2024;4271.0
Česko;Zahájené byty v nových rodinných domech;01-03 2024;3143.0
Česko;Zahájené byty v nových rodinných domech;01-02 2024;2054.0
Česko;Zahájené byty v nových rodinných domech;01 2024;1051.0
Česko;Zahájené byty v nových rodinných domech;01-12 2023;14556.0
Česko;Zahájené byty v nových rodinných domech;01-11 2023;13529.0
Česko;Zahájené byty v nových rodinných domech;01-10 2023;12423.0
Česko;Zahájené byty v nových rodinných domech;01-09 2023;11243.0
Česko;Zahájené byty v nových rodinných domech;01-08 2023;10241.0
Česko;Zahájené byty v nových rodinných domech;01-07 2023;8963.0
Česko;Zahájené byty v nových rodinných domech;01-06 2023;7753.0
Česko;Zahájené byty v nových rodinných domech;01-05 2023;6515.0
Česko;Zahájené byty v nových rodinných domech;01-04 2023;4987.0
Česko;Zahájené byty v nových rodinných domech;01-03 2023;3729.0
Česko;Zahájené byty v nových rodinných domech;01-02 2023;2286.0
Česko;Zahájené byty v nových rodinných domech;01 2023;1167.0
Česko;Zahájené byty v nových rodinných domech;01-12 2022;20109.0
Česko;Zahájené byty v nových rodinných domech;01-11 2022;18900.0
Česko;Zahájené byty v nových rodinných domech;01-10 2022;17390.0
Česko;Zahájené byty v nových rodinných domech;01-09 2022;15963.0
Česko;Zahájené byty v nových rodinných domech;01-08 2022;14612.0
Česko;Zahájené byty v nových rodinných domech;01-07 2022;13092.0
Česko;Zahájené byty v nových rodinných domech;01-06 2022;11551.0
Česko;Zahájené byty v nových rodinných domech;01-05 2022;9760.0
Česko;Zahájené byty v nových rodinných domech;01-04 2022;7564.0
Česko;Zahájené byty v nových rodinných domech;01-03 2022;5753.0
Česko;Zahájené byty v nových rodinných domech;01-02 2022;3584.0
Česko;Zahájené byty v nových rodinných domech;01 2022;1805.0
Česko;Zahájené byty v nových rodinných domech;01-12 2021;21271.0
Česko;Zahájené byty v nových rodinných domech;01-11 2021;19087.0
Česko;Zahájené byty v nových rodinných domech;01-10 2021;17369.0
Česko;Zahájené byty v nových rodinných domech;01-09 2021;15649.0
Česko;Zahájené byty v nových rodinných domech;01-08 2021;13787.0
Česko;Zahájené byty v nových rodinných domech;01-07 2021;11944.0
Česko;Zahájené byty v nových rodinných domech;01-06 2021;10159.0
Česko;Zahájené byty v nových rodinných domech;01-05 2021;8218.0
Česko;Zahájené byty v nových rodinných domech;01-04 2021;6021.0
Česko;Zahájené byty v nových rodinných domech;01-03 2021;4204.0
Česko;Zahájené byty v nových rodinných domech;01-02 2021;2392.0
Česko;Zahájené byty v nových rodinných domech;01 2021;1182.0
Česko;Zahájené byty v nových rodinných domech;01-12 2020;19446.0
Česko;Zahájené byty v nových rodinných domech;01-11 2020;18044.0
Česko;Zahájené byty v nových rodinných domech;01-10 2020;16571.0
Česko;Zahájené byty v nových rodinných domech;01-09 2020;15089.0
Česko;Zahájené byty v nových rodinných domech;01-08 2020;13496.0
Česko;Zahájené byty v nových rodinných domech;01-07 2020;11922.0
Česko;Zahájené byty v nových rodinných domech;01-06 2020;10246.0
Česko;Zahájené byty v nových rodinných domech;01-05 2020;8468.0
Česko;Zahájené byty v nových rodinných domech;01-04 2020;6712.0
Česko;Zahájené byty v nových rodinných domech;01-03 2020;4876.0
Česko;Zahájené byty v nových rodinných domech;01-02 2020;3390.0
Česko;Zahájené byty v nových rodinných domech;01 2020;1703.0
Česko;Zahájené byty v nových rodinných domech;01-12 2019;19947.0
Česko;Zahájené byty v nových rodinných domech;01-11 2019;18165.0
Česko;Zahájené byty v nových rodinných domech;01-10 2019;16545.0
Česko;Zahájené byty v nových rodinných domech;01-09 2019;14866.0
Česko;Zahájené byty v nových rodinných domech;01-08 2019;13276.0
Česko;Zahájené byty v nových rodinných domech;01-07 2019;11509.0
Česko;Zahájené byty v nových rodinných domech;01-06 2019;9787.0
Česko;Zahájené byty v nových rodinných domech;01-05 2019;7967.0
Česko;Zahájené byty v nových rodinných domech;01-04 2019;6183.0
Česko;Zahájené byty v nových rodinných domech;01-03 2019;4455.0
Česko;Zahájené byty v nových rodinných domech;01-02 2019;2512.0
Česko;Zahájené byty v nových rodinných domech;01 2019;1272.0
Česko;Zahájené byty v nových rodinných domech;01-12 2018;19186.0
Česko;Zahájené byty v nových rodinných domech;01-11 2018;17938.0
Česko;Zahájené byty v nových rodinných domech;01-10 2018;16495.0
Česko;Zahájené byty v nových rodinných domech;01-09 2018;14640.0
Česko;Zahájené byty v nových rodinných domech;01-08 2018;13000.0
Česko;Zahájené byty v nových rodinných domech;01-07 2018;11292.0
Česko;Zahájené byty v nových rodinných domech;01-06 2018;9566.0
Česko;Zahájené byty v nových rodinných domech;01-05 2018;7701.0
Česko;Zahájené byty v nových rodinných domech;01-04 2018;5694.0
Česko;Zahájené byty v nových rodinných domech;01-03 2018;4029.0
Česko;Zahájené byty v nových rodinných domech;01-02 2018;2504.0
Česko;Zahájené byty v nových rodinných domech;01 2018;1346.0
Česko;Zahájené byty v nových rodinných domech;01-12 2017;18678.0
Česko;Zahájené byty v nových rodinných domech;01-11 2017;17358.0
Česko;Zahájené byty v nových rodinných domech;01-10 2017;15812.0
Česko;Zahájené byty v nových rodinných domech;01-09 2017;14110.0
Česko;Zahájené byty v nových rodinných domech;01-08 2017;12339.0
Česko;Zahájené byty v nových rodinných domech;01-07 2017;10491.0
Česko;Zahájené byty v nových rodinných domech;01-06 2017;8720.0
Česko;Zahájené byty v nových rodinných domech;01-05 2017;6992.0
Česko;Zahájené byty v nových rodinných domech;01-04 2017;5068.0
Česko;Zahájené byty v nových rodinných domech;01-03 2017;3631.0
Česko;Zahájené byty v nových rodinných domech;01-02 2017;2121.0
Česko;Zahájené byty v nových rodinných domech;01 2017;1006.0
Česko;Zahájené byty v nových rodinných domech;01-12 2016;15865.0
Česko;Zahájené byty v nových rodinných domech;01-11 2016;14601.0
Česko;Zahájené byty v nových rodinných domech;01-10 2016;13148.0
Česko;Zahájené byty v nových rodinných domech;01-09 2016;11673.0
Česko;Zahájené byty v nových rodinných domech;01-08 2016;10217.0
Česko;Zahájené byty v nových rodinných domech;01-07 2016;8780.0
Česko;Zahájené byty v nových rodinných domech;01-06 2016;7383.0
Česko;Zahájené byty v nových rodinných domech;01-05 2016;5883.0
Česko;Zahájené byty v nových rodinných domech;01-04 2016;4280.0
Česko;Zahájené byty v nových rodinných domech;01-03 2016;2804.0
Česko;Zahájené byty v nových rodinných domech;01-02 2016;1691.0
Česko;Zahájené byty v nových rodinných domech;01 2016;802.0
Česko;Zahájené byty v nových rodinných domech;01-12 2015;13727.0
Česko;Zahájené byty v nových rodinných domech;01-11 2015;12726.0
Česko;Zahájené byty v nových rodinných domech;01-10 2015;11496.0
Česko;Zahájené byty v nových rodinných domech;01-09 2015;10208.0
Česko;Zahájené byty v nových rodinných domech;01-08 2015;8854.0
Česko;Zahájené byty v nových rodinných domech;01-07 2015;7686.0
Česko;Zahájené byty v nových rodinných domech;01-06 2015;6466.0
Česko;Zahájené byty v nových rodinných domech;01-05 2015;5115.0
Česko;Zahájené byty v nových rodinných domech;01-04 2015;3826.0
Česko;Zahájené byty v nových rodinných domech;01-03 2015;2578.0
Česko;Zahájené byty v nových rodinných domech;01-02 2015;1533.0
Česko;Zahájené byty v nových rodinných domech;01 2015;758.0
Česko;Zahájené byty v nových rodinných domech;01-12 2014;12440.0
Česko;Zahájené byty v nových rodinných domech;01-11 2014;11675.0
Česko;Zahájené byty v nových rodinných domech;01-10 2014;10770.0
Česko;Zahájené byty v nových rodinných domech;01-09 2014;9570.0
Česko;Zahájené byty v nových rodinných domech;01-08 2014;8294.0
Česko;Zahájené byty v nových rodinných domech;01-07 2014;7171.0
Česko;Zahájené byty v nových rodinných domech;01-06 2014;5941.0
Česko;Zahájené byty v nových rodinných domech;01-05 2014;4759.0
Česko;Zahájené byty v nových rodinných domech;01-04 2014;3561.0
Česko;Zahájené byty v nových rodinných domech;01-03 2014;2495.0
Česko;Zahájené byty v nových rodinných domech;01-02 2014;1412.0
Česko;Zahájené byty v nových rodinných domech;01 2014;664.0
Česko;Zahájené byty v nových rodinných domech;01-12 2013;12490.0
Česko;Zahájené byty v nových rodinných domech;01-11 2013;11723.0
Česko;Zahájené byty v nových rodinných domech;01-10 2013;10855.0
Česko;Zahájené byty v nových rodinných domech;01-09 2013;9807.0
Česko;Zahájené byty v nových rodinných domech;01-08 2013;8621.0
Česko;Zahájené byty v nových rodinných domech;01-07 2013;7455.0
Česko;Zahájené byty v nových rodinných domech;01-06 2013;6203.0
Česko;Zahájené byty v nových rodinných domech;01-05 2013;5097.0
Česko;Zahájené byty v nových rodinných domech;01-04 2013;3879.0
Česko;Zahájené byty v nových rodinných domech;01-03 2013;2734.0
Česko;Zahájené byty v nových rodinných domech;01-02 2013;1719.0
Česko;Zahájené byty v nových rodinných domech;01 2013;974.0
Česko;Zahájené byty v nových rodinných domech;01-12 2012;14399.0
Česko;Zahájené byty v nových rodinných domech;01-11 2012;13442.0
Česko;Zahájené byty v nových rodinných domech;01-10 2012;12458.0
Česko;Zahájené byty v nových rodinných domech;01-09 2012;10951.0
Česko;Zahájené byty v nových rodinných domech;01-08 2012;9772.0
Česko;Zahájené byty v nových rodinných domech;01-07 2012;8336.0
Česko;Zahájené byty v nových rodinných domech;01-06 2012;6969.0
Česko;Zahájené byty v nových rodinných domech;01-05 2012;5652.0
Česko;Zahájené byty v nových rodinných domech;01-04 2012;4273.0
Česko;Zahájené byty v nových rodinných domech;01-03 2012;3002.0
Česko;Zahájené byty v nových rodinných domech;01-02 2012;1756.0
Česko;Zahájené byty v nových rodinných domech;01 2012;865.0
Česko;Zahájené byty v nových rodinných domech;01-12 2011;17060.0
Česko;Zahájené byty v nových rodinných domech;01-11 2011;16038.0
Česko;Zahájené byty v nových rodinných domech;01-10 2011;14893.0
Česko;Zahájené byty v nových rodinných domech;01-09 2011;13301.0
Česko;Zahájené byty v nových rodinných domech;01-08 2011;11703.0
Česko;Zahájené byty v nových rodinných domech;01-07 2011;10060.0
Česko;Zahájené byty v nových rodinných domech;01-06 2011;8412.0
Česko;Zahájené byty v nových rodinných domech;01-05 2011;6789.0
Česko;Zahájené byty v nových rodinných domech;01-04 2011;4956.0
Česko;Zahájené byty v nových rodinných domech;01-03 2011;3448.0
Česko;Zahájené byty v nových rodinných domech;01-02 2011;1985.0
Česko;Zahájené byty v nových rodinných domech;01 2011;1194.0
Česko;Zahájené byty v nových rodinných domech;01-12 2010;16611.0
Česko;Zahájené byty v nových rodinných domech;01-11 2010;15519.0
Česko;Zahájené byty v nových rodinných domech;01-10 2010;14330.0
Česko;Zahájené byty v nových rodinných domech;01-09 2010;12940.0
Česko;Zahájené byty v nových rodinných domech;01-08 2010;11492.0
Česko;Zahájené byty v nových rodinných domech;01-07 2010;9639.0
Česko;Zahájené byty v nových rodinných domech;01-06 2010;8069.0
Česko;Zahájené byty v nových rodinných domech;01-05 2010;6689.0
Česko;Zahájené byty v nových rodinných domech;01-04 2010;5036.0
Česko;Zahájené byty v nových rodinných domech;01-03 2010;3431.0
Česko;Zahájené byty v nových rodinných domech;01-02 2010;1955.0
Česko;Zahájené byty v nových rodinných domech;01 2010;871.0
Česko;Zahájené byty v nových rodinných domech;01-12 2009;18750.0
Česko;Zahájené byty v nových rodinných domech;01-11 2009;17604.0
Česko;Zahájené byty v nových rodinných domech;01-10 2009;16377.0
Česko;Zahájené byty v nových rodinných domech;01-09 2009;14553.0
Česko;Zahájené byty v nových rodinných domech;01-08 2009;12821.0
Česko;Zahájené byty v nových rodinných domech;01-07 2009;11015.0
Česko;Zahájené byty v nových rodinných domech;01-06 2009;9262.0
Česko;Zahájené byty v nových rodinných domech;01-05 2009;7555.0
Česko;Zahájené byty v nových rodinných domech;01-04 2009;5829.0
Česko;Zahájené byty v nových rodinných domech;01-03 2009;4207.0
Česko;Zahájené byty v nových rodinných domech;01-02 2009;2682.0
Česko;Zahájené byty v nových rodinných domech;01 2009;1510.0
Česko;Zahájené byty v nových rodinných domech;01-12 2008;22918.0
Česko;Zahájené byty v nových rodinných domech;01-11 2008;21202.0
Česko;Zahájené byty v nových rodinných domech;01-10 2008;19575.0
Česko;Zahájené byty v nových rodinných domech;01-09 2008;17513.0
Česko;Zahájené byty v nových rodinných domech;01-08 2008;15351.0
Česko;Zahájené byty v nových rodinných domech;01-07 2008;13250.0
Česko;Zahájené byty v nových rodinných domech;01-06 2008;10982.0
Česko;Zahájené byty v nových rodinných domech;01-05 2008;8726.0
Česko;Zahájené byty v nových rodinných domech;01-04 2008;6532.0
Česko;Zahájené byty v nových rodinných domech;01-03 2008;4661.0
Česko;Zahájené byty v nových rodinných domech;01-02 2008;3033.0
Česko;Zahájené byty v nových rodinných domech;01 2008;1561.0
Česko;Zahájené byty v nových rodinných domech;01-12 2007;20990.0
Česko;Zahájené byty v nových rodinných domech;01-11 2007;19385.0
Česko;Zahájené byty v nových rodinných domech;01-10 2007;17922.0
Česko;Zahájené byty v nových rodinných domech;01-09 2007;15920.0
Česko;Zahájené byty v nových rodinných domech;01-08 2007;14009.0
Česko;Zahájené byty v nových rodinných domech;01-07 2007;11731.0
Česko;Zahájené byty v nových rodinných domech;01-06 2007;9952.0
Česko;Zahájené byty v nových rodinných domech;01-05 2007;8172.0
Česko;Zahájené byty v nových rodinných domech;01-04 2007;6174.0
Česko;Zahájené byty v nových rodinných domech;01-03 2007;4503.0
Česko;Zahájené byty v nových rodinných domech;01-02 2007;2638.0
Česko;Zahájené byty v nových rodinných domech;01 2007;1337.0
Česko;Zahájené byty v nových rodinných domech;01-12 2006;20620.0
Česko;Zahájené byty v nových rodinných domech;01-11 2006;18861.0
Česko;Zahájené byty v nových rodinných domech;01-10 2006;17162.0
Česko;Zahájené byty v nových rodinných domech;01-09 2006;15124.0
Česko;Zahájené byty v nových rodinných domech;01-08 2006;12974.0
Česko;Zahájené byty v nových rodinných domech;01-07 2006;10795.0
Česko;Zahájené byty v nových rodinných domech;01-06 2006;9007.0
Česko;Zahájené byty v nových rodinných domech;01-05 2006;6930.0
Česko;Zahájené byty v nových rodinných domech;01-04 2006;4972.0
Česko;Zahájené byty v nových rodinných domech;01-03 2006;3534.0
Česko;Zahájené byty v nových rodinných domech;01-02 2006;2250.0
Česko;Zahájené byty v nových rodinných domech;01 2006;954.0
Česko;Zahájené byty v nových rodinných domech;01-12 2005;17579.0
Česko;Zahájené byty v nových rodinných domech;01-11 2005;
Česko;Zahájené byty v nových rodinných domech;01-10 2005;
Česko;Zahájené byty v nových rodinných domech;01-09 2005;13274.0
Česko;Zahájené byty v nových rodinných domech;01-08 2005;
Česko;Zahájené byty v nových rodinných domech;01-07 2005;
Česko;Zahájené byty v nových rodinných domech;01-06 2005;8088.0
Česko;Zahájené byty v nových rodinných domech;01-05 2005;
Česko;Zahájené byty v nových rodinných domech;01-04 2005;
Česko;Zahájené byty v nových rodinných domech;01-03 2005;3393.0
Česko;Zahájené byty v nových rodinných domech;01-02 2005;
Česko;Zahájené byty v nových rodinných domech;01 2005;
Česko;Zahájené byty v nových rodinných domech;01-12 2004;17485.0
Česko;Zahájené byty v nových rodinných domech;01-11 2004;
Česko;Zahájené byty v nových rodinných domech;01-10 2004;
Česko;Zahájené byty v nových rodinných domech;01-09 2004;13113.0
Česko;Zahájené byty v nových rodinných domech;01-08 2004;
Česko;Zahájené byty v nových rodinných domech;01-07 2004;
Česko;Zahájené byty v nových rodinných domech;01-06 2004;8321.0
Česko;Zahájené byty v nových rodinných domech;01-05 2004;
Česko;Zahájené byty v nových rodinných domech;01-04 2004;
Česko;Zahájené byty v nových rodinných domech;01-03 2004;3327.0
Česko;Zahájené byty v nových rodinných domech;01-02 2004;
Česko;Zahájené byty v nových rodinných domech;01 2004;
Česko;Zahájené byty v nových rodinných domech;01-12 2003;17250.0
Česko;Zahájené byty v nových rodinných domech;01-11 2003;
Česko;Zahájené byty v nových rodinných domech;01-10 2003;
Česko;Zahájené byty v nových rodinných domech;01-09 2003;13089.0
Česko;Zahájené byty v nových rodinných domech;01-08 2003;
Česko;Zahájené byty v nových rodinných domech;01-07 2003;
Česko;Zahájené byty v nových rodinných domech;01-06 2003;7369.0
Česko;Zahájené byty v nových rodinných domech;01-05 2003;
Česko;Zahájené byty v nových rodinných domech;01-04 2003;
Česko;Zahájené byty v nových rodinných domech;01-03 2003;2797.0
Česko;Zahájené byty v nových rodinných domech;01-02 2003;
Česko;Zahájené byty v nových rodinných domech;01 2003;
Česko;Zahájené byty v nových rodinných domech;01-12 2002;13659.0
Česko;Zahájené byty v nových rodinných domech;01-11 2002;
Česko;Zahájené byty v nových rodinných domech;01-10 2002;
Česko;Zahájené byty v nových rodinných domech;01-09 2002;10443.0
Česko;Zahájené byty v nových rodinných domech;01-08 2002;
Česko;Zahájené byty v nových rodinných domech;01-07 2002;
Česko;Zahájené byty v nových rodinných domech;01-06 2002;6513.0
Česko;Zahájené byty v nových rodinných domech;01-05 2002;
Česko;Zahájené byty v nových rodinných domech;01-04 2002;
Česko;Zahájené byty v nových rodinných domech;01-03 2002;2432.0
Česko;Zahájené byty v nových rodinných domech;01-02 2002;
Česko;Zahájené byty v nových rodinných domech;01 2002;
Česko;Zahájené byty v nových rodinných domech;01-12 2001;12895.0
Česko;Zahájené byty v nových rodinných domech;01-11 2001;
Česko;Zahájené byty v nových rodinných domech;01-10 2001;
Česko;Zahájené byty v nových rodinných domech;01-09 2001;10019.0
Česko;Zahájené byty v nových rodinných domech;01-08 2001;
Česko;Zahájené byty v nových rodinných domech;01-07 2001;
Česko;Zahájené byty v nových rodinných domech;01-06 2001;6191.0
Česko;Zahájené byty v nových rodinných domech;01-05 2001;
Česko;Zahájené byty v nových rodinných domech;01-04 2001;
Česko;Zahájené byty v nových rodinných domech;01-03 2001;2188.0
Česko;Zahájené byty v nových rodinných domech;01-02 2001;
Česko;Zahájené byty v nových rodinných domech;01 2001;
Česko;Zahájené byty v nových rodinných domech;01-12 2000;12177.0
Česko;Zahájené byty v nových rodinných domech;01-11 2000;
Česko;Zahájené byty v nových rodinných domech;01-10 2000;
Česko;Zahájené byty v nových rodinných domech;01-09 2000;9191.0
Česko;Zahájené byty v nových rodinných domech;01-08 2000;
Česko;Zahájené byty v nových rodinných domech;01-07 2000;
Česko;Zahájené byty v nových rodinných domech;01-06 2000;5651.0
Česko;Zahájené byty v nových rodinných domech;01-05 2000;
Česko;Zahájené byty v nových rodinných domech;01-04 2000;
Česko;Zahájené byty v nových rodinných domech;01-03 2000;2296.0
Česko;Zahájené byty v nových rodinných domech;01-02 2000;
Česko;Zahájené byty v nových rodinných domech;01 2000;
Česko;Zahájené byty v nových rodinných domech;01-12 1999;12489.0
Česko;Zahájené byty v nových rodinných domech;01-11 1999;
Česko;Zahájené byty v nových rodinných domech;01-10 1999;
Česko;Zahájené byty v nových rodinných domech;01-09 1999;9789.0
Česko;Zahájené byty v nových rodinných domech;01-08 1999;
Česko;Zahájené byty v nových rodinných domech;01-07 1999;
Česko;Zahájené byty v nových rodinných domech;01-06 1999;6281.0
Česko;Zahájené byty v nových rodinných domech;01-05 1999;
Česko;Zahájené byty v nových rodinných domech;01-04 1999;
Česko;Zahájené byty v nových rodinných domech;01-03 1999;2687.0
Česko;Zahájené byty v nových rodinných domech;01-02 1999;
Česko;Zahájené byty v nových rodinných domech;01 1999;
Česko;Zahájené byty v nových rodinných domech;01-12 1998;14933.0
Česko;Zahájené byty v nových rodinných domech;01-11 1998;
Česko;Zahájené byty v nových rodinných domech;01-10 1998;
Česko;Zahájené byty v nových rodinných domech;01-09 1998;12052.0
Česko;Zahájené byty v nových rodinných domech;01-08 1998;
Česko;Zahájené byty v nových rodinných domech;01-07 1998;
Česko;Zahájené byty v nových rodinných domech;01-06 1998;8042.0
Česko;Zahájené byty v nových rodinných domech;01-05 1998;
Česko;Zahájené byty v nových rodinných domech;01-04 1998;
Česko;Zahájené byty v nových rodinných domech;01-03 1998;3116.0
Česko;Zahájené byty v nových rodinných domech;01-02 1998;
Česko;Zahájené byty v nových rodinných domech;01 1998;
Česko;Zahájené byty v nových rodinných domech;01-12 1997;12521.0
Česko;Zahájené byty v nových rodinných domech;01-11 1997;
Česko;Zahájené byty v nových rodinných domech;01-10 1997;
Česko;Zahájené byty v nových rodinných domech;01-09 1997;
Česko;Zahájené byty v nových rodinných domech;01-08 1997;
Česko;Zahájené byty v nových rodinných domech;01-07 1997;
Česko;Zahájené byty v nových rodinných domech;01-06 1997;
Česko;Zahájené byty v nových rodinných domech;01-05 1997;
Česko;Zahájené byty v nových rodinných domech;01-04 1997;
Česko;Zahájené byty v nových rodinných domech;01-03 1997;
Česko;Zahájené byty v nových rodinných domech;01-02 1997;
Česko;Zahájené byty v nových rodinných domech;01 1997;
Česko;Zahájené byty v nových rodinných domech;01-12 1996;
Česko;Zahájené byty v nových rodinných domech;01-11 1996;
Česko;Zahájené byty v nových rodinných domech;01-10 1996;
Česko;Zahájené byty v nových rodinných domech;01-09 1996;
Česko;Zahájené byty v nových rodinných domech;01-08 1996;
Česko;Zahájené byty v nových rodinných domech;01-07 1996;
Česko;Zahájené byty v nových rodinných domech;01-06 1996;
Česko;Zahájené byty v nových rodinných domech;01-05 1996;
Česko;Zahájené byty v nových rodinných domech;01-04 1996;
Česko;Zahájené byty v nových rodinných domech;01-03 1996;
Česko;Zahájené byty v nových rodinných domech;01-02 1996;
Česko;Zahájené byty v nových rodinných domech;01 1996;
Česko;Zahájené byty v nových rodinných domech;01-12 1995;
Česko;Zahájené byty v nových rodinných domech;01-11 1995;
Česko;Zahájené byty v nových rodinných domech;01-10 1995;
Česko;Zahájené byty v nových rodinných domech;01-09 1995;
Česko;Zahájené byty v nových rodinných domech;01-08 1995;
Česko;Zahájené byty v nových rodinných domech;01-07 1995;
Česko;Zahájené byty v nových rodinných domech;01-06 1995;
Česko;Zahájené byty v nových rodinných domech;01-05 1995;
Česko;Zahájené byty v nových rodinných domech;01-04 1995;
Česko;Zahájené byty v nových rodinných domech;01-03 1995;
Česko;Zahájené byty v nových rodinných domech;01-02 1995;
Česko;Zahájené byty v nových rodinných domech;01 1995;
Česko;Zahájené byty v nových rodinných domech;01-12 1994;
Česko;Zahájené byty v nových rodinných domech;01-11 1994;
Česko;Zahájené byty v nových rodinných domech;01-10 1994;
Česko;Zahájené byty v nových rodinných domech;01-09 1994;
Česko;Zahájené byty v nových rodinných domech;01-08 1994;
Česko;Zahájené byty v nových rodinných domech;01-07 1994;
Česko;Zahájené byty v nových rodinných domech;01-06 1994;
Česko;Zahájené byty v nových rodinných domech;01-05 1994;
Česko;Zahájené byty v nových rodinných domech;01-04 1994;
Česko;Zahájené byty v nových rodinných domech;01-03 1994;
Česko;Zahájené byty v nových rodinných domech;01-02 1994;
Česko;Zahájené byty v nových rodinných domech;01 1994;
Česko;Zahájené byty v nových rodinných domech;01-12 1993;
Česko;Zahájené byty v nových rodinných domech;01-11 1993;
Česko;Zahájené byty v nových rodinných domech;01-10 1993;
Česko;Zahájené byty v nových rodinných domech;01-09 1993;
Česko;Zahájené byty v nových rodinných domech;01-08 1993;
Česko;Zahájené byty v nových rodinných domech;01-07 1993;
Česko;Zahájené byty v nových rodinných domech;01-06 1993;
Česko;Zahájené byty v nových rodinných domech;01-05 1993;
Česko;Zahájené byty v nových rodinných domech;01-04 1993;
Česko;Zahájené byty v nových rodinných domech;01-03 1993;
