Stát;Ukazatel;Kumulace měsíců;value
Česko;Zahájené byty v nových rodinných domech;01-02 1993;
Česko;Zahájené byty v nových rodinných domech;01 1993;
Česko;Zahájené byty v nových rodinných domech;01-12 1992;
Česko;Zahájené byty v nových rodinných domech;01-11 1992;
Česko;Zahájené byty v nových rodinných domech;01-10 1992;
Česko;Zahájené byty v nových rodinných domech;01-09 1992;
Česko;Zahájené byty v nových rodinných domech;01-08 1992;
Česko;Zahájené byty v nových rodinných domech;01-07 1992;
Česko;Zahájené byty v nových rodinných domech;01-06 1992;
Česko;Zahájené byty v nových rodinných domech;01-05 1992;
Česko;Zahájené byty v nových rodinných domech;01-04 1992;
Česko;Zahájené byty v nových rodinných domech;01-03 1992;
Česko;Zahájené byty v nových rodinných domech;01-02 1992;
Česko;Zahájené byty v nových rodinných domech;01 1992;
Česko;Zahájené byty v nových rodinných domech;01-12 1991;
Česko;Zahájené byty v nových rodinných domech;01-11 1991;
Česko;Zahájené byty v nových rodinných domech;01-10 1991;
Česko;Zahájené byty v nových rodinných domech;01-09 1991;
Česko;Zahájené byty v nových rodinných domech;01-08 1991;
Česko;Zahájené byty v nových rodinných domech;01-07 1991;
Česko;Zahájené byty v nových rodinných domech;01-06 1991;
Česko;Zahájené byty v nových rodinných domech;01-05 1991;
Česko;Zahájené byty v nových rodinných domech;01-04 1991;
Česko;Zahájené byty v nových rodinných domech;01-03 1991;
Česko;Zahájené byty v nových rodinných domech;01-02 1991;
Česko;Zahájené byty v nových rodinných domech;01 1991;
Česko;Zahájené byty v nových rodinných domech;01-12 1990;
Česko;Zahájené byty v nových bytových domech;01-03 2025;4095.0
Česko;Zahájené byty v nových bytových domech;01-02 2025;2463.0
Česko;Zahájené byty v nových bytových domech;01 2025;1230.0
Česko;Zahájené byty v nových bytových domech;01-12 2024;17079.0
Česko;Zahájené byty v nových bytových domech;01-11 2024;15491.0
Česko;Zahájené byty v nových bytových domech;01-10 2024;13313.0
Česko;Zahájené byty v nových bytových domech;01-09 2024;12531.0
Česko;Zahájené byty v nových bytových domech;01-08 2024;9943.0
Česko;Zahájené byty v nových bytových domech;01-07 2024;8914.0
Česko;Zahájené byty v nových bytových domech;01-06 2024;7646.0
Česko;Zahájené byty v nových bytových domech;01-05 2024;6685.0
Česko;Zahájené byty v nových bytových domech;01-04 2024;5556.0
Česko;Zahájené byty v nových bytových domech;01-03 2024;3565.0
Česko;Zahájené byty v nových bytových domech;01-02 2024;2348.0
Česko;Zahájené byty v nových bytových domech;01 2024;1983.0
Česko;Zahájené byty v nových bytových domech;01-12 2023;13568.0
Česko;Zahájené byty v nových bytových domech;01-11 2023;11824.0
Česko;Zahájené byty v nových bytových domech;01-10 2023;11292.0
Česko;Zahájené byty v nových bytových domech;01-09 2023;10175.0
Česko;Zahájené byty v nových bytových domech;01-08 2023;8716.0
Česko;Zahájené byty v nových bytových domech;01-07 2023;7491.0
Česko;Zahájené byty v nových bytových domech;01-06 2023;6161.0
Česko;Zahájené byty v nových bytových domech;01-05 2023;5488.0
Česko;Zahájené byty v nových bytových domech;01-04 2023;4252.0
Česko;Zahájené byty v nových bytových domech;01-03 2023;3366.0
Česko;Zahájené byty v nových bytových domech;01-02 2023;2409.0
Česko;Zahájené byty v nových bytových domech;01 2023;868.0
Česko;Zahájené byty v nových bytových domech;01-12 2022;15189.0
Česko;Zahájené byty v nových bytových domech;01-11 2022;13136.0
Česko;Zahájené byty v nových bytových domech;01-10 2022;11680.0
Česko;Zahájené byty v nových bytových domech;01-09 2022;10883.0
Česko;Zahájené byty v nových bytových domech;01-08 2022;10225.0
Česko;Zahájené byty v nových bytových domech;01-07 2022;8279.0
Česko;Zahájené byty v nových bytových domech;01-06 2022;7663.0
Česko;Zahájené byty v nových bytových domech;01-05 2022;6914.0
Česko;Zahájené byty v nových bytových domech;01-04 2022;4447.0
Česko;Zahájené byty v nových bytových domech;01-03 2022;3179.0
Česko;Zahájené byty v nových bytových domech;01-02 2022;1945.0
Česko;Zahájené byty v nových bytových domech;01 2022;575.0
Česko;Zahájené byty v nových bytových domech;01-12 2021;17098.0
Česko;Zahájené byty v nových bytových domech;01-11 2021;15491.0
Česko;Zahájené byty v nových bytových domech;01-10 2021;14547.0
Česko;Zahájené byty v nových bytových domech;01-09 2021;13040.0
Česko;Zahájené byty v nových bytových domech;01-08 2021;10998.0
Česko;Zahájené byty v nových bytových domech;01-07 2021;8931.0
Česko;Zahájené byty v nových bytových domech;01-06 2021;7348.0
Česko;Zahájené byty v nových bytových domech;01-05 2021;5418.0
Česko;Zahájené byty v nových bytových domech;01-04 2021;3960.0
Česko;Zahájené byty v nových bytových domech;01-03 2021;2857.0
Česko;Zahájené byty v nových bytových domech;01-02 2021;2146.0
Česko;Zahájené byty v nových bytových domech;01 2021;1003.0
Česko;Zahájené byty v nových bytových domech;01-12 2020;9426.0
Česko;Zahájené byty v nových bytových domech;01-11 2020;8888.0
Česko;Zahájené byty v nových bytových domech;01-10 2020;8068.0
Česko;Zahájené byty v nových bytových domech;01-09 2020;7324.0
Česko;Zahájené byty v nových bytových domech;01-08 2020;6865.0
Česko;Zahájené byty v nových bytových domech;01-07 2020;6037.0
Česko;Zahájené byty v nových bytových domech;01-06 2020;5497.0
Česko;Zahájené byty v nových bytových domech;01-05 2020;5034.0
Česko;Zahájené byty v nových bytových domech;01-04 2020;4043.0
Česko;Zahájené byty v nových bytových domech;01-03 2020;2930.0
Česko;Zahájené byty v nových bytových domech;01-02 2020;1888.0
Česko;Zahájené byty v nových bytových domech;01 2020;735.0
Česko;Zahájené byty v nových bytových domech;01-12 2019;12491.0
Česko;Zahájené byty v nových bytových domech;01-11 2019;11243.0
Česko;Zahájené byty v nových bytových domech;01-10 2019;10798.0
Česko;Zahájené byty v nových bytových domech;01-09 2019;9476.0
Česko;Zahájené byty v nových bytových domech;01-08 2019;7818.0
Česko;Zahájené byty v nových bytových domech;01-07 2019;6855.0
Česko;Zahájené byty v nových bytových domech;01-06 2019;5991.0
Česko;Zahájené byty v nových bytových domech;01-05 2019;5467.0
Česko;Zahájené byty v nových bytových domech;01-04 2019;4429.0
Česko;Zahájené byty v nových bytových domech;01-03 2019;3373.0
Česko;Zahájené byty v nových bytových domech;01-02 2019;1567.0
Česko;Zahájené byty v nových bytových domech;01 2019;792.0
Česko;Zahájené byty v nových bytových domech;01-12 2018;7280.0
Česko;Zahájené byty v nových bytových domech;01-11 2018;6684.0
Česko;Zahájené byty v nových bytových domech;01-10 2018;5769.0
Česko;Zahájené byty v nových bytových domech;01-09 2018;5295.0
Česko;Zahájené byty v nových bytových domech;01-08 2018;4971.0
Česko;Zahájené byty v nových bytových domech;01-07 2018;4019.0
Česko;Zahájené byty v nových bytových domech;01-06 2018;3758.0
Česko;Zahájené byty v nových bytových domech;01-05 2018;3411.0
Česko;Zahájené byty v nových bytových domech;01-04 2018;2078.0
Česko;Zahájené byty v nových bytových domech;01-03 2018;1842.0
Česko;Zahájené byty v nových bytových domech;01-02 2018;1116.0
Česko;Zahájené byty v nových bytových domech;01 2018;474.0
Česko;Zahájené byty v nových bytových domech;01-12 2017;7244.0
Česko;Zahájené byty v nových bytových domech;01-11 2017;6404.0
Česko;Zahájené byty v nových bytových domech;01-10 2017;5955.0
Česko;Zahájené byty v nových bytových domech;01-09 2017;5221.0
Česko;Zahájené byty v nových bytových domech;01-08 2017;4993.0
Česko;Zahájené byty v nových bytových domech;01-07 2017;4022.0
Česko;Zahájené byty v nových bytových domech;01-06 2017;3578.0
Česko;Zahájené byty v nových bytových domech;01-05 2017;3231.0
Česko;Zahájené byty v nových bytových domech;01-04 2017;2313.0
Česko;Zahájené byty v nových bytových domech;01-03 2017;1588.0
Česko;Zahájené byty v nových bytových domech;01-02 2017;1036.0
Česko;Zahájené byty v nových bytových domech;01 2017;546.0
Česko;Zahájené byty v nových bytových domech;01-12 2016;5870.0
Česko;Zahájené byty v nových bytových domech;01-11 2016;4722.0
Česko;Zahájené byty v nových bytových domech;01-10 2016;3970.0
Česko;Zahájené byty v nových bytových domech;01-09 2016;3737.0
Česko;Zahájené byty v nových bytových domech;01-08 2016;3250.0
Česko;Zahájené byty v nových bytových domech;01-07 2016;2645.0
Česko;Zahájené byty v nových bytových domech;01-06 2016;2447.0
Česko;Zahájené byty v nových bytových domech;01-05 2016;2233.0
Česko;Zahájené byty v nových bytových domech;01-04 2016;1894.0
Česko;Zahájené byty v nových bytových domech;01-03 2016;1118.0
Česko;Zahájené byty v nových bytových domech;01-02 2016;931.0
Česko;Zahájené byty v nových bytových domech;01 2016;619.0
Česko;Zahájené byty v nových bytových domech;01-12 2015;6848.0
Česko;Zahájené byty v nových bytových domech;01-11 2015;5862.0
Česko;Zahájené byty v nových bytových domech;01-10 2015;5483.0
Česko;Zahájené byty v nových bytových domech;01-09 2015;5121.0
Česko;Zahájené byty v nových bytových domech;01-08 2015;4778.0
Česko;Zahájené byty v nových bytových domech;01-07 2015;4113.0
Česko;Zahájené byty v nových bytových domech;01-06 2015;3544.0
Česko;Zahájené byty v nových bytových domech;01-05 2015;2131.0
Česko;Zahájené byty v nových bytových domech;01-04 2015;2007.0
Česko;Zahájené byty v nových bytových domech;01-03 2015;1031.0
Česko;Zahájené byty v nových bytových domech;01-02 2015;728.0
Česko;Zahájené byty v nových bytových domech;01 2015;326.0
Česko;Zahájené byty v nových bytových domech;01-12 2014;6657.0
Česko;Zahájené byty v nových bytových domech;01-11 2014;6000.0
Česko;Zahájené byty v nových bytových domech;01-10 2014;5338.0
Česko;Zahájené byty v nových bytových domech;01-09 2014;4967.0
Česko;Zahájené byty v nových bytových domech;01-08 2014;4644.0
Česko;Zahájené byty v nových bytových domech;01-07 2014;4305.0
Česko;Zahájené byty v nových bytových domech;01-06 2014;3431.0
Česko;Zahájené byty v nových bytových domech;01-05 2014;2554.0
Česko;Zahájené byty v nových bytových domech;01-04 2014;1805.0
Česko;Zahájené byty v nových bytových domech;01-03 2014;1379.0
Česko;Zahájené byty v nových bytových domech;01-02 2014;812.0
Česko;Zahájené byty v nových bytových domech;01 2014;710.0
Česko;Zahájené byty v nových bytových domech;01-12 2013;4857.0
Česko;Zahájené byty v nových bytových domech;01-11 2013;4220.0
Česko;Zahájené byty v nových bytových domech;01-10 2013;3688.0
Česko;Zahájené byty v nových bytových domech;01-09 2013;3569.0
Česko;Zahájené byty v nových bytových domech;01-08 2013;3301.0
Česko;Zahájené byty v nových bytových domech;01-07 2013;2922.0
Česko;Zahájené byty v nových bytových domech;01-06 2013;2385.0
Česko;Zahájené byty v nových bytových domech;01-05 2013;2169.0
Česko;Zahájené byty v nových bytových domech;01-04 2013;1814.0
Česko;Zahájené byty v nových bytových domech;01-03 2013;1151.0
Česko;Zahájené byty v nových bytových domech;01-02 2013;382.0
Česko;Zahájené byty v nových bytových domech;01 2013;116.0
Česko;Zahájené byty v nových bytových domech;01-12 2012;4022.0
Česko;Zahájené byty v nových bytových domech;01-11 2012;3761.0
Česko;Zahájené byty v nových bytových domech;01-10 2012;3649.0
Česko;Zahájené byty v nových bytových domech;01-09 2012;3356.0
Česko;Zahájené byty v nových bytových domech;01-08 2012;3126.0
Česko;Zahájené byty v nových bytových domech;01-07 2012;2965.0
Česko;Zahájené byty v nových bytových domech;01-06 2012;2825.0
Česko;Zahájené byty v nových bytových domech;01-05 2012;2690.0
Česko;Zahájené byty v nových bytových domech;01-04 2012;2322.0
Česko;Zahájené byty v nových bytových domech;01-03 2012;2181.0
Česko;Zahájené byty v nových bytových domech;01-02 2012;1605.0
Česko;Zahájené byty v nových bytových domech;01 2012;1152.0
Česko;Zahájené byty v nových bytových domech;01-12 2011;5013.0
Česko;Zahájené byty v nových bytových domech;01-11 2011;4653.0
Česko;Zahájené byty v nových bytových domech;01-10 2011;4372.0
Česko;Zahájené byty v nových bytových domech;01-09 2011;3979.0
Česko;Zahájené byty v nových bytových domech;01-08 2011;3497.0
Česko;Zahájené byty v nových bytových domech;01-07 2011;3271.0
Česko;Zahájené byty v nových bytových domech;01-06 2011;2999.0
Česko;Zahájené byty v nových bytových domech;01-05 2011;2692.0
Česko;Zahájené byty v nových bytových domech;01-04 2011;2092.0
Česko;Zahájené byty v nových bytových domech;01-03 2011;1864.0
Česko;Zahájené byty v nových bytových domech;01-02 2011;1493.0
Česko;Zahájené byty v nových bytových domech;01 2011;645.0
Česko;Zahájené byty v nových bytových domech;01-12 2010;5798.0
Česko;Zahájené byty v nových bytových domech;01-11 2010;5199.0
Česko;Zahájené byty v nových bytových domech;01-10 2010;4808.0
Česko;Zahájené byty v nových bytových domech;01-09 2010;4543.0
Česko;Zahájené byty v nových bytových domech;01-08 2010;4032.0
Česko;Zahájené byty v nových bytových domech;01-07 2010;3637.0
Česko;Zahájené byty v nových bytových domech;01-06 2010;3429.0
Česko;Zahájené byty v nových bytových domech;01-05 2010;2752.0
Česko;Zahájené byty v nových bytových domech;01-04 2010;2197.0
Česko;Zahájené byty v nových bytových domech;01-03 2010;1523.0
Česko;Zahájené byty v nových bytových domech;01-02 2010;1101.0
Česko;Zahájené byty v nových bytových domech;01 2010;856.0
Česko;Zahájené byty v nových bytových domech;01-12 2009;11045.0
Česko;Zahájené byty v nových bytových domech;01-11 2009;10447.0
Česko;Zahájené byty v nových bytových domech;01-10 2009;9553.0
Česko;Zahájené byty v nových bytových domech;01-09 2009;9326.0
Česko;Zahájené byty v nových bytových domech;01-08 2009;7891.0
Česko;Zahájené byty v nových bytových domech;01-07 2009;6999.0
Česko;Zahájené byty v nových bytových domech;01-06 2009;5246.0
Česko;Zahájené byty v nových bytových domech;01-05 2009;3994.0
Česko;Zahájené byty v nových bytových domech;01-04 2009;2901.0
Česko;Zahájené byty v nových bytových domech;01-03 2009;2341.0
Česko;Zahájené byty v nových bytových domech;01-02 2009;1409.0
Česko;Zahájené byty v nových bytových domech;01 2009;802.0
Česko;Zahájené byty v nových bytových domech;01-12 2008;13724.0
Česko;Zahájené byty v nových bytových domech;01-11 2008;13248.0
Česko;Zahájené byty v nových bytových domech;01-10 2008;12210.0
Česko;Zahájené byty v nových bytových domech;01-09 2008;11118.0
Česko;Zahájené byty v nových bytových domech;01-08 2008;9719.0
